rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
35,81.37110305147552,77.4627549602969,300452,山河药辅,bottom_area,2023-08-28,14.08,2023-08-25,13.88,1.4409221902017237,5.331412103746387,28.710837185413446,False,1.0043,2.4322,1,1,1,100.0,8.752997601918471,8.752997601918471,6.559077809798277,1.4409221902017237,历史1/1次成功; 当前距低点1.44%; 最新日涨幅1.00%; 状态bottom_area; 底部未确认
36,81.32267443385132,79.01750218952532,002519,银河电子,bottom_area,2023-08-28,5.32,2023-08-25,5.19,2.5048169556840056,7.707129094412321,30.053908355795144,True,1.7208,2.0158,1,1,1,100.0,20.959595959595962,20.959595959595962,5.495183044315994,2.5048169556840056,历史1/1次成功; 当前距低点2.50%; 最新日涨幅1.72%; 状态bottom_area; 底部已确认
37,81.25255028017241,75.23384285201149,601778,晶科科技,bottom_area,2023-08-28,3.7,2023-08-28,3.7,0.0,6.48648648648648,28.015564202334627,False,-1.0695,3.4696,3,3,3,100.0,20.34324113984674,42.344827586206904,8.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-1.07%; 状态bottom_area; 底部未确认
38,81.16023169757526,76.1736182154173,300473,德尔股份,bottom_area,2023-08-28,15.74,2023-08-25,15.63,0.703774792066535,6.269993602047336,30.37861915367483,False,0.191,2.164,2,2,2,100.0,15.958197534026922,21.37137137137137,7.296225207933466,0.703774792066535,历史2/2次成功; 当前距低点0.70%; 最新日涨幅0.19%; 状态bottom_area; 底部未确认
39,81.0083734258199,79.9764196242171,002084,海鸥住工,bottom_area,2023-08-28,4.03,2023-08-25,3.9,3.3333333333333424,6.153846153846148,27.102803738317753,False,3.0691,4.12,2,2,2,100.0,28.797954968909234,43.81720430107525,4.666666666666658,3.3333333333333424,历史2/2次成功; 当前距低点3.33%; 最新日涨幅3.07%; 状态bottom_area; 底部未确认
40,80.72746543835218,75.85250763662995,603131,上海沪工,bottom_area,2023-08-28,11.9,2023-08-25,11.81,0.7620660457239614,5.8425063505503765,28.293867638129928,False,0.3373,1.458,2,2,2,100.0,14.946334520863354,19.841269841269842,7.2379339542760395,0.7620660457239614,历史2/2次成功; 当前距低点0.76%; 最新日涨幅0.34%; 状态bottom_area; 底部未确认
41,80.62887971235824,77.11108477075044,688068,热景生物,bottom_area,2023-08-28,36.3,2023-08-25,35.7,1.680672268907547,5.770308123249285,31.05446118192352,False,1.4817,0.9669,1,1,1,100.0,9.80116959064327,9.80116959064327,6.319327731092453,1.680672268907547,历史1/1次成功; 当前距低点1.68%; 最新日涨幅1.48%; 状态bottom_area; 底部未确认
42,80.61755942321551,77.23469115229553,688127,蓝特光学,confirmed_rebound,2023-08-28,13.79,2023-08-28,13.55,1.7712177121771102,9.815498154981551,28.078556263269633,False,-1.076,1.7397,3,3,3,100.0,10.93047062397494,13.2015306122449,6.22878228782289,1.7712177121771102,历史3/3次成功; 当前距低点1.77%; 最新日涨幅-1.08%; 状态confirmed_rebound; 底部未确认
43,80.48178174518695,77.17431126250801,002121,科陆电子,bottom_area,2023-08-28,5.6,2023-08-25,5.5,1.818181818181812,6.909090909090907,29.03225806451613,False,1.2658,1.9002,1,1,1,100.0,11.826697892271683,11.826697892271683,6.181818181818189,1.818181818181812,历史1/1次成功; 当前距低点1.82%; 最新日涨幅1.27%; 状态bottom_area; 底部未确认
44,79.88193323143011,80.54986896619421,688248,南网科技,confirmed_rebound,2023-08-28,30.39,2023-08-25,29.1,4.432989690721646,8.247422680412365,32.29409027454629,True,4.0753,3.7283,3,3,3,100.0,29.715513231395445,49.406593406593416,3.567010309278354,4.432989690721646,历史3/3次成功; 当前距低点4.43%; 最新日涨幅4.08%; 状态confirmed_rebound; 底部已确认
45,79.87851401986812,77.91756579116947,000670,盈方微,bottom_area,2023-08-28,5.69,2023-08-25,5.54,2.7075812274368296,5.956678700361012,29.516539440203566,False,1.9713,2.8216,2,2,2,100.0,10.058338654437806,10.903426791277262,5.29241877256317,2.7075812274368296,历史2/2次成功; 当前距低点2.71%; 最新日涨幅1.97%; 状态bottom_area; 底部未确认
46,79.34105277782565,74.57347152529036,300514,友讯达,bottom_area,2023-08-28,11.65,2023-08-25,11.56,0.7785467128027669,7.266435986159168,27.795128044971896,True,-0.0858,2.9199,1,1,1,100.0,38.21805392731536,38.21805392731536,7.221453287197233,0.7785467128027669,历史1/1次成功; 当前距低点0.78%; 最新日涨幅-0.09%; 状态bottom_area; 底部已确认
