rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.67081967213122,80.44000000000004,002687,乔治白,bottom_area,2024-06-19,4.27,2024-06-06,4.2,1.666666666666652,5.714285714285719,28.2051282051282,False,-0.6977,0.8239,1,1,1,100.0,64.00000000000001,64.00000000000001,13.333333333333346,1.666666666666652,历史1/1次成功; 当前距低点1.67%; 最新日涨幅-0.70%; 状态bottom_area; 底部未确认
2,89.23082230873926,79.7856136356906,600162,香江控股,bottom_area,2024-06-19,1.36,2024-06-18,1.34,1.492537313432837,2.9850746268656576,30.208333333333325,False,-0.7299,0.3518,2,2,2,100.0,27.68063822751323,28.90624999999999,13.507462686567163,1.492537313432837,历史2/2次成功; 当前距低点1.49%; 最新日涨幅-0.73%; 状态bottom_area; 底部未确认
3,88.82155615376581,81.30784053307538,000813,德展健康,bottom_area,2024-06-19,2.24,2024-06-06,2.18,2.7522935779816535,8.715596330275226,29.677419354838708,True,-1.3216,0.4367,3,3,3,100.0,25.446612316524458,39.9103139013453,12.247706422018345,2.7522935779816535,历史3/3次成功; 当前距低点2.75%; 最新日涨幅-1.32%; 状态bottom_area; 底部已确认
4,87.36311965811969,76.26435672514621,002790,瑞尔特,bottom_area,2024-06-19,9.62,2024-06-19,9.6,0.2083333333333289,1.8749999999999971,30.785868781542895,False,-1.232,0.9195,1,1,1,100.0,49.512670565302145,49.512670565302145,14.79166666666667,0.2083333333333289,历史1/1次成功; 当前距低点0.21%; 最新日涨幅-1.23%; 状态bottom_area; 底部未确认
5,85.11787912192983,74.60510298610976,605198,安德利,bottom_area,2024-06-19,28.39,2024-06-17,28.27,0.42447824548992213,3.21896002829855,29.99009410599307,False,-1.4578,0.3994,1,1,1,100.0,43.241469816272954,43.241469816272954,14.575521754510076,0.42447824548992213,历史1/1次成功; 当前距低点0.42%; 最新日涨幅-1.46%; 状态bottom_area; 底部未确认
6,83.8266151936587,78.2767004909486,301393,昊帆生物,bottom_area,2024-06-19,40.5,2024-06-11,39.01,3.8195334529607847,10.433222250704949,30.438659058487875,True,-1.8895,2.4519,2,2,2,100.0,38.899122385479515,58.59438845001361,11.180466547039213,3.8195334529607847,历史2/2次成功; 当前距低点3.82%; 最新日涨幅-1.89%; 状态bottom_area; 底部已确认
7,82.66312627701257,73.5272547976623,002761,浙江建投,bottom_area,2024-06-19,8.35,2024-06-06,8.25,1.2121212121212077,4.848484848484853,28.26086956521739,False,-0.949,1.6448,4,6,4,66.66666666666666,29.485077928128906,43.73730534867976,13.78787878787879,1.2121212121212077,历史4/6次成功; 当前距低点1.21%; 最新日涨幅-0.95%; 状态bottom_area; 底部未确认
8,82.3941548508217,72.01294142050203,301379,天山电子,bottom_area,2024-06-19,18.4,2024-06-18,18.35,0.27247956403268203,8.446866485013608,31.350542461653568,False,-4.1167,7.3177,2,2,2,100.0,20.99029476611044,22.58233141662311,14.727520435967318,0.27247956403268203,历史2/2次成功; 当前距低点0.27%; 最新日涨幅-4.12%; 状态bottom_area; 底部未确认
9,81.21410024904871,71.1488032774562,000402,金融街,bottom_area,2024-06-19,2.52,2024-06-19,2.51,0.3984063745020013,1.9920318725099708,28.285714285714292,False,-1.1765,0.8298,1,1,1,100.0,24.339622641509433,24.339622641509433,14.601593625498,0.3984063745020013,历史1/1次成功; 当前距低点0.40%; 最新日涨幅-1.18%; 状态bottom_area; 底部未确认
10,79.79365227653787,69.91211448432402,600201,生物股份,bottom_area,2024-06-19,7.45,2024-06-17,7.42,0.4043126684636152,3.3692722371967654,32.23744292237443,False,-1.9737,1.1912,1,1,1,100.0,17.76315789473684,17.76315789473684,14.595687331536384,0.4043126684636152,历史1/1次成功; 当前距低点0.40%; 最新日涨幅-1.97%; 状态bottom_area; 底部未确认
11,79.02049014140339,70.76461803707768,688357,建龙微纳,bottom_area,2024-06-19,25.8,2024-06-06,25.4,1.574803149606308,8.464566929133866,32.012847965738764,True,-1.5643,0.3957,3,5,3,60.0,24.32886676440894,31.65083135391925,13.425196850393691,1.574803149606308,历史3/5次成功; 当前距低点1.57%; 最新日涨幅-1.56%; 状态bottom_area; 底部已确认
