rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,86.30674325125675,76.07524620436192,688280,精进电动,bottom_area,2021-12-31,15.25,2021-12-30,15.14,0.7265521796565352,5.019815059445177,31.832507879333633,False,0.0,5.793,1,1,1,100.0,32.37518910741301,32.37518910741301,14.273447820343465,0.7265521796565352,历史1/1次成功; 当前距低点0.73%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
2,85.2426878736505,80.31904008826777,300488,恒锋工具,bottom_area,2021-12-31,28.36,2021-12-27,27.19,4.303052592865017,8.606105185730046,31.545820745216513,True,0.0,1.192,1,1,1,100.0,65.52470248827983,65.52470248827983,10.696947407134981,4.303052592865017,历史1/1次成功; 当前距低点4.30%; 最新日涨幅0.00%; 状态bottom_area; 底部已确认
3,81.64994588040231,71.21027244736106,002357,富临运业,bottom_area,2021-12-31,6.33,2021-12-29,6.32,0.15822784810126245,7.12025316455695,28.98876404494382,False,-3.3588,9.2851,1,1,1,100.0,31.941031941031934,31.941031941031934,14.841772151898738,0.15822784810126245,历史1/1次成功; 当前距低点0.16%; 最新日涨幅-3.36%; 状态bottom_area; 底部未确认
4,78.69960116731517,68.43443579766537,605138,盛泰集团,bottom_area,2021-12-31,12.08,2021-12-31,12.08,0.0,3.3112582781456985,31.285551763367458,False,-2.502,21.8369,1,1,1,100.0,17.120622568093385,17.120622568093385,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-2.50%; 状态bottom_area; 底部未确认
5,76.45681736659712,71.40014955134598,000863,三湘印象,bottom_area,2021-12-31,3.53,2021-12-29,3.4,3.8235294117647025,7.647058823529419,30.18480492813142,True,-1.3966,3.3949,1,1,1,100.0,18.644067796610173,18.644067796610173,11.176470588235295,3.8235294117647025,历史1/1次成功; 当前距低点3.82%; 最新日涨幅-1.40%; 状态bottom_area; 底部已确认
6,65.69463420544108,58.69158748765011,603169,兰石重装,bottom_area,2021-12-31,9.11,2021-12-29,8.98,1.4476614699331738,6.347438752783967,31.18773946360153,False,-0.4372,6.1307,1,2,1,50.0,22.055137844611526,22.055137844611526,13.552338530066827,1.4476614699331738,历史1/2次成功; 当前距低点1.45%; 最新日涨幅-0.44%; 状态bottom_area; 底部未确认
7,62.92442801277454,58.165437658867226,002316,亚联发展,bottom_area,2021-12-31,4.73,2021-12-31,4.58,3.2751091703056847,7.423580786026197,31.334332833583208,False,0.8529,12.5396,1,2,1,50.0,19.154228855721406,19.154228855721406,11.724890829694315,3.2751091703056847,历史1/2次成功; 当前距低点3.28%; 最新日涨幅0.85%; 状态bottom_area; 底部未确认
