rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,96.92750639422972,86.0511885208023,000411,英特集团,bottom_area,2022-12-29,11.84,2022-12-29,11.71,1.110162254483339,2.903501280956446,30.66903493191237,False,0.5093,2.5894,2,2,2,100.0,34.206228285076975,47.98426745329401,13.889837745516662,1.110162254483339,历史2/2次成功; 当前距低点1.11%; 最新日涨幅0.51%; 状态bottom_area; 底部未确认
2,91.6665615487748,80.86177213043216,688075,安旭生物,bottom_area,2022-12-29,85.32,2022-12-28,84.67,0.7676863115625268,2.161332231014525,28.776917900403763,False,-0.1872,3.3505,4,4,4,100.0,31.086542584917854,40.134529147982065,14.232313688437474,0.7676863115625268,历史4/4次成功; 当前距低点0.77%; 最新日涨幅-0.19%; 状态bottom_area; 底部未确认
3,91.34734879080106,81.30487637813748,603289,泰瑞机器,bottom_area,2022-12-29,8.93,2022-12-23,8.82,1.2471655328798121,5.555555555555558,29.888712241653415,False,0.0,1.2781,1,1,1,100.0,27.034482758620705,27.034482758620705,13.752834467120186,1.2471655328798121,历史1/1次成功; 当前距低点1.25%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
4,91.234346021197,81.17919565081228,001332,锡装股份,bottom_area,2022-12-29,56.76,2022-12-23,56.07,1.2306046013911143,5.796326021045122,32.874416377349455,False,0.0529,3.947,1,1,1,100.0,26.155774956903304,26.155774956903304,13.769395398608886,1.2306046013911143,历史1/1次成功; 当前距低点1.23%; 最新日涨幅0.05%; 状态bottom_area; 底部未确认
5,90.09436075018894,81.23319633976948,300542,新晨科技,bottom_area,2022-12-29,11.56,2022-12-29,11.34,1.9400352733686126,3.2627865961199385,28.589420654911844,False,0.0866,1.4504,2,2,2,100.0,18.47568152177371,21.587301587301592,13.059964726631387,1.9400352733686126,历史2/2次成功; 当前距低点1.94%; 最新日涨幅0.09%; 状态bottom_area; 底部未确认
6,87.38561814918927,76.32483270102637,000980,众泰汽车,bottom_area,2022-12-29,4.23,2022-12-29,4.22,0.23696682464456578,3.7914691943128,30.247933884297524,False,-0.9368,3.246,2,2,2,100.0,33.52213473772031,43.49775784753364,14.763033175355433,0.23696682464456578,历史2/2次成功; 当前距低点0.24%; 最新日涨幅-0.94%; 状态bottom_area; 底部未确认
7,87.10101977897867,78.5534421641791,000919,金陵药业,bottom_area,2022-12-29,7.83,2022-12-29,7.68,1.9531250000000049,2.9947916666666723,31.12107623318386,False,0.6427,2.2511,1,1,1,100.0,20.8955223880597,20.8955223880597,13.046874999999995,1.9531250000000049,历史1/1次成功; 当前距低点1.95%; 最新日涨幅0.64%; 状态bottom_area; 底部未确认
8,85.19012485664409,75.57928416872437,000597,东北制药,bottom_area,2022-12-29,6.59,2022-12-29,6.52,1.073619631901845,3.680981595092028,29.89247311827958,False,-1.4948,5.151,1,1,1,100.0,16.59751037344398,16.59751037344398,13.926380368098155,1.073619631901845,历史1/1次成功; 当前距低点1.07%; 最新日涨幅-1.49%; 状态bottom_area; 底部未确认
9,85.05424820004414,74.10274660551508,002395,双象股份,bottom_area,2022-12-29,9.72,2022-12-29,9.71,0.10298661174047155,3.2955715756951443,28.916544655929716,False,-2.994,0.9068,1,1,1,100.0,36.59976387249114,36.59976387249114,14.897013388259527,0.10298661174047155,历史1/1次成功; 当前距低点0.10%; 最新日涨幅-2.99%; 状态bottom_area; 底部未确认
10,83.93078533201108,74.2983747373625,002795,永和智控,bottom_area,2022-12-29,8.45,2022-12-29,8.37,0.955794504181602,1.7921146953405063,31.951219512195134,False,0.4756,1.7994,1,1,1,100.0,25.632183908045985,25.632183908045985,14.0442054958184,0.955794504181602,历史1/1次成功; 当前距低点0.96%; 最新日涨幅0.48%; 状态bottom_area; 底部未确认
11,83.74209823322134,75.59829332072219,002423,中粮资本,bottom_area,2022-12-29,7.12,2022-12-23,6.98,2.005730659025783,7.87965616045845,28.41025641025641,True,-2.0633,1.2846,1,1,1,100.0,18.932038834951456,18.932038834951456,12.994269340974215,2.005730659025783,历史1/1次成功; 当前距低点2.01%; 最新日涨幅-2.06%; 状态bottom_area; 底部已确认
