rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,94.15176289453002,90.0582079860722,603327,福蓉科技,bottom_area,2023-06-02,11.44,2023-06-01,11.25,1.6888888888888847,2.3999999999999964,27.419354838709676,False,0.2629,0.2488,4,4,4,100.0,29.510078778165898,52.609776304888165,6.311111111111116,1.6888888888888847,历史4/4次成功; 当前距低点1.69%; 最新日涨幅0.26%; 状态bottom_area; 底部未确认
2,87.7950313464303,84.622825410201,600009,上海机场,bottom_area,2023-06-02,45.99,2023-06-01,45.05,2.0865704772475135,3.1076581576026765,29.477144646211656,False,1.9282,0.5329,3,3,3,100.0,21.829065044759854,27.704918032786885,5.9134295227524865,2.0865704772475135,历史3/3次成功; 当前距低点2.09%; 最新日涨幅1.93%; 状态bottom_area; 底部未确认
3,86.35262840165353,83.04848643046252,001332,锡装股份,bottom_area,2023-06-02,42.93,2023-06-02,42.1,1.9714964370546275,2.5653206650831315,32.769083359948894,False,0.822,1.7878,2,2,2,100.0,28.620958639500337,31.086142322097377,6.028503562945373,1.9714964370546275,历史2/2次成功; 当前距低点1.97%; 最新日涨幅0.82%; 状态bottom_area; 底部未确认
4,84.84948620673224,81.95466740576492,000890,法尔胜,bottom_area,2023-06-02,4.19,2023-05-19,4.1,2.1951219512195306,7.56097560975611,27.689594356261026,True,0.2392,1.4502,1,1,1,100.0,32.954545454545446,32.954545454545446,5.804878048780469,2.1951219512195306,历史1/1次成功; 当前距低点2.20%; 最新日涨幅0.24%; 状态bottom_area; 底部已确认
5,84.65320173917995,82.1145043409508,601012,隆基绿能,bottom_area,2023-06-02,29.24,2023-06-02,28.55,2.416812609457085,3.1173380035026286,31.20481927710843,False,2.1306,1.4198,3,3,3,100.0,12.391597260822351,14.403553299492398,5.583187390542915,2.416812609457085,历史3/3次成功; 当前距低点2.42%; 最新日涨幅2.13%; 状态bottom_area; 底部未确认
6,83.91450582097865,82.24597503556808,002570,贝因美,bottom_area,2023-06-02,4.18,2023-05-30,4.06,2.955665024630545,3.44827586206898,29.636048526863085,False,1.7032,0.9676,3,3,3,100.0,19.703716622181236,35.05154639175259,5.044334975369455,2.955665024630545,历史3/3次成功; 当前距低点2.96%; 最新日涨幅1.70%; 状态bottom_area; 底部未确认
7,82.74909390755607,77.621723732091,002795,永和智控,bottom_area,2023-06-02,8.95,2023-06-02,8.89,0.6749156355455423,4.161979752530924,32.65151515151514,False,-2.7174,2.4411,3,3,3,100.0,29.196405274918448,31.302270011947446,7.325084364454458,0.6749156355455423,历史3/3次成功; 当前距低点0.67%; 最新日涨幅-2.72%; 状态bottom_area; 底部未确认
8,80.93396903390362,78.85189207984442,601111,中国国航,bottom_area,2023-06-02,8.15,2023-06-02,7.94,2.644836272040302,3.1486146095717773,29.920564872021178,False,0.246,0.8172,1,1,1,100.0,30.97913322632423,30.97913322632423,5.355163727959698,2.644836272040302,历史1/1次成功; 当前距低点2.64%; 最新日涨幅0.25%; 状态bottom_area; 底部未确认
9,80.31191245688345,75.08662760006304,002179,中航光电,bottom_area,2023-06-02,41.96,2023-06-02,41.75,0.50299401197605,1.1017964071856308,27.315459610027855,False,-0.3089,0.3087,1,1,1,100.0,46.79276315789475,46.79276315789475,7.4970059880239495,0.50299401197605,历史1/1次成功; 当前距低点0.50%; 最新日涨幅-0.31%; 状态bottom_area; 底部未确认
10,79.87556954921503,76.38570873234677,688238,和元生物,bottom_area,2023-06-02,12.73,2023-06-01,12.52,1.6773162939297193,5.111821086261985,30.36707452725251,False,-1.8504,1.1005,2,2,2,100.0,11.666612271540478,11.958224543080954,6.322683706070281,1.6773162939297193,历史2/2次成功; 当前距低点1.68%; 最新日涨幅-1.85%; 状态bottom_area; 底部未确认
11,79.78447303655035,77.91944692155465,002132,恒星科技,bottom_area,2023-06-02,3.71,2023-06-01,3.61,2.7700831024930777,3.6011080332410064,29.902912621359228,False,1.6438,0.7157,2,2,2,100.0,10.834604275477771,11.088295687885012,5.229916897506922,2.7700831024930777,历史2/2次成功; 当前距低点2.77%; 最新日涨幅1.64%; 状态bottom_area; 底部未确认
12,79.16205899241045,77.62588361146771,600935,华塑股份,bottom_area,2023-06-02,3.8,2023-05-31,3.69,2.9810298102980997,3.2520325203252063,27.788649706457928,False,1.0638,0.2506,1,1,1,100.0,28.50877192982458,28.50877192982458,5.018970189701901,2.9810298102980997,历史1/1次成功; 当前距低点2.98%; 最新日涨幅1.06%; 状态bottom_area; 底部未确认
