rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,93.41712013087736,88.27233655647883,002819,东方中科,bottom_area,2025-06-11,28.19,2025-06-10,27.63,2.0267824828085494,5.501266739051754,32.21295387634936,False,0.2489,2.6762,5,5,5,100.0,24.050540953130696,51.677148846960186,7.973217517191451,2.0267824828085494,历史5/5次成功; 当前距低点2.03%; 最新日涨幅0.25%; 状态bottom_area; 底部未确认
12,83.30394731130933,79.04211538461536,603577,汇金通,bottom_area,2025-06-11,9.57,2025-06-10,9.36,2.243589743589753,3.952991452991464,27.216174183514774,False,1.3771,7.6329,1,1,1,100.0,27.083333333333325,27.083333333333325,7.756410256410248,2.243589743589753,历史1/1次成功; 当前距低点2.24%; 最新日涨幅1.38%; 状态bottom_area; 底部未确认
13,83.21127120318756,78.52228570181087,603499,翔港科技,bottom_area,2025-06-11,16.16,2025-06-11,15.85,1.9558359621451133,3.154574132492125,32.207014542343885,False,0.2481,1.2495,1,1,1,100.0,20.76124567474048,20.76124567474048,8.044164037854888,1.9558359621451133,历史1/1次成功; 当前距低点1.96%; 最新日涨幅0.25%; 状态bottom_area; 底部未确认
14,83.05400337962041,80.30387081738132,001311,多利科技,bottom_area,2025-06-11,20.44,2025-06-10,19.8,3.232323232323235,4.191919191919183,31.794695142955565,False,2.2511,4.3985,2,2,2,100.0,29.32025691977575,46.9244288224956,6.7676767676767655,3.232323232323235,历史2/2次成功; 当前距低点3.23%; 最新日涨幅2.25%; 状态bottom_area; 底部未确认
15,82.58248587576206,76.407607717287,688188,柏楚电子,bottom_area,2025-06-11,137.92,2025-06-11,136.66,0.9219961949363318,1.5073906044197294,31.8675840063815,False,-0.217,0.2689,3,3,3,100.0,25.69762925667648,34.07281509974057,9.078003805063668,0.9219961949363318,历史3/3次成功; 当前距低点0.92%; 最新日涨幅-0.22%; 状态bottom_area; 底部未确认
16,82.55652981610616,78.97833255398547,300394,天孚通信,confirmed_rebound,2025-06-11,67.96,2025-06-09,66.19,2.6741199576975316,11.028856322707353,28.497353354218426,True,-1.1203,4.0882,3,3,3,100.0,22.179172352343212,33.2041656575442,7.325880042302469,2.6741199576975316,历史3/3次成功; 当前距低点2.67%; 最新日涨幅-1.12%; 状态confirmed_rebound; 底部已确认
17,81.8714575833832,78.72255536863769,688543,国科军工,bottom_area,2025-06-11,44.8,2025-06-04,43.52,2.9411764705882213,6.755514705882347,31.604589030331603,False,0.4484,2.2922,1,1,1,100.0,33.916331836445266,33.916331836445266,7.058823529411779,2.9411764705882213,历史1/1次成功; 当前距低点2.94%; 最新日涨幅0.45%; 状态bottom_area; 底部未确认
18,81.75007621066192,76.61438656200035,688135,利扬芯片,bottom_area,2025-06-11,19.11,2025-05-30,18.81,1.594896331738441,5.901116427432234,27.290297642056444,False,-0.0523,2.005,4,5,4,80.0,21.885753754645094,40.41850220264317,8.40510366826156,1.594896331738441,历史4/5次成功; 当前距低点1.59%; 最新日涨幅-0.05%; 状态bottom_area; 底部未确认
19,81.23443553209208,77.78746817072366,688682,霍莱沃,bottom_area,2025-06-11,28.66,2025-06-10,27.9,2.7240143369175684,5.376344086021505,31.61764705882353,False,1.2363,2.255,1,1,1,100.0,26.22699386503069,26.22699386503069,7.275985663082432,2.7240143369175684,历史1/1次成功; 当前距低点2.72%; 最新日涨幅1.24%; 状态bottom_area; 底部未确认
20,80.6116333316778,75.70871613280343,688448,磁谷科技,bottom_area,2025-06-11,29.2,2025-06-03,28.71,1.706722396377563,4.771856495994418,27.113480578827115,False,-0.0684,2.4386,1,1,1,100.0,25.053995680345576,25.053995680345576,8.293277603622437,1.706722396377563,历史1/1次成功; 当前距低点1.71%; 最新日涨幅-0.07%; 状态bottom_area; 底部未确认
21,78.65182690064164,75.56902391725922,300817,双飞集团,bottom_area,2025-06-11,23.41,2025-06-10,22.75,2.9010989010989015,5.362637362637358,28.097345132743364,False,0.257,3.5753,1,1,1,100.0,16.470588235294116,16.470588235294116,7.0989010989010985,2.9010989010989015,历史1/1次成功; 当前距低点2.90%; 最新日涨幅0.26%; 状态bottom_area; 底部未确认
22,75.63695804837356,73.48338556065534,002041,登海种业,bottom_area,2025-06-11,10.1,2025-06-03,9.76,3.4836065573770476,6.249999999999995,28.023598820059004,False,-0.8832,1.5129,2,2,2,100.0,18.2043468358871,21.395106715252467,6.516393442622953,3.4836065573770476,历史2/2次成功; 当前距低点3.48%; 最新日涨幅-0.88%; 状态bottom_area; 底部未确认
23,72.94079291018281,72.7177411545947,688318,财富趋势,bottom_area,2025-06-11,101.39,2025-06-06,96.71,4.83921000930618,8.458277323958233,30.906622847753095,True,2.4141,1.7003,5,7,5,71.42857142857143,27.609815538164007,36.949152542372886,5.160789990693821,4.83921000930618,历史5/7次成功; 当前距低点4.84%; 最新日涨幅2.41%; 状态bottom_area; 底部已确认
24,72.91447937486348,72.14429837469987,300697,电工合金,bottom_area,2025-06-11,11.99,2025-06-10,11.48,4.442508710801392,6.271777003484311,27.43362831858407,False,3.0954,6.0879,3,4,3,75.0,21.11945287810241,31.64400494437578,5.557491289198609,4.442508710801392,历史3/4次成功; 当前距低点4.44%; 最新日涨幅3.10%; 状态bottom_area; 底部未确认
25,71.19536622055983,68.1782410526036,300492,华图山鼎,bottom_area,2025-06-11,65.17,2025-06-11,63.44,2.7269861286254793,3.8461538461538427,29.72972972972973,False,2.7432,0.5216,2,3,2,66.66666666666666,13.489799780661322,14.94511680270195,7.273013871374522,2.7269861286254793,历史2/3次成功; 当前距低点2.73%; 最新日涨幅2.74%; 状态bottom_area; 底部未确认
26,59.13434942106367,58.13329883938954,002042,华孚时尚,bottom_area,2025-06-11,4.82,2025-06-03,4.63,4.1036717062635075,9.935205183585312,28.549382716049386,True,-0.6186,1.099,1,2,1,50.0,42.41758241758243,42.41758241758243,5.8963282937364925,4.1036717062635075,历史1/2次成功; 当前距低点4.10%; 最新日涨幅-0.62%; 状态bottom_area; 底部已确认
