rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,93.41712013087736,88.27233655647883,002819,东方中科,bottom_area,2025-06-11,28.19,2025-06-10,27.63,2.0267824828085494,5.501266739051754,32.21295387634936,False,0.2489,2.6762,5,5,5,100.0,24.050540953130696,51.677148846960186,7.973217517191451,2.0267824828085494,历史5/5次成功; 当前距低点2.03%; 最新日涨幅0.25%; 状态bottom_area; 底部未确认
2,91.21896541471249,84.32005206401995,000811,冰轮环境,bottom_area,2025-06-11,9.24,2025-06-10,9.16,0.873362445414848,3.2751091703056847,28.937160589604343,False,0.6536,1.5414,5,5,5,100.0,28.501712040676264,47.451868629671566,9.126637554585153,0.873362445414848,历史5/5次成功; 当前距低点0.87%; 最新日涨幅0.65%; 状态bottom_area; 底部未确认
3,89.82849702404616,84.43271860095392,605005,合兴股份,bottom_area,2025-06-11,19.2,2025-06-10,18.87,1.7488076311605631,5.19342872284049,29.08680947012401,False,1.2658,2.6599,1,1,1,100.0,96.96521095484826,96.96521095484826,8.251192368839437,1.7488076311605631,历史1/1次成功; 当前距低点1.75%; 最新日涨幅1.27%; 状态bottom_area; 底部未确认
4,89.55161062154329,85.83122824612663,000715,中兴商业,bottom_area,2025-06-11,5.56,2025-06-03,5.41,2.7726432532347403,6.099815157116452,28.815789473684205,False,0.1802,1.4927,4,4,4,100.0,20.069112169364704,29.105691056910565,7.227356746765261,2.7726432532347403,历史4/4次成功; 当前距低点2.77%; 最新日涨幅0.18%; 状态bottom_area; 底部未确认
5,88.77632785658581,84.27786986297467,002136,安纳达,bottom_area,2025-06-11,10.81,2025-06-10,10.57,2.270577105014193,3.689687795648066,29.297658862876247,False,0.7456,5.1689,3,3,3,100.0,22.230030443048534,42.29299363057326,7.729422894985808,2.270577105014193,历史3/3次成功; 当前距低点2.27%; 最新日涨幅0.75%; 状态bottom_area; 底部未确认
6,85.94140677741197,80.39062549334753,605377,华旺科技,bottom_area,2025-06-11,8.82,2025-06-05,8.69,1.4959723820483404,5.178365937859621,28.062913907284777,False,0.1135,0.5814,1,1,1,100.0,25.16904583020285,25.16904583020285,8.50402761795166,1.4959723820483404,历史1/1次成功; 当前距低点1.50%; 最新日涨幅0.11%; 状态bottom_area; 底部未确认
7,84.05525376412561,79.03021141953114,000096,广聚能源,bottom_area,2025-06-11,13.84,2025-06-10,13.6,1.764705882352943,2.426470588235295,29.166666666666668,False,0.3626,1.9142,1,1,1,100.0,21.149144254278735,21.149144254278735,8.235294117647058,1.764705882352943,历史1/1次成功; 当前距低点1.76%; 最新日涨幅0.36%; 状态bottom_area; 底部未确认
8,83.57057727857487,79.87050591814942,300819,聚杰微纤,bottom_area,2025-06-11,21.91,2025-06-10,21.35,2.6229508196721247,7.119437939110068,31.12903225806451,False,0.3205,1.9666,2,2,2,100.0,19.520611758074537,26.54716175842936,7.377049180327876,2.6229508196721247,历史2/2次成功; 当前距低点2.62%; 最新日涨幅0.32%; 状态bottom_area; 底部未确认
9,83.51250084766704,77.61952008449529,688179,阿拉丁,bottom_area,2025-06-11,12.21,2025-06-10,12.07,1.1599005799502948,3.8111019055509447,30.870561282932417,False,-0.1635,1.2256,2,2,2,100.0,11.957491434311619,12.021924482338617,8.840099420049706,1.1599005799502948,历史2/2次成功; 当前距低点1.16%; 最新日涨幅-0.16%; 状态bottom_area; 底部未确认
10,83.38798557125827,79.84821162473703,002304,洋河股份,bottom_area,2025-06-11,66.77,2025-05-29,65.0,2.723076923076917,3.538461538461534,31.57894736842105,False,0.5875,0.2299,2,2,2,100.0,20.62810220081931,20.781426953567394,7.276923076923084,2.723076923076917,历史2/2次成功; 当前距低点2.72%; 最新日涨幅0.59%; 状态bottom_area; 底部未确认
11,83.34836218183521,79.1152579729504,600770,综艺股份,bottom_area,2025-06-11,5.42,2025-06-11,5.3,2.264150943396228,2.4528301886792434,29.80132450331126,False,0.7435,4.6676,1,1,1,100.0,27.72861356932153,27.72861356932153,7.735849056603772,2.264150943396228,历史1/1次成功; 当前距低点2.26%; 最新日涨幅0.74%; 状态bottom_area; 底部未确认
