rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,84.3019401435656,77.37672339932595,000928,中钢国际,bottom_area,2023-12-05,6.0,2023-10-23,5.97,0.5025125628140745,7.705192629815745,31.06235565819862,True,-2.439,1.5674,3,3,3,100.0,16.57232280936585,18.798449612403097,9.497487437185926,0.5025125628140745,历史3/3次成功; 当前距低点0.50%; 最新日涨幅-2.44%; 状态bottom_area; 底部已确认
2,83.19272833311831,77.59746518859,300637,扬帆新材,bottom_area,2023-12-05,10.54,2023-11-30,10.4,1.3461538461538345,8.17307692307692,27.221833449965004,True,-3.4799,7.2727,1,1,1,100.0,31.810193321616865,31.810193321616865,8.653846153846166,1.3461538461538345,历史1/1次成功; 当前距低点1.35%; 最新日涨幅-3.48%; 状态bottom_area; 底部已确认
3,82.95159868833355,78.7978403948992,603273,天元智能,bottom_area,2023-12-05,24.87,2023-12-01,24.31,2.303578774167019,8.144796380090499,27.389486260454,True,-3.38,13.5336,1,1,1,100.0,201.34228187919464,201.34228187919464,7.696421225832982,2.303578774167019,历史1/1次成功; 当前距低点2.30%; 最新日涨幅-3.38%; 状态bottom_area; 底部已确认
4,80.78521531973614,73.48890619992115,688303,大全能源,bottom_area,2023-12-05,29.35,2023-12-05,29.34,0.03408316291752408,2.692569870483978,30.83451202263084,False,-2.4917,1.1542,1,1,1,100.0,32.45492371705965,32.45492371705965,9.965916837082476,0.03408316291752408,历史1/1次成功; 当前距低点0.03%; 最新日涨幅-2.49%; 状态bottom_area; 底部未确认
5,79.9514119982056,72.9774930867463,300538,同益股份,bottom_area,2023-12-05,18.93,2023-12-05,18.89,0.2117522498676503,3.5997882477501304,27.900763358778626,False,-3.0225,5.7552,2,2,2,100.0,25.431657077658826,30.150753768844226,9.788247750132351,0.2117522498676503,历史2/2次成功; 当前距低点0.21%; 最新日涨幅-3.02%; 状态bottom_area; 底部未确认
6,77.48424431511046,74.41821390233427,605086,龙高股份,bottom_area,2023-12-05,27.5,2023-11-30,26.73,2.88065843621399,6.808829031051254,32.889781571679634,False,-2.964,8.4575,2,2,2,100.0,15.839328693022429,17.79249448123621,7.119341563786011,2.88065843621399,历史2/2次成功; 当前距低点2.88%; 最新日涨幅-2.96%; 状态bottom_area; 底部未确认
7,76.78029434069744,70.18053538405154,002142,宁波银行,bottom_area,2023-12-05,21.14,2023-12-05,21.08,0.28462998102467874,3.6527514231499207,27.510316368638243,False,-3.6902,0.8981,1,1,1,100.0,27.95425667090217,27.95425667090217,9.715370018975323,0.28462998102467874,历史1/1次成功; 当前距低点0.28%; 最新日涨幅-3.69%; 状态bottom_area; 底部未确认
8,76.742524089672,75.6099060636178,002103,广博股份,bottom_area,2023-12-05,7.41,2023-11-30,7.11,4.219409282700419,9.704641350210963,28.47082494969818,True,-3.1373,14.7301,2,2,2,100.0,39.6782754202944,51.366120218579226,5.780590717299582,4.219409282700419,历史2/2次成功; 当前距低点4.22%; 最新日涨幅-3.14%; 状态bottom_area; 底部已确认
9,76.58503071092912,73.71556573597182,000966,长源电力,bottom_area,2023-12-05,4.47,2023-10-24,4.34,2.9953917050691223,9.907834101382482,27.424749163879607,True,-1.5419,0.6662,1,1,1,100.0,20.94117647058823,20.94117647058823,7.004608294930878,2.9953917050691223,历史1/1次成功; 当前距低点3.00%; 最新日涨幅-1.54%; 状态bottom_area; 底部已确认
10,75.66789850581837,71.83219858156029,002137,实益达,bottom_area,2023-12-05,7.21,2023-11-30,7.05,2.269503546099293,5.6737588652482325,27.31958762886598,False,-2.3035,7.8596,2,3,2,66.66666666666666,55.55040286140998,89.3034825870647,7.730496453900708,2.269503546099293,历史2/3次成功; 当前距低点2.27%; 最新日涨幅-2.30%; 状态bottom_area; 底部未确认
11,75.5886599879669,69.40862298029805,300683,海特生物,bottom_area,2023-12-05,36.4,2023-12-05,36.21,0.5247169290251249,2.7892847279756916,29.87993803253292,False,-0.9793,1.4415,1,1,1,100.0,16.532137518684582,16.532137518684582,9.475283070974875,0.5247169290251249,历史1/1次成功; 当前距低点0.52%; 最新日涨幅-0.98%; 状态bottom_area; 底部未确认
