rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,85.03062988304254,77.64882319840196,000301,东方盛虹,bottom_area,2022-10-28,12.77,2022-10-28,12.74,0.23547880690737333,5.8869701726844585,32.34200743494423,False,-5.1967,0.9448,4,4,4,100.0,17.503843430918035,28.337639965546952,9.764521193092628,0.23547880690737333,历史4/4次成功; 当前距低点0.24%; 最新日涨幅-5.20%; 状态bottom_area; 底部未确认
12,77.05224570888677,70.3911870845204,600126,杭钢股份,bottom_area,2022-10-28,3.91,2022-10-11,3.9,0.2564102564102623,7.179487179487174,31.698774080560423,True,-3.9312,0.3798,1,1,1,100.0,19.54732510288064,19.54732510288064,9.743589743589737,0.2564102564102623,历史1/1次成功; 当前距低点0.26%; 最新日涨幅-3.93%; 状态bottom_area; 底部已确认
13,76.95022412005429,74.0525169356171,000591,太阳能,bottom_area,2022-10-28,6.9,2022-10-10,6.7,2.9850746268656745,9.552238805970143,29.769392033542967,True,-3.4965,1.4167,1,1,1,100.0,32.84132841328414,32.84132841328414,7.014925373134326,2.9850746268656745,历史1/1次成功; 当前距低点2.99%; 最新日涨幅-3.50%; 状态bottom_area; 底部已确认
14,76.74079129709753,71.77651266766023,000703,恒逸石化,bottom_area,2022-10-28,6.81,2022-10-28,6.71,1.4903129657227965,6.259314456035766,30.753353973168213,False,-4.3539,1.9515,1,1,1,100.0,11.475409836065575,11.475409836065575,8.509687034277205,1.4903129657227965,历史1/1次成功; 当前距低点1.49%; 最新日涨幅-4.35%; 状态bottom_area; 底部未确认
15,75.55113165040632,69.20463980132726,603363,傲农生物,bottom_area,2022-10-28,12.66,2022-10-28,12.61,0.39651070578906195,7.057890563045207,32.05818965517241,False,-7.2527,5.2174,1,1,1,100.0,24.078947368421055,24.078947368421055,9.603489294210938,0.39651070578906195,历史1/1次成功; 当前距低点0.40%; 最新日涨幅-7.25%; 状态bottom_area; 底部未确认
16,73.40922870927125,67.23058262014483,000401,金隅冀东,bottom_area,2022-10-28,7.78,2022-10-28,7.75,0.3870967741935516,4.5161290322580605,28.50553505535055,False,-4.6569,0.8872,1,1,1,100.0,13.350340136054426,13.350340136054426,9.612903225806448,0.3870967741935516,历史1/1次成功; 当前距低点0.39%; 最新日涨幅-4.66%; 状态bottom_area; 底部未确认
17,72.18079076559128,72.02109875062317,002600,领益智造,confirmed_rebound,2022-10-28,4.51,2022-10-10,4.3,4.883720930232557,12.093023255813964,30.533117932148635,True,-5.0526,0.5637,3,3,3,100.0,22.07517457824405,38.381201044386415,5.116279069767443,4.883720930232557,历史3/3次成功; 当前距低点4.88%; 最新日涨幅-5.05%; 状态confirmed_rebound; 底部已确认
18,69.84283607677821,68.19355426905693,300595,欧普康视,bottom_area,2022-10-28,31.3,2022-10-28,30.17,3.7454424925422574,6.065628107391443,30.048690006955713,False,-6.5393,7.5038,1,1,1,100.0,19.855715871254166,19.855715871254166,6.2545575074577435,3.7454424925422574,历史1/1次成功; 当前距低点3.75%; 最新日涨幅-6.54%; 状态bottom_area; 底部未确认
19,69.5441191244315,69.08883847549907,600178,东安动力,confirmed_rebound,2022-10-28,6.07,2022-10-11,5.8,4.655172413793111,11.206896551724146,28.746928746928752,True,-4.1074,0.781,1,1,1,100.0,36.84210526315788,36.84210526315788,5.344827586206889,4.655172413793111,历史1/1次成功; 当前距低点4.66%; 最新日涨幅-4.11%; 状态confirmed_rebound; 底部已确认
20,68.42092198356505,67.51606747106624,600203,福日电子,confirmed_rebound,2022-10-28,5.82,2022-10-10,5.58,4.3010752688172085,11.469534050179206,29.6343001261034,True,-5.0571,1.1617,1,1,1,100.0,24.045801526717554,24.045801526717554,5.6989247311827915,4.3010752688172085,历史1/1次成功; 当前距低点4.30%; 最新日涨幅-5.06%; 状态confirmed_rebound; 底部已确认
21,61.20822584841239,59.37166242409374,601919,中远海控,bottom_area,2022-10-28,11.25,2022-10-10,10.88,3.4007352941176396,8.915441176470578,28.13738441215323,True,-1.918,0.66,1,2,1,50.0,40.45881126173098,40.45881126173098,6.59926470588236,3.4007352941176396,历史1/2次成功; 当前距低点3.40%; 最新日涨幅-1.92%; 状态bottom_area; 底部已确认
22,56.349338649376556,51.74284020403977,600346,恒力石化,bottom_area,2022-10-28,15.31,2022-10-28,15.23,0.5252790544977024,4.136572554169396,29.458082445576654,False,-4.0727,0.2788,1,2,1,50.0,23.443421765024375,23.443421765024375,9.474720945502298,0.5252790544977024,历史1/2次成功; 当前距低点0.53%; 最新日涨幅-4.07%; 状态bottom_area; 底部未确认
