rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,84.34859738677184,78.04274369612494,000301,东方盛虹,bottom_area,2023-12-18,8.75,2023-12-18,8.67,0.9227220299884669,1.7301038062283776,29.683698296836987,False,-0.906,0.2106,5,5,5,100.0,17.830913572573255,28.337639965546952,9.077277970011535,0.9227220299884669,历史5/5次成功; 当前距低点0.92%; 最新日涨幅-0.91%; 状态bottom_area; 底部未确认
2,83.36191098428478,77.3234501806118,601628,中国人寿,bottom_area,2023-12-18,27.8,2023-12-18,27.51,1.0541621228644098,1.7084696474009409,28.2472613458529,False,-0.4298,0.0395,1,1,1,100.0,25.736235595390532,25.736235595390532,8.94583787713559,1.0541621228644098,历史1/1次成功; 当前距低点1.05%; 最新日涨幅-0.43%; 状态bottom_area; 底部未确认
3,82.85920765375964,75.66724972042664,002706,良信股份,bottom_area,2023-12-18,8.48,2023-12-18,8.46,0.23640661938533772,2.3640661938534193,27.068965517241374,False,-1.7381,0.7831,3,3,3,100.0,13.31320867002797,14.727153188691638,9.763593380614664,0.23640661938533772,历史3/3次成功; 当前距低点0.24%; 最新日涨幅-1.74%; 状态bottom_area; 底部未确认
4,81.06612296098807,78.85711017983887,300538,同益股份,bottom_area,2023-12-18,18.67,2023-12-18,18.03,3.5496394897393264,6.378258458125338,31.18320610687022,False,2.1894,8.0226,2,2,2,100.0,25.431657077658826,30.150753768844226,6.4503605102606745,3.5496394897393264,历史2/2次成功; 当前距低点3.55%; 最新日涨幅2.19%; 状态bottom_area; 底部未确认
5,80.6132710164648,74.75095311783969,601933,永辉超市,bottom_area,2023-12-18,2.92,2023-12-11,2.89,1.0380622837370175,4.844290657439435,27.56892230576441,False,-1.0169,0.309,1,1,1,100.0,11.70825335892515,11.70825335892515,8.961937716262982,1.0380622837370175,历史1/1次成功; 当前距低点1.04%; 最新日涨幅-1.02%; 状态bottom_area; 底部未确认
6,80.51051152038991,74.00720152786276,300351,永贵电器,bottom_area,2023-12-18,19.05,2023-12-18,18.94,0.5807814149947171,2.903907074973586,30.110701107011067,False,-1.8041,6.2793,2,2,2,100.0,25.27625351640169,33.447979363714516,9.419218585005282,0.5807814149947171,历史2/2次成功; 当前距低点0.58%; 最新日涨幅-1.80%; 状态bottom_area; 底部未确认
7,80.19892199403188,73.06378658531021,002459,晶澳科技,bottom_area,2023-12-18,17.92,2023-12-18,17.9,0.11173184357543646,3.3519553072625783,28.22774659182038,False,-2.8726,0.9444,2,2,2,100.0,14.454490261624771,15.855457227138645,9.888268156424564,0.11173184357543646,历史2/2次成功; 当前距低点0.11%; 最新日涨幅-2.87%; 状态bottom_area; 底部未确认
8,79.56624205894062,73.21228817464448,301499,维科精密,bottom_area,2023-12-18,30.2,2023-12-18,30.01,0.633122292569136,2.632455848050647,28.033573141486812,False,-1.3072,5.5246,2,2,2,100.0,21.64412366506522,21.950454687989964,9.366877707430865,0.633122292569136,历史2/2次成功; 当前距低点0.63%; 最新日涨幅-1.31%; 状态bottom_area; 底部未确认
9,78.18900958524951,73.69631462582909,300683,海特生物,bottom_area,2023-12-18,36.58,2023-12-11,35.9,1.8941504178272974,6.211699164345416,30.48024786986832,False,-2.0878,1.0634,1,1,1,100.0,16.532137518684582,16.532137518684582,8.105849582172702,1.8941504178272974,历史1/1次成功; 当前距低点1.89%; 最新日涨幅-2.09%; 状态bottom_area; 底部未确认
10,77.41015004251027,75.24998711209014,601601,中国太保,bottom_area,2023-12-18,23.27,2023-12-11,22.48,3.5142348754448363,7.250889679715298,27.178490443796566,True,0.086,0.2295,1,1,1,100.0,13.077648538195538,13.077648538195538,6.485765124555165,3.5142348754448363,历史1/1次成功; 当前距低点3.51%; 最新日涨幅0.09%; 状态bottom_area; 底部已确认
11,77.14279749854703,73.27330818965514,605188,国光连锁,bottom_area,2023-12-18,8.9,2023-12-08,8.7,2.298850574712656,5.40229885057472,27.680798004987533,False,-1.2209,0.8092,1,1,1,100.0,19.218749999999993,19.218749999999993,7.701149425287344,2.298850574712656,历史1/1次成功; 当前距低点2.30%; 最新日涨幅-1.22%; 状态bottom_area; 底部未确认
12,76.61264579971944,70.7885803737372,002142,宁波银行,bottom_area,2023-12-18,20.14,2023-12-18,19.97,0.8512769153730683,2.353530295443177,31.327372764786794,False,-1.2261,0.4118,1,1,1,100.0,27.95425667090217,27.95425667090217,9.148723084626932,0.8512769153730683,历史1/1次成功; 当前距低点0.85%; 最新日涨幅-1.23%; 状态bottom_area; 底部未确认
13,75.93233064712854,69.27636606446433,002508,老板电器,bottom_area,2023-12-18,21.42,2023-12-13,21.38,0.18709073900843173,4.396632366697855,30.920840064620357,False,-2.1918,0.4647,1,1,1,100.0,11.682435211846977,11.682435211846977,9.81290926099157,0.18709073900843173,历史1/1次成功; 当前距低点0.19%; 最新日涨幅-2.19%; 状态bottom_area; 底部未确认
