rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,86.65174051142475,81.86108731466231,002826,易明医药,bottom_area,2025-07-09,18.4,2025-07-09,18.21,1.0433827567270606,1.9220208676551227,28.05215329909126,False,-0.8621,6.4877,1,1,1,100.0,50.0,50.0,6.956617243272939,1.0433827567270606,历史1/1次成功; 当前距低点1.04%; 最新日涨幅-0.86%; 状态bottom_area; 底部未确认
2,83.22387954003308,77.4215002729204,002658,雪迪龙,bottom_area,2025-07-09,8.23,2025-07-09,8.21,0.24360535931789978,2.8014616321558905,28.359511343804535,False,-2.9481,14.9779,3,3,3,100.0,22.83290587185592,34.81481481481481,7.7563946406821005,0.24360535931789978,历史3/3次成功; 当前距低点0.24%; 最新日涨幅-2.95%; 状态bottom_area; 底部未确认
3,82.33371818764182,78.86983023710627,000999,华润三九,bottom_area,2025-07-09,31.13,2025-06-23,30.59,1.7652827721477578,4.347826086956528,29.645814167433297,False,0.0643,0.4303,1,1,1,100.0,20.293951384963254,20.293951384963254,6.234717227852242,1.7652827721477578,历史1/1次成功; 当前距低点1.77%; 最新日涨幅0.06%; 状态bottom_area; 底部未确认
4,81.82922726764714,77.54988368606173,002155,湖南黄金,bottom_area,2025-07-09,17.6,2025-06-30,17.39,1.2075905692927018,5.405405405405392,29.28019520130134,False,-2.2222,2.1571,1,1,1,100.0,28.834355828220854,28.834355828220854,6.792409430707298,1.2075905692927018,历史1/1次成功; 当前距低点1.21%; 最新日涨幅-2.22%; 状态bottom_area; 底部未确认
5,81.3248083085526,79.99603375383089,605198,安德利,bottom_area,2025-07-09,40.36,2025-06-20,39.13,3.1433682596473216,5.877843087145405,29.748653500897664,False,0.6233,1.0348,1,1,1,100.0,43.241469816272954,43.241469816272954,4.856631740352679,3.1433682596473216,历史1/1次成功; 当前距低点3.14%; 最新日涨幅0.62%; 状态bottom_area; 底部未确认
6,80.94790537148762,79.9440391757945,688159,有方科技,confirmed_rebound,2025-07-09,54.28,2025-07-07,52.52,3.351104341203347,19.002284843868996,30.867447676714487,True,-7.7968,10.4265,5,5,5,100.0,29.218048783538368,61.150808574652125,4.648895658796652,3.351104341203347,历史5/5次成功; 当前距低点3.35%; 最新日涨幅-7.80%; 状态confirmed_rebound; 底部已确认
7,79.8032781806221,76.64459196625522,600241,时代万恒,bottom_area,2025-07-09,8.58,2025-07-04,8.42,1.9002375296912133,4.2755344418052195,28.03418803418803,False,-0.6944,4.3677,2,2,2,100.0,15.79104050511391,22.50673854447439,6.099762470308787,1.9002375296912133,历史2/2次成功; 当前距低点1.90%; 最新日涨幅-0.69%; 状态bottom_area; 底部未确认
8,78.5474942473377,73.273498195899,603022,新通联,bottom_area,2025-07-09,10.37,2025-07-04,10.33,0.3872216844143189,2.2265246853823855,31.270791749833666,False,-1.6129,6.3799,2,2,2,100.0,18.958944281524914,26.099706744868023,7.612778315585682,0.3872216844143189,历史2/2次成功; 当前距低点0.39%; 最新日涨幅-1.61%; 状态bottom_area; 底部未确认
9,78.51532440796345,75.47419107027144,301348,蓝箭电子,bottom_area,2025-07-09,20.43,2025-07-07,20.04,1.9461077844311405,3.5928143712574974,29.036827195467417,False,-1.0174,6.7186,1,1,1,100.0,26.727509778357234,26.727509778357234,6.05389221556886,1.9461077844311405,历史1/1次成功; 当前距低点1.95%; 最新日涨幅-1.02%; 状态bottom_area; 底部未确认
10,77.791108363325,77.42112687229817,300346,南大光电,confirmed_rebound,2025-07-09,30.97,2025-06-13,29.85,3.7520938023450503,8.576214405360117,27.513355998057303,True,-1.5575,2.0435,3,3,3,100.0,27.020971729273548,46.69811320754715,4.24790619765495,3.7520938023450503,历史3/3次成功; 当前距低点3.75%; 最新日涨幅-1.56%; 状态confirmed_rebound; 底部已确认
11,75.80097110171982,74.2937673994534,000637,茂化实华,bottom_area,2025-07-09,4.18,2025-07-07,4.06,2.955665024630545,4.187192118226622,27.370304114490168,False,-0.7126,5.2216,2,2,2,100.0,16.089697073177668,22.627737226277358,5.044334975369455,2.955665024630545,历史2/2次成功; 当前距低点2.96%; 最新日涨幅-0.71%; 状态bottom_area; 底部未确认
