rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,99.29903143870807,84.52291338582678,605198,安德利,bottom_area,2024-06-14,28.83,2024-06-14,28.5,1.1578947368420993,1.5438596491228114,29.42050520059436,False,0.2086,0.3875,1,1,1,100.0,43.241469816272954,43.241469816272954,18.8421052631579,1.1578947368420993,历史1/1次成功; 当前距低点1.16%; 最新日涨幅0.21%; 状态bottom_area; 底部未确认
2,95.34364119601334,82.9914285714286,002687,乔治白,bottom_area,2024-06-14,4.3,2024-06-06,4.2,2.3809523809523725,5.714285714285719,28.2051282051282,False,0.7026,1.0561,1,1,1,100.0,64.00000000000001,64.00000000000001,17.619047619047628,2.3809523809523725,历史1/1次成功; 当前距低点2.38%; 最新日涨幅0.70%; 状态bottom_area; 底部未确认
3,92.20626995641753,79.17099365104836,000999,华润三九,bottom_area,2024-06-14,46.05,2024-06-14,45.31,1.6331935555064994,2.714632531450004,31.181652490886997,False,0.3705,0.911,1,1,1,100.0,20.293951384963254,20.293951384963254,18.366806444493502,1.6331935555064994,历史1/1次成功; 当前距低点1.63%; 最新日涨幅0.37%; 状态bottom_area; 底部未确认
4,91.63209221908194,80.61304315476194,600162,香江控股,bottom_area,2024-06-14,1.39,2024-06-13,1.35,2.962962962962949,5.925925925925914,29.687499999999993,False,2.2059,0.7728,2,2,2,100.0,27.68063822751323,28.90624999999999,17.037037037037052,2.962962962962949,历史2/2次成功; 当前距低点2.96%; 最新日涨幅2.21%; 状态bottom_area; 底部未确认
5,88.07941068594607,74.6790566037736,000420,吉林化纤,bottom_area,2024-06-14,3.21,2024-06-14,3.18,0.9433962264150882,2.201257861635215,30.41575492341357,False,-1.2308,1.4956,1,1,1,100.0,53.9249146757679,53.9249146757679,19.05660377358491,0.9433962264150882,历史1/1次成功; 当前距低点0.94%; 最新日涨幅-1.23%; 状态bottom_area; 底部未确认
6,87.62229045373788,78.26337976628173,002631,德尔未来,bottom_area,2024-06-14,3.83,2024-06-06,3.69,3.794037940379407,10.569105691056913,27.075098814229243,True,-0.2604,0.563,2,2,2,100.0,38.51497994810097,47.77070063694268,16.205962059620592,3.794037940379407,历史2/2次成功; 当前距低点3.79%; 最新日涨幅-0.26%; 状态bottom_area; 底部已确认
7,87.23273351735737,78.69392228970337,002842,翔鹭钨业,bottom_area,2024-06-14,5.29,2024-06-06,5.07,4.3392504930966425,10.059171597633132,29.87551867219917,True,0.0,1.5453,2,2,2,100.0,25.039857064321065,29.70588235294118,15.66074950690336,4.3392504930966425,历史2/2次成功; 当前距低点4.34%; 最新日涨幅0.00%; 状态bottom_area; 底部已确认
8,86.8871664167916,73.56869565217391,600376,首开股份,bottom_area,2024-06-14,2.32,2024-06-13,2.3,0.8695652173913052,5.652173913043494,31.34328358208956,False,0.0,0.783,1,1,1,100.0,20.652173913043484,20.652173913043484,19.130434782608695,0.8695652173913052,历史1/1次成功; 当前距低点0.87%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
9,85.84074744241151,76.95293792332069,300621,维业股份,bottom_area,2024-06-14,7.55,2024-06-06,7.26,3.9944903581267224,7.1625344352617155,32.02247191011236,True,0.3989,0.7907,1,1,1,100.0,28.120300751879686,28.120300751879686,16.005509641873278,3.9944903581267224,历史1/1次成功; 当前距低点3.99%; 最新日涨幅0.40%; 状态bottom_area; 底部已确认
10,81.57274696888067,74.33725422437486,300668,杰恩股份,bottom_area,2024-06-14,15.0,2024-06-06,14.3,4.89510489510489,11.678321678321678,27.48478701825557,True,0.0,0.4436,1,1,1,100.0,25.097276264591432,25.097276264591432,15.10489510489511,4.89510489510489,历史1/1次成功; 当前距低点4.90%; 最新日涨幅0.00%; 状态bottom_area; 底部已确认
11,76.6761848499848,67.53860841708506,002761,浙江建投,bottom_area,2024-06-14,8.5,2024-06-06,8.25,3.0303030303030303,4.848484848484853,28.26086956521739,False,1.432,2.6506,3,6,3,50.0,33.213437237505204,43.73730534867976,16.969696969696972,3.0303030303030303,历史3/6次成功; 当前距低点3.03%; 最新日涨幅1.43%; 状态bottom_area; 底部未确认
12,72.36439402257832,65.25544041450777,688315,诺禾致源,bottom_area,2024-06-14,12.08,2024-06-06,11.58,4.317789291882556,9.49913644214162,29.775621588841716,True,-2.5806,1.0662,2,4,2,50.0,54.319731958499396,86.2826357231662,15.682210708117445,4.317789291882556,历史2/4次成功; 当前距低点4.32%; 最新日涨幅-2.58%; 状态bottom_area; 底部已确认
13,67.89352396972245,60.513793103448265,000663,永安林业,bottom_area,2024-06-14,4.51,2024-06-06,4.35,3.6781609195402334,11.034482758620701,27.86069651741294,True,-0.2212,1.1814,1,2,1,50.0,50.39215686274511,50.39215686274511,16.321839080459768,3.6781609195402334,历史1/2次成功; 当前距低点3.68%; 最新日涨幅-0.22%; 状态bottom_area; 底部已确认
