rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.9274771711473,77.74713484998352,600658,电子城,bottom_area,2025-08-28,6.69,2025-08-28,6.48,3.24074074074074,7.098765432098765,27.191011235955052,False,1.2103,7.3,1,1,1,100.0,32.344213649851625,32.344213649851625,16.759259259259263,3.24074074074074,历史1/1次成功; 当前距低点3.24%; 最新日涨幅1.21%; 状态bottom_area; 底部未确认
2,87.50472963273444,76.68967832685185,603221,爱丽家居,bottom_area,2025-08-28,12.31,2025-08-28,11.98,2.754590984974959,2.754590984974959,31.931818181818183,False,0.7365,3.106,1,1,1,100.0,20.699708454810505,20.699708454810505,17.245409015025043,2.754590984974959,历史1/1次成功; 当前距低点2.75%; 最新日涨幅0.74%; 状态bottom_area; 底部未确认
3,79.1031765832535,71.25102302535703,002795,永和智控,bottom_area,2025-08-28,4.9,2025-08-28,4.7,4.255319148936174,5.957446808510643,31.884057971014496,False,-0.4065,5.3578,1,1,1,100.0,32.328767123287676,32.328767123287676,15.744680851063828,4.255319148936174,历史1/1次成功; 当前距低点4.26%; 最新日涨幅-0.41%; 状态bottom_area; 底部未确认
4,63.18558265623778,55.757439747652406,300902,国安达,bottom_area,2025-08-28,24.05,2025-08-28,23.32,3.1303602058319058,5.0600343053173225,29.37613567534828,False,-1.4748,10.8895,1,2,1,50.0,26.906779661016937,26.906779661016937,16.869639794168094,3.1303602058319058,历史1/2次成功; 当前距低点3.13%; 最新日涨幅-1.47%; 状态bottom_area; 底部未确认
