rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_top_price,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,close_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.84875915296685,78.64706503082012,001391,国货航,bottom_area,2026-03-25,5.35,7.73,2026-03-23,5.21,2.6871401151631416,4.222648752399227,32.60025873221217,30.789133247089275,False,0.0,1.2291,1,1,1,100.0,30.39647577092513,30.39647577092513,17.312859884836858,2.6871401151631416,历史1/1次成功; 当前距低点2.69%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
19,75.492835583543,66.06828739242356,300153,科泰电源,bottom_area,2026-03-25,28.77,41.4,2026-03-23,28.02,2.676659528907923,6.745182012847968,32.31884057971015,30.507246376811594,False,-0.2427,4.5772,2,3,2,66.66666666666666,24.002174471327702,26.1835396941005,17.323340471092077,2.676659528907923,历史2/3次成功; 当前距低点2.68%; 最新日涨幅-0.24%; 状态bottom_area; 底部未确认
20,74.97101905451889,67.25494755238482,001696,宗申动力,bottom_area,2026-03-25,19.35,25.86,2026-03-23,18.6,4.032258064516129,5.752688172043012,28.07424593967517,25.17401392111368,False,1.735,2.6985,2,4,2,50.0,43.97040827678273,65.16853932584267,15.967741935483874,4.032258064516129,历史2/4次成功; 当前距低点4.03%; 最新日涨幅1.74%; 状态bottom_area; 底部未确认
21,73.88569244039233,67.35840896114496,300622,博士眼镜,bottom_area,2026-03-25,23.9,32.11,2026-03-23,22.78,4.91659350307286,7.550482879719047,29.056368732482092,25.568358766739337,True,1.6156,4.4151,4,7,4,57.14285714285714,30.697154406342293,46.42601004064069,15.083406496927143,4.91659350307286,历史4/7次成功; 当前距低点4.92%; 最新日涨幅1.62%; 状态bottom_area; 底部已确认
22,72.37243403133104,62.33915061822093,000625,长安汽车,bottom_area,2026-03-25,10.14,13.84,2026-03-24,9.96,1.8072289156626478,2.1084337349397497,28.03468208092485,26.73410404624277,False,0.0,0.6996,1,3,1,33.33333333333333,43.0446194225722,43.0446194225722,18.192771084337352,1.8072289156626478,历史1/3次成功; 当前距低点1.81%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
23,71.8280265627358,65.39853053106808,688315,诺禾致源,bottom_area,2026-03-25,13.63,18.24,2026-03-23,13.0,4.846153846153852,5.846153846153845,28.728070175438592,25.274122807017534,False,0.5162,0.6719,3,6,3,50.0,43.9664586037573,86.2826357231662,15.153846153846148,4.846153846153852,历史3/6次成功; 当前距低点4.85%; 最新日涨幅0.52%; 状态bottom_area; 底部未确认
24,71.66625025505726,65.32478034975901,002829,星网宇达,bottom_area,2026-03-25,22.23,29.86,2026-03-24,21.19,4.907975460122695,6.087777253421421,29.03549899531145,25.552578700602812,False,1.0914,2.9115,3,5,3,60.0,22.66109891848788,24.36974789915967,15.092024539877306,4.907975460122695,历史3/5次成功; 当前距低点4.91%; 最新日涨幅1.09%; 状态bottom_area; 底部未确认
25,70.85182503121085,64.14299171416778,002045,国光电器,bottom_area,2026-03-25,11.76,16.38,2026-03-23,11.25,4.533333333333331,6.222222222222216,31.318681318681314,28.205128205128204,False,0.9442,1.569,4,8,4,50.0,33.38167588262236,40.89958158995815,15.46666666666667,4.533333333333331,历史4/8次成功; 当前距低点4.53%; 最新日涨幅0.94%; 状态bottom_area; 底部未确认
26,70.82821447426444,63.71166012395426,300593,新雷能,bottom_area,2026-03-25,23.42,30.88,2026-03-24,22.48,4.181494661921714,6.094306049822068,27.2020725388601,24.158031088082893,False,0.1283,2.9369,2,4,2,50.0,26.74982770503102,28.000000000000007,15.818505338078287,4.181494661921714,历史2/4次成功; 当前距低点4.18%; 最新日涨幅0.13%; 状态bottom_area; 底部未确认
27,69.55985330490407,63.23623027718551,002676,顺威股份,bottom_area,2026-03-25,6.6,9.14,2026-03-23,6.3,4.761904761904759,5.71428571428572,31.07221006564552,27.789934354485784,False,1.072,1.5706,2,4,2,50.0,31.308457711442777,39.33333333333333,15.238095238095243,4.761904761904759,历史2/4次成功; 当前距低点4.76%; 最新日涨幅1.07%; 状态bottom_area; 底部未确认
28,68.15509991530804,60.1938428794655,301551,无线传媒,bottom_area,2026-03-25,28.58,40.65,2026-03-24,27.7,3.1768953068592025,3.6101083032490973,31.857318573185733,29.69249692496925,False,1.1323,2.1608,1,2,1,50.0,28.855721393034813,28.855721393034813,16.8231046931408,3.1768953068592025,历史1/2次成功; 当前距低点3.18%; 最新日涨幅1.13%; 状态bottom_area; 底部未确认
29,68.11414508157469,60.8967522252489,688225,亚信安全,bottom_area,2026-03-25,17.28,23.2,2026-03-24,16.64,3.8461538461538494,5.048076923076922,28.275862068965512,25.51724137931034,False,0.6407,0.7955,2,5,2,40.0,29.171951583224075,36.786114221724524,16.153846153846153,3.8461538461538494,历史2/5次成功; 当前距低点3.85%; 最新日涨幅0.64%; 状态bottom_area; 底部未确认
30,67.25322806380309,58.7229687845505,688114,华大智造,bottom_area,2026-03-25,50.24,69.85,2026-03-23,48.99,2.551541130843029,5.266380894060008,29.863994273443083,28.074445239799562,False,-0.7311,0.5764,2,5,2,40.0,24.08861592942264,27.745919717688572,17.448458869156973,2.551541130843029,历史2/5次成功; 当前距低点2.55%; 最新日涨幅-0.73%; 状态bottom_area; 底部未确认
31,66.69210036911585,60.01698314882348,002765,蓝黛科技,bottom_area,2026-03-25,10.16,13.66,2026-03-23,9.75,4.205128205128206,6.256410256410251,28.62371888726208,25.622254758418737,False,1.3972,1.6435,2,5,2,40.0,28.84234116406334,29.470802919708017,15.794871794871796,4.205128205128206,历史2/5次成功; 当前距低点4.21%; 最新日涨幅1.40%; 状态bottom_area; 底部未确认
32,65.31180505574788,58.44872132034631,002605,姚记科技,bottom_area,2026-03-25,20.78,27.66,2026-03-23,20.0,3.9000000000000057,5.3999999999999915,27.69342010122921,24.873463485177147,False,1.4153,1.7055,2,6,2,33.33333333333333,31.11498917748918,39.01785714285715,16.099999999999994,3.9000000000000057,历史2/6次成功; 当前距低点3.90%; 最新日涨幅1.42%; 状态bottom_area; 底部未确认
33,64.90136160317816,59.126240443573316,605337,李子园,bottom_area,2026-03-25,10.75,14.95,2026-03-23,10.25,4.878048780487805,5.073170731707314,31.438127090301,28.093645484949832,False,1.5109,0.7164,2,5,2,40.0,32.30210571551354,37.98882681564246,15.121951219512198,4.878048780487805,历史2/5次成功; 当前距低点4.88%; 最新日涨幅1.51%; 状态bottom_area; 底部未确认
34,64.9001481967213,58.363442622950814,000564,供销大集,bottom_area,2026-03-25,2.0,2.78,2026-03-24,1.92,4.1666666666666705,6.250000000000005,30.935251798561147,28.05755395683453,False,1.0101,1.8722,1,2,1,50.0,31.147540983606568,31.147540983606568,15.83333333333333,4.1666666666666705,历史1/2次成功; 当前距低点4.17%; 最新日涨幅1.01%; 状态bottom_area; 底部未确认
35,64.23838361538677,58.46463711429812,301518,长华化学,bottom_area,2026-03-25,40.2,52.76,2026-03-23,38.35,4.823989569752285,7.953063885267267,27.312357846853676,23.80591357088703,True,0.3745,4.0517,1,3,1,33.33333333333333,55.817490494296564,55.817490494296564,15.176010430247716,4.823989569752285,历史1/3次成功; 当前距低点4.82%; 最新日涨幅0.37%; 状态bottom_area; 底部已确认
36,64.21706983024846,58.21433609826663,300819,聚杰微纤,bottom_area,2026-03-25,41.1,57.92,2026-03-24,39.29,4.6067701705268576,7.762789513871225,32.16505524861879,29.040055248618785,True,1.1568,3.3801,1,2,1,50.0,26.54716175842936,26.54716175842936,15.393229829473142,4.6067701705268576,历史1/2次成功; 当前距低点4.61%; 最新日涨幅1.16%; 状态bottom_area; 底部已确认
37,63.64875101885676,55.92897676161919,002698,博实股份,bottom_area,2026-03-25,13.49,18.45,2026-03-24,13.11,2.898550724637687,4.500381388253241,28.943089430894307,26.883468834688344,False,0.7468,1.2371,1,4,1,25.0,23.3477011494253,23.3477011494253,17.101449275362313,2.898550724637687,历史1/4次成功; 当前距低点2.90%; 最新日涨幅0.75%; 状态bottom_area; 底部未确认
38,62.947502426783885,56.4718138261465,600185,珠免集团,bottom_area,2026-03-25,5.93,8.28,2026-03-24,5.7,4.035087719298238,4.561403508771926,31.159420289855067,28.381642512077292,False,2.0654,1.4106,1,3,1,33.33333333333333,38.80903490759753,38.80903490759753,15.964912280701762,4.035087719298238,历史1/3次成功; 当前距低点4.04%; 最新日涨幅2.07%; 状态bottom_area; 底部未确认
39,62.379572544331054,56.32036838442026,603681,永冠新材,bottom_area,2026-03-25,17.14,22.83,2026-03-24,16.42,4.384896467722283,4.750304506699132,28.077091546211115,24.923346473937794,False,1.9025,3.5894,1,2,1,50.0,22.83834586466165,22.83834586466165,15.615103532277718,4.384896467722283,历史1/2次成功; 当前距低点4.38%; 最新日涨幅1.90%; 状态bottom_area; 底部未确认
40,61.456101739593805,54.734340611825736,600955,维远股份,bottom_area,2026-03-25,15.39,20.75,2026-03-24,14.85,3.6363636363636425,4.2424242424242475,28.433734939759038,25.831325301204817,False,0.7199,1.0701,1,4,1,25.0,25.969084423305596,25.969084423305596,16.36363636363636,3.6363636363636425,历史1/4次成功; 当前距低点3.64%; 最新日涨幅0.72%; 状态bottom_area; 底部未确认
41,61.1651464609078,55.58445596006486,300676,华大基因,bottom_area,2026-03-25,39.98,55.07,2026-03-23,38.17,4.7419439350274954,10.400838354728842,30.68821499909206,27.40148901398221,False,1.601,1.406,1,2,1,50.0,23.258538343696497,23.258538343696497,15.258056064972505,4.7419439350274954,历史1/2次成功; 当前距低点4.74%; 最新日涨幅1.60%; 状态bottom_area; 底部未确认
42,59.815887977583856,53.36940885875615,603353,和顺石油,bottom_area,2026-03-25,34.44,49.0,2026-03-24,33.2,3.734939759036129,6.957831325301189,32.24489795918367,29.714285714285722,False,-2.1035,4.5223,2,6,2,33.33333333333333,24.256656860350496,27.079174983366617,16.265060240963873,3.734939759036129,历史2/6次成功; 当前距低点3.73%; 最新日涨幅-2.10%; 状态bottom_area; 底部未确认
43,59.13901056119963,53.617635524798146,300458,全志科技,bottom_area,2026-03-25,36.28,48.2,2026-03-24,34.68,4.6136101499423345,6.603229527104958,28.04979253112034,24.730290456431536,False,0.5822,2.2535,1,6,1,16.666666666666664,50.49354593773728,50.49354593773728,15.386389850057666,4.6136101499423345,历史1/6次成功; 当前距低点4.61%; 最新日涨幅0.58%; 状态bottom_area; 底部未确认
44,56.529789714831374,51.42534778640321,300673,佩蒂股份,bottom_area,2026-03-25,14.85,19.79,2026-03-23,14.17,4.798870853916724,7.480592801693723,28.39818089944416,24.96210207175341,False,1.296,1.6586,1,3,1,33.33333333333333,21.040000000000006,21.040000000000006,15.201129146083279,4.798870853916724,历史1/3次成功; 当前距低点4.80%; 最新日涨幅1.30%; 状态bottom_area; 底部未确认
