rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_top_price,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,close_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.84875915296685,78.64706503082012,001391,国货航,bottom_area,2026-03-25,5.35,7.73,2026-03-23,5.21,2.6871401151631416,4.222648752399227,32.60025873221217,30.789133247089275,False,0.0,1.2291,1,1,1,100.0,30.39647577092513,30.39647577092513,17.312859884836858,2.6871401151631416,历史1/1次成功; 当前距低点2.69%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
2,87.19553540260476,74.51745291560574,000020,深华发A,bottom_area,2026-03-25,17.68,25.66,2026-03-25,17.44,1.3761467889908165,4.701834862385322,32.03429462197973,31.098986749805146,False,-6.7018,18.6778,3,4,3,75.0,28.9788580349721,42.08242950108458,18.623853211009184,1.3761467889908165,历史3/4次成功; 当前距低点1.38%; 最新日涨幅-6.70%; 状态bottom_area; 底部未确认
3,86.92988740700312,78.1816466192221,301117,佳缘科技,bottom_area,2026-03-25,42.45,59.95,2026-03-24,40.75,4.1717791411043015,6.331288343558278,32.02668890742286,29.190992493744787,False,0.664,4.6215,2,2,2,100.0,29.426360542687625,31.299904183966788,15.8282208588957,4.1717791411043015,历史2/2次成功; 当前距低点4.17%; 最新日涨幅0.66%; 状态bottom_area; 底部未确认
4,83.80792047735954,76.10214612973235,688377,迪威尔,bottom_area,2026-03-25,37.43,50.95,2026-03-24,35.75,4.699300699300698,6.01398601398601,29.83316977428852,26.535819430814527,False,1.1895,0.6984,1,1,1,100.0,41.37931034482759,41.37931034482759,15.300699300699302,4.699300699300698,历史1/1次成功; 当前距低点4.70%; 最新日涨幅1.19%; 状态bottom_area; 底部未确认
5,83.56832348429191,75.9255930795848,603150,万朗磁塑,bottom_area,2026-03-25,45.4,60.5,2026-03-24,43.35,4.728950403690881,7.635524798154544,28.34710743801653,24.958677685950413,True,0.2208,3.0682,1,1,1,100.0,31.6,31.6,15.271049596309119,4.728950403690881,历史1/1次成功; 当前距低点4.73%; 最新日涨幅0.22%; 状态bottom_area; 底部已确认
6,82.9935741265587,75.30556837110915,001328,登康口腔,bottom_area,2026-03-25,33.48,44.35,2026-03-23,31.99,4.657705532979051,6.220693966864641,27.869222096956037,24.509582863585127,False,0.6615,1.373,1,1,1,100.0,36.58675799086758,36.58675799086758,15.34229446702095,4.657705532979051,历史1/1次成功; 当前距低点4.66%; 最新日涨幅0.66%; 状态bottom_area; 底部未确认
7,82.73480227422287,75.01982929327417,600843,上工申贝,bottom_area,2026-03-25,9.51,12.64,2026-03-23,9.09,4.6204620462046195,5.830583058305824,28.085443037974688,24.762658227848107,False,0.7415,1.537,1,1,1,100.0,34.59399332591768,34.59399332591768,15.37953795379538,4.6204620462046195,历史1/1次成功; 当前距低点4.62%; 最新日涨幅0.74%; 状态bottom_area; 底部未确认
8,82.73194461578846,74.69290514203604,688028,沃尔德,bottom_area,2026-03-25,88.36,120.99,2026-03-23,84.65,4.382752510336673,8.411104548139384,30.035540127283237,26.969171005868255,True,0.3521,3.7776,1,1,1,100.0,20.728929384965834,20.728929384965834,15.617247489663328,4.382752510336673,历史1/1次成功; 当前距低点4.38%; 最新日涨幅0.35%; 状态bottom_area; 底部已确认
9,82.38435727840957,72.41589979673002,605089,味知香,bottom_area,2026-03-25,23.29,33.37,2026-03-23,22.63,2.9164825452938583,6.93769332744145,32.1845969433623,30.20677255019478,False,-0.6399,1.104,1,1,1,100.0,22.180000000000007,22.180000000000007,17.083517454706143,2.9164825452938583,历史1/1次成功; 当前距低点2.92%; 最新日涨幅-0.64%; 状态bottom_area; 底部未确认
10,82.14771189809792,74.78823165541118,301071,力量钻石,bottom_area,2026-03-25,41.36,55.9,2026-03-24,39.45,4.841571609632437,8.2382762991128,29.427549194991048,26.010733452593914,True,1.3974,5.4794,1,1,1,100.0,26.86567164179104,26.86567164179104,15.158428390367565,4.841571609632437,历史1/1次成功; 当前距低点4.84%; 最新日涨幅1.40%; 状态bottom_area; 底部已确认
11,82.03626499144885,74.76695252679941,688007,光峰科技,bottom_area,2026-03-25,13.7,19.18,2026-03-23,13.06,4.900459418070435,7.963246554364464,31.9082377476538,28.571428571428577,False,0.8837,0.9055,1,1,1,100.0,36.66666666666667,36.66666666666667,15.099540581929565,4.900459418070435,历史1/1次成功; 当前距低点4.90%; 最新日涨幅0.88%; 状态bottom_area; 底部未确认
12,81.81461538461538,68.17884615384615,603358,华达科技,bottom_area,2026-03-25,32.64,46.97,2026-03-25,32.64,0.0,0.0,30.50883542686821,30.50883542686821,False,-10.0083,1.25,1,1,1,100.0,25.961538461538453,25.961538461538453,20.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.01%; 状态bottom_area; 底部未确认
13,80.91118902464542,73.03323820323091,300542,新晨科技,bottom_area,2026-03-25,15.76,21.7,2026-03-23,15.1,4.370860927152319,5.496688741721855,30.414746543778804,27.373271889400918,False,0.1907,1.2807,5,7,5,71.42857142857143,32.75853135174146,61.233480176211465,15.62913907284768,4.370860927152319,历史5/7次成功; 当前距低点4.37%; 最新日涨幅0.19%; 状态bottom_area; 底部未确认
14,80.22809864667742,73.1082299806513,000411,英特集团,bottom_area,2026-03-25,10.72,14.36,2026-03-23,10.22,4.892367906066536,6.164383561643826,28.830083565459603,25.348189415041777,False,0.3745,0.9294,3,4,3,75.0,31.816283905822544,47.98426745329401,15.107632093933464,4.892367906066536,历史3/4次成功; 当前距低点4.89%; 最新日涨幅0.37%; 状态bottom_area; 底部未确认
15,79.77934222187359,72.64551527225849,603848,好太太,bottom_area,2026-03-25,15.56,21.38,2026-03-23,14.84,4.851752021563346,5.121293800539082,30.589335827876518,27.22170252572497,False,1.1046,0.4532,1,1,1,100.0,24.664031620553352,24.664031620553352,15.148247978436654,4.851752021563346,历史1/1次成功; 当前距低点4.85%; 最新日涨幅1.10%; 状态bottom_area; 底部未确认
16,79.37208161041846,72.39920715118542,600611,大众交通,bottom_area,2026-03-25,4.88,6.6,2026-03-23,4.65,4.946236559139774,7.3118279569892435,29.545454545454536,26.060606060606055,False,1.8789,0.9043,1,1,1,100.0,24.497991967871478,24.497991967871478,15.053763440860227,4.946236559139774,历史1/1次成功; 当前距低点4.95%; 最新日涨幅1.88%; 状态bottom_area; 底部未确认
17,77.42549414062395,67.40602450449795,300437,清水源,bottom_area,2026-03-25,15.85,23.0,2026-03-24,15.48,2.3901808785529663,6.524547803617558,32.69565217391304,31.086956521739133,False,-2.701,12.2326,6,10,6,60.0,25.46041348171349,30.330330330330323,17.609819121447035,2.3901808785529663,历史6/10次成功; 当前距低点2.39%; 最新日涨幅-2.70%; 状态bottom_area; 底部未确认
18,75.9308194588054,66.0409440879927,688232,新点软件,bottom_area,2026-03-25,22.33,30.57,2026-03-23,21.82,2.3373052245646107,4.766269477543534,28.622832842656198,26.954530585541388,False,0.2244,0.7127,1,2,1,50.0,51.87398153177622,51.87398153177622,17.66269477543539,2.3373052245646107,历史1/2次成功; 当前距低点2.34%; 最新日涨幅0.22%; 状态bottom_area; 底部未确认
