rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,94.13826429970632,84.5672527269676,300699,光威复材,bottom_area,2023-04-03,51.38,2023-04-03,50.5,1.7425742574257477,1.9405940594059343,31.067431067431073,False,0.6267,2.1763,2,2,2,100.0,33.98022598870056,49.6271186440678,13.257425742574252,1.7425742574257477,历史2/2次成功; 当前距低点1.74%; 最新日涨幅0.63%; 状态bottom_area; 底部未确认
2,89.93218104081184,81.46778893508119,002347,泰尔股份,bottom_area,2023-04-03,5.13,2023-03-20,5.02,2.191235059760963,6.175298804780887,29.09604519774012,False,0.5882,2.0165,2,2,2,100.0,22.816155222237516,29.585798816568047,12.808764940239037,2.191235059760963,历史2/2次成功; 当前距低点2.19%; 最新日涨幅0.59%; 状态bottom_area; 底部未确认
3,86.68771937689137,78.2039402081083,603315,福鞍股份,bottom_area,2023-04-03,14.5,2023-03-31,14.22,1.969057665260192,4.219409282700419,28.398791540785496,False,-0.0689,0.9621,1,1,1,100.0,41.68490153172865,41.68490153172865,13.030942334739807,1.969057665260192,历史1/1次成功; 当前距低点1.97%; 最新日涨幅-0.07%; 状态bottom_area; 底部未确认
4,85.60149914372015,75.24590520024844,603356,华菱精工,bottom_area,2023-04-03,12.16,2023-03-31,12.09,0.5789909015715491,2.481389578163778,28.672566371681413,False,-0.8157,2.925,2,2,2,100.0,31.91400245070737,38.38297872340427,14.42100909842845,0.5789909015715491,历史2/2次成功; 当前距低点0.58%; 最新日涨幅-0.82%; 状态bottom_area; 底部未确认
5,84.59645715382098,73.77867361306676,002708,光洋股份,bottom_area,2023-04-03,6.37,2023-03-20,6.36,0.15723270440251236,6.132075471698108,31.759656652360512,False,-1.3932,1.5532,1,1,1,100.0,35.522388059701484,35.522388059701484,14.842767295597486,0.15723270440251236,历史1/1次成功; 当前距低点0.16%; 最新日涨幅-1.39%; 状态bottom_area; 底部未确认
6,80.96726967260673,74.70905827449447,001299,美能能源,bottom_area,2023-04-03,16.88,2023-03-31,16.36,3.178484107579459,3.484107579462105,27.610619469026553,False,0.5959,3.4853,1,1,1,100.0,15.247322794492616,15.247322794492616,11.821515892420539,3.178484107579459,历史1/1次成功; 当前距低点3.18%; 最新日涨幅0.60%; 状态bottom_area; 底部未确认
7,80.16258705252294,76.4309579300555,002660,茂硕电源,bottom_area,2023-04-03,9.35,2023-03-20,8.91,4.938271604938266,7.519640852974185,28.31858407079646,True,1.5201,2.1672,2,2,2,100.0,20.21622144792876,24.71428571428572,10.061728395061733,4.938271604938266,历史2/2次成功; 当前距低点4.94%; 最新日涨幅1.52%; 状态bottom_area; 底部已确认
8,79.48726392683739,73.00160440806235,688348,昱能科技,bottom_area,2023-04-03,328.35,2023-03-29,319.01,2.927807905708295,7.661201843202408,32.018497208370626,True,-1.1202,6.3071,1,1,1,100.0,16.27422813482398,16.27422813482398,12.072192094291704,2.927807905708295,历史1/1次成功; 当前距低点2.93%; 最新日涨幅-1.12%; 状态bottom_area; 底部已确认
9,78.96260745733711,72.95567482882673,601702,华峰铝业,bottom_area,2023-04-03,12.71,2023-03-20,12.31,3.2493907392363957,9.098294069861893,29.212190914318576,True,-0.9353,2.4606,1,1,1,100.0,19.96927803379416,19.96927803379416,11.750609260763603,3.2493907392363957,历史1/1次成功; 当前距低点3.25%; 最新日涨幅-0.94%; 状态bottom_area; 底部已确认
10,76.42111270125223,71.39688729874776,603030,全筑股份,bottom_area,2023-04-03,2.16,2023-04-03,2.08,3.8461538461538494,7.211538461538456,27.017543859649123,False,-4.0,6.5703,2,2,2,100.0,21.645796064400706,27.906976744186036,11.15384615384615,3.8461538461538494,历史2/2次成功; 当前距低点3.85%; 最新日涨幅-4.00%; 状态bottom_area; 底部未确认
11,75.52185370099696,66.75644254892123,605128,上海沿浦,bottom_area,2023-04-03,40.25,2023-04-03,39.9,0.877192982456144,4.235588972431089,32.94117647058824,False,-3.2452,4.48,1,1,1,100.0,16.80883090817863,16.80883090817863,14.122807017543856,0.877192982456144,历史1/1次成功; 当前距低点0.88%; 最新日涨幅-3.25%; 状态bottom_area; 底部未确认
12,67.17530612411666,60.75528852251111,603051,鹿山新材,bottom_area,2023-04-03,48.5,2023-04-03,47.5,2.1052631578947367,2.378947368421058,29.1044776119403,False,0.5598,5.1387,1,2,1,50.0,18.738110336081178,18.738110336081178,12.894736842105262,2.1052631578947367,历史1/2次成功; 当前距低点2.11%; 最新日涨幅0.56%; 状态bottom_area; 底部未确认
13,63.76286529847116,58.48313759859774,605333,沪光股份,bottom_area,2023-04-03,18.36,2023-03-20,17.85,2.8571428571428457,8.403361344537814,30.409356725146193,True,-2.8057,3.6191,1,2,1,50.0,29.01840490797546,29.01840490797546,12.142857142857153,2.8571428571428457,历史1/2次成功; 当前距低点2.86%; 最新日涨幅-2.81%; 状态bottom_area; 底部已确认
14,61.4285987082734,56.49591098544426,688357,建龙微纳,bottom_area,2023-04-03,95.0,2023-03-30,92.23,3.0033611623116077,4.065922151143879,27.108195684817826,False,0.9994,1.3887,1,3,1,33.33333333333333,26.291618828932272,26.291618828932272,11.996638837688392,3.0033611623116077,历史1/3次成功; 当前距低点3.00%; 最新日涨幅1.00%; 状态bottom_area; 底部未确认
15,54.35963134251232,51.602612338156895,000887,中鼎股份,bottom_area,2023-04-03,12.69,2023-03-20,12.12,4.702970297029705,6.600660066006607,28.45336481700119,False,-0.1574,1.0737,1,2,1,50.0,23.84615384615385,23.84615384615385,10.297029702970296,4.702970297029705,历史1/2次成功; 当前距低点4.70%; 最新日涨幅-0.16%; 状态bottom_area; 底部未确认
