rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,95.40046253016273,82.82549661997653,603212,赛伍技术,bottom_area,2023-08-24,16.44,2023-08-24,16.08,2.2388059701492726,3.731343283582099,29.006622516556295,False,1.7327,1.4323,2,2,2,100.0,30.698786193101522,32.01038575667657,17.76119402985073,2.2388059701492726,历史2/2次成功; 当前距低点2.24%; 最新日涨幅1.73%; 状态bottom_area; 底部未确认
12,83.21440096843396,70.06176923076923,002819,东方中科,bottom_area,2023-08-24,25.1,2023-08-24,24.96,0.5608974358974381,2.7644230769230678,28.68571428571428,False,-0.3968,0.5547,1,1,1,100.0,20.487179487179493,20.487179487179493,19.439102564102562,0.5608974358974381,历史1/1次成功; 当前距低点0.56%; 最新日涨幅-0.40%; 状态bottom_area; 底部未确认
13,75.16742490217001,65.60548434514186,300474,景嘉微,bottom_area,2023-08-24,69.75,2023-08-23,68.03,2.5282963398500646,6.3942378362487045,28.50987810004203,False,2.3928,3.0543,1,2,1,50.0,59.857142857142854,59.857142857142854,17.471703660149938,2.5282963398500646,历史1/2次成功; 当前距低点2.53%; 最新日涨幅2.39%; 状态bottom_area; 底部未确认
14,73.3574117943161,62.67489307342662,603236,移远通信,bottom_area,2023-08-24,44.66,2023-08-22,44.06,1.3617793917385255,4.176123467998176,29.175373734126342,False,0.1121,1.4117,1,3,1,33.33333333333333,39.389337383102855,39.389337383102855,18.638220608261474,1.3617793917385255,历史1/3次成功; 当前距低点1.36%; 最新日涨幅0.11%; 状态bottom_area; 底部未确认
15,73.23955014980643,62.97668324983356,002272,川润股份,bottom_area,2023-08-24,5.94,2023-08-24,5.84,1.712328767123297,3.253424657534253,28.69352869352869,False,-0.8347,1.8753,1,2,1,50.0,48.337595907928375,48.337595907928375,18.287671232876704,1.712328767123297,历史1/2次成功; 当前距低点1.71%; 最新日涨幅-0.83%; 状态bottom_area; 底部未确认
16,71.95775618050526,62.29039387308536,688148,芳源股份,bottom_area,2023-08-24,9.33,2023-08-23,9.14,2.078774617067828,3.3916849015317143,27.3449920508744,False,1.634,1.0162,1,2,1,50.0,26.66666666666668,26.66666666666668,17.921225382932175,2.078774617067828,历史1/2次成功; 当前距低点2.08%; 最新日涨幅1.63%; 状态bottom_area; 底部未确认
17,71.4127066385912,60.6813866862117,688286,敏芯股份,bottom_area,2023-08-24,47.51,2023-08-16,47.01,1.0636034886194428,7.679217187832375,28.338414634146336,False,0.0632,0.9272,1,3,1,33.33333333333333,25.016501650165008,25.016501650165008,18.936396511380558,1.0636034886194428,历史1/3次成功; 当前距低点1.06%; 最新日涨幅0.06%; 状态bottom_area; 底部未确认
18,70.61687048755786,60.197568022403544,603005,晶方科技,bottom_area,2023-08-24,18.8,2023-08-24,18.57,1.2385568120624686,2.961766289714597,27.96741660201707,False,0.9667,1.872,1,3,1,33.33333333333333,24.55991516436903,24.55991516436903,18.76144318793753,1.2385568120624686,历史1/3次成功; 当前距低点1.24%; 最新日涨幅0.97%; 状态bottom_area; 底部未确认
19,70.60323877928619,59.73505488117309,601127,赛力斯,bottom_area,2023-08-24,32.89,2023-08-24,32.62,0.8277130594727258,3.034947884733299,29.409218783813035,False,-0.6944,1.7105,4,8,4,50.0,26.57118632672534,30.591200733272228,19.172286940527275,0.8277130594727258,历史4/8次成功; 当前距低点0.83%; 最新日涨幅-0.69%; 状态bottom_area; 底部未确认
20,66.64456443800114,56.637080329017905,002845,同兴达,bottom_area,2023-08-24,14.16,2023-08-24,14.01,1.0706638115631717,2.4268379728765157,27.03125,False,-0.3519,1.7854,1,3,1,33.33333333333333,25.83258325832584,25.83258325832584,18.929336188436828,1.0706638115631717,历史1/3次成功; 当前距低点1.07%; 最新日涨幅-0.35%; 状态bottom_area; 底部未确认
21,66.45787322721813,55.55686956117084,002386,天原股份,bottom_area,2023-08-24,5.81,2023-08-24,5.8,0.1724137931034446,1.7241379310344922,30.036188178528345,False,-1.3582,0.6755,1,3,1,33.33333333333333,48.85290148448042,48.85290148448042,19.827586206896555,0.1724137931034446,历史1/3次成功; 当前距低点0.17%; 最新日涨幅-1.36%; 状态bottom_area; 底部未确认
22,65.95875171805702,56.18462217919171,002838,道恩股份,bottom_area,2023-08-24,13.52,2023-08-24,13.36,1.1976047904191627,2.3203592814371294,27.233115468409586,False,-0.1477,0.7815,1,3,1,33.33333333333333,24.95606326889279,24.95606326889279,18.802395209580837,1.1976047904191627,历史1/3次成功; 当前距低点1.20%; 最新日涨幅-0.15%; 状态bottom_area; 底部未确认
23,65.75183684561648,55.53974693971105,688262,国芯科技,bottom_area,2023-08-24,31.37,2023-08-17,31.14,0.7385998715478498,7.4823378291586335,32.74298056155507,True,-1.4761,1.6552,1,2,1,50.0,27.063197026022312,27.063197026022312,19.261400128452152,0.7385998715478498,历史1/2次成功; 当前距低点0.74%; 最新日涨幅-1.48%; 状态bottom_area; 底部已确认
24,65.68130550270492,57.98990590884576,300539,横河精密,bottom_area,2023-08-24,11.43,2023-08-24,11.08,3.158844765342957,6.046931407942237,28.745980707395503,False,-0.695,1.9362,1,2,1,50.0,39.25845147219192,39.25845147219192,16.841155234657045,3.158844765342957,历史1/2次成功; 当前距低点3.16%; 最新日涨幅-0.69%; 状态bottom_area; 底部未确认
25,64.93215957796215,55.48363574633795,001266,宏英智能,bottom_area,2023-08-24,25.18,2023-08-24,24.84,1.3687600644122377,3.985507246376805,29.471890971039183,False,-1.3323,3.299,1,3,1,33.33333333333333,23.285351397121083,23.285351397121083,18.63123993558776,1.3687600644122377,历史1/3次成功; 当前距低点1.37%; 最新日涨幅-1.33%; 状态bottom_area; 底部未确认
26,63.89360207871667,53.69520020845998,000572,海马汽车,bottom_area,2023-08-24,4.37,2023-08-24,4.35,0.4597701149425394,3.4482758620689737,28.805237315875626,False,-1.5766,2.9407,1,2,1,50.0,22.92191435768261,22.92191435768261,19.54022988505746,0.4597701149425394,历史1/2次成功; 当前距低点0.46%; 最新日涨幅-1.58%; 状态bottom_area; 底部未确认
27,63.49630138446433,54.86443246670558,302132,中航成飞,bottom_area,2023-08-24,43.31,2023-08-24,42.47,1.9778667294560948,3.9792794914056926,30.43407043407043,False,-1.4786,3.0255,1,4,1,25.0,28.81165919282512,28.81165919282512,18.022133270543904,1.9778667294560948,历史1/4次成功; 当前距低点1.98%; 最新日涨幅-1.48%; 状态bottom_area; 底部未确认
28,63.12245614904835,53.1546948469382,300473,德尔股份,bottom_area,2023-08-24,15.87,2023-08-24,15.78,0.570342205323193,2.9150823827629853,29.710467706013365,False,-1.2446,1.5551,1,2,1,50.0,21.37137137137137,21.37137137137137,19.429657794676807,0.570342205323193,历史1/2次成功; 当前距低点0.57%; 最新日涨幅-1.24%; 状态bottom_area; 底部未确认
29,62.41015212590776,52.839085239085236,300423,昇辉科技,bottom_area,2023-08-24,9.33,2023-08-24,9.25,0.8648648648648656,2.8108108108108083,28.12742812742812,False,-0.8502,1.795,1,2,1,50.0,23.28482328482329,23.28482328482329,19.135135135135137,0.8648648648648656,历史1/2次成功; 当前距低点0.86%; 最新日涨幅-0.85%; 状态bottom_area; 底部未确认
30,61.61405279728595,54.83366360056652,688117,圣诺生物,bottom_area,2023-08-24,25.07,2023-08-22,24.2,3.5950413223140543,5.1652892561983474,30.995152552038785,False,0.6423,7.2434,1,3,1,33.33333333333333,24.6076585059636,24.6076585059636,16.404958677685947,3.5950413223140543,历史1/3次成功; 当前距低点3.60%; 最新日涨幅0.64%; 状态bottom_area; 底部未确认
31,60.95953752723683,51.4785887988209,688355,明志科技,bottom_area,2023-08-24,20.85,2023-08-24,20.7,0.7246376811594306,2.94685990338164,32.01970443349754,False,-1.465,3.6173,1,4,1,25.0,35.08474576271185,35.08474576271185,19.275362318840568,0.7246376811594306,历史1/4次成功; 当前距低点0.72%; 最新日涨幅-1.47%; 状态bottom_area; 底部未确认
32,60.38563860075682,53.01715293816448,002765,蓝黛科技,bottom_area,2023-08-24,6.49,2023-08-21,6.31,2.8526148969889165,8.874801901743274,29.339305711086226,False,-1.0671,1.8797,1,3,1,33.33333333333333,28.213879408418663,28.213879408418663,17.147385103011086,2.8526148969889165,历史1/3次成功; 当前距低点2.85%; 最新日涨幅-1.07%; 状态bottom_area; 底部未确认
33,60.27983283626942,50.501403492574035,688173,希荻微,bottom_area,2023-08-24,17.26,2023-08-24,17.21,0.29052876234747654,2.8471818710052204,28.291666666666664,False,-0.6904,1.7479,1,3,1,33.33333333333333,23.120837297811605,23.120837297811605,19.709471237652522,0.29052876234747654,历史1/3次成功; 当前距低点0.29%; 最新日涨幅-0.69%; 状态bottom_area; 底部未确认
34,58.968706885713935,49.50805778644235,300521,爱司凯,bottom_area,2023-08-24,12.35,2023-08-24,12.3,0.4065040650406417,3.4959349593495914,27.21893491124259,False,-1.9841,1.7118,1,4,1,25.0,20.590790616854918,20.590790616854918,19.59349593495936,0.4065040650406417,历史1/4次成功; 当前距低点0.41%; 最新日涨幅-1.98%; 状态bottom_area; 底部未确认
