rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.11424645071733,80.48051202073871,688205,德科立,bottom_area,2025-10-09,116.38,2025-10-09,114.74,1.4293184591249788,4.58427749694963,29.085290482076648,False,-3.8341,6.3839,3,3,3,100.0,24.19009735238528,35.44761904761904,13.570681540875022,1.4293184591249788,历史3/3次成功; 当前距低点1.43%; 最新日涨幅-3.83%; 状态bottom_area; 底部未确认
2,89.18969281076004,80.63365499354073,603280,南方路机,bottom_area,2025-10-09,35.27,2025-09-29,34.55,2.0839363241678903,4.0520984081042135,27.26315789473685,False,0.142,6.5192,2,2,2,100.0,17.016289315287736,18.348214285714302,12.91606367583211,2.0839363241678903,历史2/2次成功; 当前距低点2.08%; 最新日涨幅0.14%; 状态bottom_area; 底部未确认
3,86.26951696294918,79.3063154031987,301151,冠龙节能,bottom_area,2025-10-09,20.74,2025-09-29,20.14,2.9791459781529186,5.064548162859977,29.333333333333332,False,1.2695,6.1342,1,1,1,100.0,37.520259319286865,37.520259319286865,12.02085402184708,2.9791459781529186,历史1/1次成功; 当前距低点2.98%; 最新日涨幅1.27%; 状态bottom_area; 底部未确认
4,82.32974733342242,71.98420782515309,600706,曲江文旅,bottom_area,2025-10-09,10.27,2025-10-09,10.24,0.2929687499999938,3.6132812499999925,28.341497550734772,False,-3.9289,9.0585,2,2,2,100.0,21.086970834156286,24.578313253012034,14.707031250000005,0.2929687499999938,历史2/2次成功; 当前距低点0.29%; 最新日涨幅-3.93%; 状态bottom_area; 底部未确认
5,82.0348364930439,73.57491908666222,605188,国光连锁,bottom_area,2025-10-09,15.35,2025-10-09,15.1,1.6556291390728477,3.9735099337748316,30.414746543778804,False,-2.2915,2.274,3,4,3,75.0,17.12233077284043,19.218749999999993,13.344370860927151,1.6556291390728477,历史3/4次成功; 当前距低点1.66%; 最新日涨幅-2.29%; 状态bottom_area; 底部未确认
6,81.20628044522039,73.5137068965517,002269,美邦服饰,bottom_area,2025-10-09,2.37,2025-09-29,2.32,2.155172413793115,6.034482758620696,27.725856697819317,False,-1.25,3.9026,5,8,5,62.5,53.05273729474794,173.50993377483442,12.844827586206883,2.155172413793115,历史5/8次成功; 当前距低点2.16%; 最新日涨幅-1.25%; 状态bottom_area; 底部未确认
7,71.53653129463503,66.17600117847014,300534,陇神戎发,bottom_area,2025-10-09,9.66,2025-09-23,9.35,3.31550802139038,5.454545454545452,27.519379844961243,False,-0.5149,1.9337,3,5,3,60.0,30.190104662581724,41.58730158730159,11.68449197860962,3.31550802139038,历史3/5次成功; 当前距低点3.32%; 最新日涨幅-0.51%; 状态bottom_area; 底部未确认
8,69.76508879197289,61.76593424218125,002097,山河智能,bottom_area,2025-10-09,12.59,2025-09-30,12.47,0.9623095429029609,2.566158781074567,28.33333333333332,False,0.6395,3.7386,1,2,1,50.0,50.210970464135016,50.210970464135016,14.037690457097037,0.9623095429029609,历史1/2次成功; 当前距低点0.96%; 最新日涨幅0.64%; 状态bottom_area; 底部未确认
9,68.76357070156307,64.38904761904763,000718,苏宁环球,bottom_area,2025-10-09,2.62,2025-09-29,2.52,3.9682539682539715,5.158730158730155,32.800000000000004,False,0.3831,4.7629,2,4,2,50.0,27.77777777777778,36.111111111111114,11.031746031746028,3.9682539682539715,历史2/4次成功; 当前距低点3.97%; 最新日涨幅0.38%; 状态bottom_area; 底部未确认
10,66.54158102881723,59.6033755891435,000926,福星股份,bottom_area,2025-10-09,2.56,2025-09-29,2.52,1.5873015873015885,4.761904761904765,27.79369627507164,False,-1.5385,3.2302,1,2,1,50.0,28.668941979522177,28.668941979522177,13.41269841269841,1.5873015873015885,历史1/2次成功; 当前距低点1.59%; 最新日涨幅-1.54%; 状态bottom_area; 底部未确认
11,65.27917258359237,60.203668835899194,002453,华软科技,bottom_area,2025-10-09,7.2,2025-10-09,6.98,3.1518624641833775,4.154727793696263,28.483606557377044,False,0.9818,16.0428,1,2,1,50.0,28.60169491525425,28.60169491525425,11.848137535816623,3.1518624641833775,历史1/2次成功; 当前距低点3.15%; 最新日涨幅0.98%; 状态bottom_area; 底部未确认
12,64.8787817108353,61.54961128624473,000545,金浦钛业,bottom_area,2025-10-09,2.69,2025-09-29,2.57,4.669260700389109,5.836575875486395,32.36842105263158,False,1.1278,5.7105,3,6,3,50.0,21.104976791031703,24.6875,10.330739299610892,4.669260700389109,历史3/6次成功; 当前距低点4.67%; 最新日涨幅1.13%; 状态bottom_area; 底部未确认
13,64.17190045346976,59.53147763264123,301551,无线传媒,bottom_area,2025-10-09,37.3,2025-10-09,36.05,3.46740638002774,4.049930651872402,31.241655540720963,False,1.7735,5.2588,1,2,1,50.0,28.855721393034813,28.855721393034813,11.532593619972259,3.46740638002774,历史1/2次成功; 当前距低点3.47%; 最新日涨幅1.77%; 状态bottom_area; 底部未确认
14,63.829401425773575,56.16632963766891,000428,华天酒店,bottom_area,2025-10-09,3.17,2025-10-09,3.15,0.6349206349206356,2.857142857142867,27.083333333333343,False,-2.7607,3.1302,2,5,2,40.0,26.687896157462177,28.045977011494273,14.365079365079364,0.6349206349206356,历史2/5次成功; 当前距低点0.63%; 最新日涨幅-2.76%; 状态bottom_area; 底部未确认
15,63.32981667376648,57.80315469658171,603057,紫燕食品,bottom_area,2025-10-09,19.37,2025-09-23,18.88,2.5953389830508584,8.050847457627116,28.267477203647424,True,0.2069,0.6875,1,3,1,33.33333333333333,19.124700239808163,19.124700239808163,12.404661016949142,2.5953389830508584,历史1/3次成功; 当前距低点2.60%; 最新日涨幅0.21%; 状态bottom_area; 底部已确认
16,63.196457935919916,58.75587006379109,000679,大连友谊,bottom_area,2025-10-09,7.8,2025-09-30,7.53,3.5856573705179224,4.5152722443559075,28.693181818181817,False,1.4304,2.1797,3,8,3,37.5,19.88531649769868,24.94061757719715,11.414342629482077,3.5856573705179224,历史3/8次成功; 当前距低点3.59%; 最新日涨幅1.43%; 状态bottom_area; 底部未确认
17,60.07572624108258,52.58965443534021,002059,云南旅游,bottom_area,2025-10-09,5.62,2025-10-09,5.6,0.3571428571428654,3.9285714285714404,30.778739184178,False,-4.7458,6.9628,1,2,1,50.0,25.935162094763093,25.935162094763093,14.642857142857135,0.3571428571428654,历史1/2次成功; 当前距低点0.36%; 最新日涨幅-4.75%; 状态bottom_area; 底部未确认
18,59.79793738314682,54.989953365355795,000096,广聚能源,bottom_area,2025-10-09,11.34,2025-09-23,11.01,2.9972752043596738,5.812897366030886,28.039215686274517,False,-0.2639,1.116,1,2,1,50.0,21.149144254278735,21.149144254278735,12.002724795640326,2.9972752043596738,历史1/2次成功; 当前距低点3.00%; 最新日涨幅-0.26%; 状态bottom_area; 底部未确认
19,54.04405172413794,46.9948275862069,688189,南新制药,bottom_area,2025-10-09,9.1,2025-10-09,9.1,0.0,0.0,31.52746425884123,False,-19.9648,1.1784,1,3,1,33.33333333333333,23.18007662835249,23.18007662835249,15.0,0.0,历史1/3次成功; 当前距低点0.00%; 最新日涨幅-19.96%; 状态bottom_area; 底部未确认
