rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,91.66499980364314,79.47954214805306,600935,华塑股份,bottom_area,2023-06-16,3.77,2023-05-31,3.69,2.168021680216804,3.2520325203252063,27.788649706457928,False,0.266,0.2037,1,1,1,100.0,28.50877192982458,28.50877192982458,17.831978319783197,2.168021680216804,历史1/1次成功; 当前距低点2.17%; 最新日涨幅0.27%; 状态bottom_area; 底部未确认
2,88.69116171642432,79.21172569109638,688075,安旭生物,bottom_area,2023-06-16,67.1,2023-05-10,64.65,3.789636504253656,7.764887857695276,30.37906525953047,True,1.039,1.7042,4,5,4,80.0,31.086542584917854,40.134529147982065,16.210363495746343,3.789636504253656,历史4/5次成功; 当前距低点3.79%; 最新日涨幅1.04%; 状态bottom_area; 底部已确认
3,85.97854147269756,72.66667319732755,688302,海创药业,bottom_area,2023-06-16,54.97,2023-06-16,54.55,0.7699358386801132,4.216315307057753,27.111170497060407,False,-1.7164,2.1855,1,1,1,100.0,37.054445750097926,37.054445750097926,19.230064161319888,0.7699358386801132,历史1/1次成功; 当前距低点0.77%; 最新日涨幅-1.72%; 状态bottom_area; 底部未确认
4,85.93320223399307,75.88049248755938,002041,登海种业,bottom_area,2023-06-16,15.64,2023-06-07,15.16,3.166226912928763,4.221635883905018,28.49056603773585,False,0.7732,0.5611,1,1,1,100.0,21.395106715252467,21.395106715252467,16.83377308707124,3.166226912928763,历史1/1次成功; 当前距低点3.17%; 最新日涨幅0.77%; 状态bottom_area; 底部未确认
5,84.80978497593536,73.96102926896937,688289,圣湘生物,bottom_area,2023-06-16,17.33,2023-06-12,16.91,2.483737433471308,2.956830277942046,31.399594320486813,False,-0.1728,0.4088,1,1,1,100.0,25.182530200451346,25.182530200451346,17.51626256652869,2.483737433471308,历史1/1次成功; 当前距低点2.48%; 最新日涨幅-0.17%; 状态bottom_area; 底部未确认
6,84.50228032315495,75.24591836062335,600256,广汇能源,bottom_area,2023-06-16,7.43,2023-06-01,7.17,3.6262203626220333,5.718270571827059,29.49852507374631,False,0.4054,1.6042,1,1,1,100.0,23.62204724409449,23.62204724409449,16.373779637377968,3.6262203626220333,历史1/1次成功; 当前距低点3.63%; 最新日涨幅0.41%; 状态bottom_area; 底部未确认
7,82.87076957965637,70.21030644896621,688176,亚虹医药,bottom_area,2023-06-16,11.18,2023-06-15,11.08,0.9025270758122712,3.158844765342957,31.520395550061803,False,-0.2676,1.6533,1,1,1,100.0,25.473484848484844,25.473484848484844,19.09747292418773,0.9025270758122712,历史1/1次成功; 当前距低点0.90%; 最新日涨幅-0.27%; 状态bottom_area; 底部未确认
8,82.04324063365323,74.33812147361436,000723,美锦能源,bottom_area,2023-06-16,6.85,2023-06-14,6.55,4.580152671755722,4.7328244274809235,30.907172995780595,False,0.7353,0.8729,1,1,1,100.0,30.434782608695667,30.434782608695667,15.419847328244279,4.580152671755722,历史1/1次成功; 当前距低点4.58%; 最新日涨幅0.74%; 状态bottom_area; 底部未确认
9,80.22311083734915,73.03624094668108,600995,南网储能,bottom_area,2023-06-16,11.26,2023-06-07,10.74,4.841713221601486,4.841713221601486,32.7909887359199,False,1.9005,1.3835,1,1,1,100.0,26.64165103189493,26.64165103189493,15.158286778398516,4.841713221601486,历史1/1次成功; 当前距低点4.84%; 最新日涨幅1.90%; 状态bottom_area; 底部未确认
10,69.43724665103915,59.081404894287616,605080,浙江自然,bottom_area,2023-06-16,29.37,2023-06-15,29.04,1.136363636363643,2.685950413223144,31.47711184521001,False,-0.5755,0.5255,1,2,1,50.0,20.335021425788852,20.335021425788852,18.863636363636356,1.136363636363643,历史1/2次成功; 当前距低点1.14%; 最新日涨幅-0.58%; 状态bottom_area; 底部未确认
11,67.59513505473349,58.60312167589279,601666,平煤股份,bottom_area,2023-06-16,7.56,2023-06-15,7.4,2.162162162162152,2.567567567567561,27.236971484759092,False,0.3984,1.1315,1,3,1,33.33333333333333,27.30923694779115,27.30923694779115,17.83783783783785,2.162162162162152,历史1/3次成功; 当前距低点2.16%; 最新日涨幅0.40%; 状态bottom_area; 底部未确认
12,65.81690235093663,59.94181094687232,300546,雄帝科技,bottom_area,2023-06-16,19.63,2023-06-07,18.72,4.861111111111112,7.852564102564116,27.441860465116285,True,0.6667,3.471,2,5,2,40.0,27.285721936589546,33.791666666666664,15.138888888888891,4.861111111111112,历史2/5次成功; 当前距低点4.86%; 最新日涨幅0.67%; 状态bottom_area; 底部已确认
13,64.33227765768322,57.70974721791981,600955,维远股份,bottom_area,2023-06-16,18.84,2023-06-12,18.11,4.030922142462731,4.638321369409166,28.924646781789644,False,0.9646,0.3494,1,2,1,50.0,25.969084423305596,25.969084423305596,15.96907785753727,4.030922142462731,历史1/2次成功; 当前距低点4.03%; 最新日涨幅0.96%; 状态bottom_area; 底部未确认
14,61.670602410983356,54.87316532258064,000545,金浦钛业,bottom_area,2023-06-16,2.89,2023-06-12,2.79,3.5842293906810068,4.3010752688172085,28.277634961439592,False,0.0,0.3721,1,3,1,33.33333333333333,24.6875,24.6875,16.415770609318994,3.5842293906810068,历史1/3次成功; 当前距低点3.58%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
