rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,94.50339845953287,87.93581639151746,001212,中旗新材,bottom_area,2024-07-03,19.91,2024-06-25,19.67,1.2201321809862655,6.659888154550068,31.103327495621713,False,-1.9212,1.1098,4,4,4,100.0,34.82643959229107,82.06521739130437,8.779867819013736,1.2201321809862655,历史4/4次成功; 当前距低点1.22%; 最新日涨幅-1.92%; 状态bottom_area; 底部未确认
2,91.3983950016654,84.85017497631904,600268,国电南自,bottom_area,2024-07-03,5.52,2024-06-28,5.46,1.0989010989010917,8.424908424908423,30.08962868117797,True,-2.4735,1.2563,3,3,3,100.0,24.22402947211577,34.43298969072165,8.901098901098909,1.0989010989010917,历史3/3次成功; 当前距低点1.10%; 最新日涨幅-2.47%; 状态bottom_area; 底部已确认
3,91.1858342559895,84.8041792269997,688185,康希诺,bottom_area,2024-07-03,40.73,2024-07-01,40.25,1.192546583850924,4.993788819875771,27.136133236784943,False,-0.9966,0.63,8,8,8,100.0,17.651534613869938,36.75601999091322,8.807453416149077,1.192546583850924,历史8/8次成功; 当前距低点1.19%; 最新日涨幅-1.00%; 状态bottom_area; 底部未确认
4,89.62228365029766,83.7405097511124,603368,柳药集团,bottom_area,2024-07-03,17.64,2024-06-28,17.39,1.437607820586544,4.945370902817707,27.842323651452283,False,-0.7874,1.4002,3,3,3,100.0,31.603524634675978,42.85714285714285,8.562392179413457,1.437607820586544,历史3/3次成功; 当前距低点1.44%; 最新日涨幅-0.79%; 状态bottom_area; 底部未确认
5,89.55815807924766,86.58190509171979,603305,旭升集团,bottom_area,2024-07-03,10.56,2024-07-01,10.23,3.225806451612904,9.188660801564023,30.170648464163826,True,2.4248,2.7274,4,4,4,100.0,20.466364523640955,32.41061130334487,6.774193548387098,3.225806451612904,历史4/4次成功; 当前距低点3.23%; 最新日涨幅2.42%; 状态bottom_area; 底部已确认
6,88.92234026904465,83.60426398250414,601012,隆基绿能,bottom_area,2024-07-03,13.85,2024-07-03,13.61,1.7634092578986058,2.9390154298310094,31.47029204431017,False,0.2171,1.1118,3,3,3,100.0,12.391597260822351,14.403553299492398,8.236590742101395,1.7634092578986058,历史3/3次成功; 当前距低点1.76%; 最新日涨幅0.22%; 状态bottom_area; 底部未确认
7,87.93619921547885,80.76211750127025,002317,众生药业,bottom_area,2024-07-03,11.28,2024-07-03,11.22,0.5347593582887586,2.228163992869875,27.9383429672447,False,-1.4847,1.1594,4,4,4,100.0,27.695531388003374,58.31999999999999,9.465240641711242,0.5347593582887586,历史4/4次成功; 当前距低点0.53%; 最新日涨幅-1.48%; 状态bottom_area; 底部未确认
8,87.563104804931,80.33887154484012,603185,弘元绿能,bottom_area,2024-07-03,16.67,2024-07-03,16.59,0.48221820373720226,2.2905364677516515,27.586206896551722,False,-0.8328,0.8762,6,6,6,100.0,24.77596263097275,43.51028702057404,9.517781796262799,0.48221820373720226,历史6/6次成功; 当前距低点0.48%; 最新日涨幅-0.83%; 状态bottom_area; 底部未确认
9,86.71601959385072,79.5457027282093,688156,路德科技,bottom_area,2024-07-03,12.78,2024-07-03,12.72,0.4716981132075371,2.279874213836471,28.739495798319332,False,-1.0836,0.7896,5,5,5,100.0,20.38265820603483,44.22535211267606,9.528301886792462,0.4716981132075371,历史5/5次成功; 当前距低点0.47%; 最新日涨幅-1.08%; 状态bottom_area; 底部未确认
10,86.3043554574505,84.24525917246594,002761,浙江建投,bottom_area,2024-07-03,8.06,2024-07-01,7.77,3.7323037323037447,8.622908622908621,32.434782608695656,False,0.0,1.173,6,6,6,100.0,23.305976785583134,43.73730534867976,6.267696267696256,3.7323037323037447,历史6/6次成功; 当前距低点3.73%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
11,86.28939742305197,82.39002232084407,002838,道恩股份,bottom_area,2024-07-03,9.17,2024-06-26,8.94,2.572706935123047,5.369127516778528,28.934817170111295,False,-0.3261,0.4224,5,5,5,100.0,21.59029103722908,38.59649122807017,7.427293064876954,2.572706935123047,历史5/5次成功; 当前距低点2.57%; 最新日涨幅-0.33%; 状态bottom_area; 底部未确认
12,86.01153652834209,79.8879454072548,300450,先导智能,bottom_area,2024-07-03,16.19,2024-07-03,16.01,1.1242973141786365,2.5608994378513437,30.270034843205572,False,0.3098,1.034,1,1,1,100.0,17.91044776119403,17.91044776119403,8.875702685821365,1.1242973141786365,历史1/1次成功; 当前距低点1.12%; 最新日涨幅0.31%; 状态bottom_area; 底部未确认
13,85.91231633015317,79.64235388266145,002068,黑猫股份,bottom_area,2024-07-03,6.91,2024-07-03,6.84,1.0233918128655013,2.192982456140356,30.204081632653068,False,0.0,1.2456,3,4,3,75.0,19.51982374190758,32.77777777777777,8.976608187134499,1.0233918128655013,历史3/4次成功; 当前距低点1.02%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
14,85.87760342351196,83.81052762994823,601388,怡球资源,bottom_area,2024-07-03,2.23,2024-06-26,2.15,3.720930232558143,5.116279069767436,27.609427609427616,False,0.0,0.6209,4,4,4,100.0,20.829293334305355,35.632183908045974,6.279069767441858,3.720930232558143,历史4/4次成功; 当前距低点3.72%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
15,85.14827534460088,80.72160659579899,688102,斯瑞新材,bottom_area,2024-07-03,8.37,2024-07-03,8.19,2.1978021978021944,4.761904761904769,29.940119760479046,False,-0.7117,1.0601,3,3,3,100.0,24.691374230042936,37.1943371943372,7.8021978021978065,2.1978021978021944,历史3/3次成功; 当前距低点2.20%; 最新日涨幅-0.71%; 状态bottom_area; 底部未确认
16,84.99561172805515,79.65824134816152,301332,德尔玛,bottom_area,2024-07-03,8.91,2024-06-24,8.77,1.5963511972634046,4.332953249714946,30.507131537242472,False,-0.224,0.7998,1,1,1,100.0,44.935064935064936,44.935064935064936,8.403648802736596,1.5963511972634046,历史1/1次成功; 当前距低点1.60%; 最新日涨幅-0.22%; 状态bottom_area; 底部未确认
17,84.73212980884952,80.17989235279869,300393,中来股份,bottom_area,2024-07-03,5.83,2024-06-26,5.71,2.101576182136604,5.078809106830123,29.766297662976637,False,0.3442,1.037,4,5,4,80.0,24.792935742312604,36.516853932584276,7.898423817863397,2.101576182136604,历史4/5次成功; 当前距低点2.10%; 最新日涨幅0.34%; 状态bottom_area; 底部未确认
18,84.35129830378109,81.68461832412747,002129,TCL中环,bottom_area,2024-07-03,8.73,2024-06-25,8.45,3.313609467455635,5.68047337278107,29.110738255033564,False,0.1147,1.0432,3,3,3,100.0,21.073375859818903,31.12759643916912,6.686390532544364,3.313609467455635,历史3/3次成功; 当前距低点3.31%; 最新日涨幅0.11%; 状态bottom_area; 底部未确认
19,84.05555492903835,80.24743670737679,300765,新诺威,bottom_area,2024-07-03,23.18,2024-07-03,22.6,2.5663716814159216,7.079646017699106,28.997800816839455,False,-2.605,1.2816,3,3,3,100.0,26.66002226346828,28.947368421052634,7.433628318584079,2.5663716814159216,历史3/3次成功; 当前距低点2.57%; 最新日涨幅-2.60%; 状态bottom_area; 底部未确认
