rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.55909208171785,79.0821054964906,300649,杭州园林,bottom_area,2023-10-13,17.65,2023-10-13,17.61,0.22714366837023933,2.6689381033503627,32.269230769230774,False,-2.7548,3.9759,2,2,2,100.0,48.22576914179969,71.60305343511452,14.772856331629761,0.22714366837023933,历史2/2次成功; 当前距低点0.23%; 最新日涨幅-2.75%; 状态bottom_area; 底部未确认
2,87.37659027897897,76.21873078122424,002333,罗普斯金,bottom_area,2023-10-13,5.96,2023-10-13,5.95,0.1680672268907527,1.8487394957983097,27.52740560292327,False,-1.8122,3.4539,2,2,2,100.0,32.10711859427502,46.728971962616825,14.831932773109246,0.1680672268907527,历史2/2次成功; 当前距低点0.17%; 最新日涨幅-1.81%; 状态bottom_area; 底部未确认
3,87.01029188550595,80.32486808237648,002534,西子洁能,bottom_area,2023-10-13,12.88,2023-09-22,12.48,3.2051282051282075,7.2115384615384635,27.861271676300582,True,-1.1512,0.4961,3,3,3,100.0,25.712690269187092,33.11594202898551,11.794871794871792,3.2051282051282075,历史3/3次成功; 当前距低点3.21%; 最新日涨幅-1.15%; 状态bottom_area; 底部已确认
4,84.65940229368859,74.0953728789142,601226,华电科工,bottom_area,2023-10-13,5.79,2023-10-13,5.77,0.34662045060659386,3.119584055459283,29.20245398773007,False,-2.6891,0.4549,1,1,1,100.0,39.54659949622166,39.54659949622166,14.653379549393405,0.34662045060659386,历史1/1次成功; 当前距低点0.35%; 最新日涨幅-2.69%; 状态bottom_area; 底部未确认
5,83.39342831548278,74.74421198549801,000006,深振业A,bottom_area,2023-10-13,4.39,2023-10-11,4.32,1.6203703703703565,3.47222222222221,29.18032786885245,False,-1.1261,0.9891,1,1,1,100.0,18.809980806142043,18.809980806142043,13.379629629629644,1.6203703703703565,历史1/1次成功; 当前距低点1.62%; 最新日涨幅-1.13%; 状态bottom_area; 底部未确认
6,82.28296817639817,72.30631411758344,600004,白云机场,bottom_area,2023-10-13,10.73,2023-10-11,10.67,0.5623242736644846,1.9681349578256873,27.661016949152543,False,-1.3787,0.341,1,1,1,100.0,32.57211538461537,32.57211538461537,14.437675726335513,0.5623242736644846,历史1/1次成功; 当前距低点0.56%; 最新日涨幅-1.38%; 状态bottom_area; 底部未确认
7,81.99177692859783,72.35935715084445,301313,凡拓数创,bottom_area,2023-10-13,28.02,2023-10-09,27.8,0.791366906474816,10.215827338129497,30.93167701863354,False,-1.3033,5.1867,3,4,3,75.0,39.831579019392564,52.43243243243245,14.208633093525183,0.791366906474816,历史3/4次成功; 当前距低点0.79%; 最新日涨幅-1.30%; 状态bottom_area; 底部未确认
8,79.65753632361125,69.94144397728255,600032,浙江新能,bottom_area,2023-10-13,9.7,2023-10-13,9.65,0.5181347150258957,3.523316062176164,27.769461077844305,False,-2.8056,1.8387,1,1,1,100.0,19.31608133086876,19.31608133086876,14.481865284974106,0.5181347150258957,历史1/1次成功; 当前距低点0.52%; 最新日涨幅-2.81%; 状态bottom_area; 底部未确认
9,70.7204975969791,62.17186601932227,000798,中水渔业,bottom_area,2023-10-13,8.6,2023-10-13,8.55,0.5847953216374144,2.456140350877182,29.338842975206603,False,-1.9384,1.4966,2,3,2,66.66666666666666,17.250175731123207,17.3015873015873,14.415204678362583,0.5847953216374144,历史2/3次成功; 当前距低点0.58%; 最新日涨幅-1.94%; 状态bottom_area; 底部未确认
10,67.42169275430483,60.57163837190295,600322,津投城开,bottom_area,2023-10-13,2.33,2023-10-11,2.29,1.746724890829696,3.9301310043668063,30.182926829268286,False,-0.8511,2.6642,1,2,1,50.0,35.828877005347586,35.828877005347586,13.253275109170303,1.746724890829696,历史1/2次成功; 当前距低点1.75%; 最新日涨幅-0.85%; 状态bottom_area; 底部未确认
11,61.10982987476054,53.544263849116206,600408,安泰集团,bottom_area,2023-10-13,2.47,2023-10-13,2.46,0.40650406504065983,2.0325203252032447,28.07017543859649,False,-1.9841,2.5894,1,2,1,50.0,21.457489878542503,21.457489878542503,14.59349593495934,0.40650406504065983,历史1/2次成功; 当前距低点0.41%; 最新日涨幅-1.98%; 状态bottom_area; 底部未确认
