rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,84.01108587814078,78.34138466302349,688018,乐鑫科技,bottom_area,2022-09-21,83.61,2022-09-21,82.51,1.3331717367591738,3.38140831414373,29.47863247863247,False,-1.6353,0.8826,1,1,1,100.0,34.629119477604306,34.629119477604306,8.666828263240827,1.3331717367591738,历史1/1次成功; 当前距低点1.33%; 最新日涨幅-1.64%; 状态bottom_area; 底部未确认
2,82.6227536156414,78.34385542168678,002110,三钢闽光,bottom_area,2022-09-21,5.09,2022-09-21,4.98,2.2088353413654502,2.4096385542168517,32.97442799461641,False,0.5929,0.2512,1,1,1,100.0,22.90322580645161,22.90322580645161,7.79116465863455,2.2088353413654502,历史1/1次成功; 当前距低点2.21%; 最新日涨幅0.59%; 状态bottom_area; 底部未确认
3,82.13630589442022,77.88787627919159,603229,奥翔药业,bottom_area,2022-09-21,25.41,2022-09-21,24.86,2.212389380530976,3.2984714400643615,28.869814020028624,False,-0.431,0.95,2,2,2,100.0,26.30174229463547,41.48479427549196,7.787610619469025,2.212389380530976,历史2/2次成功; 当前距低点2.21%; 最新日涨幅-0.43%; 状态bottom_area; 底部未确认
4,81.94169407644083,81.13039017469389,600367,红星发展,bottom_area,2022-09-21,19.6,2022-09-19,18.76,4.477611940298506,5.7569296375266426,27.483571704677228,False,0.0,2.3902,4,4,4,100.0,15.695405368679975,24.161490683229793,5.522388059701494,4.477611940298506,历史4/4次成功; 当前距低点4.48%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
5,81.38574298355184,79.62319305429249,300437,清水源,bottom_area,2022-09-21,18.07,2022-09-19,17.4,3.850574712643688,4.540229885057487,29.354445797807553,False,-0.0553,1.4511,6,6,6,100.0,22.379050532903687,30.330330330330323,6.149425287356312,3.850574712643688,历史6/6次成功; 当前距低点3.85%; 最新日涨幅-0.06%; 状态bottom_area; 底部未确认
6,80.46095747233908,76.85543975881193,688010,福光股份,bottom_area,2022-09-21,20.57,2022-09-21,20.05,2.593516209476307,4.239401496259341,28.341672623302355,False,-0.3391,0.1327,1,1,1,100.0,42.08955223880597,42.08955223880597,7.406483790523693,2.593516209476307,历史1/1次成功; 当前距低点2.59%; 最新日涨幅-0.34%; 状态bottom_area; 底部未确认
7,80.34797193369462,78.12841469795721,688079,美迪凯,bottom_area,2022-09-21,9.68,2022-09-21,9.35,3.529411764705883,5.775401069518726,29.962546816479403,False,0.207,0.6815,2,2,2,100.0,21.265986674659317,29.007036747458958,6.470588235294117,3.529411764705883,历史2/2次成功; 当前距低点3.53%; 最新日涨幅0.21%; 状态bottom_area; 底部未确认
8,79.75081970426716,78.78813509538463,002316,亚联发展,bottom_area,2022-09-21,3.11,2022-09-21,2.98,4.362416107382547,7.718120805369128,28.70813397129186,False,0.6472,4.0444,3,3,3,100.0,18.35722483987543,24.890829694323134,5.637583892617454,4.362416107382547,历史3/3次成功; 当前距低点4.36%; 最新日涨幅0.65%; 状态bottom_area; 底部未确认
9,79.4071961891108,75.2689939544902,688179,阿拉丁,bottom_area,2022-09-21,35.45,2022-09-21,34.69,2.1908330931104216,2.421447102911512,32.96618357487923,False,-0.3093,0.8122,2,2,2,100.0,11.957491434311619,12.021924482338617,7.80916690688958,2.1908330931104216,历史2/2次成功; 当前距低点2.19%; 最新日涨幅-0.31%; 状态bottom_area; 底部未确认
10,79.2801831108592,75.32979978674824,688356,键凯科技,bottom_area,2022-09-21,170.0,2022-09-21,166.15,2.317183268131203,7.6136021667168245,27.05680920186144,False,-2.7738,2.1558,2,2,2,100.0,13.833213107996695,15.625,7.6828167318687965,2.317183268131203,历史2/2次成功; 当前距低点2.32%; 最新日涨幅-2.77%; 状态bottom_area; 底部未确认
11,79.0435471965586,76.50642449512877,688183,生益电子,bottom_area,2022-09-21,9.74,2022-09-21,9.43,3.287380699893961,4.029692470837761,28.883861236802417,False,0.9326,0.4293,1,1,1,100.0,26.24544349939247,26.24544349939247,6.712619300106041,3.287380699893961,历史1/1次成功; 当前距低点3.29%; 最新日涨幅0.93%; 状态bottom_area; 底部未确认
12,78.7400404202069,75.88496261871084,600130,波导股份,bottom_area,2022-09-21,4.04,2022-09-19,3.92,3.061224489795921,4.33673469387755,27.541589648798524,False,0.2481,3.8955,1,1,1,100.0,20.13201320132014,20.13201320132014,6.9387755102040805,3.061224489795921,历史1/1次成功; 当前距低点3.06%; 最新日涨幅0.25%; 状态bottom_area; 底部未确认
13,78.32748074117077,77.20348877228021,603315,福鞍股份,bottom_area,2022-09-21,20.4,2022-09-19,19.57,4.241185487991815,6.6428206438426205,29.324665944384254,False,1.0401,0.4983,1,1,1,100.0,41.68490153172865,41.68490153172865,5.758814512008186,4.241185487991815,历史1/1次成功; 当前距低点4.24%; 最新日涨幅1.04%; 状态bottom_area; 底部未确认
14,78.01140598891526,76.77382507121942,600215,派斯林,bottom_area,2022-09-21,7.01,2022-09-16,6.73,4.1604754829123225,4.606240713224363,29.1578947368421,False,1.5942,1.1323,2,2,2,100.0,21.718866517524237,23.993288590604024,5.839524517087678,4.1604754829123225,历史2/2次成功; 当前距低点4.16%; 最新日涨幅1.59%; 状态bottom_area; 底部未确认
15,77.9031234346544,76.30674795443608,000591,太阳能,bottom_area,2022-09-21,7.17,2022-09-19,6.9,3.913043478260863,4.347826086956519,27.672955974842754,False,1.1283,1.1124,1,1,1,100.0,32.84132841328414,32.84132841328414,6.086956521739138,3.913043478260863,历史1/1次成功; 当前距低点3.91%; 最新日涨幅1.13%; 状态bottom_area; 底部未确认
16,77.4661693499858,75.36915521153077,002451,摩恩电气,bottom_area,2022-09-21,6.11,2022-09-19,5.9,3.5593220338983045,4.23728813559322,29.59427207637232,False,0.4934,0.8066,1,1,1,100.0,23.464566929133863,23.464566929133863,6.440677966101696,3.5593220338983045,历史1/1次成功; 当前距低点3.56%; 最新日涨幅0.49%; 状态bottom_area; 底部未确认
17,77.22097547421889,74.8305549682875,603186,华正新材,bottom_area,2022-09-21,21.6,2022-09-19,20.9,3.3492822966507316,4.25837320574163,29.795095733960363,False,0.232,0.8421,1,1,1,100.0,17.994186046511643,17.994186046511643,6.650717703349268,3.3492822966507316,历史1/1次成功; 当前距低点3.35%; 最新日涨幅0.23%; 状态bottom_area; 底部未确认
18,76.00882100520235,73.76116324120011,605358,立昂微,bottom_area,2022-09-21,48.93,2022-09-21,47.31,3.424223208623964,4.206298879729433,28.318181818181813,False,0.9282,1.3365,1,1,1,100.0,13.16339869281045,13.16339869281045,6.575776791376037,3.424223208623964,历史1/1次成功; 当前距低点3.42%; 最新日涨幅0.93%; 状态bottom_area; 底部未确认
19,74.64515822297416,74.05059143046677,000936,华西股份,bottom_area,2022-09-21,5.48,2022-09-19,5.24,4.580152671755729,4.770992366412213,29.284750337381915,False,0.9208,0.6705,2,2,2,100.0,12.222255494999095,13.427561837455826,5.419847328244272,4.580152671755729,历史2/2次成功; 当前距低点4.58%; 最新日涨幅0.92%; 状态bottom_area; 底部未确认
20,74.60980328943451,74.35012454561708,002283,天润工业,bottom_area,2022-09-21,5.44,2022-09-19,5.19,4.816955684007707,5.202312138728315,27.816411682892905,False,2.0638,0.6591,1,1,1,100.0,33.402061855670105,33.402061855670105,5.183044315992294,4.816955684007707,历史1/1次成功; 当前距低点4.82%; 最新日涨幅2.06%; 状态bottom_area; 底部未确认
21,74.31870674046998,72.5752209690005,300376,易事特,bottom_area,2022-09-21,6.91,2022-09-19,6.66,3.7537537537537538,4.354354354354355,29.14893617021277,False,0.436,0.5735,1,1,1,100.0,10.826771653543304,10.826771653543304,6.246246246246247,3.7537537537537538,历史1/1次成功; 当前距低点3.75%; 最新日涨幅0.44%; 状态bottom_area; 底部未确认
22,74.30375975889419,72.99453906819215,603192,汇得科技,bottom_area,2022-09-21,19.96,2022-09-19,19.18,4.066736183524511,4.848800834202293,27.595318988297468,False,0.0501,0.4373,1,1,1,100.0,16.917728852838945,16.917728852838945,5.93326381647549,4.066736183524511,历史1/1次成功; 当前距低点4.07%; 最新日涨幅0.05%; 状态bottom_area; 底部未确认
23,73.8615855453775,72.2320554442491,688280,精进电动,bottom_area,2022-09-21,9.22,2022-09-19,8.88,3.828828828828827,5.292792792792779,29.411764705882348,False,-0.1083,1.1554,1,1,1,100.0,32.37518910741301,32.37518910741301,6.171171171171173,3.828828828828827,历史1/1次成功; 当前距低点3.83%; 最新日涨幅-0.11%; 状态bottom_area; 底部未确认
24,73.80739335229643,73.30603966145102,002012,凯恩股份,bottom_area,2022-09-21,5.41,2022-09-19,5.17,4.642166344294008,5.222437137330763,31.523178807947016,False,0.3711,2.1277,1,1,1,100.0,25.646123260437374,25.646123260437374,5.357833655705992,4.642166344294008,历史1/1次成功; 当前距低点4.64%; 最新日涨幅0.37%; 状态bottom_area; 底部未确认
25,73.47593413292081,72.67226438559774,600126,杭钢股份,bottom_area,2022-09-21,4.25,2022-09-21,4.07,4.422604422604415,4.914004914004896,28.72154115586689,False,2.4096,0.3482,1,1,1,100.0,19.54732510288064,19.54732510288064,5.577395577395585,4.422604422604415,历史1/1次成功; 当前距低点4.42%; 最新日涨幅2.41%; 状态bottom_area; 底部未确认
26,73.43353724052999,67.72790927214925,000661,长春高新,bottom_area,2022-09-21,158.6,2022-09-21,157.41,0.7559875484403772,3.3288863477542776,32.23848471803702,False,-1.9293,1.0452,1,1,1,100.0,10.330972487060738,10.330972487060738,9.244012451559623,0.7559875484403772,历史1/1次成功; 当前距低点0.76%; 最新日涨幅-1.93%; 状态bottom_area; 底部未确认
27,72.84560848327475,71.62906794425086,000728,国元证券,bottom_area,2022-09-21,6.83,2022-09-21,6.56,4.115853658536593,4.725609756097569,28.92741061755147,False,1.7884,1.9239,1,1,1,100.0,10.178571428571434,10.178571428571434,5.884146341463408,4.115853658536593,历史1/1次成功; 当前距低点4.12%; 最新日涨幅1.79%; 状态bottom_area; 底部未确认
28,69.96243843034682,69.8208140610546,002516,旷达科技,bottom_area,2022-09-21,4.93,2022-09-19,4.7,4.893617021276586,5.744680851063821,28.679817905918053,False,-0.6048,0.7174,1,1,1,100.0,32.46376811594203,32.46376811594203,5.106382978723415,4.893617021276586,历史1/1次成功; 当前距低点4.89%; 最新日涨幅-0.60%; 状态bottom_area; 底部未确认
29,68.44307807500222,62.66532673520408,688202,美迪西,bottom_area,2022-09-21,228.85,2022-09-21,228.0,0.37280701754385714,3.508771929824561,30.591494413832997,False,-2.8485,1.4748,2,3,2,66.66666666666666,17.304624024394695,23.795418261555337,9.627192982456144,0.37280701754385714,历史2/3次成功; 当前距低点0.37%; 最新日涨幅-2.85%; 状态bottom_area; 底部未确认
30,67.21364031043814,64.61369799533784,688027,国盾量子,bottom_area,2022-09-21,90.66,2022-09-21,88.08,2.929155313351497,4.200726612170757,31.1875,False,-0.918,0.6256,2,3,2,66.66666666666666,19.276910984476316,26.382393397524062,7.070844686648503,2.929155313351497,历史2/3次成功; 当前距低点2.93%; 最新日涨幅-0.92%; 状态bottom_area; 底部未确认
31,66.54553948738119,65.8072146401985,002319,乐通股份,bottom_area,2022-09-21,12.3,2022-09-21,11.78,4.414261460101879,8.658743633276753,30.70588235294118,False,-6.0351,8.2409,1,1,1,100.0,15.224358974358976,15.224358974358976,5.585738539898122,4.414261460101879,历史1/1次成功; 当前距低点4.41%; 最新日涨幅-6.04%; 状态bottom_area; 底部未确认
32,64.56382076143687,62.93491702662999,603033,三维股份,bottom_area,2022-09-21,17.0,2022-09-19,16.4,3.6585365853658622,4.5121951219512315,30.508474576271194,False,-0.4101,0.1389,2,3,2,66.66666666666666,19.192009540846744,24.922480620155024,6.341463414634138,3.6585365853658622,历史2/3次成功; 当前距低点3.66%; 最新日涨幅-0.41%; 状态bottom_area; 底部未确认
33,64.16740432812408,58.85539745780268,688026,洁特生物,bottom_area,2022-09-21,30.17,2022-09-21,30.03,0.4662004662004681,2.6307026307026278,30.933762649494014,False,-2.6774,0.7356,2,4,2,50.0,17.41040064913842,20.423991726990696,9.533799533799533,0.4662004662004681,历史2/4次成功; 当前距低点0.47%; 最新日涨幅-2.68%; 状态bottom_area; 底部未确认
34,61.37757682128008,59.34467177631115,688021,奥福科技,bottom_area,2022-09-21,22.04,2022-09-21,21.35,3.231850117096008,3.7939110070257547,27.82285327924272,False,0.7313,0.4191,1,2,1,50.0,24.96392496392497,24.96392496392497,6.768149882903993,3.231850117096008,历史1/2次成功; 当前距低点3.23%; 最新日涨幅0.73%; 状态bottom_area; 底部未确认
35,60.06543024257124,58.36697017790862,601686,友发集团,bottom_area,2022-09-21,6.22,2022-09-21,6.01,3.494176372712146,3.9933444259567423,29.54279015240328,False,1.3029,0.7513,1,2,1,50.0,22.923076923076927,22.923076923076927,6.505823627287855,3.494176372712146,历史1/2次成功; 当前距低点3.49%; 最新日涨幅1.30%; 状态bottom_area; 底部未确认
36,59.60542374955967,56.86536668047096,688298,东方生物,bottom_area,2022-09-21,77.41,2022-09-21,75.5,2.529801324503307,4.503311258278153,32.408236347359,False,-1.4638,1.7243,2,5,2,40.0,13.83501989429302,15.470039788586028,7.470198675496693,2.529801324503307,历史2/5次成功; 当前距低点2.53%; 最新日涨幅-1.46%; 状态bottom_area; 底部未确认
37,56.28726565551387,55.59763527287556,300543,朗科智能,bottom_area,2022-09-21,9.11,2022-09-19,8.73,4.352806414662074,4.696449026345935,30.159999999999997,False,1.2222,0.808,1,2,1,50.0,18.559322033898297,18.559322033898297,5.647193585337927,4.352806414662074,历史1/2次成功; 当前距低点4.35%; 最新日涨幅1.22%; 状态bottom_area; 底部未确认
