rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.30817952164074,74.48969846762236,300720,海川智能,bottom_area,2025-03-28,20.49,2025-03-28,20.23,1.2852199703410676,2.6198714780029717,31.423728813559322,False,-0.2434,2.8948,3,5,3,60.0,57.75229601757511,75.69193742478939,18.714780029658932,1.2852199703410676,历史3/5次成功; 当前距低点1.29%; 最新日涨幅-0.24%; 状态bottom_area; 底部未确认
2,82.1684845393359,70.09424294287152,002406,远东传动,bottom_area,2025-03-28,7.93,2025-03-28,7.83,1.2771392081736863,5.7471264367816,28.033088235294123,False,0.507,16.5508,2,5,2,40.0,47.12967923391146,67.88321167883211,18.722860791826314,1.2771392081736863,历史2/5次成功; 当前距低点1.28%; 最新日涨幅0.51%; 状态bottom_area; 底部未确认
3,78.98408753423892,66.19579728479287,603028,赛福天,bottom_area,2025-03-28,6.46,2025-03-28,6.44,0.3105590062111735,3.881987577639751,29.540481400437635,False,-2.2693,9.5204,2,3,2,66.66666666666666,35.522608345632634,43.67816091954023,19.68944099378883,0.3105590062111735,历史2/3次成功; 当前距低点0.31%; 最新日涨幅-2.27%; 状态bottom_area; 底部未确认
4,74.30720362575236,62.251822759823796,688023,安恒信息,bottom_area,2025-03-28,52.01,2025-03-28,51.86,0.2892402622445017,2.8731199382954147,27.851975514746798,False,-1.4962,1.522,2,4,2,50.0,33.50156213839389,39.261744966442954,19.7107597377555,0.2892402622445017,历史2/4次成功; 当前距低点0.29%; 最新日涨幅-1.50%; 状态bottom_area; 底部未确认
5,68.9620138984792,57.710455905085034,603315,福鞍股份,bottom_area,2025-03-28,13.11,2025-03-28,13.08,0.22935779816513271,2.6758409785932695,32.472896231285496,False,-0.757,4.916,1,2,1,50.0,41.68490153172865,41.68490153172865,19.770642201834868,0.22935779816513271,历史1/2次成功; 当前距低点0.23%; 最新日涨幅-0.76%; 状态bottom_area; 底部未确认
6,68.12611320614555,56.92654830740318,301366,一博科技,bottom_area,2025-03-28,53.94,2025-03-28,53.86,0.14853323431117396,3.137764574823613,28.662251655629138,False,-1.8559,4.9628,1,2,1,50.0,36.479591836734706,36.479591836734706,19.851466765688826,0.14853323431117396,历史1/2次成功; 当前距低点0.15%; 最新日涨幅-1.86%; 状态bottom_area; 底部未确认
7,67.99162703712487,58.45959006211183,002580,圣阳股份,bottom_area,2025-03-28,13.1,2025-03-28,12.88,1.7080745341614818,3.027950310558997,30.340724716062727,False,-0.4559,7.1128,1,2,1,50.0,24.0,24.0,18.291925465838517,1.7080745341614818,历史1/2次成功; 当前距低点1.71%; 最新日涨幅-0.46%; 状态bottom_area; 底部未确认
8,67.84460759124087,56.53717299270073,002767,先锋电子,bottom_area,2025-03-28,17.38,2025-03-28,17.38,0.0,0.0,28.27073875361123,False,-9.9948,2.3554,2,5,2,40.0,43.37189781021898,52.04379562043795,20.0,0.0,历史2/5次成功; 当前距低点0.00%; 最新日涨幅-9.99%; 状态bottom_area; 底部未确认
9,66.90813433565002,55.88271794871795,002730,电光科技,bottom_area,2025-03-28,16.27,2025-03-28,16.25,0.12307692307692046,2.7692307692307647,27.45535714285714,False,-2.047,2.947,1,3,1,33.33333333333333,113.1578947368421,113.1578947368421,19.87692307692308,0.12307692307692046,历史1/3次成功; 当前距低点0.12%; 最新日涨幅-2.05%; 状态bottom_area; 底部未确认
10,66.85716858094851,55.853340131429874,002123,梦网科技,bottom_area,2025-03-28,14.73,2025-03-28,14.71,0.13596193065941245,2.243371855880342,28.13873961895456,False,-0.5402,3.9702,1,3,1,33.33333333333333,54.50450450450449,54.50450450450449,19.86403806934059,0.13596193065941245,历史1/3次成功; 当前距低点0.14%; 最新日涨幅-0.54%; 状态bottom_area; 底部未确认
11,66.24862199009915,55.2071849917493,002173,创新医疗,bottom_area,2025-03-28,9.14,2025-03-28,9.14,0.0,2.735229759299781,31.22648607975921,False,-2.8693,7.0926,2,5,2,40.0,26.006370923383365,27.109266943291825,20.0,0.0,历史2/5次成功; 当前距低点0.00%; 最新日涨幅-2.87%; 状态bottom_area; 底部未确认
