rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.1629986819837,85.39670121699632,000983,山西焦煤,bottom_area,2023-04-11,10.43,2023-04-11,10.25,1.756097560975607,1.756097560975607,27.715091678420308,False,1.0659,0.7619,3,3,3,100.0,21.938729333444627,27.212389380530986,6.243902439024393,1.756097560975607,历史3/3次成功; 当前距低点1.76%; 最新日涨幅1.07%; 状态bottom_area; 底部未确认
2,83.67870389028667,81.5893112487497,002006,精工科技,bottom_area,2023-04-11,22.18,2023-04-11,21.6,2.685185185185177,4.62962962962963,29.938371715861166,False,-1.4222,1.4904,3,3,3,100.0,35.330825112752166,61.48648648648647,5.314814814814823,2.685185185185177,历史3/3次成功; 当前距低点2.69%; 最新日涨幅-1.42%; 状态bottom_area; 底部未确认
3,82.65116322003577,80.39996422182469,603030,全筑股份,bottom_area,2023-04-11,2.0,2023-04-11,1.95,2.5641025641025665,3.076923076923068,31.578947368421055,False,0.5025,3.4313,2,2,2,100.0,21.645796064400706,27.906976744186036,5.435897435897434,2.5641025641025665,历史2/2次成功; 当前距低点2.56%; 最新日涨幅0.50%; 状态bottom_area; 底部未确认
4,82.3765150957031,78.59796368789793,300763,锦浪科技,bottom_area,2023-04-11,129.0,2023-04-11,127.02,1.5588096362777546,3.416784758305792,28.070672178492558,False,-0.4169,2.0659,2,2,2,100.0,22.10779386350115,35.693617021276594,6.441190363722246,1.5588096362777546,历史2/2次成功; 当前距低点1.56%; 最新日涨幅-0.42%; 状态bottom_area; 底部未确认
5,81.27826790255399,79.44627017485053,002520,日发精机,bottom_area,2023-04-11,6.21,2023-04-06,6.04,2.8145695364238397,7.284768211920537,27.316486161251508,True,-2.8169,2.9911,3,3,3,100.0,16.201552246757505,30.752212389380546,5.18543046357616,2.8145695364238397,历史3/3次成功; 当前距低点2.81%; 最新日涨幅-2.82%; 状态bottom_area; 底部已确认
6,81.11835441191003,77.5357131728587,000887,中鼎股份,bottom_area,2023-04-11,12.31,2023-04-06,12.11,1.6515276630883657,6.853839801816681,28.512396694214885,False,-1.2039,1.9739,2,2,2,100.0,17.53331314354936,23.84615384615385,6.348472336911634,1.6515276630883657,历史2/2次成功; 当前距低点1.65%; 最新日涨幅-1.20%; 状态bottom_area; 底部未确认
7,79.78064178639755,75.38045197797092,001299,美能能源,bottom_area,2023-04-11,16.35,2023-04-11,16.18,1.0506798516687375,3.4610630407910925,28.407079646017703,False,-2.0958,4.0302,1,1,1,100.0,15.247322794492616,15.247322794492616,6.949320148331263,1.0506798516687375,历史1/1次成功; 当前距低点1.05%; 最新日涨幅-2.10%; 状态bottom_area; 底部未确认
8,78.55371112666107,77.76397055752649,603356,华菱精工,bottom_area,2023-04-11,12.21,2023-04-06,11.8,3.474576271186441,7.711864406779662,30.3834808259587,True,-0.2451,0.8208,2,2,2,100.0,31.91400245070737,38.38297872340427,4.525423728813559,3.474576271186441,历史2/2次成功; 当前距低点3.47%; 最新日涨幅-0.25%; 状态bottom_area; 底部已确认
9,78.33480494366165,74.18132604742785,000799,酒鬼酒,bottom_area,2023-04-11,123.02,2023-04-10,121.6,1.1677631578947383,3.4950657894736845,27.902288628009014,False,-1.2839,1.5644,1,1,1,100.0,10.235623910902333,10.235623910902333,6.832236842105262,1.1677631578947383,历史1/1次成功; 当前距低点1.17%; 最新日涨幅-1.28%; 状态bottom_area; 底部未确认
10,77.56406831888779,72.97775497528629,002347,泰尔股份,bottom_area,2023-04-11,4.85,2023-04-11,4.81,0.8316008316008323,1.4553014553014614,32.06214689265538,False,-0.2058,1.5576,2,2,2,100.0,22.816155222237516,29.585798816568047,7.1683991683991675,0.8316008316008323,历史2/2次成功; 当前距低点0.83%; 最新日涨幅-0.21%; 状态bottom_area; 底部未确认
11,76.9263691247016,76.72431649236296,002192,融捷股份,bottom_area,2023-04-11,77.16,2023-04-06,74.29,3.863238659308103,4.118993135011425,29.43579027355623,False,1.4462,3.7827,2,2,2,100.0,17.809143202072256,25.707231766279197,4.136761340691897,3.863238659308103,历史2/2次成功; 当前距低点3.86%; 最新日涨幅1.45%; 状态bottom_area; 底部未确认
