rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
40,76.70784270435381,71.59226093683748,001322,箭牌家居,bottom_area,2023-10-23,12.17,2023-10-23,12.12,0.4125412541254184,3.3003300330033034,30.74285714285715,False,-2.4058,2.6477,1,1,1,100.0,26.897069872276486,26.897069872276486,7.5874587458745815,0.4125412541254184,历史1/1次成功; 当前距低点0.41%; 最新日涨幅-2.41%; 状态bottom_area; 底部未确认
41,76.56029227061492,72.00123532733514,300757,罗博特科,bottom_area,2023-10-23,61.1,2023-10-23,60.61,0.8084474509156938,5.42814717043392,29.26003734827265,False,-4.3818,2.5879,3,3,3,100.0,10.830621050660849,12.459396751740133,7.191552549084307,0.8084474509156938,历史3/3次成功; 当前距低点0.81%; 最新日涨幅-4.38%; 状态bottom_area; 底部未确认
42,76.49097368621959,71.7495229662666,000938,紫光股份,bottom_area,2023-10-23,19.43,2023-10-23,19.3,0.6735751295336736,4.041450777202059,28.011935844834014,False,-2.9471,1.0858,1,1,1,100.0,30.942334739803094,30.942334739803094,7.326424870466326,0.6735751295336736,历史1/1次成功; 当前距低点0.67%; 最新日涨幅-2.95%; 状态bottom_area; 底部未确认
43,76.34138306825287,72.13579118852826,300486,东杰智能,confirmed_rebound,2023-10-23,6.71,2023-10-23,6.64,1.0542168674698837,8.283132530120493,30.03161222339305,False,-13.7532,4.4272,1,1,1,100.0,18.276374442793454,18.276374442793454,6.945783132530116,1.0542168674698837,历史1/1次成功; 当前距低点1.05%; 最新日涨幅-13.75%; 状态confirmed_rebound; 底部未确认
44,76.29294798897453,72.57749211321342,300570,太辰光,bottom_area,2023-10-23,31.77,2023-10-23,31.33,1.4044047239068027,6.511330992658791,32.44933160845193,False,-4.6232,6.9641,1,1,1,100.0,14.728682170542637,14.728682170542637,6.595595276093197,1.4044047239068027,历史1/1次成功; 当前距低点1.40%; 最新日涨幅-4.62%; 状态bottom_area; 底部未确认
45,76.21188250723964,71.70472816541363,000014,沙河股份,bottom_area,2023-10-23,10.92,2023-10-23,10.83,0.831024930747921,2.770083102493081,31.671924290220822,False,-1.9749,2.239,2,2,2,100.0,15.964865631822029,20.605355064027936,7.168975069252078,0.831024930747921,历史2/2次成功; 当前距低点0.83%; 最新日涨幅-1.97%; 状态bottom_area; 底部未确认
46,76.14239134560701,72.04883312236751,300418,昆仑万维,bottom_area,2023-10-23,28.71,2023-10-23,28.39,1.1271574498062709,6.481155336386051,29.29016189290162,False,-5.4036,5.1595,1,1,1,100.0,8.487914558740876,8.487914558740876,6.872842550193729,1.1271574498062709,历史1/1次成功; 当前距低点1.13%; 最新日涨幅-5.40%; 状态bottom_area; 底部未确认
47,76.07883221867229,72.75775740613979,603128,华贸物流,bottom_area,2023-10-23,6.66,2023-10-20,6.55,1.6793893129771043,5.038167938931299,31.770833333333332,False,-0.7452,1.0412,1,1,1,100.0,8.853575482406349,8.853575482406349,6.320610687022896,1.6793893129771043,历史1/1次成功; 当前距低点1.68%; 最新日涨幅-0.75%; 状态bottom_area; 底部未确认
48,75.9570562175827,71.40121404788383,603025,大豪科技,bottom_area,2023-10-23,11.56,2023-10-23,11.47,0.7846556233652996,4.3591979075850045,32.96317942723553,False,-2.7754,0.7916,2,2,2,100.0,13.76467133955222,13.87573964497043,7.215344376634701,0.7846556233652996,历史2/2次成功; 当前距低点0.78%; 最新日涨幅-2.78%; 状态bottom_area; 底部未确认
49,75.42345497090817,69.83653238047052,601138,工业富联,bottom_area,2023-10-23,14.55,2023-10-23,14.55,0.0,0.0,28.641490926924963,False,-10.0186,0.1199,2,2,2,100.0,18.207163335863047,21.11581920903954,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-10.02%; 状态bottom_area; 底部未确认
50,75.33697727544893,70.37678296146042,000966,长源电力,bottom_area,2023-10-23,4.37,2023-10-23,4.35,0.4597701149425394,3.218390804597714,27.257525083612048,False,-2.6726,0.9718,1,1,1,100.0,20.94117647058823,20.94117647058823,7.54022988505746,0.4597701149425394,历史1/1次成功; 当前距低点0.46%; 最新日涨幅-2.67%; 状态bottom_area; 底部未确认
51,75.25476022046836,70.51090714066808,603098,森特股份,bottom_area,2023-10-23,16.35,2023-10-23,16.25,0.6153846153846242,5.35384615384616,29.835924006908463,False,-4.5534,0.344,1,1,1,100.0,33.78486055776891,33.78486055776891,7.384615384615375,0.6153846153846242,历史1/1次成功; 当前距低点0.62%; 最新日涨幅-4.55%; 状态bottom_area; 底部未确认
52,75.19736258000195,70.61265675041011,002767,先锋电子,bottom_area,2023-10-23,13.8,2023-10-23,13.7,0.7299270072992805,3.284671532846723,31.670822942643394,False,-2.4045,3.8039,2,2,2,100.0,8.854249070174514,9.063444108761324,7.27007299270072,0.7299270072992805,历史2/2次成功; 当前距低点0.73%; 最新日涨幅-2.40%; 状态bottom_area; 底部未确认
