rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,85.0372909158803,80.59828091564275,001332,锡装股份,bottom_area,2023-05-19,44.23,2023-05-19,43.7,1.2128146453089108,1.6704805491990775,30.213989140849563,False,-0.3829,1.3655,2,2,2,100.0,28.620958639500337,31.086142322097377,6.787185354691089,1.2128146453089108,历史2/2次成功; 当前距低点1.21%; 最新日涨幅-0.38%; 状态bottom_area; 底部未确认
2,83.63778959107323,83.92189042279404,688075,安旭生物,bottom_area,2023-05-19,67.35,2023-05-10,64.65,4.17633410672852,5.939675174013904,30.37906525953047,False,0.763,2.5868,5,5,5,100.0,27.010388097500325,40.134529147982065,3.82366589327148,4.17633410672852,历史5/5次成功; 当前距低点4.18%; 最新日涨幅0.76%; 状态bottom_area; 底部未确认
3,83.07255876427358,80.28766052871845,300364,中文在线,confirmed_rebound,2023-05-19,18.82,2023-05-18,18.41,2.2270505160239007,10.320478001086359,27.803921568627448,True,-5.5221,11.4069,4,4,4,100.0,17.28675110351035,20.7773851590106,5.7729494839761,2.2270505160239007,历史4/4次成功; 当前距低点2.23%; 最新日涨幅-5.52%; 状态confirmed_rebound; 底部已确认
4,82.21161349242675,80.10760324571471,601369,陕鼓动力,bottom_area,2023-05-19,9.29,2023-05-10,9.05,2.651933701657441,4.972375690607726,32.31114435302916,False,-0.5353,0.4083,3,3,3,100.0,26.957054223084292,55.572755417956664,5.348066298342559,2.651933701657441,历史3/3次成功; 当前距低点2.65%; 最新日涨幅-0.54%; 状态bottom_area; 底部未确认
5,81.73680668655369,76.1306134969325,688077,大地熊,bottom_area,2023-05-19,26.16,2023-05-19,26.08,0.3067484662576758,2.3006134969325207,32.25974025974027,False,-0.5701,1.0105,1,1,1,100.0,53.68518518518518,53.68518518518518,7.693251533742325,0.3067484662576758,历史1/1次成功; 当前距低点0.31%; 最新日涨幅-0.57%; 状态bottom_area; 底部未确认
6,81.0214980882222,77.22139271011896,002758,浙农股份,bottom_area,2023-05-19,12.16,2023-05-19,11.98,1.502504173622702,2.587646076794647,28.902077151335316,False,-1.0578,1.1956,2,2,2,100.0,14.016678634294234,19.064430714916153,6.497495826377298,1.502504173622702,历史2/2次成功; 当前距低点1.50%; 最新日涨幅-1.06%; 状态bottom_area; 底部未确认
7,80.91590997442455,77.80375959079284,000629,钒钛股份,confirmed_rebound,2023-05-19,4.16,2023-04-25,4.08,1.960784313725492,9.803921568627459,31.08108108108108,False,0.241,0.3861,1,1,1,100.0,27.173913043478265,27.173913043478265,6.039215686274509,1.960784313725492,历史1/1次成功; 当前距低点1.96%; 最新日涨幅0.24%; 状态confirmed_rebound; 底部未确认
8,79.5453289521434,77.32921080945226,002041,登海种业,bottom_area,2023-05-19,15.8,2023-05-19,15.41,2.530824140168725,2.8552887735236827,27.311320754716977,False,1.5424,0.5925,1,1,1,100.0,21.395106715252467,21.395106715252467,5.469175859831275,2.530824140168725,历史1/1次成功; 当前距低点2.53%; 最新日涨幅1.54%; 状态bottom_area; 底部未确认
9,79.37825005139885,75.20616452072795,600160,巨化股份,bottom_area,2023-05-19,13.57,2023-05-19,13.41,1.1931394481730064,2.386278896346013,29.606299212598426,False,-0.0736,0.4372,1,1,1,100.0,16.05657237936772,16.05657237936772,6.806860551826993,1.1931394481730064,历史1/1次成功; 当前距低点1.19%; 最新日涨幅-0.07%; 状态bottom_area; 底部未确认
10,78.71714181815513,73.1015881404711,300661,圣邦股份,bottom_area,2023-05-19,117.68,2023-05-19,117.5,0.15319148936170793,2.893617021276601,31.414896100863878,False,-1.8024,0.9086,1,1,1,100.0,31.832606108687024,31.832606108687024,7.846808510638292,0.15319148936170793,历史1/1次成功; 当前距低点0.15%; 最新日涨幅-1.80%; 状态bottom_area; 底部未确认
11,78.57013214039874,77.68538195699956,002405,四维图新,bottom_area,2023-05-19,11.52,2023-05-16,11.14,3.411131059245951,4.039497307001789,27.75616083009079,False,1.3193,1.1816,2,2,2,100.0,17.434197699356595,23.478260869565215,4.5888689407540495,3.411131059245951,历史2/2次成功; 当前距低点3.41%; 最新日涨幅1.32%; 状态bottom_area; 底部未确认
