rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,93.0994655415609,79.48666597646958,688300,联瑞新材,bottom_area,2023-08-15,42.1,2023-08-14,41.55,1.3237063778580127,3.7304452466907447,28.974358974358978,False,-2.0475,0.316,2,2,2,100.0,24.003852247235756,26.809910956252438,18.676293622141987,1.3237063778580127,历史2/2次成功; 当前距低点1.32%; 最新日涨幅-2.05%; 状态bottom_area; 底部未确认
2,91.06313884996803,78.20468637346791,600935,华塑股份,bottom_area,2023-08-15,3.71,2023-06-27,3.65,1.6438356164383578,7.671232876712336,28.571428571428577,True,-0.5362,0.2331,1,1,1,100.0,28.50877192982458,28.50877192982458,18.356164383561644,1.6438356164383578,历史1/1次成功; 当前距低点1.64%; 最新日涨幅-0.54%; 状态bottom_area; 底部已确认
3,90.48554472239927,76.87440942649202,603015,弘讯科技,bottom_area,2023-08-15,8.63,2023-08-15,8.54,1.0538641686182861,3.0444964871194564,28.714524207011692,False,-1.1455,0.8376,1,1,1,100.0,23.318385650224208,23.318385650224208,18.946135831381717,1.0538641686182861,历史1/1次成功; 当前距低点1.05%; 最新日涨幅-1.15%; 状态bottom_area; 底部未确认
4,88.91280197580195,75.87744588744587,002519,银河电子,bottom_area,2023-08-15,5.46,2023-08-14,5.39,1.298701298701304,3.153988868274581,27.35849056603774,False,-1.087,0.945,1,1,1,100.0,20.959595959595962,20.959595959595962,18.701298701298697,1.298701298701304,历史1/1次成功; 当前距低点1.30%; 最新日涨幅-1.09%; 状态bottom_area; 底部未确认
5,87.76341489523688,73.99673619872699,688328,深科达,bottom_area,2023-08-15,22.07,2023-08-15,21.93,0.6383948928408598,3.6935704514363827,30.31458531935176,False,-2.5607,3.8327,2,2,2,100.0,25.92621803443088,29.170984455958543,19.361605107159143,0.6383948928408598,历史2/2次成功; 当前距低点0.64%; 最新日涨幅-2.56%; 状态bottom_area; 底部未确认
6,85.64075189846425,74.46799072918525,688143,长盈通,bottom_area,2023-08-15,29.06,2023-08-15,28.4,2.323943661971832,2.887323943661973,32.04115817181144,False,-0.6835,1.0345,1,1,1,100.0,25.949367088607595,25.949367088607595,17.676056338028168,2.323943661971832,历史1/1次成功; 当前距低点2.32%; 最新日涨幅-0.68%; 状态bottom_area; 底部未确认
7,80.50245526355475,73.01120175060231,002219,新里程,bottom_area,2023-08-15,3.84,2023-08-07,3.67,4.632152588555857,6.267029972752043,29.42307692307693,False,1.0526,0.5472,1,1,1,100.0,23.938223938223942,23.938223938223942,15.367847411444144,4.632152588555857,历史1/1次成功; 当前距低点4.63%; 最新日涨幅1.05%; 状态bottom_area; 底部未确认
8,77.34927705996876,64.87345421558597,688248,南网科技,bottom_area,2023-08-15,31.47,2023-08-15,31.36,0.35076530612244716,4.113520408163263,27.035830618892504,False,-3.4663,3.2421,2,3,2,66.66666666666666,39.12114218751869,49.406593406593416,19.649234693877553,0.35076530612244716,历史2/3次成功; 当前距低点0.35%; 最新日涨幅-3.47%; 状态bottom_area; 底部未确认
9,72.66123322140456,63.08743783122709,000890,法尔胜,bottom_area,2023-08-15,4.56,2023-08-14,4.46,2.242152466367705,6.502242152466368,27.47967479674797,False,0.0,8.9802,1,2,1,50.0,32.954545454545446,32.954545454545446,17.757847533632294,2.242152466367705,历史1/2次成功; 当前距低点2.24%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
10,71.07764070517054,60.43000464684014,688262,国芯科技,bottom_area,2023-08-15,32.35,2023-08-15,32.0,1.0937500000000044,3.8124999999999964,30.885529157667378,False,-2.3544,1.1218,1,2,1,50.0,27.063197026022312,27.063197026022312,18.906249999999996,1.0937500000000044,历史1/2次成功; 当前距低点1.09%; 最新日涨幅-2.35%; 状态bottom_area; 底部未确认
11,69.8486191944306,59.62756349059512,300763,锦浪科技,bottom_area,2023-08-15,83.89,2023-08-15,82.8,1.3164251207729512,5.072463768115946,29.13992297817715,False,-3.6633,3.0422,1,2,1,50.0,35.693617021276594,35.693617021276594,18.68357487922705,1.3164251207729512,历史1/2次成功; 当前距低点1.32%; 最新日涨幅-3.66%; 状态bottom_area; 底部未确认
12,68.63013642182335,58.185449674731785,300604,长川科技,bottom_area,2023-08-15,36.5,2023-08-15,36.16,0.9402654867256731,5.28207964601771,27.199516810952296,False,-3.388,2.1489,2,4,2,50.0,29.834704217560827,36.28082648300379,19.05973451327433,0.9402654867256731,历史2/4次成功; 当前距低点0.94%; 最新日涨幅-3.39%; 状态bottom_area; 底部未确认
13,63.882598782800954,54.053134407117255,002386,天原股份,bottom_area,2023-08-15,6.06,2023-08-15,6.01,0.831946755407651,1.4975041597337746,27.503015681544024,False,-0.6557,0.593,1,3,1,33.33333333333333,48.85290148448042,48.85290148448042,19.16805324459235,0.831946755407651,历史1/3次成功; 当前距低点0.83%; 最新日涨幅-0.66%; 状态bottom_area; 底部未确认
14,63.87302903260936,54.761180442021505,002403,爱仕达,bottom_area,2023-08-15,8.51,2023-08-14,8.38,1.5513126491646658,3.9379474940334136,32.852564102564095,False,-1.3905,0.9233,1,3,1,33.33333333333333,21.63892445582587,21.63892445582587,18.448687350835336,1.5513126491646658,历史1/3次成功; 当前距低点1.55%; 最新日涨幅-1.39%; 状态bottom_area; 底部未确认
15,63.648393345303376,53.464386062039694,300473,德尔股份,bottom_area,2023-08-15,16.18,2023-08-14,16.11,0.43451272501552013,2.4829298572315466,28.24053452115813,False,-1.0398,1.4306,1,2,1,50.0,21.37137137137137,21.37137137137137,19.56548727498448,0.43451272501552013,历史1/2次成功; 当前距低点0.43%; 最新日涨幅-1.04%; 状态bottom_area; 底部未确认
16,61.54467539186533,52.905435703889395,688115,思林杰,bottom_area,2023-08-15,29.37,2023-08-15,28.88,1.6966759002770153,10.734072022160671,27.345911949685537,False,-8.2188,5.2856,1,3,1,33.33333333333333,23.658728081654015,23.658728081654015,18.303324099722985,1.6966759002770153,历史1/3次成功; 当前距低点1.70%; 最新日涨幅-8.22%; 状态bottom_area; 底部未确认
