rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,92.678284616017,82.35275756959966,002674,兴业科技,bottom_area,2024-09-09,7.86,2024-08-21,7.77,1.158301158301168,6.30630630630631,31.72231985940247,False,0.0,0.2675,1,1,1,100.0,31.578947368421055,31.578947368421055,13.841698841698832,1.158301158301168,历史1/1次成功; 当前距低点1.16%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
12,74.59678251791394,69.84704914479127,301607,富特科技,bottom_area,2024-09-09,41.69,2024-09-09,40.1,3.965087281795502,11.895261845386523,28.90070921985815,False,-13.1458,62.4236,1,1,1,100.0,31.437893264973205,31.437893264973205,11.034912718204499,3.965087281795502,历史1/1次成功; 当前距低点3.97%; 最新日涨幅-13.15%; 状态bottom_area; 底部未确认
13,73.81683098271665,65.16020371895694,300455,航天智装,bottom_area,2024-09-09,10.03,2024-09-09,9.95,0.8040201005025134,2.3115577889447283,27.793904208998548,False,-0.5946,1.0224,2,3,2,66.66666666666666,36.00377893245158,53.103448275862064,14.195979899497486,0.8040201005025134,历史2/3次成功; 当前距低点0.80%; 最新日涨幅-0.59%; 状态bottom_area; 底部未确认
14,73.4704224152314,64.7196373936104,601919,中远海控,bottom_area,2024-09-09,11.63,2024-09-09,11.55,0.6926406926406933,2.5108225108225035,28.835489833641404,False,-1.8565,0.5332,2,3,2,66.66666666666666,32.26984680733607,40.45881126173098,14.307359307359308,0.6926406926406933,历史2/3次成功; 当前距低点0.69%; 最新日涨幅-1.86%; 状态bottom_area; 底部未确认
15,68.45429246264769,60.33938524117889,000037,深南电A,bottom_area,2024-09-09,6.93,2024-08-28,6.88,0.726744186046509,5.523255813953487,28.92561983471074,False,-1.5625,1.1524,4,8,4,50.0,28.58259131916628,45.16765285996055,14.27325581395349,0.726744186046509,历史4/8次成功; 当前距低点0.73%; 最新日涨幅-1.56%; 状态bottom_area; 底部未确认
16,68.0103250498066,60.762255947497934,603132,金徽股份,bottom_area,2024-09-09,10.5,2024-09-09,10.35,1.4492753623188441,2.125603864734306,30.95396931287525,False,-0.2849,1.0892,1,2,1,50.0,33.20754716981132,33.20754716981132,13.550724637681155,1.4492753623188441,历史1/2次成功; 当前距低点1.45%; 最新日涨幅-0.28%; 状态bottom_area; 底部未确认
17,66.60832536349844,62.67373681497227,603069,海汽集团,bottom_area,2024-09-09,14.79,2024-09-04,14.19,4.228329809725157,7.540521494009868,30.982490272373536,True,0.3392,1.2723,2,6,2,33.33333333333333,48.661265848453205,76.0375880971026,10.771670190274843,4.228329809725157,历史2/6次成功; 当前距低点4.23%; 最新日涨幅0.34%; 状态bottom_area; 底部已确认
18,65.81611789229777,59.979843868790454,000591,太阳能,bottom_area,2024-09-09,4.08,2024-08-23,3.98,2.5125628140703538,7.035175879396981,28.158844765342963,True,-1.4493,0.3815,1,2,1,50.0,32.84132841328414,32.84132841328414,12.487437185929645,2.5125628140703538,历史1/2次成功; 当前距低点2.51%; 最新日涨幅-1.45%; 状态bottom_area; 底部已确认
19,65.49140365065142,60.23207253565743,002682,龙洲股份,bottom_area,2024-09-09,3.43,2024-08-28,3.33,3.003003003003006,6.606606606606599,30.76923076923076,False,0.0,1.6052,1,2,1,50.0,26.929674099485425,26.929674099485425,11.996996996996993,3.003003003003006,历史1/2次成功; 当前距低点3.00%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
20,65.17998885540621,58.14985797199045,002545,东方铁塔,bottom_area,2024-09-09,5.91,2024-07-25,5.83,1.3722126929674112,7.375643224699823,29.247572815533985,True,-0.5051,0.5739,1,3,1,33.33333333333333,28.468653648509758,28.468653648509758,13.627787307032587,1.3722126929674112,历史1/3次成功; 当前距低点1.37%; 最新日涨幅-0.51%; 状态bottom_area; 底部已确认
21,64.69235223103723,60.21024754182174,603282,亚光股份,bottom_area,2024-09-09,12.52,2024-09-09,12.08,3.6423841059602604,3.8907284768211974,27.880597014925375,False,0.8864,1.1831,1,2,1,50.0,34.64991023339317,34.64991023339317,11.357615894039737,3.6423841059602604,历史1/2次成功; 当前距低点3.64%; 最新日涨幅0.89%; 状态bottom_area; 底部未确认
22,64.56507950798073,59.26641271314841,300563,神宇股份,bottom_area,2024-09-09,28.03,2024-09-09,27.24,2.9001468428781303,3.450807635829667,32.640949554896146,False,0.6825,11.6312,1,2,1,50.0,20.477137176938378,20.477137176938378,12.099853157121869,2.9001468428781303,历史1/2次成功; 当前距低点2.90%; 最新日涨幅0.68%; 状态bottom_area; 底部未确认
23,64.45856152813435,59.44044146943981,000155,川能动力,bottom_area,2024-09-09,9.18,2024-08-23,8.9,3.1460674157303297,7.752808988764039,29.08366533864542,True,-0.8639,0.3832,1,2,1,50.0,37.70685579196216,37.70685579196216,11.85393258426967,3.1460674157303297,历史1/2次成功; 当前距低点3.15%; 最新日涨幅-0.86%; 状态bottom_area; 底部已确认
24,63.746166878280796,56.2375595321967,000922,佳电股份,bottom_area,2024-09-09,9.13,2024-09-09,9.06,0.772626931567332,2.3178807947019764,27.808764940239044,False,-1.1905,0.8847,1,2,1,50.0,40.42553191489362,40.42553191489362,14.227373068432666,0.772626931567332,历史1/2次成功; 当前距低点0.77%; 最新日涨幅-1.19%; 状态bottom_area; 底部未确认
25,63.425990290673965,55.409875637497194,300401,花园生物,bottom_area,2024-09-09,12.1,2024-09-09,12.07,0.24855012427505685,2.5683512841756464,29.0834312573443,False,-0.9009,2.0276,1,2,1,50.0,29.551451187335093,29.551451187335093,14.751449875724942,0.24855012427505685,历史1/2次成功; 当前距低点0.25%; 最新日涨幅-0.90%; 状态bottom_area; 底部未确认
26,62.98287896335699,58.01652246256241,600160,巨化股份,bottom_area,2024-09-09,14.69,2024-09-09,14.25,3.0877192982456103,5.122807017543863,29.87204724409449,False,1.8724,1.277,1,2,1,50.0,16.05657237936772,16.05657237936772,11.912280701754389,3.0877192982456103,历史1/2次成功; 当前距低点3.09%; 最新日涨幅1.87%; 状态bottom_area; 底部未确认
27,62.02582833920935,57.61465872480862,300653,正海生物,bottom_area,2024-09-09,19.03,2024-08-28,18.38,3.5364526659412525,7.83460282916214,27.466456195737965,True,0.7945,1.3236,1,3,1,33.33333333333333,29.647513278609367,29.647513278609367,11.463547334058747,3.5364526659412525,历史1/3次成功; 当前距低点3.54%; 最新日涨幅0.79%; 状态bottom_area; 底部已确认
28,61.32019510479011,56.91065543581715,301509,金凯生科,bottom_area,2024-09-09,26.09,2024-08-28,25.21,3.4906783022610037,6.902023006743349,29.6792189679219,False,1.4386,2.5357,1,2,1,50.0,15.05054819877544,15.05054819877544,11.509321697738995,3.4906783022610037,历史1/2次成功; 当前距低点3.49%; 最新日涨幅1.44%; 状态bottom_area; 底部未确认
29,59.97398050243719,52.93047619047619,002110,三钢闽光,bottom_area,2024-09-09,2.54,2024-09-09,2.52,0.7936507936507943,2.3809523809523827,32.97872340425532,False,-1.9305,0.3073,1,2,1,50.0,22.90322580645161,22.90322580645161,14.206349206349206,0.7936507936507943,历史1/2次成功; 当前距低点0.79%; 最新日涨幅-1.93%; 状态bottom_area; 底部未确认
30,58.173816300846326,51.167490422982034,300573,兴齐眼药,bottom_area,2024-09-09,77.31,2024-09-09,76.84,0.6116605934409147,3.448724622592388,27.768377514570403,False,-2.1145,3.5282,1,5,1,20.0,42.86062675283501,42.86062675283501,14.388339406559083,0.6116605934409147,历史1/5次成功; 当前距低点0.61%; 最新日涨幅-2.11%; 状态bottom_area; 底部未确认
31,54.155045591852044,49.97648880791255,002369,卓翼科技,bottom_area,2024-09-09,4.21,2024-09-09,4.08,3.1862745098039187,7.352941176470584,27.915194346289752,False,-1.1737,10.9336,1,4,1,25.0,17.345132743362825,17.345132743362825,11.81372549019608,3.1862745098039187,历史1/4次成功; 当前距低点3.19%; 最新日涨幅-1.17%; 状态bottom_area; 底部未确认
