rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,92.678284616017,82.35275756959966,002674,兴业科技,bottom_area,2024-09-09,7.86,2024-08-21,7.77,1.158301158301168,6.30630630630631,31.72231985940247,False,0.0,0.2675,1,1,1,100.0,31.578947368421055,31.578947368421055,13.841698841698832,1.158301158301168,历史1/1次成功; 当前距低点1.16%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
2,92.6607393232786,83.78782364034004,000517,荣安地产,bottom_area,2024-09-09,1.95,2024-09-09,1.91,2.094240837696337,3.141361256544505,32.26950354609929,False,0.5155,0.7625,2,2,2,100.0,34.10049865746067,40.92827004219408,12.905759162303662,2.094240837696337,历史2/2次成功; 当前距低点2.09%; 最新日涨幅0.52%; 状态bottom_area; 底部未确认
3,88.34592230675584,78.95713704520679,001286,陕西能源,bottom_area,2024-09-09,8.99,2024-09-09,8.86,1.4672686230248395,1.5801354401805936,29.849564528899453,False,0.1114,1.2001,1,1,1,100.0,17.110266159695826,17.110266159695826,13.53273137697516,1.4672686230248395,历史1/1次成功; 当前距低点1.47%; 最新日涨幅0.11%; 状态bottom_area; 底部未确认
4,83.54666260872216,76.67200268594581,603079,圣达生物,bottom_area,2024-09-09,10.69,2024-08-26,10.39,2.887391722810384,6.929740134744936,28.83561643835616,False,1.2311,1.3229,1,1,1,100.0,22.232558139534888,22.232558139534888,12.112608277189615,2.887391722810384,历史1/1次成功; 当前距低点2.89%; 最新日涨幅1.23%; 状态bottom_area; 底部未确认
5,82.80147772292426,78.5927270145737,000532,华金资本,bottom_area,2024-09-09,10.7,2024-09-04,10.22,4.696673189823861,7.632093933463789,27.926657263751757,True,0.8483,2.8649,2,2,2,100.0,28.877106921355356,32.044198895027606,10.303326810176138,4.696673189823861,历史2/2次成功; 当前距低点4.70%; 最新日涨幅0.85%; 状态bottom_area; 底部已确认
6,81.34552499007755,73.67273644342254,000539,粤电力A,bottom_area,2024-09-09,4.22,2024-08-26,4.13,2.1791767554479384,6.7796610169491585,31.395348837209298,False,-0.939,0.3145,1,1,1,100.0,19.89924433249369,19.89924433249369,12.82082324455206,2.1791767554479384,历史1/1次成功; 当前距低点2.18%; 最新日涨幅-0.94%; 状态bottom_area; 底部未确认
7,79.64065243189067,69.83517131459591,601808,中海油服,bottom_area,2024-09-09,13.45,2024-09-09,13.39,0.44809559372665214,2.7632561613144078,28.548559231590172,False,-1.9679,0.2358,1,1,1,100.0,17.88617886178861,17.88617886178861,14.551904406273348,0.44809559372665214,历史1/1次成功; 当前距低点0.45%; 最新日涨幅-1.97%; 状态bottom_area; 底部未确认
8,79.17423293547041,70.08749993210277,600345,长江通信,bottom_area,2024-09-09,14.79,2024-09-09,14.65,0.9556313993173979,2.3890784982935127,27.331349206349202,False,-1.2024,1.4841,1,1,1,100.0,25.46419098143237,25.46419098143237,14.044368600682603,0.9556313993173979,历史1/1次成功; 当前距低点0.96%; 最新日涨幅-1.20%; 状态bottom_area; 底部未确认
9,77.5888424536923,71.43632038598658,002230,科大讯飞,bottom_area,2024-09-09,33.66,2024-08-28,32.66,3.0618493570116354,6.429883649724438,28.093350946719518,False,-1.0,0.6074,1,1,1,100.0,18.69535978480161,18.69535978480161,11.938150642988363,3.0618493570116354,历史1/1次成功; 当前距低点3.06%; 最新日涨幅-1.00%; 状态bottom_area; 底部未确认
10,75.90443365479535,70.70228672844858,000597,东北制药,bottom_area,2024-09-09,4.22,2024-08-26,4.07,3.6855036855036722,5.65110565110564,32.053422370617696,False,1.4423,1.8073,2,3,2,66.66666666666666,38.80950787489403,61.02150537634409,11.314496314496328,3.6855036855036722,历史2/3次成功; 当前距低点3.69%; 最新日涨幅1.44%; 状态bottom_area; 底部未确认
11,75.34648360806972,67.13343422769866,600183,生益科技,bottom_area,2024-09-09,17.1,2024-08-29,16.88,1.303317535545038,7.760663507109018,29.519832985386223,True,-1.2132,0.6045,2,4,2,50.0,23.14515165989969,25.158227848101262,13.696682464454963,1.303317535545038,历史2/4次成功; 当前距低点1.30%; 最新日涨幅-1.21%; 状态bottom_area; 底部已确认
