rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,85.91599247815003,82.61535495179668,603368,柳药集团,bottom_area,2022-02-18,16.62,2022-01-28,16.3,1.9631901840490813,6.871165644171786,30.282292557741652,False,1.0949,0.9533,1,1,1,100.0,42.85714285714285,42.85714285714285,6.036809815950919,1.9631901840490813,历史1/1次成功; 当前距低点1.96%; 最新日涨幅1.09%; 状态bottom_area; 底部未确认
2,84.37726431345929,82.47568456772656,300624,万兴科技,bottom_area,2022-02-18,40.18,2022-02-14,39.08,2.8147389969293792,5.578300921187307,29.24135433641137,False,1.0055,2.1975,2,2,2,100.0,35.87790043400834,51.195680123425035,5.185261003070621,2.8147389969293792,历史2/2次成功; 当前距低点2.81%; 最新日涨幅1.01%; 状态bottom_area; 底部未确认
3,77.59771448883329,73.68279468088298,688020,方邦股份,bottom_area,2022-02-18,68.9,2022-02-14,68.01,1.308631083664168,6.072636377003375,27.363024671579613,False,-1.9636,1.0796,1,1,1,100.0,9.28211586901762,9.28211586901762,6.691368916335833,1.308631083664168,历史1/1次成功; 当前距低点1.31%; 最新日涨幅-1.96%; 状态bottom_area; 底部未确认
4,77.41121202409516,76.30656287335293,688311,盟升电子,bottom_area,2022-02-18,55.87,2022-02-14,54.11,3.252633524302343,7.5586767695435295,29.443212935193635,True,-0.7638,0.7045,2,2,2,100.0,21.357888756786508,23.893805309734503,4.747366475697657,3.252633524302343,历史2/2次成功; 当前距低点3.25%; 最新日涨幅-0.76%; 状态bottom_area; 底部已确认
5,76.77676042680632,75.4043751940721,300562,乐心医疗,bottom_area,2022-02-18,11.78,2022-02-18,11.43,3.062117235345579,3.2370953630796238,32.606132075471706,False,1.7271,2.9586,1,1,1,100.0,17.559153175591536,17.559153175591536,4.937882764654422,3.062117235345579,历史1/1次成功; 当前距低点3.06%; 最新日涨幅1.73%; 状态bottom_area; 底部未确认
6,76.3969983786914,75.12219745222933,000518,四环生物,confirmed_rebound,2022-02-18,3.3,2022-01-27,3.2,3.124999999999989,8.4375,27.272727272727277,True,0.9174,0.7215,1,1,1,100.0,17.834394904458602,17.834394904458602,4.8750000000000115,3.124999999999989,历史1/1次成功; 当前距低点3.12%; 最新日涨幅0.92%; 状态confirmed_rebound; 底部已确认
7,76.09363833881315,72.72603764249524,688049,炬芯科技,bottom_area,2022-02-18,48.15,2022-02-14,47.37,1.6466117796073492,5.0453873759763574,31.645021645021647,False,-1.5539,2.2517,1,1,1,100.0,8.281249999999996,8.281249999999996,6.3533882203926515,1.6466117796073492,历史1/1次成功; 当前距低点1.65%; 最新日涨幅-1.55%; 状态bottom_area; 底部未确认
8,75.28116303837054,76.23491985491987,300511,雪榕生物,confirmed_rebound,2022-02-18,6.97,2022-01-27,6.66,4.654654654654649,8.108108108108109,31.198347107438014,True,1.4556,1.8953,2,2,2,100.0,25.900712191034756,29.220779220779214,3.345345345345352,4.654654654654649,历史2/2次成功; 当前距低点4.65%; 最新日涨幅1.46%; 状态confirmed_rebound; 底部已确认
9,73.78502452808925,73.00984547324208,688319,欧林生物,bottom_area,2022-02-18,28.18,2022-02-14,27.24,3.450807635829667,3.450807635829667,29.739489295847317,False,1.7329,0.7648,1,1,1,100.0,9.449929478138205,9.449929478138205,4.549192364170334,3.450807635829667,历史1/1次成功; 当前距低点3.45%; 最新日涨幅1.73%; 状态bottom_area; 底部未确认
10,73.00801119107003,70.92627885077458,000967,盈峰环境,bottom_area,2022-02-18,6.16,2022-01-28,6.01,2.495840266222968,6.988352745424292,30.52023121387284,False,-0.4847,0.9085,1,1,1,100.0,9.015025041736227,9.015025041736227,5.5041597337770325,2.495840266222968,历史1/1次成功; 当前距低点2.50%; 最新日涨幅-0.48%; 状态bottom_area; 底部未确认
11,72.57982671077859,73.37772036916171,001896,豫能控股,confirmed_rebound,2022-02-18,6.18,2022-01-27,5.91,4.568527918781719,8.121827411167505,31.833910034602077,True,0.6515,0.5759,2,2,2,100.0,9.483677548301134,9.493670886075943,3.4314720812182813,4.568527918781719,历史2/2次成功; 当前距低点4.57%; 最新日涨幅0.65%; 状态confirmed_rebound; 底部已确认
12,72.0214547677216,71.66119455322591,600211,西藏药业,bottom_area,2022-02-18,42.17,2022-01-28,40.65,3.7392373923739313,6.519065190651903,28.18021201413428,False,-0.425,0.6379,2,2,2,100.0,11.541160257196122,13.252533280349695,4.260762607626069,3.7392373923739313,历史2/2次成功; 当前距低点3.74%; 最新日涨幅-0.42%; 状态bottom_area; 底部未确认
13,70.96845992073318,71.65006872857008,300677,英科医疗,bottom_area,2022-02-18,52.98,2022-02-14,50.7,4.4970414201183315,5.0887573964497,31.94630872483221,False,2.6744,2.6607,1,1,1,100.0,14.964103045375621,14.964103045375621,3.502958579881669,4.4970414201183315,历史1/1次成功; 当前距低点4.50%; 最新日涨幅2.67%; 状态bottom_area; 底部未确认
14,66.03560063413343,65.89072002634663,300573,兴齐眼药,bottom_area,2022-02-18,96.78,2022-02-14,93.16,3.8857878917990605,7.234864748819246,32.24727272727273,True,-0.0516,1.2247,2,3,2,66.66666666666666,28.675536306353806,42.86062675283501,4.11421210820094,3.8857878917990605,历史2/3次成功; 当前距低点3.89%; 最新日涨幅-0.05%; 状态bottom_area; 底部已确认
15,64.82533127350464,65.74452151462992,300690,双一科技,confirmed_rebound,2022-02-18,23.46,2022-01-28,22.4,4.732142857142867,8.34821428571429,31.89419276375799,True,-2.4126,2.2604,1,1,1,100.0,9.590361445783124,9.590361445783124,3.2678571428571326,4.732142857142867,历史1/1次成功; 当前距低点4.73%; 最新日涨幅-2.41%; 状态confirmed_rebound; 底部已确认
