rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.01813789868673,85.83124776386407,603030,全筑股份,bottom_area,2024-02-07,2.05,2024-02-06,2.0,2.499999999999991,9.000000000000007,27.007299270073,True,-1.4423,0.9773,4,4,4,100.0,30.006708407871198,50.5813953488372,7.50000000000001,2.499999999999991,历史4/4次成功; 当前距低点2.50%; 最新日涨幅-1.44%; 状态bottom_area; 底部已确认
2,89.98863657932546,83.68746290199852,002256,兆新股份,confirmed_rebound,2024-02-07,1.7,2024-02-06,1.68,1.1904761904761916,11.904761904761903,27.89699570815451,True,-5.5556,2.2884,4,4,4,100.0,22.858863528409877,31.775700934579426,8.809523809523808,1.1904761904761916,历史4/4次成功; 当前距低点1.19%; 最新日涨幅-5.56%; 状态confirmed_rebound; 底部已确认
3,85.66961868804523,79.5137179439941,600303,曙光股份,confirmed_rebound,2024-02-07,2.79,2024-02-06,2.76,1.0869565217391397,10.507246376811597,28.682170542635667,True,-5.102,1.3969,3,3,3,100.0,15.817090395480218,19.37499999999999,8.91304347826086,1.0869565217391397,历史3/3次成功; 当前距低点1.09%; 最新日涨幅-5.10%; 状态confirmed_rebound; 底部已确认
4,83.88609793319604,77.94791113061777,000985,大庆华科,confirmed_rebound,2024-02-07,10.58,2024-02-07,10.46,1.1472275334607955,10.898661567877618,27.71250863856254,False,-8.3189,3.6524,2,2,2,100.0,33.99779519843216,56.687898089171995,8.852772466539205,1.1472275334607955,历史2/2次成功; 当前距低点1.15%; 最新日涨幅-8.32%; 状态confirmed_rebound; 底部未确认
5,83.81441317102102,78.52693301469802,002780,三夫户外,bottom_area,2024-02-07,9.0,2024-02-07,8.86,1.5801354401805936,8.803611738148998,29.90506329113925,False,-6.0543,9.3371,2,2,2,100.0,32.20237536725683,46.28344895936571,8.419864559819407,1.5801354401805936,历史2/2次成功; 当前距低点1.58%; 最新日涨幅-6.05%; 状态bottom_area; 底部未确认
6,83.07016740597106,78.45515810563933,600322,津投城开,confirmed_rebound,2024-02-07,1.53,2024-02-06,1.5,2.0000000000000018,14.666666666666664,32.126696832579185,True,-5.5556,3.7213,3,3,3,100.0,21.318054331394194,35.828877005347586,7.999999999999999,2.0000000000000018,历史3/3次成功; 当前距低点2.00%; 最新日涨幅-5.56%; 状态confirmed_rebound; 底部已确认
7,82.5337571627369,76.75979061225736,600333,长春燃气,bottom_area,2024-02-07,3.39,2024-02-07,3.35,1.1940298507462697,8.656716417910449,32.730923694779115,False,-7.377,3.5039,2,2,2,100.0,17.96870253741318,19.69026548672568,8.805970149253731,1.1940298507462697,历史2/2次成功; 当前距低点1.19%; 最新日涨幅-7.38%; 状态bottom_area; 底部未确认
8,81.14971935510677,75.27730158730158,000520,凤凰航运,bottom_area,2024-02-07,1.91,2024-02-07,1.89,1.0582010582010593,8.994708994709002,30.00000000000001,False,-6.3725,2.211,1,1,1,100.0,24.999999999999986,24.999999999999986,8.941798941798941,1.0582010582010593,历史1/1次成功; 当前距低点1.06%; 最新日涨幅-6.37%; 状态bottom_area; 底部未确认
9,80.49364842203555,76.66061754479576,002479,富春环保,confirmed_rebound,2024-02-07,3.36,2024-02-06,3.28,2.4390243902439046,10.365853658536594,30.801687763713087,True,-3.7249,3.3824,2,2,2,100.0,33.718242766407904,35.321100917431195,7.560975609756096,2.4390243902439046,历史2/2次成功; 当前距低点2.44%; 最新日涨幅-3.72%; 状态confirmed_rebound; 底部已确认
10,80.37646508119171,75.30364519855904,001201,东瑞股份,bottom_area,2024-02-07,14.8,2024-02-07,14.57,1.578586135895679,9.128345916266301,29.203109815354704,False,-6.2104,3.3515,2,2,2,100.0,14.853879507533163,18.4043517679057,8.421413864104322,1.578586135895679,历史2/2次成功; 当前距低点1.58%; 最新日涨幅-6.21%; 状态bottom_area; 底部未确认
11,77.81715305820644,76.29132652765335,002553,南方精工,confirmed_rebound,2024-02-07,7.35,2024-02-06,7.07,3.9603960396039515,14.568599717114559,32.92220113851992,True,-2.9062,6.313,3,3,3,100.0,23.500158591130926,32.14285714285715,6.039603960396049,3.9603960396039515,历史3/3次成功; 当前距低点3.96%; 最新日涨幅-2.91%; 状态confirmed_rebound; 底部已确认
