rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.529988868691,84.74326480397878,603327,福蓉科技,bottom_area,2024-04-12,15.98,2024-04-12,15.89,0.5663939584644421,3.6500943989930668,27.110091743119263,False,-0.8685,3.2853,5,5,5,100.0,49.487328114396234,129.39632545931758,7.433606041535558,0.5663939584644421,历史5/5次成功; 当前距低点0.57%; 最新日涨幅-0.87%; 状态bottom_area; 底部未确认
12,82.82765060952087,77.06173683711295,002432,九安医疗,bottom_area,2024-04-12,40.17,2024-04-12,40.07,0.24956326428750042,1.5722485650112368,27.118952346307744,False,-1.2051,1.7586,2,2,2,100.0,37.638392901550795,65.03496503496503,7.7504367357125,0.24956326428750042,历史2/2次成功; 当前距低点0.25%; 最新日涨幅-1.21%; 状态bottom_area; 底部未确认
13,82.27879437794952,80.68512406537548,601949,中国出版,bottom_area,2024-04-12,7.25,2024-04-11,7.04,2.982954545454545,7.954545454545449,27.122153209109733,False,-2.9451,1.1016,4,4,4,100.0,17.45301305920343,39.586919104991395,5.017045454545455,2.982954545454545,历史4/4次成功; 当前距低点2.98%; 最新日涨幅-2.95%; 状态bottom_area; 底部未确认
14,82.1585636504548,77.97276840143083,002229,鸿博股份,bottom_area,2024-04-12,22.13,2024-04-11,21.85,1.2814645308924373,4.2105263157894655,30.634920634920633,False,0.4083,6.8964,1,1,1,100.0,9.540363074546153,9.540363074546153,6.718535469107563,1.2814645308924373,历史1/1次成功; 当前距低点1.28%; 最新日涨幅0.41%; 状态bottom_area; 底部未确认
15,80.78890693750459,76.84110694753929,300375,鹏翎股份,bottom_area,2024-04-12,4.36,2024-04-11,4.3,1.395348837209314,5.116279069767436,28.33333333333334,False,-0.9091,4.5022,2,2,2,100.0,10.658614496647974,11.74785100286532,6.604651162790686,1.395348837209314,历史2/2次成功; 当前距低点1.40%; 最新日涨幅-0.91%; 状态bottom_area; 底部未确认
16,80.61985990468611,80.24569181628381,603000,人民网,bottom_area,2024-04-12,24.02,2024-04-11,23.15,3.7580993520518406,7.818574514038887,27.588364091335627,False,-2.9103,2.2823,4,4,4,100.0,24.592249134204234,48.493150684931514,4.241900647948159,3.7580993520518406,历史4/4次成功; 当前距低点3.76%; 最新日涨幅-2.91%; 状态bottom_area; 底部未确认
17,80.26270396664447,78.2026168224299,002611,东方精工,bottom_area,2024-04-12,6.59,2024-04-11,6.42,2.6479750778816187,5.451713395638624,30.818965517241377,False,-0.9023,4.8957,1,1,1,100.0,145.12534818941506,145.12534818941506,5.352024922118382,2.6479750778816187,历史1/1次成功; 当前距低点2.65%; 最新日涨幅-0.90%; 状态bottom_area; 底部未确认
18,80.25234868901285,74.83678677259046,603032,德新科技,confirmed_rebound,2024-04-12,19.07,2024-04-12,19.0,0.3684210526315805,10.263157894736837,29.499072356215212,False,-7.7407,8.7684,4,4,4,100.0,14.23003641177667,25.53191489361702,7.6315789473684195,0.3684210526315805,历史4/4次成功; 当前距低点0.37%; 最新日涨幅-7.74%; 状态confirmed_rebound; 底部未确认
19,79.05879396800371,74.2450961614662,688316,青云科技,bottom_area,2024-04-12,34.29,2024-04-12,34.04,0.7344300822561692,4.641598119858985,28.427249789739285,False,-1.4089,1.4698,3,3,3,100.0,11.77202553231324,13.030303030303022,7.26556991774383,0.7344300822561692,历史3/3次成功; 当前距低点0.73%; 最新日涨幅-1.41%; 状态bottom_area; 底部未确认
20,79.03428889705152,74.83761328716511,688131,皓元医药,confirmed_rebound,2024-04-12,32.17,2024-04-09,31.8,1.1635220125786194,8.144654088050315,27.727272727272727,True,-1.6208,1.1029,3,4,3,75.0,18.900233741098727,35.228598705844924,6.8364779874213815,1.1635220125786194,历史3/4次成功; 当前距低点1.16%; 最新日涨幅-1.62%; 状态confirmed_rebound; 底部已确认
21,78.92793459416286,74.14442340663786,002708,光洋股份,confirmed_rebound,2024-04-12,8.06,2024-04-10,8.0,0.7500000000000062,12.250000000000005,27.20655141037307,False,-2.7744,4.4261,3,3,3,100.0,21.636684981923988,35.522388059701484,7.249999999999994,0.7500000000000062,历史3/3次成功; 当前距低点0.75%; 最新日涨幅-2.77%; 状态confirmed_rebound; 底部未确认
22,76.59861027513024,70.92463914363911,603259,药明康德,bottom_area,2024-04-12,42.89,2024-04-12,42.89,0.0,3.4740032641641454,27.156929347826086,False,-2.0776,3.1026,2,2,2,100.0,13.842145933543593,14.040390163483993,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-2.08%; 状态bottom_area; 底部未确认
23,76.57482850862809,75.89621201988012,300548,长芯博创,bottom_area,2024-04-12,23.71,2024-04-10,22.9,3.5371179039301412,6.462882096069872,31.641791044776124,False,2.9974,8.6091,1,1,1,100.0,26.026026026026024,26.026026026026024,4.462882096069859,3.5371179039301412,历史1/1次成功; 当前距低点3.54%; 最新日涨幅3.00%; 状态bottom_area; 底部未确认
24,76.51659567564258,71.86603643441791,603178,圣龙股份,bottom_area,2024-04-12,27.21,2024-04-11,27.01,0.7404664938911487,3.6282858200666306,30.743589743589737,False,-1.5913,1.9443,4,5,4,80.0,25.72204322843939,44.66270354096666,7.259533506108852,0.7404664938911487,历史4/5次成功; 当前距低点0.74%; 最新日涨幅-1.59%; 状态bottom_area; 底部未确认
25,76.3168704818847,70.94725268528862,600234,科新发展,confirmed_rebound,2024-04-12,4.82,2024-04-10,4.81,0.20790020790022196,9.35550935550936,29.781021897810223,False,-1.6327,2.7329,2,2,2,100.0,14.469167523124357,16.366906474820148,7.792099792099778,0.20790020790022196,历史2/2次成功; 当前距低点0.21%; 最新日涨幅-1.63%; 状态confirmed_rebound; 底部未确认
26,76.13763209705726,71.0198647444781,603106,恒银科技,bottom_area,2024-04-12,5.24,2024-04-11,5.22,0.3831417624521162,4.022988505747126,29.268292682926834,False,-1.6886,1.6179,3,4,3,75.0,27.625956789617884,34.60144927536232,7.616858237547884,0.3831417624521162,历史3/4次成功; 当前距低点0.38%; 最新日涨幅-1.69%; 状态bottom_area; 底部未确认
27,73.5640629032304,68.37005846193601,002410,广联达,bottom_area,2024-04-12,10.32,2024-04-12,10.3,0.19417475728154926,4.563106796116494,27.515833919774806,False,-3.0075,1.8451,3,4,3,75.0,21.27837047601048,39.688715953307394,7.80582524271845,0.19417475728154926,历史3/4次成功; 当前距低点0.19%; 最新日涨幅-3.01%; 状态bottom_area; 底部未确认
28,72.89676063275826,68.20122777572725,688114,华大智造,bottom_area,2024-04-12,54.09,2024-04-12,53.8,0.5390334572490824,5.111524163568774,27.71731828563752,False,-3.9254,0.9074,1,1,1,100.0,20.431312141156706,20.431312141156706,7.460966542750917,0.5390334572490824,历史1/1次成功; 当前距低点0.54%; 最新日涨幅-3.93%; 状态bottom_area; 底部未确认
29,71.78172087066797,70.63182852014312,000803,山高环能,bottom_area,2024-04-12,4.57,2024-04-12,4.43,3.160270880361187,5.191873589164795,28.20097244732577,False,-1.7204,6.4181,1,1,1,100.0,15.576592082616184,15.576592082616184,4.839729119638813,3.160270880361187,历史1/1次成功; 当前距低点3.16%; 最新日涨幅-1.72%; 状态bottom_area; 底部未确认
30,71.5823535750776,72.03298647625608,300426,华智数媒,bottom_area,2024-04-12,8.44,2024-04-11,8.09,4.326328800988871,6.922126081582207,28.407079646017703,False,-0.5889,1.6555,2,2,2,100.0,20.736645927476964,25.936811168258643,3.673671199011129,4.326328800988871,历史2/2次成功; 当前距低点4.33%; 最新日涨幅-0.59%; 状态bottom_area; 底部未确认
31,70.29429028826267,66.8945969445478,002238,天威视讯,bottom_area,2024-04-12,9.98,2024-04-10,9.84,1.4227642276422823,4.674796747967489,30.704225352112672,False,-1.2859,1.4131,2,3,2,66.66666666666666,13.074369445728676,15.169902912621358,6.577235772357717,1.4227642276422823,历史2/3次成功; 当前距低点1.42%; 最新日涨幅-1.29%; 状态bottom_area; 底部未确认
32,67.08626253942823,62.28586463410666,000002,万科A,bottom_area,2024-04-12,7.1,2024-04-12,7.09,0.14104372355429884,4.79548660084626,30.49019607843137,False,-4.5699,2.421,2,3,2,66.66666666666666,22.638589554536463,28.255902513328245,7.858956276445701,0.14104372355429884,历史2/3次成功; 当前距低点0.14%; 最新日涨幅-4.57%; 状态bottom_area; 底部未确认
33,66.27734658602391,66.50247746742814,000599,青岛双星,confirmed_rebound,2024-04-12,4.49,2024-04-11,4.31,4.176334106728553,12.296983758700703,31.259968102073366,True,-4.0598,5.3077,1,1,1,100.0,17.06730769230769,17.06730769230769,3.8236658932714476,4.176334106728553,历史1/1次成功; 当前距低点4.18%; 最新日涨幅-4.06%; 状态confirmed_rebound; 底部已确认
34,54.74970514285714,50.69417142857142,300496,中科创达,bottom_area,2024-04-12,46.9,2024-04-12,46.9,0.0,2.9424307036247392,30.083482409063805,False,-1.9239,2.6645,1,2,1,50.0,13.409523809523808,13.409523809523808,8.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-1.92%; 状态bottom_area; 底部未确认
