rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.529988868691,84.74326480397878,603327,福蓉科技,bottom_area,2024-04-12,15.98,2024-04-12,15.89,0.5663939584644421,3.6500943989930668,27.110091743119263,False,-0.8685,3.2853,5,5,5,100.0,49.487328114396234,129.39632545931758,7.433606041535558,0.5663939584644421,历史5/5次成功; 当前距低点0.57%; 最新日涨幅-0.87%; 状态bottom_area; 底部未确认
2,89.98945845609849,87.69914242744524,300474,景嘉微,bottom_area,2024-04-12,66.78,2024-04-11,65.05,2.6594926979246796,4.5196003074558,30.2711973416229,False,1.32,3.2203,5,5,5,100.0,28.72465472426617,59.857142857142854,5.34050730207532,2.6594926979246796,历史5/5次成功; 当前距低点2.66%; 最新日涨幅1.32%; 状态bottom_area; 底部未确认
3,89.72231544730211,85.89367289863313,002676,顺威股份,bottom_area,2024-04-12,4.11,2024-04-10,4.04,1.7326732673267398,4.7029702970297125,27.72808586762075,False,0.7353,3.2744,3,3,3,100.0,24.323483592140306,39.33333333333333,6.2673267326732605,1.7326732673267398,历史3/3次成功; 当前距低点1.73%; 最新日涨幅0.74%; 状态bottom_area; 底部未确认
4,88.20489610415098,84.28722038158047,688327,云从科技,bottom_area,2024-04-12,11.79,2024-04-10,11.6,1.6379310344827542,6.2931034482758665,30.162552679108973,False,-1.0076,1.8988,7,7,7,100.0,20.331737312909354,53.56783919597991,6.3620689655172455,1.6379310344827542,历史7/7次成功; 当前距低点1.64%; 最新日涨幅-1.01%; 状态bottom_area; 底部未确认
5,88.18708651891012,83.41875,300580,贝斯特,bottom_area,2024-04-12,24.59,2024-04-09,24.32,1.1101973684210509,7.565789473684211,28.153618906942395,True,-0.0813,1.3631,1,1,1,100.0,53.89266817838245,53.89266817838245,6.88980263157895,1.1101973684210509,历史1/1次成功; 当前距低点1.11%; 最新日涨幅-0.08%; 状态bottom_area; 底部已确认
6,86.11258334107968,82.61140372864632,688039,当虹科技,bottom_area,2024-04-12,26.54,2024-04-10,26.06,1.8419033000767477,6.98388334612433,29.529475392103837,False,-2.1386,2.1228,5,5,5,100.0,13.822275552802699,17.31207289293849,6.158096699923252,1.8419033000767477,历史5/5次成功; 当前距低点1.84%; 最新日涨幅-2.14%; 状态bottom_area; 底部未确认
7,85.61897375661941,81.01791390629788,688220,翱捷科技,bottom_area,2024-04-12,37.64,2024-04-12,37.22,1.1284255776464314,3.0628694250403026,31.328413284132843,False,0.213,0.9607,3,4,3,75.0,28.20281840500936,45.103092783505154,6.871574422353569,1.1284255776464314,历史3/4次成功; 当前距低点1.13%; 最新日涨幅0.21%; 状态bottom_area; 底部未确认
8,85.53803729584948,79.99976009137693,688167,炬光科技,bottom_area,2024-04-12,73.38,2024-04-12,73.0,0.5205479452054732,3.1917808219178054,27.715615407466082,False,-0.4477,2.1893,4,4,4,100.0,23.422631217448355,39.13715105373497,7.479452054794527,0.5205479452054732,历史4/4次成功; 当前距低点0.52%; 最新日涨幅-0.45%; 状态bottom_area; 底部未确认
9,84.9318494738592,81.14094454472945,002657,中科金财,bottom_area,2024-04-12,13.75,2024-04-10,13.53,1.6260162601626063,5.469327420546934,29.08805031446541,False,-2.0655,2.3855,2,2,2,100.0,36.60355708548481,56.540447504302946,6.373983739837394,1.6260162601626063,历史2/2次成功; 当前距低点1.63%; 最新日涨幅-2.07%; 状态bottom_area; 底部未确认
10,83.57914449163644,79.15322919197563,603286,日盈电子,bottom_area,2024-04-12,19.0,2024-04-12,18.78,1.171458998935031,7.348242811501591,29.504504504504503,False,-6.1728,12.3414,3,3,3,100.0,13.893310266384404,16.874999999999986,6.82854100106497,1.171458998935031,历史3/3次成功; 当前距低点1.17%; 最新日涨幅-6.17%; 状态bottom_area; 底部未确认
11,83.43103571678793,77.54832550894186,300533,冰川网络,bottom_area,2024-04-12,20.09,2024-04-12,20.05,0.19950124688278875,3.3915211970074797,27.591188154568435,False,-2.9,6.9344,3,3,3,100.0,22.974130923842026,40.564081294068856,7.800498753117211,0.19950124688278875,历史3/3次成功; 当前距低点0.20%; 最新日涨幅-2.90%; 状态bottom_area; 底部未确认
