rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.32510854129806,84.62934087433082,002658,雪迪龙,bottom_area,2025-08-07,8.02,2025-08-01,7.85,2.1656050955414003,2.292993630573245,31.50087260034905,False,0.3755,2.8845,3,3,3,100.0,22.83290587185592,34.81481481481481,7.8343949044586,2.1656050955414003,历史3/3次成功; 当前距低点2.17%; 最新日涨幅0.38%; 状态bottom_area; 底部未确认
2,89.10129462427366,81.13137067915928,001226,拓山重工,bottom_area,2025-08-07,35.69,2025-08-07,35.66,0.08412787436904413,1.8508132361189114,31.449442522106892,False,-1.6804,4.4869,4,4,4,100.0,24.15689372430483,41.451766953199616,9.915872125630957,0.08412787436904413,历史4/4次成功; 当前距低点0.08%; 最新日涨幅-1.68%; 状态bottom_area; 底部未确认
3,88.45193468116165,83.35527489569724,002636,金安国纪,bottom_area,2025-08-07,11.89,2025-07-25,11.67,1.8851756640959778,7.112253641816624,29.698795180722897,True,-0.7513,2.6972,2,2,2,100.0,42.49180327868853,69.0,8.114824335904022,1.8851756640959778,历史2/2次成功; 当前距低点1.89%; 最新日涨幅-0.75%; 状态bottom_area; 底部已确认
4,87.22341658108648,80.60362916459034,000607,华媒控股,bottom_area,2025-08-07,4.7,2025-07-31,4.66,0.858369098712447,3.433476394849788,29.924812030075188,False,-1.0526,2.6076,4,4,4,100.0,30.810272632552305,59.82721382289418,9.141630901287554,0.858369098712447,历史4/4次成功; 当前距低点0.86%; 最新日涨幅-1.05%; 状态bottom_area; 底部未确认
5,82.55559773174645,79.24488871010993,603022,新通联,bottom_area,2025-08-07,10.46,2025-07-24,10.17,2.851524090462153,3.3431661750245802,32.33532934131736,False,0.0,2.4816,2,2,2,100.0,18.958944281524914,26.099706744868023,7.148475909537848,2.851524090462153,历史2/2次成功; 当前距低点2.85%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
6,80.48669674849113,75.94915912655327,600620,天宸股份,bottom_area,2025-08-07,6.26,2025-08-04,6.14,1.9543973941368098,3.094462540716619,27.078384798099762,False,-0.4769,1.0199,1,1,1,100.0,29.38271604938273,29.38271604938273,8.045602605863191,1.9543973941368098,历史1/1次成功; 当前距低点1.95%; 最新日涨幅-0.48%; 状态bottom_area; 底部未确认
7,80.2682650666123,73.15662502439974,603839,安正时尚,bottom_area,2025-08-07,7.53,2025-08-07,7.52,0.13297872340426428,1.5957446808510654,27.552986512524097,False,-1.8253,4.5527,1,1,1,100.0,31.88073394495412,31.88073394495412,9.867021276595736,0.13297872340426428,历史1/1次成功; 当前距低点0.13%; 最新日涨幅-1.83%; 状态bottom_area; 底部未确认
8,79.53563362505194,72.42052829886163,001331,胜通能源,bottom_area,2025-08-07,11.98,2025-08-07,11.97,0.08354218880534492,2.923976608187131,29.2971057294743,False,-4.3895,36.3481,2,2,2,100.0,20.865615534074305,23.35390946502057,9.916457811194656,0.08354218880534492,历史2/2次成功; 当前距低点0.08%; 最新日涨幅-4.39%; 状态bottom_area; 底部未确认
9,78.97278354106979,73.93341929881689,603262,技源集团,bottom_area,2025-08-07,30.34,2025-08-04,29.88,1.539491298527446,3.078982597054892,28.823249166269648,False,-0.3612,10.3782,1,1,1,100.0,13.459459459459449,13.459459459459449,8.460508701472556,1.539491298527446,历史1/1次成功; 当前距低点1.54%; 最新日涨幅-0.36%; 状态bottom_area; 底部未确认
10,78.14940542852585,71.95507153709318,605033,美邦股份,bottom_area,2025-08-07,21.13,2025-08-04,20.99,0.6669842782277302,1.9533111005240598,32.50803858520901,False,-0.8912,2.6066,1,1,1,100.0,31.96664350243223,31.96664350243223,9.33301572177227,0.6669842782277302,历史1/1次成功; 当前距低点0.67%; 最新日涨幅-0.89%; 状态bottom_area; 底部未确认
11,77.22382486607694,75.81642523676135,603928,兴业股份,bottom_area,2025-08-07,15.73,2025-08-01,15.12,4.034391534391543,4.828042328042331,32.16689098250337,False,0.898,3.3072,1,1,1,100.0,31.69267707082834,31.69267707082834,5.965608465608457,4.034391534391543,历史1/1次成功; 当前距低点4.03%; 最新日涨幅0.90%; 状态bottom_area; 底部未确认
