rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
32,76.39862857955215,71.33733682056264,001308,康冠科技,bottom_area,2024-07-15,22.03,2024-07-09,21.22,3.8171536286522256,6.456173421300665,29.101236217841635,False,-1.7395,1.3302,1,1,1,100.0,27.421758569299566,27.421758569299566,11.182846371347773,3.8171536286522256,历史1/1次成功; 当前距低点3.82%; 最新日涨幅-1.74%; 状态bottom_area; 底部未确认
33,75.39671640013134,67.29777702689469,002346,柘中股份,bottom_area,2024-07-15,7.25,2024-07-09,7.15,1.3986013986013937,5.7342657342657235,27.558257345491377,False,-3.2043,0.3434,2,3,2,66.66666666666666,25.160868543221483,34.89010989010989,13.601398601398607,1.3986013986013937,历史2/3次成功; 当前距低点1.40%; 最新日涨幅-3.20%; 状态bottom_area; 底部未确认
34,74.96513776814898,71.33048870866799,002838,道恩股份,bottom_area,2024-07-15,8.9,2024-07-09,8.49,4.8292108362779755,9.422850412249693,32.511923688394276,True,-2.0902,0.4779,4,5,4,80.0,23.930588254740684,38.59649122807017,10.170789163722024,4.8292108362779755,历史4/5次成功; 当前距低点4.83%; 最新日涨幅-2.09%; 状态bottom_area; 底部已确认
35,73.25747736380691,66.77591376450592,603113,金能科技,bottom_area,2024-07-15,5.28,2024-07-09,5.15,2.524271844660192,6.407766990291264,28.867403314917123,False,-1.8587,0.6612,3,5,3,60.0,23.71641704479105,31.03448275862069,12.475728155339807,2.524271844660192,历史3/5次成功; 当前距低点2.52%; 最新日涨幅-1.86%; 状态bottom_area; 底部未确认
36,72.31293104595639,66.1802297552987,000928,中钢国际,bottom_area,2024-07-15,5.25,2024-07-09,5.11,2.739726027397254,5.479452054794508,28.33099579242636,False,-0.7561,0.8219,3,5,3,60.0,23.154866117013082,33.7972166998012,12.260273972602745,2.739726027397254,历史3/5次成功; 当前距低点2.74%; 最新日涨幅-0.76%; 状态bottom_area; 底部未确认
37,71.54247997864299,66.32713088999024,002172,澳洋健康,bottom_area,2024-07-15,2.41,2024-07-09,2.33,3.433476394849788,8.154506437768237,30.03003003003003,True,-2.0325,0.6933,3,5,3,60.0,23.255145538966428,29.824561403508774,11.566523605150211,3.433476394849788,历史3/5次成功; 当前距低点3.43%; 最新日涨幅-2.03%; 状态bottom_area; 底部已确认
38,71.395042606349,62.915683804633815,603229,奥翔药业,bottom_area,2024-07-15,7.06,2024-07-15,7.01,0.713266761768899,4.2796005706134075,32.33590733590733,False,-2.6207,0.8678,2,4,2,50.0,42.26845172831669,43.052109181141425,14.2867332382311,0.713266761768899,历史2/4次成功; 当前距低点0.71%; 最新日涨幅-2.62%; 状态bottom_area; 底部未确认
39,71.19428805228588,66.29168737802668,002125,湘潭电化,bottom_area,2024-07-15,9.33,2024-07-09,9.0,3.6666666666666674,7.555555555555553,28.684627575277332,True,-1.9958,1.0949,2,3,2,66.66666666666666,28.145272641720464,32.067510548523195,11.333333333333332,3.6666666666666674,历史2/3次成功; 当前距低点3.67%; 最新日涨幅-2.00%; 状态bottom_area; 底部已确认
40,70.11599082651935,61.45937278713931,603155,新亚强,bottom_area,2024-07-15,11.75,2024-07-15,11.7,0.4273504273504335,3.247863247863255,29.898142600359506,False,-4.7812,3.5816,2,3,2,66.66666666666666,21.70465104748192,25.624375624375624,14.572649572649565,0.4273504273504335,历史2/3次成功; 当前距低点0.43%; 最新日涨幅-4.78%; 状态bottom_area; 底部未确认
41,69.85780358350236,60.74591615956728,601515,衢州东峰,bottom_area,2024-07-15,3.05,2024-07-15,3.05,0.0,10.163934426229511,27.38095238095239,False,-10.0295,1.4959,2,3,2,66.66666666666666,24.888438133874246,34.48275862068966,15.0,0.0,历史2/3次成功; 当前距低点0.00%; 最新日涨幅-10.03%; 状态bottom_area; 底部未确认
42,69.52759732043374,61.4348982581054,002044,美年健康,bottom_area,2024-07-15,3.53,2024-07-15,3.5,0.8571428571428517,3.4285714285714315,28.425357873210626,False,-2.4862,0.8568,2,3,2,66.66666666666666,16.62643712755071,18.108108108108105,14.14285714285715,0.8571428571428517,历史2/3次成功; 当前距低点0.86%; 最新日涨幅-2.49%; 状态bottom_area; 底部未确认
43,69.47203679653094,62.132209127382175,002803,吉宏股份,bottom_area,2024-07-15,10.12,2024-07-10,9.97,1.5045135406218513,6.018054162487458,32.40677966101694,False,-1.5564,1.3475,1,2,1,50.0,41.25000000000001,41.25000000000001,13.495486459378148,1.5045135406218513,历史1/2次成功; 当前距低点1.50%; 最新日涨幅-1.56%; 状态bottom_area; 底部未确认
44,67.4115486589881,63.60082862015479,600955,维远股份,bottom_area,2024-07-15,14.32,2024-07-09,13.72,4.373177842565594,7.069970845481041,28.911917098445596,True,-2.1189,0.1861,2,3,2,66.66666666666666,22.33874964805201,25.969084423305596,10.626822157434406,4.373177842565594,历史2/3次成功; 当前距低点4.37%; 最新日涨幅-2.12%; 状态bottom_area; 底部已确认
45,67.3001177240821,63.56015896084746,688286,敏芯股份,bottom_area,2024-07-15,41.51,2024-07-05,39.75,4.427672955974838,9.811320754716977,32.16723549488055,True,-1.798,1.5823,3,5,3,60.0,20.56587795951654,25.016501650165008,10.572327044025162,4.427672955974838,历史3/5次成功; 当前距低点4.43%; 最新日涨幅-1.80%; 状态bottom_area; 底部已确认
46,67.29424635939488,61.371818181818185,600058,五矿发展,bottom_area,2024-07-15,6.43,2024-07-09,6.27,2.5518341307815016,5.263157894736844,28.91156462585035,False,-1.2289,0.269,1,2,1,50.0,99.54954954954954,99.54954954954954,12.448165869218498,2.5518341307815016,历史1/2次成功; 当前距低点2.55%; 最新日涨幅-1.23%; 状态bottom_area; 底部未确认
47,67.28760293064744,63.73324867748027,002317,众生药业,bottom_area,2024-07-15,11.18,2024-07-10,10.69,4.58372310570627,8.886810102899917,31.342324983943488,True,-2.4433,1.0774,2,4,2,50.0,45.076007303712714,58.31999999999999,10.41627689429373,4.58372310570627,历史2/4次成功; 当前距低点4.58%; 最新日涨幅-2.44%; 状态bottom_area; 底部已确认
48,65.85124243041092,59.684775569683104,605580,恒盛能源,bottom_area,2024-07-15,8.29,2024-07-09,8.11,2.219482120838468,7.274969173859431,28.859649122807024,True,-2.0095,1.1386,1,2,1,50.0,27.66233766233766,27.66233766233766,12.780517879161533,2.219482120838468,历史1/2次成功; 当前距低点2.22%; 最新日涨幅-2.01%; 状态bottom_area; 底部已确认
49,65.4226338030428,59.040376314699785,000923,河钢资源,bottom_area,2024-07-15,16.42,2024-07-12,16.1,1.9875776397515543,7.4534161490683175,27.050294517444488,False,0.3667,1.5996,1,3,1,33.33333333333333,27.519999999999996,27.519999999999996,13.012422360248447,1.9875776397515543,历史1/3次成功; 当前距低点1.99%; 最新日涨幅0.37%; 状态bottom_area; 底部未确认
50,63.46024183158111,58.326462228247934,600129,太极集团,bottom_area,2024-07-15,27.75,2024-07-09,26.95,2.968460111317257,7.569573283858995,30.2355682112348,True,-1.2456,0.9243,1,2,1,50.0,29.540598290598297,29.540598290598297,12.031539888682742,2.968460111317257,历史1/2次成功; 当前距低点2.97%; 最新日涨幅-1.25%; 状态bottom_area; 底部已确认
51,63.05660546394904,55.25645729397202,001336,楚环科技,bottom_area,2024-07-15,17.03,2024-07-15,16.96,0.41273584905660543,3.6556603773584753,28.91869237217099,False,-3.1286,6.0564,1,2,1,50.0,40.95427435387674,40.95427435387674,14.587264150943394,0.41273584905660543,历史1/2次成功; 当前距低点0.41%; 最新日涨幅-3.13%; 状态bottom_area; 底部未确认
52,62.451396677677224,58.17709508650518,000657,中钨高新,bottom_area,2024-07-15,8.99,2024-07-09,8.67,3.6908881199538675,7.6124567474048455,28.465346534653463,True,0.0,0.9577,1,2,1,50.0,15.120000000000006,15.120000000000006,11.309111880046133,3.6908881199538675,历史1/2次成功; 当前距低点3.69%; 最新日涨幅0.00%; 状态bottom_area; 底部已确认
53,62.33246451960348,56.26113578871771,605123,派克新材,bottom_area,2024-07-15,48.02,2024-07-09,47.08,1.99660152931182,5.947323704333059,31.649245063879206,False,-1.1934,0.4884,1,2,1,50.0,15.71713589004656,15.71713589004656,13.003398470688179,1.99660152931182,历史1/2次成功; 当前距低点2.00%; 最新日涨幅-1.19%; 状态bottom_area; 底部未确认
54,61.78716938894226,55.9894920487129,002366,融发核电,bottom_area,2024-07-15,3.24,2024-07-09,3.17,2.208201892744489,7.2555205047318605,30.634573304157552,True,-3.2836,0.8173,2,6,2,33.33333333333333,20.64977973568282,25.0,12.791798107255511,2.208201892744489,历史2/6次成功; 当前距低点2.21%; 最新日涨幅-3.28%; 状态bottom_area; 底部已确认
55,60.72140506485948,54.836838219793236,000697,炼石航空,bottom_area,2024-07-15,5.54,2024-07-10,5.43,2.02578268876612,5.893186003683247,28.83355176933159,False,-1.9469,0.7152,1,3,1,33.33333333333333,27.861771058315338,27.861771058315338,12.974217311233879,2.02578268876612,历史1/3次成功; 当前距低点2.03%; 最新日涨幅-1.95%; 状态bottom_area; 底部未确认
56,60.60474843281079,57.109872537320406,600966,博汇纸业,bottom_area,2024-07-15,4.6,2024-07-10,4.41,4.3083900226757255,8.616780045351472,28.640776699029118,True,-2.5424,0.6912,2,5,2,40.0,27.75807413452183,40.28436018957346,10.691609977324273,4.3083900226757255,历史2/5次成功; 当前距低点4.31%; 最新日涨幅-2.54%; 状态bottom_area; 底部已确认
57,59.430113807446354,55.79603025776309,000404,长虹华意,bottom_area,2024-07-15,5.32,2024-07-09,5.11,4.109589041095889,10.176125244618387,31.409395973154357,True,-3.2727,1.555,1,2,1,50.0,40.139211136890964,40.139211136890964,10.890410958904111,4.109589041095889,历史1/2次成功; 当前距低点4.11%; 最新日涨幅-3.27%; 状态bottom_area; 底部已确认
58,58.609227432071236,55.8642906801338,300569,天能重工,bottom_area,2024-07-15,4.05,2024-07-09,3.86,4.922279792746113,8.290155440414503,27.443609022556398,True,-1.699,0.4687,1,2,1,50.0,40.25316455696202,40.25316455696202,10.077720207253888,4.922279792746113,历史1/2次成功; 当前距低点4.92%; 最新日涨幅-1.70%; 状态bottom_area; 底部已确认
59,58.209140908399306,54.47434668492526,002860,星帅尔,bottom_area,2024-07-15,7.92,2024-07-09,7.62,3.937007874015746,8.398950131233592,28.984156570363467,True,-3.5323,1.0879,1,2,1,50.0,30.917874396135282,30.917874396135282,11.062992125984254,3.937007874015746,历史1/2次成功; 当前距低点3.94%; 最新日涨幅-3.53%; 状态bottom_area; 底部已确认
60,56.57744558339609,51.59175697865352,002555,三七互娱,bottom_area,2024-07-15,12.49,2024-07-09,12.18,2.5451559934318597,6.403940886699516,30.28048082427017,False,-1.7309,1.353,1,3,1,33.33333333333333,16.78160919540231,16.78160919540231,12.45484400656814,2.5451559934318597,历史1/3次成功; 当前距低点2.55%; 最新日涨幅-1.73%; 状态bottom_area; 底部未确认
61,56.34476531142366,52.64447160682452,002043,兔宝宝,bottom_area,2024-07-15,9.71,2024-07-11,9.35,3.850267379679157,5.026737967914445,28.076923076923077,False,0.7261,1.6056,1,3,1,33.33333333333333,15.96638655462185,15.96638655462185,11.149732620320844,3.850267379679157,历史1/3次成功; 当前距低点3.85%; 最新日涨幅0.73%; 状态bottom_area; 底部未确认
62,56.07283278471411,49.61930784101679,688111,金山办公,bottom_area,2024-07-15,187.62,2024-07-15,185.88,0.9360877985797338,2.58231116849581,32.081262788658286,False,-1.7696,0.6253,1,4,1,25.0,27.68058076225045,27.68058076225045,14.063912201420264,0.9360877985797338,历史1/4次成功; 当前距低点0.94%; 最新日涨幅-1.77%; 状态bottom_area; 底部未确认
63,55.199452678959965,52.27879827448356,603060,国检集团,bottom_area,2024-07-15,5.71,2024-07-09,5.46,4.5787545787545785,9.157509157509157,31.835205992509362,True,-2.5597,0.2033,1,3,1,33.33333333333333,36.2098138747885,36.2098138747885,10.42124542124542,4.5787545787545785,历史1/3次成功; 当前距低点4.58%; 最新日涨幅-2.56%; 状态bottom_area; 底部已确认
64,54.742290567275866,48.18698340874812,002531,天顺风能,bottom_area,2024-07-15,7.7,2024-07-15,7.65,0.6535947712418277,1.9607843137254832,31.87889581478183,False,-1.2821,0.7376,1,3,1,33.33333333333333,15.128205128205142,15.128205128205142,14.346405228758172,0.6535947712418277,历史1/3次成功; 当前距低点0.65%; 最新日涨幅-1.28%; 状态bottom_area; 底部未确认
65,54.298683912657765,51.19352522995637,600141,兴发集团,bottom_area,2024-07-15,18.77,2024-07-08,17.99,4.335742078932747,6.7259588660366925,27.547321788159486,False,-0.1064,0.5758,1,3,1,33.33333333333333,36.58969804618119,36.58969804618119,10.664257921067252,4.335742078932747,历史1/3次成功; 当前距低点4.34%; 最新日涨幅-0.11%; 状态bottom_area; 底部未确认
66,53.988295355364784,51.41247826261171,688061,灿瑞科技,bottom_area,2024-07-15,24.75,2024-07-08,23.6,4.872881355932197,8.728813559322028,29.845422116527942,True,-0.8811,2.5286,1,2,1,50.0,15.713159968479115,15.713159968479115,10.127118644067803,4.872881355932197,历史1/2次成功; 当前距低点4.87%; 最新日涨幅-0.88%; 状态bottom_area; 底部已确认
67,52.42068580847747,49.79701023391813,000705,浙江震元,bottom_area,2024-07-15,7.07,2024-07-09,6.75,4.740740740740745,6.518518518518525,30.555555555555557,False,-1.1189,1.1909,1,3,1,33.33333333333333,34.04605263157895,34.04605263157895,10.259259259259254,4.740740740740745,历史1/3次成功; 当前距低点4.74%; 最新日涨幅-1.12%; 状态bottom_area; 底部未确认
