rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,77.76451079779933,72.7845174954772,000850,华茂股份,bottom_area,2024-10-21,3.99,2024-10-21,3.93,1.5267175572519098,5.852417302798981,27.356746765249536,False,-4.0865,6.3255,1,1,1,100.0,17.341040462427735,17.341040462427735,8.473282442748092,1.5267175572519098,历史1/1次成功; 当前距低点1.53%; 最新日涨幅-4.09%; 状态bottom_area; 底部未确认
2,73.19189838584245,67.5639278376266,603338,浙江鼎力,bottom_area,2024-10-21,47.78,2024-10-21,47.4,0.8016877637130856,2.9324894514767945,27.27830622890458,False,-1.3218,1.9766,1,1,1,100.0,10.009548058561412,10.009548058561412,9.198312236286915,0.8016877637130856,历史1/1次成功; 当前距低点0.80%; 最新日涨幅-1.32%; 状态bottom_area; 底部未确认
3,73.14131391546256,71.04572071453038,605117,德业股份,confirmed_rebound,2024-10-21,83.4,2024-10-17,80.6,3.4739454094292945,10.42183622828785,27.906976744186053,True,-3.8617,3.6635,7,9,7,77.77777777777779,31.03156883647708,60.22338317420285,6.526054590570707,3.4739454094292945,历史7/9次成功; 当前距低点3.47%; 最新日涨幅-3.86%; 状态confirmed_rebound; 底部已确认
4,70.77234405508007,70.67747496117246,002347,泰尔股份,bottom_area,2024-10-21,4.47,2024-10-18,4.26,4.929577464788732,6.103286384976521,28.643216080402013,False,0.6757,10.0995,3,4,3,75.0,19.203825703713896,29.585798816568047,5.070422535211269,4.929577464788732,历史3/4次成功; 当前距低点4.93%; 最新日涨幅0.68%; 状态bottom_area; 底部未确认
5,65.28643311773662,62.32595047039293,601828,美凯龙,bottom_area,2024-10-21,2.8,2024-10-18,2.73,2.564102564102558,5.494505494505491,27.00534759358289,False,-0.7092,1.1205,2,4,2,50.0,21.946797400789055,33.81294964028779,7.435897435897443,2.564102564102558,历史2/4次成功; 当前距低点2.56%; 最新日涨幅-0.71%; 状态bottom_area; 底部未确认
6,56.71294442215169,55.87429581385577,688298,东方生物,bottom_area,2024-10-21,31.38,2024-10-18,30.11,4.217867818000663,9.498505479907006,27.428295974933725,True,-1.6301,2.0426,3,7,3,42.857142857142854,13.815085308971522,15.470039788586028,5.782132181999338,4.217867818000663,历史3/7次成功; 当前距低点4.22%; 最新日涨幅-1.63%; 状态bottom_area; 底部已确认
