rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,79.6867517144994,75.18412631274516,688289,圣湘生物,bottom_area,2021-09-01,69.63,2021-09-01,68.3,1.947291361639822,3.6603221083455346,27.107790821771616,False,-0.1004,0.4646,1,1,1,100.0,25.182530200451346,25.182530200451346,8.052708638360178,1.947291361639822,历史1/1次成功; 当前距低点1.95%; 最新日涨幅-0.10%; 状态bottom_area; 底部未确认
2,79.32283062644967,74.18548573902235,300463,迈克生物,bottom_area,2021-09-01,28.0,2021-09-01,27.59,1.4860456687205514,2.8633562885103268,31.025000000000002,False,-1.2346,1.9731,1,1,1,100.0,14.159515396264513,14.159515396264513,8.51395433127945,1.4860456687205514,历史1/1次成功; 当前距低点1.49%; 最新日涨幅-1.23%; 状态bottom_area; 底部未确认
3,79.16258535861388,75.54850588007834,688179,阿拉丁,bottom_area,2021-09-01,88.57,2021-08-31,86.37,2.5471807340511616,5.893249971054751,30.54840784818269,False,1.8631,3.3359,1,1,1,100.0,12.021924482338617,12.021924482338617,7.452819265948839,2.5471807340511616,历史1/1次成功; 当前距低点2.55%; 最新日涨幅1.86%; 状态bottom_area; 底部未确认
4,76.21855979162761,71.69217826181496,000547,航天发展,bottom_area,2021-09-01,17.09,2021-09-01,16.79,1.7867778439547393,9.94639666468137,28.855932203389838,False,-8.3646,11.9883,1,1,1,100.0,14.656084656084673,14.656084656084673,8.21322215604526,1.7867778439547393,历史1/1次成功; 当前距低点1.79%; 最新日涨幅-8.36%; 状态bottom_area; 底部未确认
5,75.96840852908907,71.50020149832085,688111,金山办公,bottom_area,2021-09-01,241.31,2021-09-01,237.0,1.818565400843883,5.485232067510549,31.1046511627907,False,-3.2826,1.7423,1,1,1,100.0,14.013605442176866,14.013605442176866,8.181434599156118,1.818565400843883,历史1/1次成功; 当前距低点1.82%; 最新日涨幅-3.28%; 状态bottom_area; 底部未确认
6,75.69814654354279,73.58071587099613,600211,西藏药业,bottom_area,2021-09-01,48.65,2021-08-31,47.0,3.510638297872337,6.12765957446809,28.7338893100834,False,1.1014,1.4306,1,1,1,100.0,13.252533280349695,13.252533280349695,6.489361702127663,3.510638297872337,历史1/1次成功; 当前距低点3.51%; 最新日涨幅1.10%; 状态bottom_area; 底部未确认
7,70.65534070339116,69.06103490318446,002455,百川股份,confirmed_rebound,2021-09-01,18.02,2021-09-01,17.36,3.801843317972351,10.19585253456221,28.64775996711878,False,-4.6561,15.2423,1,1,1,100.0,35.42600896860987,35.42600896860987,6.1981566820276495,3.801843317972351,历史1/1次成功; 当前距低点3.80%; 最新日涨幅-4.66%; 状态confirmed_rebound; 底部未确认
