rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,92.68774235002437,79.28979933430466,601155,新城控股,bottom_area,2022-10-20,15.6,2022-10-20,15.38,1.4304291287386142,2.340702210663195,32.691466083150985,False,-0.3831,0.9671,2,2,2,100.0,24.2536438055306,24.642857142857142,18.569570871261387,1.4304291287386142,历史2/2次成功; 当前距低点1.43%; 最新日涨幅-0.38%; 状态bottom_area; 底部未确认
2,85.27453580901854,76.59615384615384,000762,西藏矿业,bottom_area,2022-10-20,40.6,2022-10-12,39.0,4.102564102564106,9.717948717948715,29.66636609558161,True,-2.521,3.7527,1,1,1,100.0,71.15671641791043,71.15671641791043,15.897435897435896,4.102564102564106,历史1/1次成功; 当前距低点4.10%; 最新日涨幅-2.52%; 状态bottom_area; 底部已确认
3,69.03597970346608,59.03509183290991,600346,恒力石化,bottom_area,2022-10-20,15.82,2022-10-20,15.6,1.4102564102564144,2.179487179487179,27.74432607688745,False,-0.5031,0.2969,1,2,1,50.0,23.443421765024375,23.443421765024375,18.589743589743588,1.4102564102564144,历史1/2次成功; 当前距低点1.41%; 最新日涨幅-0.50%; 状态bottom_area; 底部未确认
4,64.19290276106194,57.69519183585845,601919,中远海控,bottom_area,2022-10-20,11.33,2022-10-10,10.88,4.1360294117646985,8.915441176470578,28.13738441215323,True,-2.3276,0.7304,1,2,1,50.0,40.45881126173098,40.45881126173098,15.863970588235302,4.1360294117646985,历史1/2次成功; 当前距低点4.14%; 最新日涨幅-2.33%; 状态bottom_area; 底部已确认
5,55.93601657458565,51.046316758747714,000889,中嘉博创,bottom_area,2022-10-20,1.9,2022-10-12,1.81,4.972375690607727,11.049723756906062,28.74015748031496,True,-1.0417,1.5575,1,3,1,33.33333333333333,34.408602150537625,34.408602150537625,15.027624309392273,4.972375690607727,历史1/3次成功; 当前距低点4.97%; 最新日涨幅-1.04%; 状态bottom_area; 底部已确认
