rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.65245409564496,83.14282227417829,002127,南极电商,bottom_area,2025-06-19,3.87,2025-06-19,3.83,1.044386422976502,2.088772845953004,28.411214953271024,False,-1.2755,1.9697,3,3,3,100.0,23.570017841745774,33.53658536585366,8.955613577023499,1.044386422976502,历史3/3次成功; 当前距低点1.04%; 最新日涨幅-1.28%; 状态bottom_area; 底部未确认
2,89.52974936261658,85.43414587910836,300553,集智股份,bottom_area,2025-06-19,35.9,2025-06-18,35.01,2.542130819765783,5.0556983718937545,29.00020279862098,False,0.1115,2.911,4,4,4,100.0,15.10862445255024,17.361392148927557,7.4578691802342165,2.542130819765783,历史4/4次成功; 当前距低点2.54%; 最新日涨幅0.11%; 状态bottom_area; 底部未确认
3,87.46915106989657,80.56610104826144,000811,冰轮环境,bottom_area,2025-06-19,8.8,2025-06-19,8.74,0.686498855835246,2.517162471395888,32.195500387897596,False,-1.2346,1.7985,5,5,5,100.0,28.501712040676264,47.451868629671566,9.313501144164753,0.686498855835246,历史5/5次成功; 当前距低点0.69%; 最新日涨幅-1.23%; 状态bottom_area; 底部未确认
4,86.13052848300664,79.75684648951193,688136,科兴制药,bottom_area,2025-06-19,41.82,2025-06-19,41.42,0.9657170449058391,5.383872525350065,28.83161512027492,False,-2.9248,1.9526,4,4,4,100.0,27.57355565536154,60.65012831479899,9.034282955094161,0.9657170449058391,历史4/4次成功; 当前距低点0.97%; 最新日涨幅-2.92%; 状态bottom_area; 底部未确认
5,85.43864705117086,78.81572842672023,000715,中兴商业,bottom_area,2025-06-19,5.26,2025-06-19,5.22,0.7662835249042153,2.2988505747126458,31.31578947368421,False,-0.3788,1.9853,4,4,4,100.0,20.069112169364704,29.105691056910565,9.233716475095784,0.7662835249042153,历史4/4次成功; 当前距低点0.77%; 最新日涨幅-0.38%; 状态bottom_area; 底部未确认
6,84.97657846830865,80.2726628918449,603198,迎驾贡酒,bottom_area,2025-06-19,38.55,2025-06-16,37.79,2.0111140513363273,6.774278909764495,29.78446674098848,False,-1.0015,0.7188,2,2,2,100.0,36.655929725224325,39.66017405719024,7.988885948663674,2.0111140513363273,历史2/2次成功; 当前距低点2.01%; 最新日涨幅-1.00%; 状态bottom_area; 底部未确认
7,84.7673002947352,80.58096202725329,688188,柏楚电子,bottom_area,2025-06-19,139.86,2025-06-11,136.66,2.34157763793357,4.200204888043326,31.8675840063815,False,-0.5758,0.2818,3,3,3,100.0,25.69762925667648,34.07281509974057,7.65842236206643,2.34157763793357,历史3/3次成功; 当前距低点2.34%; 最新日涨幅-0.58%; 状态bottom_area; 底部未确认
8,83.85834190353708,76.46694267515922,301260,格力博,bottom_area,2025-06-19,18.87,2025-06-19,18.84,0.15923566878981496,4.458598726114649,28.036669213139803,False,-1.8721,4.5005,1,1,1,100.0,58.71313672922254,58.71313672922254,9.840764331210186,0.15923566878981496,历史1/1次成功; 当前距低点0.16%; 最新日涨幅-1.87%; 状态bottom_area; 底部未确认
9,82.86232620848034,75.91110831234259,001230,劲旅环境,bottom_area,2025-06-19,19.93,2025-06-19,19.85,0.40302267002518033,4.735516372795958,29.384560654571317,False,-2.0639,6.1999,1,1,1,100.0,84.69119579500656,84.69119579500656,9.59697732997482,0.40302267002518033,历史1/1次成功; 当前距低点0.40%; 最新日涨幅-2.06%; 状态bottom_area; 底部未确认
10,82.83249555595266,76.29700570169975,002136,安纳达,bottom_area,2025-06-19,10.25,2025-06-19,10.18,0.6876227897838928,3.5363457760314283,31.906354515050168,False,-1.6315,3.4311,3,3,3,100.0,22.230030443048534,42.29299363057326,9.312377210216107,0.6876227897838928,历史3/3次成功; 当前距低点0.69%; 最新日涨幅-1.63%; 状态bottom_area; 底部未确认
11,82.23722754802588,75.42467615351485,601068,中铝国际,bottom_area,2025-06-19,4.34,2025-06-19,4.32,0.46296296296295303,2.77777777777778,27.150084317032032,False,-2.0316,0.5112,3,3,3,100.0,14.786191984249353,18.6700767263427,9.537037037037049,0.46296296296295303,历史3/3次成功; 当前距低点0.46%; 最新日涨幅-2.03%; 状态bottom_area; 底部未确认
