rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,85.91171485741525,83.59522078740285,600121,郑州煤电,bottom_area,2022-07-04,5.81,2022-07-01,5.61,3.5650623885917874,4.812834224598923,28.076923076923073,False,0.3454,4.1218,4,4,4,100.0,17.761091577377016,20.6581352833638,6.4349376114082135,3.5650623885917874,历史4/4次成功; 当前距低点3.57%; 最新日涨幅0.35%; 状态bottom_area; 底部未确认
2,83.98893164778777,77.58272336955481,300559,佳发教育,bottom_area,2022-07-04,9.64,2022-07-04,9.56,0.836820083682009,1.8828451882845159,27.685325264750375,False,0.1038,1.5131,2,2,2,100.0,25.164909464246165,29.09783989834816,9.163179916317992,0.836820083682009,历史2/2次成功; 当前距低点0.84%; 最新日涨幅0.10%; 状态bottom_area; 底部未确认
3,83.08468942924054,79.33448922879636,002116,中国海诚,bottom_area,2022-07-04,9.16,2022-07-04,8.93,2.575587905935055,3.247480403135509,30.721489526764937,False,0.2188,2.0818,2,2,2,100.0,16.058223948001523,18.51179673321235,7.424412094064945,2.575587905935055,历史2/2次成功; 当前距低点2.58%; 最新日涨幅0.22%; 状态bottom_area; 底部未确认
4,80.39758239545277,76.64163473303896,600382,广东明珠,bottom_area,2022-07-04,4.53,2022-06-28,4.42,2.488687782805437,8.144796380090504,27.77777777777778,True,-0.6579,0.4452,2,2,2,100.0,13.794854181910498,17.365269461077848,7.511312217194563,2.488687782805437,历史2/2次成功; 当前距低点2.49%; 最新日涨幅-0.66%; 状态bottom_area; 底部已确认
5,79.9329868083317,76.21517346840929,000037,深南电A,bottom_area,2022-07-04,8.2,2022-06-30,8.0,2.499999999999991,7.374999999999998,29.140832595217002,True,-2.2646,5.4167,3,4,3,75.0,32.47405090542621,45.16765285996055,7.50000000000001,2.499999999999991,历史3/4次成功; 当前距低点2.50%; 最新日涨幅-2.26%; 状态bottom_area; 底部已确认
6,79.03741047650887,73.15746471441562,688095,福昕软件,bottom_area,2022-07-04,69.55,2022-07-04,68.9,0.9433962264150818,2.380261248185777,32.358138621637536,False,-0.7846,0.683,2,2,2,100.0,25.152731777645194,31.679509356817103,9.05660377358492,0.9433962264150818,历史2/2次成功; 当前距低点0.94%; 最新日涨幅-0.78%; 状态bottom_area; 底部未确认
7,78.25382732789907,76.71943855676379,000868,安凯客车,confirmed_rebound,2022-07-04,6.3,2022-07-01,6.06,3.960396039603964,17.986798679868,32.44147157190637,True,-7.489,14.1029,3,3,3,100.0,36.016889930434594,69.53846153846153,6.039603960396037,3.960396039603964,历史3/3次成功; 当前距低点3.96%; 最新日涨幅-7.49%; 状态confirmed_rebound; 底部已确认
8,75.61142199593152,69.11036247498004,000761,本钢板材,bottom_area,2022-07-04,3.54,2022-07-04,3.53,0.2832861189801765,1.133144475920681,27.066115702479344,False,-0.8403,0.2664,1,1,1,100.0,11.969111969111971,11.969111969111971,9.716713881019825,0.2832861189801765,历史1/1次成功; 当前距低点0.28%; 最新日涨幅-0.84%; 状态bottom_area; 底部未确认
9,66.27608682673204,64.65116451016635,002339,积成电子,bottom_area,2022-07-04,5.61,2022-06-23,5.41,3.6968576709796706,7.208872458410346,31.863979848866503,True,1.4467,1.8951,1,2,1,50.0,82.94930875576038,82.94930875576038,6.303142329020331,3.6968576709796706,历史1/2次成功; 当前距低点3.70%; 最新日涨幅1.45%; 状态bottom_area; 底部已确认
