rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,86.48133338915316,80.87332883490775,601218,吉鑫科技,bottom_area,2022-04-22,4.11,2022-04-22,4.05,1.4814814814814938,3.4567901234568046,29.809358752166375,False,0.489,1.5878,2,2,2,100.0,10.919928025191178,11.111111111111114,8.518518518518507,1.4814814814814938,历史2/2次成功; 当前距低点1.48%; 最新日涨幅0.49%; 状态bottom_area; 底部未确认
13,80.336452715544,74.64517994591222,600272,开开实业,bottom_area,2022-04-22,8.84,2022-04-22,8.74,1.1441647597253963,3.6613272311212848,30.57982525814138,False,-1.8868,3.8826,1,1,1,100.0,12.440191387559814,12.440191387559814,8.855835240274605,1.1441647597253963,历史1/1次成功; 当前距低点1.14%; 最新日涨幅-1.89%; 状态bottom_area; 底部未确认
14,80.32377814721556,74.75498569089015,002389,航天彩虹,bottom_area,2022-04-22,14.82,2022-04-22,14.64,1.2295081967213095,3.6202185792349684,29.104116222760286,False,-2.2427,1.0243,1,1,1,100.0,14.076690211907161,14.076690211907161,8.770491803278691,1.2295081967213095,历史1/1次成功; 当前距低点1.23%; 最新日涨幅-2.24%; 状态bottom_area; 底部未确认
15,80.14083704048036,75.80498503045797,002145,钛能化学,bottom_area,2022-04-22,7.85,2022-04-22,7.69,2.0806241872561673,3.9011703511053293,27.039848197343442,False,-0.1272,1.1057,2,2,2,100.0,13.488216007537837,16.649537512846855,7.919375812743834,2.0806241872561673,历史2/2次成功; 当前距低点2.08%; 最新日涨幅-0.13%; 状态bottom_area; 底部未确认
16,79.89075895401037,73.04864596125896,300365,恒华科技,bottom_area,2022-04-22,6.63,2022-04-22,6.61,0.30257186081693754,2.7231467473524917,30.052910052910043,False,-2.5,1.4663,2,2,2,100.0,16.712418300653603,19.111111111111114,9.697428139183064,0.30257186081693754,历史2/2次成功; 当前距低点0.30%; 最新日涨幅-2.50%; 状态bottom_area; 底部未确认
17,79.4521781178027,73.32587148457195,688089,嘉必优,bottom_area,2022-04-22,29.36,2022-04-22,29.13,0.7895640233436335,2.986611740473742,28.742661448140904,False,-2.3287,1.1116,1,1,1,100.0,40.83912611717973,40.83912611717973,9.210435976656367,0.7895640233436335,历史1/1次成功; 当前距低点0.79%; 最新日涨幅-2.33%; 状态bottom_area; 底部未确认
18,79.08009588338042,76.02605766931396,000573,粤宏远A,bottom_area,2022-04-22,3.51,2022-04-22,3.41,2.9325513196480832,5.571847507331377,27.600849256900204,False,0.2857,4.0537,1,1,1,100.0,19.31330472103003,19.31330472103003,7.067448680351918,2.9325513196480832,历史1/1次成功; 当前距低点2.93%; 最新日涨幅0.29%; 状态bottom_area; 底部未确认
19,78.65862083505458,75.4197364477288,600055,万东医疗,bottom_area,2022-04-22,22.82,2022-04-22,22.2,2.792792792792797,3.8738738738738716,28.387096774193548,False,1.1973,1.0206,1,1,1,100.0,14.340344168260035,14.340344168260035,7.207207207207203,2.792792792792797,历史1/1次成功; 当前距低点2.79%; 最新日涨幅1.20%; 状态bottom_area; 底部未确认
20,77.94727781620219,73.28738620762488,600218,全柴动力,bottom_area,2022-04-22,8.65,2022-04-22,8.5,1.7647058823529453,2.941176470588235,28.027095681625745,False,-0.4603,1.3548,1,1,1,100.0,12.746858168761218,12.746858168761218,8.235294117647054,1.7647058823529453,历史1/1次成功; 当前距低点1.76%; 最新日涨幅-0.46%; 状态bottom_area; 底部未确认
21,77.82653672475693,73.76491311379958,002819,东方中科,bottom_area,2022-04-22,24.3,2022-04-22,23.78,2.1867115222876348,8.915054667788045,28.993729471484027,False,-2.4096,0.5751,1,1,1,100.0,20.487179487179493,20.487179487179493,7.813288477712366,2.1867115222876348,历史1/1次成功; 当前距低点2.19%; 最新日涨幅-2.41%; 状态bottom_area; 底部未确认
22,77.48742029762143,71.03924286805912,002235,安妮股份,bottom_area,2022-04-22,4.55,2022-04-22,4.53,0.4415011037527499,3.752759381898453,32.28699551569507,False,-1.7279,5.3879,1,1,1,100.0,24.27884615384615,24.27884615384615,9.55849889624725,0.4415011037527499,历史1/1次成功; 当前距低点0.44%; 最新日涨幅-1.73%; 状态bottom_area; 底部未确认
23,76.8751244393549,69.88647676304991,300542,新晨科技,bottom_area,2022-04-22,10.32,2022-04-22,10.32,0.0,5.523255813953491,29.218106995884774,False,-3.5514,2.0885,2,2,2,100.0,18.47568152177371,21.587301587301592,10.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-3.55%; 状态bottom_area; 底部未确认
24,76.28285564341267,73.93846528084917,002390,信邦制药,bottom_area,2022-04-22,4.92,2022-04-22,4.76,3.361344537815129,4.411764705882352,28.528528528528536,False,0.6135,1.173,1,1,1,100.0,13.345864661654133,13.345864661654133,6.638655462184871,3.361344537815129,历史1/1次成功; 当前距低点3.36%; 最新日涨幅0.61%; 状态bottom_area; 底部未确认
25,75.65645796156662,69.99335892155028,002261,拓维信息,bottom_area,2022-04-22,5.5,2022-04-22,5.45,0.9174311926605472,2.7522935779816415,27.81456953642384,False,-1.4337,1.2502,1,1,1,100.0,24.489795918367328,24.489795918367328,9.082568807339452,0.9174311926605472,历史1/1次成功; 当前距低点0.92%; 最新日涨幅-1.43%; 状态bottom_area; 底部未确认
26,75.49496320042546,68.93052397095538,002140,东华科技,bottom_area,2022-04-22,8.81,2022-04-22,8.79,0.22753128555177876,3.2992036405005796,30.12718600953896,False,-2.4363,1.7343,1,1,1,100.0,10.318791946308728,10.318791946308728,9.772468714448221,0.22753128555177876,历史1/1次成功; 当前距低点0.23%; 最新日涨幅-2.44%; 状态bottom_area; 底部未确认
27,75.3724278244918,69.17009123073919,002644,佛慈制药,bottom_area,2022-04-22,8.13,2022-04-22,8.09,0.49443757725588283,3.5846724351050794,28.533568904593643,False,-2.9833,1.5641,1,1,1,100.0,14.878542510121445,14.878542510121445,9.505562422744118,0.49443757725588283,历史1/1次成功; 当前距低点0.49%; 最新日涨幅-2.98%; 状态bottom_area; 底部未确认
28,75.29742274301925,73.35415049831448,300732,设研院,bottom_area,2022-04-22,12.57,2022-04-22,12.13,3.6273701566364345,5.853256389117881,31.079545454545453,False,1.8639,3.9682,1,1,1,100.0,13.465346534653477,13.465346534653477,6.372629843363567,3.6273701566364345,历史1/1次成功; 当前距低点3.63%; 最新日涨幅1.86%; 状态bottom_area; 底部未确认
29,75.09589718038136,69.22154590377994,603186,华正新材,bottom_area,2022-04-22,20.81,2022-04-22,20.66,0.7260406582768566,4.695062923523712,31.927512355848435,False,-2.5749,1.8508,1,1,1,100.0,17.994186046511643,17.994186046511643,9.273959341723144,0.7260406582768566,历史1/1次成功; 当前距低点0.73%; 最新日涨幅-2.57%; 状态bottom_area; 底部未确认
30,75.0678899186148,69.3245492028587,002243,力合科创,bottom_area,2022-04-22,8.57,2022-04-22,8.5,0.8235294117647093,2.7058823529411815,27.536231884057973,False,-1.0393,1.043,1,1,1,100.0,19.7429906542056,19.7429906542056,9.176470588235292,0.8235294117647093,历史1/1次成功; 当前距低点0.82%; 最新日涨幅-1.04%; 状态bottom_area; 底部未确认
31,74.91687168355041,68.10624698504583,600196,复星医药,bottom_area,2022-04-22,40.71,2022-04-22,40.71,0.0,2.8985507246376807,28.80377754459601,False,-2.8401,1.361,1,1,1,100.0,15.356166586267886,15.356166586267886,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-2.84%; 状态bottom_area; 底部未确认
32,74.80899929301715,68.68407885870954,002565,顺灏股份,bottom_area,2022-04-22,3.88,2022-04-22,3.86,0.5181347150259072,3.367875647668403,29.044117647058833,False,-2.0202,1.971,1,1,1,100.0,12.556053811659185,12.556053811659185,9.481865284974093,0.5181347150259072,历史1/1次成功; 当前距低点0.52%; 最新日涨幅-2.02%; 状态bottom_area; 底部未确认
33,74.78633599543714,68.9224212889689,688171,纬德信息,bottom_area,2022-04-22,22.52,2022-04-22,22.36,0.7155635062611813,3.98032200357782,27.402597402597408,False,-2.1295,3.6641,1,1,1,100.0,16.257559587335468,16.257559587335468,9.28443649373882,0.7155635062611813,历史1/1次成功; 当前距低点0.72%; 最新日涨幅-2.13%; 状态bottom_area; 底部未确认
34,74.71842258243697,68.91054298642536,300368,汇金股份,bottom_area,2022-04-22,6.68,2022-04-22,6.63,0.7541478129713397,3.318250377073903,27.46170678336981,False,-1.909,1.5823,1,1,1,100.0,16.66666666666668,16.66666666666668,9.24585218702866,0.7541478129713397,历史1/1次成功; 当前距低点0.75%; 最新日涨幅-1.91%; 状态bottom_area; 底部未确认
35,74.62629698378004,71.61546895076489,603192,汇得科技,bottom_area,2022-04-22,26.45,2022-04-22,25.72,2.838258164852257,4.782270606531884,27.241867043847247,False,-1.5631,1.0963,1,1,1,100.0,16.917728852838945,16.917728852838945,7.161741835147743,2.838258164852257,历史1/1次成功; 当前距低点2.84%; 最新日涨幅-1.56%; 状态bottom_area; 底部未确认
36,74.61155263157896,67.82868421052632,603363,傲农生物,bottom_area,2022-04-22,20.25,2022-04-22,20.25,0.0,7.5061728395061715,28.922428922428917,False,-10.0,2.9383,1,1,1,100.0,24.078947368421055,24.078947368421055,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.00%; 状态bottom_area; 底部未确认
37,74.55958854976626,71.26081428247034,300485,赛升药业,bottom_area,2022-04-22,11.73,2022-04-22,11.43,2.624671916010505,3.5870516185476826,31.310096153846157,False,-0.4244,3.2349,1,1,1,100.0,12.392829306313327,12.392829306313327,7.375328083989496,2.624671916010505,历史1/1次成功; 当前距低点2.62%; 最新日涨幅-0.42%; 状态bottom_area; 底部未确认
38,74.47490648056446,68.54718318744582,300424,航新科技,bottom_area,2022-04-22,10.87,2022-04-22,10.8,0.6481481481481343,3.3333333333333277,31.645569620253163,False,-2.1602,1.3064,1,1,1,100.0,13.413768630234213,13.413768630234213,9.351851851851867,0.6481481481481343,历史1/1次成功; 当前距低点0.65%; 最新日涨幅-2.16%; 状态bottom_area; 底部未确认
39,74.44143184994567,68.5675559007673,600222,太龙药业,bottom_area,2022-04-22,5.86,2022-04-22,5.82,0.6872852233676982,3.2646048109965546,28.501228501228503,False,-2.4958,1.9375,1,1,1,100.0,14.00304414003044,14.00304414003044,9.312714776632303,0.6872852233676982,历史1/1次成功; 当前距低点0.69%; 最新日涨幅-2.50%; 状态bottom_area; 底部未确认
40,74.26343492462313,67.5122135678392,002806,华锋股份,confirmed_rebound,2022-04-22,10.21,2022-04-22,10.21,0.0,10.088148873653275,30.402181322426713,False,-9.4055,10.4522,2,2,2,100.0,15.925879396984929,20.35175879396985,10.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-9.41%; 状态confirmed_rebound; 底部未确认
41,74.09871258357872,67.62433414236264,600405,动力源,bottom_area,2022-04-22,4.93,2022-04-22,4.92,0.2032520325203209,3.048780487804885,29.814550641940084,False,-3.3333,2.2908,1,1,1,100.0,13.213703099510612,13.213703099510612,9.79674796747968,0.2032520325203209,历史1/1次成功; 当前距低点0.20%; 最新日涨幅-3.33%; 状态bottom_area; 底部未确认
42,73.26921430642527,67.40642308892355,600976,健民集团,bottom_area,2022-04-22,38.7,2022-04-22,38.46,0.6240249609984451,5.7202288091523545,27.296786389413985,False,-4.914,3.5265,1,1,1,100.0,17.200000000000006,17.200000000000006,9.375975039001554,0.6240249609984451,历史1/1次成功; 当前距低点0.62%; 最新日涨幅-4.91%; 状态bottom_area; 底部未确认
43,73.05361618166222,67.37441183340165,002349,精华制药,bottom_area,2022-04-22,13.37,2022-04-22,13.27,0.7535795026375256,7.611152976639033,31.100726895119422,False,-5.6457,6.8725,1,1,1,100.0,18.615984405458093,18.615984405458093,9.246420497362475,0.7535795026375256,历史1/1次成功; 当前距低点0.75%; 最新日涨幅-5.65%; 状态bottom_area; 底部未确认
44,72.59175574782661,66.79970728252917,688339,亿华通,bottom_area,2022-04-22,113.75,2022-04-22,113.03,0.6369990268070413,4.980978501282841,30.443076923076923,False,-3.9274,1.17,1,1,1,100.0,14.0971239981141,14.0971239981141,9.363000973192959,0.6369990268070413,历史1/1次成功; 当前距低点0.64%; 最新日涨幅-3.93%; 状态bottom_area; 底部未确认
45,71.88177026566186,66.40838510094895,300598,诚迈科技,bottom_area,2022-04-22,39.42,2022-04-22,39.09,0.8442056792018374,6.114095676643625,31.276371308016877,False,-5.0807,2.3322,1,1,1,100.0,14.533193814672712,14.533193814672712,9.155794320798163,0.8442056792018374,历史1/1次成功; 当前距低点0.84%; 最新日涨幅-5.08%; 状态bottom_area; 底部未确认
46,71.80436254980081,65.27669322709164,000505,京粮控股,bottom_area,2022-04-22,9.33,2022-04-22,9.33,0.0,4.180064308681678,28.61514919663351,False,-10.0289,9.5283,1,1,1,100.0,10.358565737051803,10.358565737051803,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.03%; 状态bottom_area; 底部未确认
47,64.71032818985076,59.70412747385865,688276,百克生物,bottom_area,2022-04-22,40.31,2022-04-22,40.0,0.7750000000000057,4.450000000000003,29.165928811758455,False,-3.1242,1.6779,2,3,2,66.66666666666666,16.529359178451564,16.844155844155843,9.224999999999994,0.7750000000000057,历史2/3次成功; 当前距低点0.78%; 最新日涨幅-3.12%; 状态bottom_area; 底部未确认
48,61.768641366239024,57.48394169194473,002605,姚记科技,bottom_area,2022-04-22,15.67,2022-04-22,15.48,1.2273901808785497,4.328165374676991,31.59522757401679,False,-2.9721,1.2914,1,2,1,50.0,12.862318840579725,12.862318840579725,8.77260981912145,1.2273901808785497,历史1/2次成功; 当前距低点1.23%; 最新日涨幅-2.97%; 状态bottom_area; 底部未确认
49,60.80853435492817,56.77601943942132,300690,双一科技,bottom_area,2022-04-22,15.22,2022-04-22,15.01,1.399067288474356,3.59760159893405,31.648451730418948,False,-0.8469,1.6198,1,2,1,50.0,11.160714285714286,11.160714285714286,8.600932711525644,1.399067288474356,历史1/2次成功; 当前距低点1.40%; 最新日涨幅-0.85%; 状态bottom_area; 底部未确认
50,60.345650463737776,56.51566336000211,002007,华兰生物,bottom_area,2022-04-22,16.94,2022-04-22,16.68,1.5587529976019279,3.297362110311755,28.473413379073758,False,-1.3395,1.015,1,2,1,50.0,11.718388142658643,11.718388142658643,8.441247002398072,1.5587529976019279,历史1/2次成功; 当前距低点1.56%; 最新日涨幅-1.34%; 状态bottom_area; 底部未确认
51,58.91862168642042,55.029680884507805,688298,东方生物,bottom_area,2022-04-22,228.4,2022-04-22,225.21,1.4164557524088617,5.901158918342876,27.81730769230769,False,-3.8316,4.0217,1,2,1,50.0,12.200000000000008,12.200000000000008,8.583544247591139,1.4164557524088617,历史1/2次成功; 当前距低点1.42%; 最新日涨幅-3.83%; 状态bottom_area; 底部未确认
52,57.97943509516065,52.97637093775565,300602,飞荣达,bottom_area,2022-04-22,11.33,2022-04-22,11.3,0.2654867256637111,3.4513274336283075,30.3758471965496,False,-3.1624,1.1553,1,2,1,50.0,26.890756302520995,26.890756302520995,9.73451327433629,0.2654867256637111,历史1/2次成功; 当前距低点0.27%; 最新日涨幅-3.16%; 状态bottom_area; 底部未确认
53,56.74976102754955,55.474933120998784,688229,博睿数据,bottom_area,2022-04-22,38.99,2022-04-21,37.56,3.8072417465388706,8.972310969116073,27.657935285053924,False,1.4836,0.6728,1,2,1,50.0,11.21206614573869,11.21206614573869,6.19275825346113,3.8072417465388706,历史1/2次成功; 当前距低点3.81%; 最新日涨幅1.48%; 状态bottom_area; 底部未确认
54,56.0012587965224,51.56613400616761,688189,南新制药,bottom_area,2022-04-22,16.51,2022-04-22,16.4,0.6707317073170914,2.3780487804878083,32.31531159719357,False,-1.4916,0.741,1,2,1,50.0,14.06130268199233,14.06130268199233,9.329268292682908,0.6707317073170914,历史1/2次成功; 当前距低点0.67%; 最新日涨幅-1.49%; 状态bottom_area; 底部未确认
55,54.48695575734664,51.67632487500475,600211,西藏药业,bottom_area,2022-04-22,33.15,2022-04-22,32.43,2.220166512488433,3.638606228800492,29.145728643216085,False,-1.5736,0.6764,1,3,1,33.33333333333333,13.252533280349695,13.252533280349695,7.779833487511567,2.220166512488433,历史1/3次成功; 当前距低点2.22%; 最新日涨幅-1.57%; 状态bottom_area; 底部未确认
