rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,86.48133338915316,80.87332883490775,601218,吉鑫科技,bottom_area,2022-04-22,4.11,2022-04-22,4.05,1.4814814814814938,3.4567901234568046,29.809358752166375,False,0.489,1.5878,2,2,2,100.0,10.919928025191178,11.111111111111114,8.518518518518507,1.4814814814814938,历史2/2次成功; 当前距低点1.48%; 最新日涨幅0.49%; 状态bottom_area; 底部未确认
2,84.97903125234092,79.54855884048457,603236,移远通信,bottom_area,2022-04-22,139.63,2022-04-22,137.52,1.534322280395568,4.072134962187314,28.060263653483986,False,-2.4385,0.9572,2,2,2,100.0,26.918352902077746,39.389337383102855,8.465677719604432,1.534322280395568,历史2/2次成功; 当前距低点1.53%; 最新日涨幅-2.44%; 状态bottom_area; 底部未确认
3,82.99412821505486,76.93542146526089,300676,华大基因,bottom_area,2022-04-22,68.19,2022-04-22,67.5,1.0222222222222188,4.222222222222214,27.792041078305523,False,-2.5857,1.4268,1,1,1,100.0,23.258538343696497,23.258538343696497,8.977777777777781,1.0222222222222188,历史1/1次成功; 当前距低点1.02%; 最新日涨幅-2.59%; 状态bottom_area; 底部未确认
4,82.81846101996344,76.34373886321016,300340,科恒股份,bottom_area,2022-04-22,11.06,2022-04-22,10.98,0.7285974499089259,3.8251366120218573,27.858081471747703,False,-2.6408,1.9592,3,3,3,100.0,22.983554026895213,42.54473161033797,9.271402550091075,0.7285974499089259,历史3/3次成功; 当前距低点0.73%; 最新日涨幅-2.64%; 状态bottom_area; 底部未确认
5,82.71983851834081,77.76440972222223,002320,海峡股份,bottom_area,2022-04-22,5.21,2022-04-22,5.12,1.7578124999999973,3.9062500000000036,29.08587257617728,False,0.3854,0.6357,1,1,1,100.0,14.259259259259249,14.259259259259249,8.242187500000004,1.7578124999999973,历史1/1次成功; 当前距低点1.76%; 最新日涨幅0.39%; 状态bottom_area; 底部未确认
6,82.42808926715821,77.04593317010763,002728,特一药业,bottom_area,2022-04-22,12.54,2022-04-22,12.36,1.4563106796116483,2.588996763754048,30.833799664241752,False,-1.2598,2.843,2,2,2,100.0,12.507104944205294,14.169139465875372,8.543689320388353,1.4563106796116483,历史2/2次成功; 当前距低点1.46%; 最新日涨幅-1.26%; 状态bottom_area; 底部未确认
7,82.19159901861562,75.71785901714938,300624,万兴科技,bottom_area,2022-04-22,30.41,2022-04-22,30.2,0.6953642384105989,5.463576158940405,32.34767025089606,False,-2.5633,1.7801,2,2,2,100.0,35.87790043400834,51.195680123425035,9.3046357615894,0.6953642384105989,历史2/2次成功; 当前距低点0.70%; 最新日涨幅-2.56%; 状态bottom_area; 底部未确认
8,82.09369066906315,75.81651479950517,300649,杭州园林,bottom_area,2022-04-22,23.19,2022-04-22,23.0,0.8260869565217446,6.217391304347824,31.506849315068493,False,-3.7759,4.8192,2,2,2,100.0,48.22576914179969,71.60305343511452,9.173913043478256,0.8260869565217446,历史2/2次成功; 当前距低点0.83%; 最新日涨幅-3.78%; 状态bottom_area; 底部未确认
9,81.66105180599185,76.58382767494895,002537,海联金汇,bottom_area,2022-04-22,8.1,2022-04-22,7.97,1.6311166875784175,5.144291091593488,31.17443868739206,False,-2.7611,6.5095,1,1,1,100.0,28.832116788321155,28.832116788321155,8.368883312421582,1.6311166875784175,历史1/1次成功; 当前距低点1.63%; 最新日涨幅-2.76%; 状态bottom_area; 底部未确认
10,81.34463656028498,77.0505168466945,300675,建科院,bottom_area,2022-04-22,15.18,2022-04-22,14.86,2.1534320323014824,3.7012113055181746,28.2472235634959,False,0.5298,2.5741,1,1,1,100.0,15.270655270655267,15.270655270655267,7.846567967698519,2.1534320323014824,历史1/1次成功; 当前距低点2.15%; 最新日涨幅0.53%; 状态bottom_area; 底部未确认
11,81.26570171826022,76.78578431372549,600418,江淮汽车,bottom_area,2022-04-22,8.57,2022-04-22,8.4,2.023809523809523,3.9285714285714293,30.578512396694208,False,-0.3488,1.7573,2,2,2,100.0,18.064892623716155,24.365079365079367,7.976190476190478,2.023809523809523,历史2/2次成功; 当前距低点2.02%; 最新日涨幅-0.35%; 状态bottom_area; 底部未确认
12,80.96153863606476,76.67409060407282,002690,美亚光电,bottom_area,2022-04-22,22.39,2022-04-22,21.92,2.1441605839416003,3.4215328467153285,27.296849087893854,False,0.8104,0.927,1,1,1,100.0,13.133208255159476,13.133208255159476,7.855839416058401,2.1441605839416003,历史1/1次成功; 当前距低点2.14%; 最新日涨幅0.81%; 状态bottom_area; 底部未确认
