rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,98.65565638828129,84.2316709118696,000935,四川双马,bottom_area,2023-05-09,18.36,2023-05-05,18.12,1.3245033112582694,3.532008830022078,32.68945022288261,False,0.0,0.5364,1,1,1,100.0,43.71794871794874,43.71794871794874,18.67549668874173,1.3245033112582694,历史1/1次成功; 当前距低点1.32%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
2,93.93209830582389,81.97734075075023,300409,道氏技术,bottom_area,2023-05-09,12.59,2023-04-26,12.28,2.5244299674267143,8.55048859934854,28.811594202898554,True,-2.4031,0.9176,2,2,2,100.0,42.9195756800168,50.03460207612457,17.475570032573287,2.5244299674267143,历史2/2次成功; 当前距低点2.52%; 最新日涨幅-2.40%; 状态bottom_area; 底部已确认
3,91.21596228081476,79.14493606138109,000629,钒钛股份,bottom_area,2023-05-09,4.17,2023-04-25,4.08,2.2058823529411726,9.803921568627459,31.08108108108108,False,0.2404,0.9953,1,1,1,100.0,27.173913043478265,27.173913043478265,17.794117647058826,2.2058823529411726,历史1/1次成功; 当前距低点2.21%; 最新日涨幅0.24%; 状态bottom_area; 底部未确认
4,91.19045130440999,76.31024316109423,605133,嵘泰股份,bottom_area,2023-05-09,26.38,2023-05-09,26.32,0.22796352583586138,3.875379939209725,31.3510693792384,False,-2.8719,3.6102,1,1,1,100.0,60.01483679525222,60.01483679525222,19.77203647416414,0.22796352583586138,历史1/1次成功; 当前距低点0.23%; 最新日涨幅-2.87%; 状态bottom_area; 底部未确认
5,89.73145764061334,76.33997584443817,300353,东土科技,bottom_area,2023-05-09,10.74,2023-05-04,10.62,1.129943502824868,6.30885122410546,31.48387096774194,False,-2.7174,3.3517,1,1,1,100.0,21.377672209026137,21.377672209026137,18.870056497175135,1.129943502824868,历史1/1次成功; 当前距低点1.13%; 最新日涨幅-2.72%; 状态bottom_area; 底部未确认
6,88.67204924679862,78.72875282620282,300607,拓斯达,bottom_area,2023-05-09,11.94,2023-04-25,11.54,3.466204506065861,19.324090121317163,30.565583634175702,True,-2.7687,1.9184,2,2,2,100.0,36.99838225824183,45.9265890778872,16.53379549393414,3.466204506065861,历史2/2次成功; 当前距低点3.47%; 最新日涨幅-2.77%; 状态bottom_area; 底部已确认
7,87.49574908556104,75.2895519909087,002385,大北农,bottom_area,2023-05-09,6.97,2023-04-25,6.85,1.7518248175182498,4.963503649635047,30.73811931243681,False,-0.1433,1.2553,1,1,1,100.0,23.353293413173663,23.353293413173663,18.248175182481752,1.7518248175182498,历史1/1次成功; 当前距低点1.75%; 最新日涨幅-0.14%; 状态bottom_area; 底部未确认
8,87.18442302237271,73.67879459167462,688181,八亿时空,bottom_area,2023-05-09,34.26,2023-05-09,34.0,0.7647058823529354,2.617647058823531,27.31936725096195,False,-0.9254,0.7639,2,2,2,100.0,25.76518281418983,28.477257745550418,19.23529411764707,0.7647058823529354,历史2/2次成功; 当前距低点0.76%; 最新日涨幅-0.93%; 状态bottom_area; 底部未确认
9,86.59452274336431,74.93207075076559,688289,圣湘生物,bottom_area,2023-05-09,18.35,2023-04-26,17.98,2.057842046718582,12.45828698553948,27.058823529411757,False,-2.7041,1.1767,1,1,1,100.0,25.182530200451346,25.182530200451346,17.942157953281416,2.057842046718582,历史1/1次成功; 当前距低点2.06%; 最新日涨幅-2.70%; 状态bottom_area; 底部未确认
10,85.80632471076132,72.6225693011609,688075,安旭生物,bottom_area,2023-05-09,65.54,2023-05-09,64.99,0.8462840436990481,4.016002461917218,30.01292267930218,False,-2.8461,2.4291,4,5,4,80.0,31.086542584917854,40.134529147982065,19.153715956300953,0.8462840436990481,历史4/5次成功; 当前距低点0.85%; 最新日涨幅-2.85%; 状态bottom_area; 底部未确认
11,85.00745884191382,74.53070919181036,300661,圣邦股份,bottom_area,2023-05-09,122.9,2023-04-25,119.58,2.7763840107041373,6.790433182806494,30.20079383609619,False,-0.4455,0.8122,1,1,1,100.0,31.832606108687024,31.832606108687024,17.223615989295865,2.7763840107041373,历史1/1次成功; 当前距低点2.78%; 最新日涨幅-0.45%; 状态bottom_area; 底部未确认
