rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.37978087653529,87.5221675249846,000619,海螺新材,bottom_area,2025-11-27,6.37,2025-11-21,6.19,2.9079159935379595,6.1389337641357,27.85547785547785,False,0.0,3.0708,4,4,4,100.0,30.81836553898465,43.133047210300425,5.0920840064620405,2.9079159935379595,历史4/4次成功; 当前距低点2.91%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
2,88.89072248259026,86.55430089841204,601127,赛力斯,bottom_area,2025-11-27,125.57,2025-11-24,122.37,2.6150200212470285,3.914358094304153,28.854651162790695,False,0.3757,0.9787,9,9,9,100.0,22.02444380029711,42.19143576826195,5.3849799787529715,2.6150200212470285,历史9/9次成功; 当前距低点2.62%; 最新日涨幅0.38%; 状态bottom_area; 底部未确认
3,86.75495071303487,81.98787960467216,605333,沪光股份,bottom_area,2025-11-27,28.55,2025-11-27,28.25,1.0619469026548698,1.946902654867259,29.162487462387165,False,0.599,0.4656,4,5,4,80.0,21.76945453078103,29.01840490797546,6.93805309734513,1.0619469026548698,历史4/5次成功; 当前距低点1.06%; 最新日涨幅0.60%; 状态bottom_area; 底部未确认
4,85.93702772135626,84.0504890734276,300432,富临精工,bottom_area,2025-11-27,15.54,2025-11-24,15.11,2.8457974851091974,4.897418927862344,27.320827320827323,False,0.9747,2.5524,4,4,4,100.0,11.39197494342242,13.323239969719907,5.154202514890803,2.8457974851091974,历史4/4次成功; 当前距低点2.85%; 最新日涨幅0.97%; 状态bottom_area; 底部未确认
5,85.45921291417946,81.52228314288872,002374,中锐股份,confirmed_rebound,2025-11-27,3.28,2025-11-24,3.23,1.5479876160990658,8.668730650154794,30.237580993520517,True,-5.4755,8.1887,5,5,5,100.0,15.600510255884876,24.873096446700508,6.452012383900935,1.5479876160990658,历史5/5次成功; 当前距低点1.55%; 最新日涨幅-5.48%; 状态confirmed_rebound; 底部已确认
6,85.34176186403477,81.37237759128897,002208,合肥城建,bottom_area,2025-11-27,10.66,2025-11-26,10.5,1.5238095238095253,5.809523809523804,27.785419532324617,False,-0.0937,6.9292,3,3,3,100.0,19.92829734179937,27.071823204419903,6.4761904761904745,1.5238095238095253,历史3/3次成功; 当前距低点1.52%; 最新日涨幅-0.09%; 状态bottom_area; 底部未确认
7,85.1296650753306,84.1862549036477,002160,常铝股份,confirmed_rebound,2025-11-27,5.14,2025-11-24,4.97,3.420523138832997,8.249496981891351,28.386167146974074,True,0.7843,9.2273,3,3,3,100.0,36.855094947241525,40.066225165562926,4.579476861167003,3.420523138832997,历史3/3次成功; 当前距低点3.42%; 最新日涨幅0.78%; 状态confirmed_rebound; 底部已确认
8,85.12611660268111,81.0917644666632,688050,爱博医疗,bottom_area,2025-11-27,60.51,2025-11-21,59.63,1.4757672312594257,3.2701660238135095,28.86794703566742,False,0.1987,0.6814,2,2,2,100.0,12.024267494272554,12.90770757525636,6.524232768740575,1.4757672312594257,历史2/2次成功; 当前距低点1.48%; 最新日涨幅0.20%; 状态bottom_area; 底部未确认
9,84.38617722655353,83.72549564310484,002326,永太科技,bottom_area,2025-11-27,24.23,2025-11-25,23.39,3.591278324070115,6.113723813595552,29.12121212121212,False,1.5082,12.8503,4,4,4,100.0,18.782850655831698,29.837587006960554,4.408721675929885,3.591278324070115,历史4/4次成功; 当前距低点3.59%; 最新日涨幅1.51%; 状态bottom_area; 底部未确认
10,84.12160125936431,78.86148003359415,000753,漳州发展,bottom_area,2025-11-27,7.82,2025-11-24,7.77,0.6435006435006526,5.534105534105531,31.360424028268557,False,-2.25,4.4088,4,4,4,100.0,18.8100080686862,43.344709897610926,7.356499356499348,0.6435006435006526,历史4/4次成功; 当前距低点0.64%; 最新日涨幅-2.25%; 状态bottom_area; 底部未确认
11,83.35669713741815,78.67205492635114,000661,长春高新,bottom_area,2025-11-27,99.66,2025-11-24,98.68,0.9931090393190005,2.452371301175504,30.394300627777387,False,0.1004,0.9846,3,3,3,100.0,16.270664172034742,25.03526756324649,7.006890960681,0.9931090393190005,历史3/3次成功; 当前距低点0.99%; 最新日涨幅0.10%; 状态bottom_area; 底部未确认
