rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,97.0428956647664,82.7242619457211,600973,宝胜股份,bottom_area,2024-07-16,3.27,2024-07-16,3.23,1.2383900928792582,2.4767801857585163,30.237580993520517,False,-0.3049,0.6566,2,2,2,100.0,40.36446966390223,46.551724137931025,18.761609907120743,1.2383900928792582,历史2/2次成功; 当前距低点1.24%; 最新日涨幅-0.30%; 状态bottom_area; 底部未确认
2,96.85325947107003,81.8034648898737,000065,北方国际,bottom_area,2024-07-16,9.61,2024-07-09,9.54,0.7337526205450764,4.088050314465415,28.000000000000007,False,0.0,0.5205,3,3,3,100.0,29.926993896325044,41.48061104582843,19.266247379454924,0.7337526205450764,历史3/3次成功; 当前距低点0.73%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
3,94.64478453531194,80.661780884611,601717,中创智领,bottom_area,2024-07-16,13.21,2024-07-16,13.05,1.2260536398467443,1.6091954022988433,27.900552486187845,False,-0.3771,0.8451,2,2,2,100.0,29.124640771298786,35.43478260869567,18.773946360153257,1.2260536398467443,历史2/2次成功; 当前距低点1.23%; 最新日涨幅-0.38%; 状态bottom_area; 底部未确认
4,92.69301319840714,79.36008007737453,001218,丽臣实业,bottom_area,2024-07-16,14.44,2024-07-09,14.23,1.4757554462403308,6.60576247364722,28.131313131313128,False,-1.2312,0.957,2,2,2,100.0,25.18711018711019,29.999999999999993,18.52424455375967,1.4757554462403308,历史2/2次成功; 当前距低点1.48%; 最新日涨幅-1.23%; 状态bottom_area; 底部未确认
5,90.06020889382378,78.55421446384037,002687,乔治白,bottom_area,2024-07-16,4.11,2024-07-09,4.01,2.493765586034926,6.733167082294276,31.45299145299145,False,-1.2019,0.6078,1,1,1,100.0,64.00000000000001,64.00000000000001,17.506234413965075,2.493765586034926,历史1/1次成功; 当前距低点2.49%; 最新日涨幅-1.20%; 状态bottom_area; 底部未确认
6,89.66558181974388,76.64961026526493,603215,比依股份,bottom_area,2024-07-16,11.66,2024-07-09,11.5,1.3913043478260883,6.956521739130441,32.70918665886483,False,-0.5119,1.4484,3,4,3,75.0,30.412818162948412,36.01562499999999,18.608695652173914,1.3913043478260883,历史3/4次成功; 当前距低点1.39%; 最新日涨幅-0.51%; 状态bottom_area; 底部未确认
7,88.0600743575538,76.99906435057241,605099,共创草坪,bottom_area,2024-07-16,18.35,2024-07-09,17.88,2.6286353467561656,9.060402684563766,28.96305125148988,True,-3.4211,0.17,1,1,1,100.0,44.31372549019606,44.31372549019606,17.371364653243837,2.6286353467561656,历史1/1次成功; 当前距低点2.63%; 最新日涨幅-3.42%; 状态bottom_area; 底部已确认
8,87.98804054574506,77.41163596168015,000629,钒钛股份,bottom_area,2024-07-16,2.43,2024-07-10,2.36,2.9661016949152663,6.779661016949159,28.484848484848484,False,0.0,0.3777,1,1,1,100.0,27.173913043478265,27.173913043478265,17.033898305084737,2.9661016949152663,历史1/1次成功; 当前距低点2.97%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
9,87.86160137315798,76.20521203263915,603325,博隆技术,bottom_area,2024-07-16,60.8,2024-07-16,59.5,2.1848739495798273,2.8403361344537776,31.356714351638214,False,-0.0986,1.6475,1,1,1,100.0,33.584541062801925,33.584541062801925,17.815126050420176,2.1848739495798273,历史1/1次成功; 当前距低点2.18%; 最新日涨幅-0.10%; 状态bottom_area; 底部未确认
10,87.80848276552778,77.89680875354496,688151,华强科技,bottom_area,2024-07-16,11.49,2024-07-09,11.11,3.4203420342034274,9.36093609360937,27.051871306631654,True,-1.2887,0.6638,2,2,2,100.0,31.9633795243483,32.022471910112344,16.579657965796574,3.4203420342034274,历史2/2次成功; 当前距低点3.42%; 最新日涨幅-1.29%; 状态bottom_area; 底部已确认
11,87.77748517846271,78.78296218560882,603218,日月股份,bottom_area,2024-07-16,9.74,2024-07-05,9.36,4.0598290598290685,6.623931623931635,27.216174183514774,False,0.309,0.4082,1,1,1,100.0,47.95361527967258,47.95361527967258,15.940170940170933,4.0598290598290685,历史1/1次成功; 当前距低点4.06%; 最新日涨幅0.31%; 状态bottom_area; 底部未确认
12,87.10702779057729,76.52083350000353,603282,亚光股份,bottom_area,2024-07-16,15.7,2024-07-09,15.26,2.883355176933155,7.7326343381389355,27.848699763593377,True,-0.507,0.6117,1,1,1,100.0,34.64991023339317,34.64991023339317,17.116644823066846,2.883355176933155,历史1/1次成功; 当前距低点2.88%; 最新日涨幅-0.51%; 状态bottom_area; 底部已确认
13,86.73841669825116,77.85572605192002,600155,华创云信,bottom_area,2024-07-16,5.89,2024-07-08,5.66,4.063604240282677,7.59717314487632,27.806122448979586,True,-0.1695,0.4736,2,2,2,100.0,39.627654407336166,46.19883040935671,15.936395759717325,4.063604240282677,历史2/2次成功; 当前距低点4.06%; 最新日涨幅-0.17%; 状态bottom_area; 底部已确认
14,84.91532442055986,76.31189232869497,002254,泰和新材,bottom_area,2024-07-16,8.32,2024-07-09,7.99,4.1301627033792245,8.760951188986224,31.416309012875537,True,-1.0702,0.6803,2,2,2,100.0,32.14335103440648,38.58695652173914,15.869837296620776,4.1301627033792245,历史2/2次成功; 当前距低点4.13%; 最新日涨幅-1.07%; 状态bottom_area; 底部已确认
15,84.5545574739109,72.02479946114386,603368,柳药集团,bottom_area,2024-07-16,16.9,2024-07-16,16.7,1.1976047904191574,3.413173652694613,30.705394190871377,False,-2.3686,2.1494,2,3,2,66.66666666666666,37.89608449802624,42.85714285714285,18.802395209580844,1.1976047904191574,历史2/3次成功; 当前距低点1.20%; 最新日涨幅-2.37%; 状态bottom_area; 底部未确认
16,84.18660810876197,75.89933096000027,605567,春雪食品,bottom_area,2024-07-16,7.51,2024-07-09,7.2,4.30555555555555,7.638888888888887,29.961089494163417,True,-0.9235,2.0525,2,2,2,100.0,32.07525605734906,36.46616541353383,15.69444444444445,4.30555555555555,历史2/2次成功; 当前距低点4.31%; 最新日涨幅-0.92%; 状态bottom_area; 底部已确认
17,83.93479897100006,75.19499940303204,001308,康冠科技,bottom_area,2024-07-16,22.06,2024-07-09,21.22,3.9585296889726664,6.456173421300665,29.101236217841635,False,0.1362,1.1145,1,1,1,100.0,27.421758569299566,27.421758569299566,16.041470311027332,3.9585296889726664,历史1/1次成功; 当前距低点3.96%; 最新日涨幅0.14%; 状态bottom_area; 底部未确认
18,83.8241734853796,70.44958981833041,600389,江山股份,bottom_area,2024-07-16,13.0,2024-07-16,12.94,0.46367851622875195,2.6275115919629046,29.289617486338805,False,-0.9901,0.8559,1,1,1,100.0,21.380520620064356,21.380520620064356,19.53632148377125,0.46367851622875195,历史1/1次成功; 当前距低点0.46%; 最新日涨幅-0.99%; 状态bottom_area; 底部未确认
19,82.97197775274736,73.63238329238331,603012,创力集团,bottom_area,2024-07-16,4.21,2024-07-09,4.07,3.4398034398034314,6.633906633906624,27.19141323792486,False,-0.237,0.6365,1,1,1,100.0,35.13513513513512,35.13513513513512,16.56019656019657,3.4398034398034314,历史1/1次成功; 当前距低点3.44%; 最新日涨幅-0.24%; 状态bottom_area; 底部未确认
20,82.75152454927321,69.78055145524031,600295,鄂尔多斯,bottom_area,2024-07-16,9.35,2024-07-15,9.29,0.645855758880522,2.691065662002153,31.03192279138828,False,-1.0582,0.2462,1,1,1,100.0,20.016680567139286,20.016680567139286,19.354144241119478,0.645855758880522,历史1/1次成功; 当前距低点0.65%; 最新日涨幅-1.06%; 状态bottom_area; 底部未确认
21,82.62661878645602,70.02255829360679,002367,康力电梯,bottom_area,2024-07-16,5.5,2024-07-09,5.45,0.9174311926605472,5.321100917431193,29.036458333333325,False,-1.2567,0.6794,1,1,1,100.0,24.646781789638936,24.646781789638936,19.082568807339452,0.9174311926605472,历史1/1次成功; 当前距低点0.92%; 最新日涨幅-1.26%; 状态bottom_area; 底部未确认
22,81.22209901664414,69.50303922511947,002246,北化股份,bottom_area,2024-07-16,7.71,2024-07-16,7.6,1.4473684210526359,3.157894736842108,28.098391674550623,False,-1.9084,2.0788,2,3,2,66.66666666666666,27.399852464800023,31.992687385740403,18.552631578947366,1.4473684210526359,历史2/3次成功; 当前距低点1.45%; 最新日涨幅-1.91%; 状态bottom_area; 底部未确认
23,79.03567129849701,70.53070092369792,600970,中材国际,bottom_area,2024-07-16,10.25,2024-07-12,9.88,3.744939271255052,6.983805668016188,27.03101920236336,False,-2.381,0.608,1,1,1,100.0,22.19979818365287,22.19979818365287,16.25506072874495,3.744939271255052,历史1/1次成功; 当前距低点3.74%; 最新日涨幅-2.38%; 状态bottom_area; 底部未确认
24,78.6453617488797,68.47595409776484,601886,江河集团,bottom_area,2024-07-16,4.7,2024-07-09,4.59,2.3965141612200505,5.228758169934646,27.488151658767773,False,-0.2123,0.5874,2,3,2,66.66666666666666,33.5125791326875,33.5540838852097,17.60348583877995,2.3965141612200505,历史2/3次成功; 当前距低点2.40%; 最新日涨幅-0.21%; 状态bottom_area; 底部未确认
25,77.47357649003614,68.06502071136002,002125,湘潭电化,bottom_area,2024-07-16,9.26,2024-07-09,9.0,2.8888888888888866,7.555555555555553,28.684627575277332,True,-0.7503,0.9416,2,3,2,66.66666666666666,28.145272641720464,32.067510548523195,17.111111111111114,2.8888888888888866,历史2/3次成功; 当前距低点2.89%; 最新日涨幅-0.75%; 状态bottom_area; 底部已确认
26,75.09640141834907,63.239074878609756,603229,奥翔药业,bottom_area,2024-07-16,7.04,2024-07-16,7.0,0.571428571428572,1.4285714285714235,32.43243243243243,False,-0.2833,0.5183,2,4,2,50.0,42.26845172831669,43.052109181141425,19.428571428571427,0.571428571428572,历史2/4次成功; 当前距低点0.57%; 最新日涨幅-0.28%; 状态bottom_area; 底部未确认
27,75.04036000000596,66.50593342958501,002317,众生药业,bottom_area,2024-07-16,11.05,2024-07-10,10.69,3.367633302151555,8.886810102899917,31.342324983943488,True,-1.1628,1.2221,2,4,2,50.0,45.076007303712714,58.31999999999999,16.632366697848447,3.367633302151555,历史2/4次成功; 当前距低点3.37%; 最新日涨幅-1.16%; 状态bottom_area; 底部已确认
28,74.14271677880869,63.04695336008026,002803,吉宏股份,bottom_area,2024-07-16,10.08,2024-07-10,9.97,1.1033099297893625,6.018054162487458,32.40677966101694,False,-0.3953,1.5286,1,2,1,50.0,41.25000000000001,41.25000000000001,18.89669007021064,1.1033099297893625,历史1/2次成功; 当前距低点1.10%; 最新日涨幅-0.40%; 状态bottom_area; 底部未确认
29,73.58701281563486,63.8647755696831,605580,恒盛能源,bottom_area,2024-07-16,8.29,2024-07-09,8.11,2.219482120838468,7.274969173859431,28.859649122807024,True,0.0,1.0247,1,2,1,50.0,27.66233766233766,27.66233766233766,17.780517879161533,2.219482120838468,历史1/2次成功; 当前距低点2.22%; 最新日涨幅0.00%; 状态bottom_area; 底部已确认
30,71.53505261665008,62.09909090909089,600058,五矿发展,bottom_area,2024-07-16,6.41,2024-07-09,6.27,2.232854864433821,5.263157894736844,28.91156462585035,False,-0.311,0.2206,1,2,1,50.0,99.54954954954954,99.54954954954954,17.76714513556618,2.232854864433821,历史1/2次成功; 当前距低点2.23%; 最新日涨幅-0.31%; 状态bottom_area; 底部未确认
31,71.4985937396074,61.301253321007664,603113,金能科技,bottom_area,2024-07-16,5.23,2024-07-09,5.15,1.5533980582524285,6.407766990291264,28.867403314917123,False,-0.947,0.5617,2,5,2,40.0,25.71505856894199,31.03448275862069,18.446601941747574,1.5533980582524285,历史2/5次成功; 当前距低点1.55%; 最新日涨幅-0.95%; 状态bottom_area; 底部未确认
32,70.74624241702732,64.40068250557638,605337,李子园,bottom_area,2024-07-16,9.54,2024-07-09,9.1,4.8351648351648295,8.35164835164835,31.00833965125095,True,-0.3135,0.3254,2,3,2,66.66666666666666,32.30210571551354,37.98882681564246,15.164835164835171,4.8351648351648295,历史2/3次成功; 当前距低点4.84%; 最新日涨幅-0.31%; 状态bottom_area; 底部已确认
33,70.34224457774071,61.96990881458966,600094,大名城,bottom_area,2024-07-16,3.39,2024-07-09,3.29,3.0395136778115526,9.118541033434644,30.000000000000004,True,-0.2941,0.3904,1,2,1,50.0,87.28070175438596,87.28070175438596,16.960486322188448,3.0395136778115526,历史1/2次成功; 当前距低点3.04%; 最新日涨幅-0.29%; 状态bottom_area; 底部已确认
