rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,95.57088295494005,89.0806596880554,688355,明志科技,bottom_area,2023-08-25,20.89,2023-08-25,20.62,1.3094083414160989,3.831231813773032,32.28243021346469,False,0.1918,3.1737,4,4,4,100.0,19.602745733785582,35.08474576271185,8.690591658583902,1.3094083414160989,历史4/4次成功; 当前距低点1.31%; 最新日涨幅0.19%; 状态bottom_area; 底部未确认
18,80.74278790660387,73.55684952949194,300423,昇辉科技,bottom_area,2023-08-25,9.1,2023-08-25,9.09,0.11001100110010767,2.5302530253025353,29.37062937062937,False,-2.4652,1.7564,2,2,2,100.0,17.084272107527923,23.28482328482329,9.889988998899893,0.11001100110010767,历史2/2次成功; 当前距低点0.11%; 最新日涨幅-2.47%; 状态bottom_area; 底部未确认
19,80.34158504564765,73.81725061618606,603005,晶方科技,bottom_area,2023-08-25,18.08,2023-08-25,17.98,0.5561735261401438,3.503893214682975,30.256012412723045,False,-3.8298,2.3892,3,3,3,100.0,17.501754063363318,24.55991516436903,9.443826473859856,0.5561735261401438,历史3/3次成功; 当前距低点0.56%; 最新日涨幅-3.83%; 状态bottom_area; 底部未确认
20,80.27311734302975,73.71907435508346,002150,正泰电源,bottom_area,2023-08-25,13.25,2023-08-25,13.18,0.5311077389984847,3.566009104704102,31.354166666666668,False,-3.0015,1.3944,1,1,1,100.0,164.87025948103792,164.87025948103792,9.468892261001516,0.5311077389984847,历史1/1次成功; 当前距低点0.53%; 最新日涨幅-3.00%; 状态bottom_area; 底部未确认
21,80.09447997017507,73.2667070736252,300505,川金诺,bottom_area,2023-08-25,15.42,2023-08-25,15.37,0.3253090435914165,4.749512036434628,28.378378378378383,False,-4.2831,2.2425,2,2,2,100.0,28.378557489320507,39.35656836461126,9.674690956408584,0.3253090435914165,历史2/2次成功; 当前距低点0.33%; 最新日涨幅-4.28%; 状态bottom_area; 底部未确认
22,80.09004990234831,73.7835681369177,002838,道恩股份,bottom_area,2023-08-25,13.01,2023-08-25,12.92,0.696594427244581,4.643962848297211,29.629629629629626,False,-3.7722,1.3789,3,3,3,100.0,19.04195393029752,24.95606326889279,9.30340557275542,0.696594427244581,历史3/3次成功; 当前距低点0.70%; 最新日涨幅-3.77%; 状态bottom_area; 底部未确认
23,79.72281464104763,73.70495674916799,601127,赛力斯,bottom_area,2023-08-25,32.04,2023-08-25,31.76,0.8816120906800932,3.022670025188908,31.270287816489933,False,-2.5844,1.8225,7,8,7,87.5,21.08888341891715,30.591200733272228,9.118387909319907,0.8816120906800932,历史7/8次成功; 当前距低点0.88%; 最新日涨幅-2.58%; 状态bottom_area; 底部未确认
24,78.89979496648678,72.43123817702958,300473,德尔股份,bottom_area,2023-08-25,15.71,2023-08-25,15.63,0.5118362124120286,2.8150991682661513,30.37861915367483,False,-1.0082,1.6938,2,2,2,100.0,15.958197534026922,21.37137137137137,9.488163787587972,0.5118362124120286,历史2/2次成功; 当前距低点0.51%; 最新日涨幅-1.01%; 状态bottom_area; 底部未确认
25,78.7962947875516,71.63299526141054,001234,泰慕士,bottom_area,2023-08-25,29.11,2023-08-25,29.11,0.0,0.0,27.94554455445544,False,-9.9876,0.4067,2,2,2,100.0,27.86556592156205,31.93277310924369,10.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-9.99%; 状态bottom_area; 底部未确认
26,78.62230601702653,71.80381568004907,300648,星云股份,bottom_area,2023-08-25,25.0,2023-08-25,24.94,0.24057738572573667,2.4859663191659878,27.28862973760932,False,-1.9992,1.2057,4,5,4,80.0,19.259850104858955,26.78362573099414,9.759422614274264,0.24057738572573667,历史4/5次成功; 当前距低点0.24%; 最新日涨幅-2.00%; 状态bottom_area; 底部未确认
27,78.57892812937284,72.56521142356775,603212,赛伍技术,bottom_area,2023-08-25,15.94,2023-08-25,15.81,0.8222643896268123,4.364326375711572,30.198675496688736,False,-3.0414,1.4647,2,2,2,100.0,30.698786193101522,32.01038575667657,9.177735610373189,0.8222643896268123,历史2/2次成功; 当前距低点0.82%; 最新日涨幅-3.04%; 状态bottom_area; 底部未确认
28,78.4777976433019,72.32033514618564,000572,海马汽车,bottom_area,2023-08-25,4.24,2023-08-25,4.21,0.7125890736342102,3.8004750593824266,31.096563011456634,False,-2.9748,2.6827,2,2,2,100.0,17.82278620468623,22.92191435768261,9.287410926365789,0.7125890736342102,历史2/2次成功; 当前距低点0.71%; 最新日涨幅-2.97%; 状态bottom_area; 底部未确认
29,78.29123028905713,71.82265953300855,000028,国药一致,bottom_area,2023-08-25,31.7,2023-08-25,31.55,0.47543581616481323,1.7432646592710006,28.539071347678362,False,-0.5646,0.6371,2,2,2,100.0,12.240070934754426,14.150943396226415,9.524564183835189,0.47543581616481323,历史2/2次成功; 当前距低点0.48%; 最新日涨幅-0.56%; 状态bottom_area; 底部未确认
30,78.07265736093468,72.0862555185627,002654,万润科技,bottom_area,2023-08-25,8.67,2023-08-25,8.6,0.8139534883720964,4.651162790697678,27.852348993288594,False,-5.2459,6.5765,3,3,3,100.0,11.355212215328315,12.487611496531217,9.186046511627904,0.8139534883720964,历史3/3次成功; 当前距低点0.81%; 最新日涨幅-5.25%; 状态bottom_area; 底部未确认
31,77.75710468034738,71.45031692906663,601777,千里科技,bottom_area,2023-08-25,3.58,2023-08-25,3.56,0.5617977528089892,3.089887640449435,27.93522267206478,False,-2.4523,0.7152,1,1,1,100.0,27.96352583586626,27.96352583586626,9.438202247191011,0.5617977528089892,历史1/1次成功; 当前距低点0.56%; 最新日涨幅-2.45%; 状态bottom_area; 底部未确认
32,77.53396074656189,70.4854188605108,300614,百川畅银,bottom_area,2023-08-25,22.35,2023-08-25,22.35,0.0,5.771812080536909,28.36538461538461,False,-1.5852,2.457,2,2,2,100.0,11.480746561886047,11.8614931237721,10.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-1.59%; 状态bottom_area; 底部未确认
33,77.49294831768104,70.77972977575932,002819,东方中科,bottom_area,2023-08-25,24.45,2023-08-25,24.39,0.246002460024595,2.9110291102911066,30.31428571428571,False,-2.5896,0.6787,1,1,1,100.0,20.487179487179493,20.487179487179493,9.753997539975405,0.246002460024595,历史1/1次成功; 当前距低点0.25%; 最新日涨幅-2.59%; 状态bottom_area; 底部未确认
34,77.38552498822357,71.43570744505456,002755,奥赛康,bottom_area,2023-08-25,7.54,2023-08-24,7.48,0.8021390374331497,3.3422459893048124,32.97491039426523,False,-0.7895,0.2858,1,1,1,100.0,30.831099195710454,30.831099195710454,9.19786096256685,0.8021390374331497,历史1/1次成功; 当前距低点0.80%; 最新日涨幅-0.79%; 状态bottom_area; 底部未确认
35,76.97465514159458,70.54473456296358,603131,上海沪工,bottom_area,2023-08-25,11.86,2023-08-25,11.81,0.4233700254021925,3.5563082133784922,28.293867638129928,False,-3.0253,1.1627,2,2,2,100.0,14.946334520863354,19.841269841269842,9.57662997459781,0.4233700254021925,历史2/2次成功; 当前距低点0.42%; 最新日涨幅-3.03%; 状态bottom_area; 底部未确认
36,76.56834304858099,70.76623969138033,300514,友讯达,bottom_area,2023-08-25,11.66,2023-08-25,11.56,0.8650519031141838,5.968858131487885,27.795128044971896,False,-5.2803,4.12,1,1,1,100.0,38.21805392731536,38.21805392731536,9.134948096885816,0.8650519031141838,历史1/1次成功; 当前距低点0.87%; 最新日涨幅-5.28%; 状态bottom_area; 底部未确认
37,76.15857458773178,70.43895654094261,603155,新亚强,bottom_area,2023-08-25,22.34,2023-08-25,22.14,0.9033423667569977,4.245709123757893,27.147087857847975,False,-3.29,0.9319,2,2,2,100.0,20.261167404024544,25.624375624375624,9.096657633243002,0.9033423667569977,历史2/2次成功; 当前距低点0.90%; 最新日涨幅-3.29%; 状态bottom_area; 底部未确认
38,76.11966981008406,69.6355707620745,002265,建设工业,bottom_area,2023-08-25,12.2,2023-08-25,12.16,0.3289473684210456,2.796052631578946,28.344136711844424,False,-2.7113,1.1968,3,4,3,75.0,19.519197645561725,32.75229357798165,9.671052631578956,0.3289473684210456,历史3/4次成功; 当前距低点0.33%; 最新日涨幅-2.71%; 状态bottom_area; 底部未确认
39,75.51938233717048,69.67125941495884,002519,银河电子,bottom_area,2023-08-25,5.23,2023-08-25,5.19,0.7707129094412337,3.6608863198458477,30.053908355795144,False,-2.7881,1.7053,1,1,1,100.0,20.959595959595962,20.959595959595962,9.229287090558767,0.7707129094412337,历史1/1次成功; 当前距低点0.77%; 最新日涨幅-2.79%; 状态bottom_area; 底部未确认
40,75.37308775923829,69.35317947194963,603070,万控智造,bottom_area,2023-08-25,15.91,2023-08-25,15.81,0.6325110689437042,3.6053130929791175,29.733333333333334,False,-2.3327,2.3656,1,1,1,100.0,17.555401662049874,17.555401662049874,9.367488931056297,0.6325110689437042,历史1/1次成功; 当前距低点0.63%; 最新日涨幅-2.33%; 状态bottom_area; 底部未确认
41,74.91584035549097,69.22861324360589,300438,鹏辉能源,bottom_area,2023-08-25,37.65,2023-08-25,37.33,0.8572193945888034,2.86632735065631,31.1889400921659,False,-1.0252,1.5038,1,1,1,100.0,19.640179910044974,19.640179910044974,9.142780605411197,0.8572193945888034,历史1/1次成功; 当前距低点0.86%; 最新日涨幅-1.03%; 状态bottom_area; 底部未确认
42,74.86421955977809,68.74641897233202,300512,中亚股份,bottom_area,2023-08-25,7.63,2023-08-25,7.59,0.527009222661397,3.293807641633729,28.260869565217394,False,-2.6786,0.6708,1,1,1,100.0,12.999999999999995,12.999999999999995,9.472990777338604,0.527009222661397,历史1/1次成功; 当前距低点0.53%; 最新日涨幅-2.68%; 状态bottom_area; 底部未确认
43,74.64639123404251,69.11980548526415,300656,民德电子,bottom_area,2023-08-25,23.05,2023-08-25,22.83,0.9636443276390819,5.256241787122221,31.027190332326292,False,-4.4362,1.1546,2,2,2,100.0,13.908142754200325,14.79500891265598,9.03635567236092,0.9636443276390819,历史2/2次成功; 当前距低点0.96%; 最新日涨幅-4.44%; 状态bottom_area; 底部未确认
44,74.44564224971424,69.07682232853155,688286,敏芯股份,bottom_area,2023-08-25,46.19,2023-08-25,45.7,1.072210065645503,3.960612691466072,30.335365853658523,False,-2.7784,0.8517,2,3,2,66.66666666666666,20.509648449121638,25.016501650165008,8.927789934354498,1.072210065645503,历史2/3次成功; 当前距低点1.07%; 最新日涨幅-2.78%; 状态bottom_area; 底部未确认
45,74.43186346537746,70.39010882936854,301499,维科精密,confirmed_rebound,2023-08-25,32.55,2023-08-25,31.89,2.069614299153329,11.06930072122923,31.654522074582076,False,-8.3099,22.5289,1,1,1,100.0,21.337792642140478,21.337792642140478,7.930385700846672,2.069614299153329,历史1/1次成功; 当前距低点2.07%; 最新日涨幅-8.31%; 状态confirmed_rebound; 底部未确认
46,73.7304699471891,67.45877925648188,300521,爱司凯,bottom_area,2023-08-25,11.95,2023-08-25,11.91,0.3358522250209836,4.785894206549121,29.5266272189349,False,-3.2389,1.3389,3,4,3,75.0,18.115711449084504,20.590790616854918,9.664147774979016,0.3358522250209836,历史3/4次成功; 当前距低点0.34%; 最新日涨幅-3.24%; 状态bottom_area; 底部未确认
47,73.30588575590171,67.56637636569731,688233,神工股份,bottom_area,2023-08-25,27.9,2023-08-25,27.7,0.7220216606498169,4.548736462093869,28.79177377892031,False,-3.4602,1.5029,1,1,1,100.0,19.261213720316633,19.261213720316633,9.277978339350183,0.7220216606498169,历史1/1次成功; 当前距低点0.72%; 最新日涨幅-3.46%; 状态bottom_area; 底部未确认
48,72.77893327808614,67.2308792834411,300671,富满微,bottom_area,2023-08-25,31.24,2023-08-25,30.98,0.8392511297611298,3.938024531956109,27.886405959031656,False,-3.3117,1.3641,1,1,1,100.0,18.894472361809044,18.894472361809044,9.160748870238871,0.8392511297611298,历史1/1次成功; 当前距低点0.84%; 最新日涨幅-3.31%; 状态bottom_area; 底部未确认
49,72.70879721540737,66.64953589910618,603061,金海通,bottom_area,2023-08-25,85.5,2023-08-25,85.13,0.43462939034418485,4.534241747914953,31.451807713986636,False,-4.8414,5.1834,1,1,1,100.0,10.80909090909091,10.80909090909091,9.565370609655815,0.43462939034418485,历史1/1次成功; 当前距低点0.43%; 最新日涨幅-4.84%; 状态bottom_area; 底部未确认
50,72.48616623053228,66.58612944432618,002121,科陆电子,bottom_area,2023-08-25,5.53,2023-08-25,5.5,0.54545454545455,3.63636363636364,29.03225806451613,False,-3.1524,1.6738,1,1,1,100.0,11.826697892271683,11.826697892271683,9.45454545454545,0.54545454545455,历史1/1次成功; 当前距低点0.55%; 最新日涨幅-3.15%; 状态bottom_area; 底部未确认
51,71.80265317874881,66.52690330343472,002213,大为股份,bottom_area,2023-08-25,13.19,2023-08-25,13.06,0.9954058192955513,5.2833078101071935,28.867102396514156,False,-5.1079,2.6577,1,1,1,100.0,17.02380952380952,17.02380952380952,9.00459418070445,0.9954058192955513,历史1/1次成功; 当前距低点1.00%; 最新日涨幅-5.11%; 状态bottom_area; 底部未确认
52,71.5802109925929,66.06182151140013,688207,格灵深瞳,bottom_area,2023-08-25,19.13,2023-08-25,18.98,0.7903055848261252,4.847207586933604,28.241965973534967,False,-4.0622,1.8953,1,1,1,100.0,12.009237875288688,12.009237875288688,9.209694415173875,0.7903055848261252,历史1/1次成功; 当前距低点0.79%; 最新日涨幅-4.06%; 状态bottom_area; 底部未确认
53,71.42732130192016,65.95369849231497,688107,安路科技,bottom_area,2023-08-25,41.98,2023-08-25,41.64,0.8165225744476377,3.6743515850144117,28.157349896480333,False,-2.8915,0.5304,2,3,2,66.66666666666666,40.4231359967146,67.95615731785945,9.183477425552363,0.8165225744476377,历史2/3次成功; 当前距低点0.82%; 最新日涨幅-2.89%; 状态bottom_area; 底部未确认
54,70.75122648245531,68.89867506923852,603255,鼎际得,bottom_area,2023-08-25,37.34,2023-08-22,36.04,3.607103218645961,9.600443951165374,31.063504208110178,True,-3.862,1.8652,1,1,1,100.0,12.757367783609205,12.757367783609205,6.3928967813540405,3.607103218645961,历史1/1次成功; 当前距低点3.61%; 最新日涨幅-3.86%; 状态bottom_area; 底部已确认
55,70.24802069668347,64.725946904805,002386,天原股份,bottom_area,2023-08-25,5.72,2023-08-25,5.68,0.7042253521126767,2.6408450704225417,31.48371531966224,False,-1.5491,0.9604,2,3,2,66.66666666666666,32.445774413737794,48.85290148448042,9.295774647887324,0.7042253521126767,历史2/3次成功; 当前距低点0.70%; 最新日涨幅-1.55%; 状态bottom_area; 底部未确认
56,68.60280680671853,62.686170891064585,601778,晶科科技,bottom_area,2023-08-25,3.74,2023-08-25,3.73,0.26809651474531454,3.7533512064343197,27.43190661478599,False,-4.1026,2.736,2,3,2,66.66666666666666,26.348195043103452,42.344827586206904,9.731903485254687,0.26809651474531454,历史2/3次成功; 当前距低点0.27%; 最新日涨幅-4.10%; 状态bottom_area; 底部未确认
57,66.61127312745045,61.048052860722,688173,希荻微,bottom_area,2023-08-25,16.57,2023-08-25,16.5,0.4242424242424259,4.060606060606071,31.25,False,-3.9977,1.5059,2,3,2,66.66666666666666,19.455155491011066,23.120837297811605,9.575757575757574,0.4242424242424259,历史2/3次成功; 当前距低点0.42%; 最新日涨幅-4.00%; 状态bottom_area; 底部未确认
58,66.46288728457029,60.932881797853845,002845,同兴达,bottom_area,2023-08-25,13.63,2023-08-25,13.57,0.44215180545320926,5.084745762711861,29.322916666666664,False,-3.7429,3.2249,2,3,2,66.66666666666666,19.055490578604818,25.83258325832584,9.557848194546793,0.44215180545320926,历史2/3次成功; 当前距低点0.44%; 最新日涨幅-3.74%; 状态bottom_area; 底部未确认
59,66.36615003292442,61.01404115930149,688117,圣诺生物,bottom_area,2023-08-25,23.94,2023-08-25,23.8,0.5882352941176494,4.411764705882356,32.13572854291417,False,-4.5074,7.9114,2,3,2,66.66666666666666,21.282532060339015,24.6076585059636,9.411764705882351,0.5882352941176494,历史2/3次成功; 当前距低点0.59%; 最新日涨幅-4.51%; 状态bottom_area; 底部未确认
60,65.84181149169024,60.52158798211477,001266,宏英智能,bottom_area,2023-08-25,24.31,2023-08-25,24.17,0.5792304509722673,4.261481175010333,31.37421919363997,False,-3.4551,3.7516,2,3,2,66.66666666666666,18.524552385295017,23.285351397121083,9.420769549027733,0.5792304509722673,历史2/3次成功; 当前距低点0.58%; 最新日涨幅-3.46%; 状态bottom_area; 底部未确认
61,62.84666380461535,57.8929381675944,002272,川润股份,bottom_area,2023-08-25,5.82,2023-08-25,5.78,0.6920415224913501,3.633217993079584,29.42612942612942,False,-2.0202,1.9382,1,2,1,50.0,48.337595907928375,48.337595907928375,9.30795847750865,0.6920415224913501,历史1/2次成功; 当前距低点0.69%; 最新日涨幅-2.02%; 状态bottom_area; 底部未确认
62,55.595135044151654,54.72825617722237,300357,我武生物,bottom_area,2023-08-25,31.44,2023-08-24,30.18,4.174950298210741,6.494367130550035,28.040057224606578,False,0.1593,0.7339,1,2,1,50.0,11.705069124423972,11.705069124423972,5.825049701789259,4.174950298210741,历史1/2次成功; 当前距低点4.17%; 最新日涨幅0.16%; 状态bottom_area; 底部未确认
63,55.43155039340576,51.02904458598725,002425,凯撒文化,bottom_area,2023-08-25,4.59,2023-08-25,4.56,0.6578947368421107,4.166666666666676,27.04000000000001,False,-3.5714,1.9451,1,2,1,50.0,21.231422505307858,21.231422505307858,9.34210526315789,0.6578947368421107,历史1/2次成功; 当前距低点0.66%; 最新日涨幅-3.57%; 状态bottom_area; 底部未确认
64,53.12095102028822,48.961827996895984,000670,盈方微,bottom_area,2023-08-25,5.58,2023-08-25,5.54,0.7220216606498201,3.610108303249101,29.516539440203566,False,-3.2929,2.0852,1,2,1,50.0,10.903426791277262,10.903426791277262,9.277978339350181,0.7220216606498201,历史1/2次成功; 当前距低点0.72%; 最新日涨幅-3.29%; 状态bottom_area; 底部未确认
65,49.526467511113296,45.525328400166934,300458,全志科技,bottom_area,2023-08-25,22.54,2023-08-25,22.41,0.5800981704596118,5.042391789379737,28.96988906497623,False,-3.7164,1.8898,1,3,1,33.33333333333333,10.132359653126422,10.132359653126422,9.41990182954039,0.5800981704596118,历史1/3次成功; 当前距低点0.58%; 最新日涨幅-3.72%; 状态bottom_area; 底部未确认
