rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,95.57088295494005,89.0806596880554,688355,明志科技,bottom_area,2023-08-25,20.89,2023-08-25,20.62,1.3094083414160989,3.831231813773032,32.28243021346469,False,0.1918,3.1737,4,4,4,100.0,19.602745733785582,35.08474576271185,8.690591658583902,1.3094083414160989,历史4/4次成功; 当前距低点1.31%; 最新日涨幅0.19%; 状态bottom_area; 底部未确认
2,89.73181608246715,85.80155146688718,000620,盈新发展,bottom_area,2023-08-25,1.55,2023-08-25,1.51,2.6490066225165587,4.635761589403978,27.403846153846157,False,0.0,1.7296,3,3,3,100.0,35.0606804635748,58.4192439862543,7.350993377483442,2.6490066225165587,历史3/3次成功; 当前距低点2.65%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
3,88.43714829730705,84.82658100331957,000411,英特集团,bottom_area,2023-08-25,11.7,2023-08-24,11.38,2.8119507908611467,3.7785588752196806,27.974683544303797,False,0.3431,3.7807,3,3,3,100.0,31.816283905822544,47.98426745329401,7.188049209138854,2.8119507908611467,历史3/3次成功; 当前距低点2.81%; 最新日涨幅0.34%; 状态bottom_area; 底部未确认
4,85.75657354716564,78.4735803064004,688248,南网科技,bottom_area,2023-08-25,29.2,2023-08-25,29.1,0.34364261168384147,3.264604810996561,32.29409027454629,False,-2.6667,2.3429,3,3,3,100.0,29.715513231395445,49.406593406593416,9.656357388316158,0.34364261168384147,历史3/3次成功; 当前距低点0.34%; 最新日涨幅-2.67%; 状态bottom_area; 底部未确认
5,84.6879252810892,78.94203624953555,688148,芳源股份,bottom_area,2023-08-25,9.26,2023-08-23,9.14,1.3129102844638865,3.5010940919037226,27.3449920508744,False,-0.7503,0.9887,2,2,2,100.0,20.943396226415096,26.66666666666668,8.687089715536114,1.3129102844638865,历史2/2次成功; 当前距低点1.31%; 最新日涨幅-0.75%; 状态bottom_area; 底部未确认
6,84.33400819754728,77.3757566960995,302132,中航成飞,bottom_area,2023-08-25,41.7,2023-08-25,41.5,0.4819277108433803,4.048192771084336,32.02293202293202,False,-3.7174,2.2108,4,4,4,100.0,19.056730520550555,28.81165919282512,9.51807228915662,0.4819277108433803,历史4/4次成功; 当前距低点0.48%; 最新日涨幅-3.72%; 状态bottom_area; 底部未确认
7,84.32348294570679,76.98968309369836,688185,康希诺,bottom_area,2023-08-25,70.84,2023-08-25,70.68,0.22637238256932168,4.6547821165817655,28.03909590714721,False,-4.2314,1.704,6,6,6,100.0,13.848452290088234,19.236097367900253,9.773627617430678,0.22637238256932168,历史6/6次成功; 当前距低点0.23%; 最新日涨幅-4.23%; 状态bottom_area; 底部未确认
8,83.59074662419323,76.68764338450991,002765,蓝黛科技,bottom_area,2023-08-25,6.31,2023-08-25,6.28,0.4777070063694166,3.184713375796181,29.675251959686445,False,-2.7735,2.0555,3,3,3,100.0,21.75707182275358,28.213879408418663,9.522292993630584,0.4777070063694166,历史3/3次成功; 当前距低点0.48%; 最新日涨幅-2.77%; 状态bottom_area; 底部未确认
9,83.4116859788406,76.60041696830703,603236,移远通信,bottom_area,2023-08-25,43.59,2023-08-25,43.36,0.5304428044280535,2.3985239852398506,30.30059475968494,False,-2.3959,1.4463,3,3,3,100.0,21.93455141076877,39.389337383102855,9.469557195571946,0.5304428044280535,历史3/3次成功; 当前距低点0.53%; 最新日涨幅-2.40%; 状态bottom_area; 底部未确认
10,82.5370133364438,75.40180423960172,002084,海鸥住工,bottom_area,2023-08-25,3.91,2023-08-25,3.9,0.2564102564102623,2.8205128205128176,27.102803738317753,False,-1.0127,1.6386,2,2,2,100.0,28.797954968909234,43.81720430107525,9.743589743589737,0.2564102564102623,历史2/2次成功; 当前距低点0.26%; 最新日涨幅-1.01%; 状态bottom_area; 底部未确认
11,82.40931639976502,75.95642159775845,605111,新洁能,bottom_area,2023-08-25,33.5,2023-08-25,33.26,0.7215874924834697,3.728202044497902,27.616974972796527,False,-2.4745,2.1583,3,3,3,100.0,20.815274626993325,36.800373134328346,9.278412507516531,0.7215874924834697,历史3/3次成功; 当前距低点0.72%; 最新日涨幅-2.47%; 状态bottom_area; 底部未确认
12,82.26323095957017,75.04312176866276,300539,横河精密,bottom_area,2023-08-25,11.09,2023-08-25,11.07,0.18066847335139632,3.703703703703705,28.810289389067528,False,-2.9746,1.1807,2,2,2,100.0,25.941106924214775,39.25845147219192,9.819331526648604,0.18066847335139632,历史2/2次成功; 当前距低点0.18%; 最新日涨幅-2.97%; 状态bottom_area; 底部未确认
13,82.14606804547986,75.11611694791192,002339,积成电子,bottom_area,2023-08-25,6.55,2023-08-25,6.53,0.30627871362939624,2.9096477794793185,27.201783723522855,False,-1.9461,1.6223,3,4,3,75.0,48.70662588702658,82.94930875576038,9.693721286370604,0.30627871362939624,历史3/4次成功; 当前距低点0.31%; 最新日涨幅-1.95%; 状态bottom_area; 底部未确认
14,81.46627647469803,75.31102695519566,300474,景嘉微,bottom_area,2023-08-25,67.82,2023-08-25,67.23,0.8775844117209417,5.845604640785353,29.350567465321557,False,-2.767,2.5368,2,2,2,100.0,35.92429792429792,59.857142857142854,9.12241558827906,0.8775844117209417,历史2/2次成功; 当前距低点0.88%; 最新日涨幅-2.77%; 状态bottom_area; 底部未确认
15,81.45209872899969,74.43589258574961,600148,长春一东,bottom_area,2023-08-25,14.63,2023-08-25,14.59,0.2741603838245437,3.152844413982185,27.340637450199196,False,-1.9437,1.3801,1,1,1,100.0,40.489130434782616,40.489130434782616,9.725839616175456,0.2741603838245437,历史1/1次成功; 当前距低点0.27%; 最新日涨幅-1.94%; 状态bottom_area; 底部未确认
16,81.29550189561128,74.82595150410323,600338,西藏珠峰,bottom_area,2023-08-25,13.96,2023-08-25,13.87,0.6488824801730472,3.1723143475126268,28.320413436692515,False,-1.6209,1.4346,2,2,2,100.0,30.512922359665453,31.213191990577155,9.351117519826953,0.6488824801730472,历史2/2次成功; 当前距低点0.65%; 最新日涨幅-1.62%; 状态bottom_area; 底部未确认
17,80.81072721638708,75.49268683282995,688277,天智航,bottom_area,2023-08-25,13.5,2023-08-23,13.31,1.427498121712994,8.489857250187821,29.088971763452314,False,-1.4599,1.0001,1,1,1,100.0,20.469798657718112,20.469798657718112,8.572501878287007,1.427498121712994,历史1/1次成功; 当前距低点1.43%; 最新日涨幅-1.46%; 状态bottom_area; 底部未确认
