rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_top_price,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,close_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,95.673546926959,82.02283839971352,301687,新广益,bottom_area,2026-01-14,62.25,88.3,2026-01-14,61.3,1.5497553017944583,2.7569331158238253,30.577576443941112,29.501698754246885,False,0.7119,20.0761,1,1,1,100.0,34.60365853658537,34.60365853658537,18.45024469820554,1.5497553017944583,历史1/1次成功; 当前距低点1.55%; 最新日涨幅0.71%; 状态bottom_area; 底部未确认
2,90.78548203464193,77.5789330399032,000735,罗牛山,bottom_area,2026-01-14,8.13,11.38,2026-01-14,8.02,1.3715710723192172,2.618453865336669,29.52548330404219,28.558875219683657,False,-1.2151,7.5361,3,4,3,75.0,35.16728540210225,44.303797468354425,18.628428927680783,1.3715710723192172,历史3/4次成功; 当前距低点1.37%; 最新日涨幅-1.22%; 状态bottom_area; 底部未确认
3,88.97209300877023,76.83807720045253,300779,惠城环保,bottom_area,2026-01-14,115.01,155.5,2026-01-14,112.81,1.9501817214785948,4.999556776881482,27.453376205787777,26.038585209003212,False,-1.0411,4.7298,1,1,1,100.0,34.11016949152542,34.11016949152542,18.049818278521407,1.9501817214785948,历史1/1次成功; 当前距低点1.95%; 最新日涨幅-1.04%; 状态bottom_area; 底部未确认
4,88.25499971676624,78.5587282988851,000430,张家界,bottom_area,2026-01-14,7.47,10.09,2025-12-29,7.21,3.606102635228846,10.124826629681005,28.543111992071356,25.966303270564918,True,0.6739,1.4667,3,4,3,75.0,36.15936724304767,53.99999999999999,16.393897364771153,3.606102635228846,历史3/4次成功; 当前距低点3.61%; 最新日涨幅0.67%; 状态bottom_area; 底部已确认
5,87.61760377793505,77.77515209754607,600048,保利发展,bottom_area,2026-01-14,6.29,8.55,2025-12-31,6.08,3.453947368421052,9.210526315789467,28.888888888888893,26.4327485380117,True,-2.7821,2.1232,2,2,2,100.0,31.721247836269217,31.987577639751546,16.54605263157895,3.453947368421052,历史2/2次成功; 当前距低点3.45%; 最新日涨幅-2.78%; 状态bottom_area; 底部已确认
6,86.55143004853552,74.12783479126996,601566,九牧王,bottom_area,2026-01-14,12.9,18.68,2026-01-14,12.71,1.4948859166010975,3.383162863886701,31.959314775160596,30.942184154175585,False,0.2331,3.6668,2,3,2,66.66666666666666,30.373699002439853,38.914728682170555,18.505114083398905,1.4948859166010975,历史2/3次成功; 当前距低点1.49%; 最新日涨幅0.23%; 状态bottom_area; 底部未确认
7,79.34914686508584,68.34970052393837,000572,海马汽车,bottom_area,2026-01-14,7.32,10.2,2026-01-14,7.19,1.8080667593880373,3.477051460361613,29.50980392156862,28.235294117647054,False,0.8264,7.9297,3,8,3,37.5,49.67522975990913,95.5116696588869,18.191933240611963,1.8080667593880373,历史3/8次成功; 当前距低点1.81%; 最新日涨幅0.83%; 状态bottom_area; 底部未确认
8,72.41463310114727,62.49818349162991,002774,快意电梯,bottom_area,2026-01-14,11.71,16.45,2026-01-14,11.49,1.9147084421235911,6.5274151436031325,30.151975683890576,28.81458966565349,False,-8.3007,15.7253,2,4,2,50.0,25.127520105761814,29.39297124600639,18.08529155787641,1.9147084421235911,历史2/4次成功; 当前距低点1.91%; 最新日涨幅-8.30%; 状态bottom_area; 底部未确认
9,70.685218370488,62.36077944052081,600325,华发股份,bottom_area,2026-01-14,4.3,5.74,2025-12-31,4.17,3.1175059952038344,6.474820143884903,27.351916376306622,25.087108013937286,False,-1.8265,1.3902,2,4,2,50.0,28.917704890244938,32.553606237816766,16.88249400479617,3.1175059952038344,历史2/4次成功; 当前距低点3.12%; 最新日涨幅-1.83%; 状态bottom_area; 底部未确认
10,66.66986995932552,58.24922589725544,600104,上汽集团,bottom_area,2026-01-14,15.08,20.63,2025-11-21,14.7,2.5850340136054477,8.639455782312936,28.74454677653902,26.902569074163836,True,-2.6469,1.1185,1,2,1,50.0,24.425287356321842,24.425287356321842,17.414965986394552,2.5850340136054477,历史1/2次成功; 当前距低点2.59%; 最新日涨幅-2.65%; 状态bottom_area; 底部已确认
