rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.42087152427409,81.30146050876101,600048,保利发展,bottom_area,2023-10-31,11.02,2023-10-30,10.7,2.9906542056074796,3.5514018691588856,28.139691067830768,False,1.1009,0.6836,2,2,2,100.0,31.721247836269217,31.987577639751546,12.00934579439252,2.9906542056074796,历史2/2次成功; 当前距低点2.99%; 最新日涨幅1.10%; 状态bottom_area; 底部未确认
2,85.96988025632785,77.03309809580028,000938,紫光股份,bottom_area,2023-10-31,19.61,2023-10-23,19.3,1.6062176165803042,4.766839378238332,28.011935844834014,False,-1.8027,1.5041,1,1,1,100.0,30.942334739803094,30.942334739803094,13.393782383419694,1.6062176165803042,历史1/1次成功; 当前距低点1.61%; 最新日涨幅-1.80%; 状态bottom_area; 底部未确认
3,85.06669508845974,77.1323397361722,688023,安恒信息,bottom_area,2023-10-31,118.6,2023-10-30,116.0,2.2413793103448225,5.36206896551724,29.6159213639949,False,-1.8374,0.8546,1,1,1,100.0,39.261744966442954,39.261744966442954,12.758620689655176,2.2413793103448225,历史1/1次成功; 当前距低点2.24%; 最新日涨幅-1.84%; 状态bottom_area; 底部未确认
4,77.05504636510274,70.49730258247499,300511,雪榕生物,bottom_area,2023-10-31,5.66,2023-10-30,5.51,2.7223230490018215,3.9927404718693404,27.212681638044923,False,0.0,2.7717,2,3,2,66.66666666666666,25.900712191034756,29.220779220779214,12.27767695099818,2.7223230490018215,历史2/3次成功; 当前距低点2.72%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
5,76.87986146219497,72.5511777478287,601155,新城控股,bottom_area,2023-10-31,11.9,2023-10-20,11.4,4.385964912280701,6.052631578947364,27.06333973128599,False,-0.5017,0.7719,2,2,2,100.0,24.2536438055306,24.642857142857142,10.614035087719298,4.385964912280701,历史2/2次成功; 当前距低点4.39%; 最新日涨幅-0.50%; 状态bottom_area; 底部未确认
6,76.12840133666775,72.12955231371964,000006,深振业A,bottom_area,2023-10-31,4.32,2023-10-23,4.13,4.6004842615012205,6.053268765133172,32.295081967213115,False,0.0,1.2338,1,1,1,100.0,18.809980806142043,18.809980806142043,10.39951573849878,4.6004842615012205,历史1/1次成功; 当前距低点4.60%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
7,74.05204532175955,70.21948065521434,600004,白云机场,bottom_area,2023-10-31,10.59,2023-10-23,10.12,4.644268774703564,9.584980237154157,31.38983050847458,True,-4.2495,1.2318,1,1,1,100.0,32.57211538461537,32.57211538461537,10.355731225296436,4.644268774703564,历史1/1次成功; 当前距低点4.64%; 最新日涨幅-4.25%; 状态bottom_area; 底部已确认
8,72.38678286584872,68.32122382817776,300486,东杰智能,bottom_area,2023-10-31,6.89,2023-10-24,6.6,4.3939393939393945,6.969696969696971,30.453108535300323,False,-1.5714,1.4974,1,1,1,100.0,18.276374442793454,18.276374442793454,10.606060606060606,4.3939393939393945,历史1/1次成功; 当前距低点4.39%; 最新日涨幅-1.57%; 状态bottom_area; 底部未确认
9,68.47590463054779,63.38554220545794,000928,中钢国际,bottom_area,2023-10-31,6.17,2023-10-23,5.97,3.3500837520938056,5.192629815745402,31.06235565819862,False,-0.6441,1.7553,2,3,2,66.66666666666666,17.833690825619026,18.798449612403097,11.649916247906194,3.3500837520938056,历史2/3次成功; 当前距低点3.35%; 最新日涨幅-0.64%; 状态bottom_area; 底部未确认
10,66.05811289609309,61.432859030837015,002366,融发核电,bottom_area,2023-10-31,5.18,2023-10-23,5.0,3.5999999999999943,8.000000000000007,28.469241773962807,True,-1.5209,1.9321,2,4,2,50.0,20.64977973568282,25.0,11.400000000000004,3.5999999999999943,历史2/4次成功; 当前距低点3.60%; 最新日涨幅-1.52%; 状态bottom_area; 底部已确认
11,65.98716617410643,62.173744379394144,300454,深信服,bottom_area,2023-10-31,83.9,2023-10-27,80.44,4.301342615614132,6.364992541024373,27.150878464046375,False,-1.2709,0.797,2,3,2,66.66666666666666,22.979241270579003,29.49391262831224,10.698657384385868,4.301342615614132,历史2/3次成功; 当前距低点4.30%; 最新日涨幅-1.27%; 状态bottom_area; 底部未确认
