rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,86.03497252795934,76.53417801566933,300358,楚天科技,bottom_area,2025-12-08,9.28,2025-12-05,8.96,3.5714285714285547,4.575892857142839,27.74193548387096,False,0.76,2.3104,3,4,3,75.0,34.04319977702382,38.205499276411004,16.42857142857145,3.5714285714285547,历史3/4次成功; 当前距低点3.57%; 最新日涨幅0.76%; 状态bottom_area; 底部未确认
2,84.60298235678992,76.12010612353191,600550,保变电气,bottom_area,2025-12-08,9.44,2025-12-04,9.06,4.194260485651203,5.077262693156722,30.307692307692303,False,0.5325,2.753,1,1,1,100.0,35.285053929121716,35.285053929121716,15.805739514348799,4.194260485651203,历史1/1次成功; 当前距低点4.19%; 最新日涨幅0.53%; 状态bottom_area; 底部未确认
3,84.1694166440107,74.79180129557243,603178,圣龙股份,bottom_area,2025-12-08,18.28,2025-12-05,17.66,3.510758776896948,3.850509626274064,28.182187881252542,False,0.9387,0.9366,5,7,5,71.42857142857143,31.669983984855786,47.51869476546566,16.48924122310305,3.510758776896948,历史5/7次成功; 当前距低点3.51%; 最新日涨幅0.94%; 状态bottom_area; 底部未确认
4,83.73115583066271,74.71644749021004,688766,普冉股份,bottom_area,2025-12-08,124.49,2025-11-21,120.0,3.7416666666666627,7.816666666666664,28.22966507177033,False,0.0,0.0,1,1,1,100.0,22.190577904355056,22.190577904355056,16.25833333333334,3.7416666666666627,历史1/1次成功; 当前距低点3.74%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
5,83.35479050841981,75.42276744547101,603173,福斯达,bottom_area,2025-12-08,38.51,2025-11-24,36.85,4.504748982360914,5.6445047489823565,32.86573146292585,False,0.9172,3.9577,1,1,1,100.0,35.34190927555856,35.34190927555856,15.495251017639088,4.504748982360914,历史1/1次成功; 当前距低点4.50%; 最新日涨幅0.92%; 状态bottom_area; 底部未确认
6,82.84006722136975,69.51985141575553,002321,华英农业,bottom_area,2025-12-08,2.62,2025-12-08,2.61,0.3831417624521162,4.5977011494252915,32.38341968911917,False,-4.3796,4.3926,1,1,1,100.0,25.609756097560986,25.609756097560986,19.616858237547884,0.3831417624521162,历史1/1次成功; 当前距低点0.38%; 最新日涨幅-4.38%; 状态bottom_area; 底部未确认
7,81.90381767723498,74.16487427466156,002418,康盛股份,bottom_area,2025-12-08,4.6,2025-12-05,4.4,4.545454545454529,5.227272727272717,27.031509121061358,False,1.3216,3.4078,1,1,1,100.0,29.078014184397176,29.078014184397176,15.454545454545471,4.545454545454529,历史1/1次成功; 当前距低点4.55%; 最新日涨幅1.32%; 状态bottom_area; 底部未确认
8,79.85381932025052,72.74608074300465,003038,鑫铂股份,bottom_area,2025-12-08,16.13,2025-11-24,15.38,4.8764629388816525,5.7867360208062335,28.76331635016211,False,1.2555,2.0877,1,1,1,100.0,25.507614213197975,25.507614213197975,15.123537061118347,4.8764629388816525,历史1/1次成功; 当前距低点4.88%; 最新日涨幅1.26%; 状态bottom_area; 底部未确认
9,77.67236953695513,70.27706041066375,300768,迪普科技,bottom_area,2025-12-08,19.5,2025-12-05,18.66,4.5016077170418,5.359056806002144,27.05238467552775,False,1.3514,2.1768,2,3,2,66.66666666666666,46.52720074651822,47.28781110402041,15.498392282958202,4.5016077170418,历史2/3次成功; 当前距低点4.50%; 最新日涨幅1.35%; 状态bottom_area; 底部未确认
10,77.2971496883078,67.58132515879034,601127,赛力斯,bottom_area,2025-12-08,125.58,2025-11-24,122.37,2.6231919588134294,7.232164746261334,28.854651162790695,True,-0.4203,0.9107,5,9,5,55.55555555555556,29.69523621503266,42.19143576826195,17.37680804118657,2.6231919588134294,历史5/9次成功; 当前距低点2.62%; 最新日涨幅-0.42%; 状态bottom_area; 底部已确认
11,72.52688612407795,65.49004089403797,688337,普源精电,bottom_area,2025-12-08,37.32,2025-12-04,35.75,4.391608391608393,5.398601398601397,28.499999999999996,False,1.8837,1.4261,3,6,3,50.0,38.886602295188766,54.46153846153845,15.608391608391608,4.391608391608393,历史3/6次成功; 当前距低点4.39%; 最新日涨幅1.88%; 状态bottom_area; 底部未确认
