rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,86.8151053431644,74.02130034522439,601901,方正证券,bottom_area,2022-03-15,6.48,2022-03-09,6.4,1.250000000000001,10.156249999999991,29.51541850220264,False,-3.4277,0.3484,1,1,1,100.0,20.598388952819345,20.598388952819345,18.75,1.250000000000001,历史1/1次成功; 当前距低点1.25%; 最新日涨幅-3.43%; 状态bottom_area; 底部未确认
2,85.15341329739444,70.9611777478287,601155,新城控股,bottom_area,2022-03-15,21.76,2022-03-15,21.76,0.0,9.191176470588234,31.999999999999996,False,-10.0083,1.4413,2,2,2,100.0,24.2536438055306,24.642857142857142,20.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-10.01%; 状态bottom_area; 底部未确认
3,82.49437060203284,68.74530883502737,688079,美迪凯,bottom_area,2022-03-15,12.14,2022-03-15,12.14,0.0,7.084019769357491,27.73809523809524,False,-6.1098,0.6655,1,1,1,100.0,29.007036747458958,29.007036747458958,20.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-6.11%; 状态bottom_area; 底部未确认
4,63.445348078698046,53.50396600760716,000037,深南电A,bottom_area,2022-03-15,6.2,2022-03-15,6.16,0.6493506493506499,6.980519480519476,27.272727272727277,False,-5.7751,0.8925,1,2,1,50.0,34.43271767810025,34.43271767810025,19.350649350649352,0.6493506493506499,历史1/2次成功; 当前距低点0.65%; 最新日涨幅-5.78%; 状态bottom_area; 底部未确认
