rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,98.16249446867155,83.98001528273053,000935,四川双马,bottom_area,2023-05-10,18.38,2023-05-05,18.12,1.434878587196457,3.532008830022078,32.68945022288261,False,0.1089,0.3554,1,1,1,100.0,43.71794871794874,43.71794871794874,18.565121412803546,1.434878587196457,历史1/1次成功; 当前距低点1.43%; 最新日涨幅0.11%; 状态bottom_area; 底部未确认
2,93.76197782014162,79.95923669470841,688181,八亿时空,bottom_area,2023-05-10,33.75,2023-05-10,33.33,1.2601260126012652,2.820282028202835,28.751603249251822,False,-1.4886,1.6994,2,2,2,100.0,25.76518281418983,28.477257745550418,18.739873987398738,1.2601260126012652,历史2/2次成功; 当前距低点1.26%; 最新日涨幅-1.49%; 状态bottom_area; 底部未确认
3,92.57040379624286,78.99968392775531,688075,安旭生物,bottom_area,2023-05-10,65.49,2023-05-10,64.65,1.2993039443155285,2.567672080433096,30.37906525953047,False,-0.0763,1.4231,4,5,4,80.0,31.086542584917854,40.134529147982065,18.700696055684475,1.2993039443155285,历史4/5次成功; 当前距低点1.30%; 最新日涨幅-0.08%; 状态bottom_area; 底部未确认
4,90.03875113600519,76.69833060031124,688182,灿勤科技,bottom_area,2023-05-10,16.88,2023-05-10,16.68,1.199040767386087,4.856115107913662,28.687473279179137,False,-0.7643,3.7045,1,1,1,100.0,24.15130940834142,24.15130940834142,18.800959232613916,1.199040767386087,历史1/1次成功; 当前距低点1.20%; 最新日涨幅-0.76%; 状态bottom_area; 底部未确认
5,89.995383574726,78.35122536700587,688289,圣湘生物,bottom_area,2023-05-10,18.41,2023-04-26,17.98,2.391546162402668,12.45828698553948,27.058823529411757,False,0.327,0.7861,1,1,1,100.0,25.182530200451346,25.182530200451346,17.60845383759733,2.391546162402668,历史1/1次成功; 当前距低点2.39%; 最新日涨幅0.33%; 状态bottom_area; 底部未确认
6,89.84549903407495,78.80243650363374,300762,上海瀚讯,bottom_area,2023-05-10,11.76,2023-05-10,11.44,2.7972027972028,2.9720279720279708,27.50316856780735,False,0.8576,1.541,1,1,1,100.0,32.580961727183514,32.580961727183514,17.2027972027972,2.7972027972028,历史1/1次成功; 当前距低点2.80%; 最新日涨幅0.86%; 状态bottom_area; 底部未确认
7,89.80488087883393,76.4708976166069,688328,深科达,bottom_area,2023-05-10,19.74,2023-05-10,19.51,1.178882624295217,1.6914402870322822,29.285973178687925,False,-0.5542,1.539,1,1,1,100.0,22.681451612903224,22.681451612903224,18.821117375704784,1.178882624295217,历史1/1次成功; 当前距低点1.18%; 最新日涨幅-0.55%; 状态bottom_area; 底部未确认
8,89.77503963931007,78.71070919181035,300661,圣邦股份,bottom_area,2023-05-10,122.9,2023-04-25,119.58,2.7763840107041373,6.790433182806494,30.20079383609619,False,0.0,0.5839,1,1,1,100.0,31.832606108687024,31.832606108687024,17.223615989295865,2.7763840107041373,历史1/1次成功; 当前距低点2.78%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
9,89.12615875089267,78.02728900255754,000629,钒钛股份,bottom_area,2023-05-10,4.19,2023-04-25,4.08,2.6960784313725568,9.803921568627459,31.08108108108108,False,0.4796,0.5656,1,1,1,100.0,27.173913043478265,27.173913043478265,17.303921568627445,2.6960784313725568,历史1/1次成功; 当前距低点2.70%; 最新日涨幅0.48%; 状态bottom_area; 底部未确认
10,88.74195580188673,75.95524542156562,002385,大北农,bottom_area,2023-05-10,6.95,2023-04-25,6.85,1.4598540145985481,4.963503649635047,30.73811931243681,False,-0.2869,0.8802,1,1,1,100.0,23.353293413173663,23.353293413173663,18.540145985401452,1.4598540145985481,历史1/1次成功; 当前距低点1.46%; 最新日涨幅-0.29%; 状态bottom_area; 底部未确认
11,88.69580539089085,75.71068208885426,001309,德明利,bottom_area,2023-05-10,63.32,2023-05-10,62.5,1.3120000000000005,4.783999999999992,27.325581395348834,False,-1.2785,7.2705,1,1,1,100.0,20.226032735775533,20.226032735775533,18.688000000000002,1.3120000000000005,历史1/1次成功; 当前距低点1.31%; 最新日涨幅-1.28%; 状态bottom_area; 底部未确认
