rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.2996715934174,82.01695618533876,600327,大东方,bottom_area,2024-12-10,6.58,2024-12-09,6.43,2.332814930015558,6.998444790046659,28.792912513842744,False,0.458,15.6405,2,2,2,100.0,27.5041625041625,33.030303030303024,12.667185069984441,2.332814930015558,历史2/2次成功; 当前距低点2.33%; 最新日涨幅0.46%; 状态bottom_area; 底部未确认
2,79.95116195783126,74.84516080362104,002301,齐心集团,bottom_area,2024-12-10,8.15,2024-12-09,7.84,3.9540816326530677,5.229591836734696,28.073394495412845,False,2.3869,8.7972,1,1,1,100.0,25.486381322957207,25.486381322957207,11.045918367346932,3.9540816326530677,历史1/1次成功; 当前距低点3.95%; 最新日涨幅2.39%; 状态bottom_area; 底部未确认
3,75.02823031087274,71.5764658342506,002045,国光电器,bottom_area,2024-12-10,18.59,2024-12-04,17.71,4.968944099378876,8.413325804630144,29.58250497017892,True,1.7515,14.9884,4,6,4,66.66666666666666,33.38167588262236,40.89958158995815,10.031055900621123,4.968944099378876,历史4/6次成功; 当前距低点4.97%; 最新日涨幅1.75%; 状态bottom_area; 底部已确认
4,73.89965079381007,68.83904189068627,001229,魅视科技,bottom_area,2024-12-10,41.04,2024-12-06,39.58,3.6887316826680165,5.356240525517951,31.033281059418023,False,1.5088,28.3045,2,3,2,66.66666666666666,28.83163150807898,42.18749999999999,11.311268317331983,3.6887316826680165,历史2/3次成功; 当前距低点3.69%; 最新日涨幅1.51%; 状态bottom_area; 底部未确认
5,73.40364877710053,67.60093983184841,603268,松发股份,bottom_area,2024-12-10,38.2,2024-12-09,37.06,3.0760928224500823,8.472746896923908,30.625233994758517,True,-2.2268,6.1816,2,3,2,66.66666666666666,27.94497204498886,37.532133676092535,11.923907177549916,3.0760928224500823,历史2/3次成功; 当前距低点3.08%; 最新日涨幅-2.23%; 状态bottom_area; 底部已确认
6,71.35550619898054,65.9253931077388,000695,滨海能源,bottom_area,2024-12-10,12.08,2024-12-04,11.7,3.247863247863255,7.179487179487179,30.810171496156123,True,-1.2265,5.4331,2,3,2,66.66666666666666,21.042229280647017,21.910112359550556,11.752136752136744,3.247863247863255,历史2/3次成功; 当前距低点3.25%; 最新日涨幅-1.23%; 状态bottom_area; 底部已确认
7,67.75355631275832,62.264120063773035,002095,生意宝,bottom_area,2024-12-10,22.6,2024-12-09,21.95,2.9612756264237,4.419134396355364,31.726283048211506,False,1.6187,10.2032,2,5,2,40.0,25.67649726891973,33.84030418250951,12.038724373576299,2.9612756264237,历史2/5次成功; 当前距低点2.96%; 最新日涨幅1.62%; 状态bottom_area; 底部未确认
8,60.894271409324865,53.65150538262014,000833,粤桂股份,bottom_area,2024-12-10,14.33,2024-12-10,14.23,0.7027406886858724,8.151791988756148,30.415647921760385,False,-4.7207,25.8367,1,2,1,50.0,35.88039867109634,35.88039867109634,14.297259311314129,0.7027406886858724,历史1/2次成功; 当前距低点0.70%; 最新日涨幅-4.72%; 状态bottom_area; 底部未确认
9,58.40642120746743,53.04195114816442,001209,洪兴股份,bottom_area,2024-12-10,19.36,2024-12-09,18.92,2.325581395348825,10.517970401691324,32.3076923076923,False,-1.7259,42.265,1,3,1,33.33333333333333,21.88679245283018,21.88679245283018,12.674418604651175,2.325581395348825,历史1/3次成功; 当前距低点2.33%; 最新日涨幅-1.73%; 状态bottom_area; 底部未确认
