rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.01661123420114,79.9341551383399,688176,亚虹医药,bottom_area,2023-06-21,11.23,2023-06-21,11.04,1.721014492753635,2.9891304347826093,31.767614338689743,False,0.9892,1.9634,1,1,1,100.0,25.473484848484844,25.473484848484844,13.278985507246366,1.721014492753635,历史1/1次成功; 当前距低点1.72%; 最新日涨幅0.99%; 状态bottom_area; 底部未确认
2,84.7475401964811,75.83579283761077,600256,广汇能源,bottom_area,2023-06-21,7.28,2023-06-01,7.17,1.5341701534170198,5.718270571827059,29.49852507374631,False,-1.355,1.1455,1,1,1,100.0,23.62204724409449,23.62204724409449,13.46582984658298,1.5341701534170198,历史1/1次成功; 当前距低点1.53%; 最新日涨幅-1.35%; 状态bottom_area; 底部未确认
3,84.2748580037491,73.40534653009026,002395,双象股份,bottom_area,2023-06-21,11.17,2023-06-21,11.16,0.08960573476702319,4.480286738351254,27.999999999999996,False,-3.2062,4.3643,2,2,2,100.0,26.23466454494123,36.59976387249114,14.910394265232977,0.08960573476702319,历史2/2次成功; 当前距低点0.09%; 最新日涨幅-3.21%; 状态bottom_area; 底部未确认
4,83.05807845852053,75.37949551941585,000723,美锦能源,bottom_area,2023-06-21,6.7,2023-06-14,6.55,2.290076335877868,5.1908396946564865,30.907172995780595,False,-1.1799,1.2436,1,1,1,100.0,30.434782608695667,30.434782608695667,12.70992366412213,2.290076335877868,历史1/1次成功; 当前距低点2.29%; 最新日涨幅-1.18%; 状态bottom_area; 底部未确认
5,82.84235857137631,72.92578338804813,688302,海创药业,bottom_area,2023-06-21,53.68,2023-06-21,53.33,0.6562910181886394,4.106506656666051,28.741314804917163,False,-0.6478,1.1026,1,1,1,100.0,37.054445750097926,37.054445750097926,14.343708981811359,0.6562910181886394,历史1/1次成功; 当前距低点0.66%; 最新日涨幅-0.65%; 状态bottom_area; 底部未确认
6,82.24353501738882,73.93695740365112,601669,中国电建,bottom_area,2023-06-21,5.71,2023-06-07,5.61,1.7825311942958937,4.812834224598923,29.78723404255319,False,-0.6957,0.7385,1,1,1,100.0,16.457680250783696,16.457680250783696,13.217468805704105,1.7825311942958937,历史1/1次成功; 当前距低点1.78%; 最新日涨幅-0.70%; 状态bottom_area; 底部未确认
7,82.00938616050593,71.62247007245239,601086,国芳集团,bottom_area,2023-06-21,4.32,2023-06-21,4.31,0.2320185614849345,2.320185614849201,28.16666666666667,False,-1.1442,1.5807,1,1,1,100.0,24.846625766871185,24.846625766871185,14.767981438515065,0.2320185614849345,历史1/1次成功; 当前距低点0.23%; 最新日涨幅-1.14%; 状态bottom_area; 底部未确认
8,81.66268690591018,75.55427815993853,002802,洪汇新材,bottom_area,2023-06-21,10.26,2023-05-12,9.93,3.323262839879155,9.063444108761333,31.1373092926491,True,-0.485,0.5493,2,2,2,100.0,18.17912599388721,20.65637065637066,11.676737160120846,3.323262839879155,历史2/2次成功; 当前距低点3.32%; 最新日涨幅-0.48%; 状态bottom_area; 底部已确认
9,81.50655927785411,71.59685922122381,600935,华塑股份,bottom_area,2023-06-21,3.71,2023-05-31,3.69,0.542005420054201,3.2520325203252063,27.788649706457928,False,-0.2688,0.2568,1,1,1,100.0,28.50877192982458,28.50877192982458,14.4579945799458,0.542005420054201,历史1/1次成功; 当前距低点0.54%; 最新日涨幅-0.27%; 状态bottom_area; 底部未确认
10,80.94927717948656,70.69311376386015,002481,双塔食品,bottom_area,2023-06-21,4.37,2023-06-12,4.36,0.22935779816513271,6.880733944954123,29.677419354838708,False,-1.5766,0.776,1,1,1,100.0,19.817470664928287,19.817470664928287,14.770642201834866,0.22935779816513271,历史1/1次成功; 当前距低点0.23%; 最新日涨幅-1.58%; 状态bottom_area; 底部未确认
11,80.42404320987654,69.93395061728395,688289,圣湘生物,bottom_area,2023-06-21,16.52,2023-06-21,16.52,0.0,2.3002421307505996,32.98174442190669,False,-1.7836,0.8093,1,1,1,100.0,25.182530200451346,25.182530200451346,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-1.78%; 状态bottom_area; 底部未确认
12,79.6139133263925,69.22948984903697,002041,登海种业,bottom_area,2023-06-21,15.15,2023-06-21,15.15,0.0,2.5082508250825017,28.5377358490566,False,-1.8782,0.3993,1,1,1,100.0,21.395106715252467,21.395106715252467,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-1.88%; 状态bottom_area; 底部未确认
13,75.96045442227442,71.56140715582589,603185,弘元绿能,bottom_area,2023-06-21,72.13,2023-06-15,69.16,4.294389820705609,8.0104106419896,28.264702831656468,True,-1.623,0.8701,3,4,3,75.0,29.449548102336955,43.51028702057404,10.705610179294391,4.294389820705609,历史3/4次成功; 当前距低点4.29%; 最新日涨幅-1.62%; 状态bottom_area; 底部已确认
14,75.26210314797083,70.45244074643247,000657,中钨高新,bottom_area,2023-06-21,9.47,2023-06-14,9.11,3.951701427003307,8.12294182217344,27.294493216280923,True,-1.8653,0.5273,1,1,1,100.0,15.120000000000006,15.120000000000006,11.048298572996693,3.951701427003307,历史1/1次成功; 当前距低点3.95%; 最新日涨幅-1.87%; 状态bottom_area; 底部已确认
15,73.66433885526932,64.21974355484349,601666,平煤股份,bottom_area,2023-06-21,7.33,2023-06-21,7.32,0.13661202185792057,2.1857923497267775,28.023598820058993,False,-1.2129,0.6669,2,3,2,66.66666666666666,22.766410204370302,27.30923694779115,14.863387978142079,0.13661202185792057,历史2/3次成功; 当前距低点0.14%; 最新日涨幅-1.21%; 状态bottom_area; 底部未确认
16,73.04688798543809,69.28082195226766,600995,南网储能,bottom_area,2023-06-21,11.24,2023-06-07,10.74,4.655493482309125,5.959031657355685,32.7909887359199,False,-0.3546,0.9577,1,1,1,100.0,26.64165103189493,26.64165103189493,10.344506517690874,4.655493482309125,历史1/1次成功; 当前距低点4.66%; 最新日涨幅-0.35%; 状态bottom_area; 底部未确认
17,70.06958895023264,66.51939644342086,600984,建设机械,bottom_area,2023-06-21,4.45,2023-06-12,4.25,4.70588235294118,7.9999999999999964,32.0,True,0.6787,0.9918,2,3,2,66.66666666666666,19.63516957774231,20.21439509954057,10.29411764705882,4.70588235294118,历史2/3次成功; 当前距低点4.71%; 最新日涨幅0.68%; 状态bottom_area; 底部已确认
18,66.77583163504613,61.96147951026616,000301,东方盛虹,bottom_area,2023-06-21,11.3,2023-06-09,10.92,3.479853479853487,9.432234432234427,27.586206896551722,True,-1.31,0.2865,2,4,2,50.0,22.019061528667194,28.337639965546952,11.520146520146513,3.479853479853487,历史2/4次成功; 当前距低点3.48%; 最新日涨幅-1.31%; 状态bottom_area; 底部已确认
19,65.90440228766172,59.54894066480274,000792,盐湖股份,bottom_area,2023-06-21,18.88,2023-05-30,18.5,2.0540540540540486,7.5675675675675595,29.49695121951219,True,-1.0482,0.3509,1,2,1,50.0,24.904214559386965,24.904214559386965,12.94594594594595,2.0540540540540486,历史1/2次成功; 当前距低点2.05%; 最新日涨幅-1.05%; 状态bottom_area; 底部已确认
20,65.75868328347205,58.36102857971856,002247,聚力文化,bottom_area,2023-06-21,1.85,2023-06-21,1.83,1.0928961748633887,5.464480874316932,28.235294117647054,False,-1.5957,8.702,1,2,1,50.0,15.929203539823025,15.929203539823025,13.90710382513661,1.0928961748633887,历史1/2次成功; 当前距低点1.09%; 最新日涨幅-1.60%; 状态bottom_area; 底部未确认
21,65.58188244329466,62.31806235602111,688083,中望软件,bottom_area,2023-06-21,155.04,2023-06-19,148.0,4.756756756756751,9.229729729729726,31.925854376523617,True,-2.6803,2.2685,2,3,2,66.66666666666666,20.144091907310933,21.52777777777778,10.24324324324325,4.756756756756751,历史2/3次成功; 当前距低点4.76%; 最新日涨幅-2.68%; 状态bottom_area; 底部已确认
22,65.10278518058853,58.084391367777656,001219,青岛食品,bottom_area,2023-06-21,17.69,2023-06-21,17.45,1.3753581661891232,2.2922636103151985,29.03619357462383,False,0.0566,2.8761,1,4,1,25.0,16.264559068219636,16.264559068219636,13.624641833810877,1.3753581661891232,历史1/4次成功; 当前距低点1.38%; 最新日涨幅0.06%; 状态bottom_area; 底部未确认
23,64.19463999463059,58.733605818667165,300546,雄帝科技,bottom_area,2023-06-21,19.23,2023-06-07,18.72,2.724358974358983,7.852564102564116,27.441860465116285,True,-3.1234,3.3838,2,5,2,40.0,27.285721936589546,33.791666666666664,12.275641025641017,2.724358974358983,历史2/5次成功; 当前距低点2.72%; 最新日涨幅-3.12%; 状态bottom_area; 底部已确认
24,62.508008161314706,54.79382094160703,002545,东方铁塔,bottom_area,2023-06-21,7.0,2023-06-21,6.97,0.43041606886657463,2.0086083213773396,27.168234064785796,False,-0.2849,0.5613,1,2,1,50.0,28.468653648509758,28.468653648509758,14.569583931133426,0.43041606886657463,历史1/2次成功; 当前距低点0.43%; 最新日涨幅-0.28%; 状态bottom_area; 底部未确认
25,59.936546930573094,53.83766871043467,600409,三友化工,bottom_area,2023-06-21,5.27,2023-06-14,5.18,1.7374517374517346,6.370656370656372,30.000000000000004,False,-1.1257,0.4217,1,3,1,33.33333333333333,18.95551257253386,18.95551257253386,13.262548262548265,1.7374517374517346,历史1/3次成功; 当前距低点1.74%; 最新日涨幅-1.13%; 状态bottom_area; 底部未确认
26,59.23609512487512,52.21967032967033,601388,怡球资源,bottom_area,2023-06-21,2.75,2023-05-30,2.73,0.7326007326007333,4.3956043956043995,27.777777777777775,False,-1.7857,0.4166,1,2,1,50.0,18.333333333333325,18.333333333333325,14.267399267399266,0.7326007326007333,历史1/2次成功; 当前距低点0.73%; 最新日涨幅-1.79%; 状态bottom_area; 底部未确认
27,58.0485146380542,54.07927564200226,002570,贝因美,bottom_area,2023-06-21,4.21,2023-05-30,4.06,3.694581280788187,9.113300492610842,29.636048526863085,True,-0.9412,0.5866,1,3,1,33.33333333333333,35.05154639175259,35.05154639175259,11.305418719211813,3.694581280788187,历史1/3次成功; 当前距低点3.69%; 最新日涨幅-0.94%; 状态bottom_area; 底部已确认
28,56.551489583333336,49.17520833333334,000545,金浦钛业,bottom_area,2023-06-21,2.79,2023-06-12,2.79,0.0,4.3010752688172085,28.277634961439592,False,-1.0638,0.511,1,3,1,33.33333333333333,24.6875,24.6875,15.0,0.0,历史1/3次成功; 当前距低点0.00%; 最新日涨幅-1.06%; 状态bottom_area; 底部未确认
