rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,97.20729103649155,86.24337288749604,002219,新里程,bottom_area,2024-06-25,1.88,2024-06-24,1.86,1.0752688172042901,5.376344086021498,28.735632183908038,False,0.0,0.6083,2,2,2,100.0,34.81175156302061,45.685279187817265,13.92473118279571,1.0752688172042901,历史2/2次成功; 当前距低点1.08%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
26,84.53752728380937,74.76531694695991,002015,协鑫能科,bottom_area,2024-06-25,7.8,2024-06-25,7.73,0.905562742561441,3.7516170763259913,27.349624060150372,False,-1.7632,0.6004,1,1,1,100.0,65.95380667236954,65.95380667236954,14.094437257438559,0.905562742561441,历史1/1次成功; 当前距低点0.91%; 最新日涨幅-1.76%; 状态bottom_area; 底部未确认
27,83.92152921235851,74.46147681930137,002218,拓日新能,bottom_area,2024-06-25,2.81,2024-06-25,2.78,1.079136690647491,2.517985611510802,32.850241545893724,False,0.0,1.2812,2,3,2,66.66666666666666,27.07119251242463,39.04109589041095,13.920863309352507,1.079136690647491,历史2/3次成功; 当前距低点1.08%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
28,83.81488153188918,76.84576555247504,002208,合肥城建,bottom_area,2024-06-25,4.35,2024-06-25,4.23,2.8368794326240945,4.964539007092197,28.42639593908629,False,2.1127,1.1436,1,1,1,100.0,22.54758418740848,22.54758418740848,12.163120567375906,2.8368794326240945,历史1/1次成功; 当前距低点2.84%; 最新日涨幅2.11%; 状态bottom_area; 底部未确认
29,83.59437565130793,75.37823759626778,300409,道氏技术,bottom_area,2024-06-25,8.39,2024-06-25,8.23,1.944106925880925,3.280680437424053,30.60708263069139,False,0.479,1.2726,3,5,3,60.0,40.380652619765016,50.03460207612457,13.055893074119073,1.944106925880925,历史3/5次成功; 当前距低点1.94%; 最新日涨幅0.48%; 状态bottom_area; 底部未确认
30,83.56631614828147,74.18208030626006,002624,完美世界,bottom_area,2024-06-25,7.32,2024-06-25,7.24,1.1049723756906087,8.011049723756907,29.503407984420637,False,-5.6701,3.3318,1,1,1,100.0,19.685039370078737,19.685039370078737,13.895027624309392,1.1049723756906087,历史1/1次成功; 当前距低点1.10%; 最新日涨幅-5.67%; 状态bottom_area; 底部未确认
31,83.37613507034071,76.30146684632999,002572,索菲亚,bottom_area,2024-06-25,16.14,2024-06-24,15.71,2.737110120942073,4.328453214513047,27.065923862581236,False,2.0873,1.5279,1,1,1,100.0,18.398268398268392,18.398268398268392,12.262889879057926,2.737110120942073,历史1/1次成功; 当前距低点2.74%; 最新日涨幅2.09%; 状态bottom_area; 底部未确认
32,82.34176792082394,73.23585138578738,605169,洪通燃气,bottom_area,2024-06-25,7.54,2024-06-25,7.45,1.2080536912751658,2.2818791946308714,28.97998093422307,False,0.6676,1.1996,2,3,2,66.66666666666666,22.06208137219406,26.09375,13.791946308724834,1.2080536912751658,历史2/3次成功; 当前距低点1.21%; 最新日涨幅0.67%; 状态bottom_area; 底部未确认
33,82.3308895354568,72.3310263321584,002163,海南发展,bottom_area,2024-06-25,5.49,2024-06-24,5.46,0.549450549450554,5.311355311355312,27.777777777777775,False,-0.1818,0.841,1,1,1,100.0,32.54716981132074,32.54716981132074,14.450549450549447,0.549450549450554,历史1/1次成功; 当前距低点0.55%; 最新日涨幅-0.18%; 状态bottom_area; 底部未确认
34,81.43229491735386,71.6993986478623,002838,道恩股份,bottom_area,2024-06-25,9.05,2024-06-25,8.99,0.6674082313681924,3.0033370411568363,28.537360890302065,False,-0.8762,0.7694,4,5,4,80.0,23.930588254740684,38.59649122807017,14.332591768631808,0.6674082313681924,历史4/5次成功; 当前距低点0.67%; 最新日涨幅-0.88%; 状态bottom_area; 底部未确认
35,81.21053276815819,72.84122470510252,002172,澳洋健康,bottom_area,2024-06-25,2.45,2024-06-24,2.41,1.6597510373443998,4.56431535269709,27.627627627627625,False,1.2397,0.8532,3,5,3,60.0,23.255145538966428,29.824561403508774,13.340248962655599,1.6597510373443998,历史3/5次成功; 当前距低点1.66%; 最新日涨幅1.24%; 状态bottom_area; 底部未确认
36,80.78536769400742,71.39887735241798,300393,中来股份,bottom_area,2024-06-25,5.8,2024-06-25,5.75,0.8695652173913012,3.652173913043478,29.27429274292744,False,-1.6949,1.2162,4,5,4,80.0,24.792935742312604,36.516853932584276,14.130434782608697,0.8695652173913012,历史4/5次成功; 当前距低点0.87%; 最新日涨幅-1.69%; 状态bottom_area; 底部未确认
37,80.54801078786733,71.6335255357651,300763,锦浪科技,bottom_area,2024-06-25,43.75,2024-06-25,43.23,1.2028683784409049,4.811473513763603,29.247135842880528,False,-2.4091,1.6913,2,3,2,66.66666666666666,35.856982644858604,36.020348268440614,13.797131621559094,1.2028683784409049,历史2/3次成功; 当前距低点1.20%; 最新日涨幅-2.41%; 状态bottom_area; 底部未确认
38,79.29284309239353,69.93147243856333,605089,味知香,bottom_area,2024-06-25,21.32,2024-06-25,21.16,0.7561436672967871,3.4971644612476296,27.658119658119656,False,-1.2963,0.3678,1,1,1,100.0,22.180000000000007,22.180000000000007,14.243856332703212,0.7561436672967871,历史1/1次成功; 当前距低点0.76%; 最新日涨幅-1.30%; 状态bottom_area; 底部未确认
39,78.67245430098139,73.42047846889952,601588,北辰实业,bottom_area,2024-06-25,1.37,2024-06-24,1.32,3.7878787878787907,10.606060606060598,32.6530612244898,False,1.4815,1.4176,1,1,1,100.0,15.789473684210531,15.789473684210531,11.21212121212121,3.7878787878787907,历史1/1次成功; 当前距低点3.79%; 最新日涨幅1.48%; 状态bottom_area; 底部未确认
40,78.63240459700765,71.18365122036217,000002,万科A,bottom_area,2024-06-25,7.11,2024-06-24,6.96,2.1551724137931085,4.454022988505741,29.838709677419356,False,1.7167,2.0643,2,3,2,66.66666666666666,22.638589554536463,28.255902513328245,12.844827586206891,2.1551724137931085,历史2/3次成功; 当前距低点2.16%; 最新日涨幅1.72%; 状态bottom_area; 底部未确认
41,78.59971212121212,68.34757575757577,301315,威士顿,bottom_area,2024-06-25,35.46,2024-06-25,35.46,0.0,11.054709531866896,31.01167315175097,False,-20.009,15.5111,1,1,1,100.0,26.868686868686865,26.868686868686865,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-20.01%; 状态bottom_area; 底部未确认
42,78.35297138978179,69.72266580534026,002602,世纪华通,bottom_area,2024-06-25,3.28,2024-06-25,3.24,1.2345679012345552,4.629629629629626,32.35908141962421,False,-1.7964,1.0771,2,3,2,66.66666666666666,25.972118029507374,36.8279569892473,13.765432098765446,1.2345679012345552,历史2/3次成功; 当前距低点1.23%; 最新日涨幅-1.80%; 状态bottom_area; 底部未确认
43,78.1409555751674,69.02707443770939,603305,旭升集团,bottom_area,2024-06-25,10.77,2024-06-25,10.68,0.8426966292134819,2.8089887640449507,27.098976109215023,False,-0.37,1.0496,3,4,3,75.0,22.545283614602845,32.41061130334487,14.157303370786517,0.8426966292134819,历史3/4次成功; 当前距低点0.84%; 最新日涨幅-0.37%; 状态bottom_area; 底部未确认
44,77.4753480495543,69.18090469233451,002129,TCL中环,bottom_area,2024-06-25,8.57,2024-06-25,8.45,1.4201183431952782,4.970414201183432,29.110738255033564,False,-2.6136,1.7094,2,3,2,66.66666666666666,25.33391316211329,31.12759643916912,13.579881656804721,1.4201183431952782,历史2/3次成功; 当前距低点1.42%; 最新日涨幅-2.61%; 状态bottom_area; 底部未确认
45,77.18893241327994,68.63946107784432,600186,莲花控股,bottom_area,2024-06-25,3.38,2024-06-24,3.34,1.1976047904191627,4.19161676646707,27.074235807860266,False,0.2967,1.4551,1,2,1,50.0,53.49544072948328,53.49544072948328,13.802395209580837,1.1976047904191627,历史1/2次成功; 当前距低点1.20%; 最新日涨幅0.30%; 状态bottom_area; 底部未确认
46,76.93872523546193,70.26060101735838,002392,北京利尔,bottom_area,2024-06-25,3.13,2024-06-24,3.05,2.6229508196721336,4.262295081967225,27.55344418052257,False,1.9544,1.1412,2,3,2,66.66666666666666,23.410011933033243,28.838951310861425,12.377049180327866,2.6229508196721336,历史2/3次成功; 当前距低点2.62%; 最新日涨幅1.95%; 状态bottom_area; 底部未确认
47,76.15327710270354,67.09052798427292,002459,晶澳科技,bottom_area,2024-06-25,11.53,2024-06-25,11.45,0.6986899563318784,5.240174672489096,29.66830466830468,False,-3.9967,1.6837,3,4,3,75.0,20.58355421886888,26.683937823834192,14.301310043668122,0.6986899563318784,历史3/4次成功; 当前距低点0.70%; 最新日涨幅-4.00%; 状态bottom_area; 底部未确认
48,75.2890180384489,69.52201512093283,000723,美锦能源,bottom_area,2024-06-25,4.81,2024-06-24,4.66,3.2188841201716625,4.291845493562235,27.187500000000004,False,1.6913,0.665,2,3,2,66.66666666666666,26.74410886159975,30.434782608695667,11.781115879828336,3.2188841201716625,历史2/3次成功; 当前距低点3.22%; 最新日涨幅1.69%; 状态bottom_area; 底部未确认
49,73.0673693398699,64.15752427979716,002326,永太科技,bottom_area,2024-06-25,7.73,2024-06-25,7.69,0.5201560468140447,3.771131339401821,27.109004739336495,False,-1.6539,1.2289,2,3,2,66.66666666666666,27.133405375626396,29.837587006960554,14.479843953185956,0.5201560468140447,历史2/3次成功; 当前距低点0.52%; 最新日涨幅-1.65%; 状态bottom_area; 底部未确认
50,73.04909175877995,64.05080402515722,002317,众生药业,bottom_area,2024-06-25,11.3,2024-06-25,11.25,0.44444444444445075,2.75555555555556,27.745664739884397,False,-1.9948,1.604,2,4,2,50.0,45.076007303712714,58.31999999999999,14.55555555555555,0.44444444444445075,历史2/4次成功; 当前距低点0.44%; 最新日涨幅-1.99%; 状态bottom_area; 底部未确认
51,72.07242842517238,63.434735518921656,002466,天齐锂业,bottom_area,2024-06-25,29.53,2024-06-25,29.34,0.6475800954328605,3.101567825494206,29.471153846153847,False,-1.8937,1.1603,2,3,2,66.66666666666666,24.809416504526403,34.31563565513881,14.35241990456714,0.6475800954328605,历史2/3次成功; 当前距低点0.65%; 最新日涨幅-1.89%; 状态bottom_area; 底部未确认
52,71.04226240630727,63.85087775891974,600367,红星发展,bottom_area,2024-06-25,9.78,2024-06-24,9.61,1.7689906347554625,5.098855359001043,27.471698113207548,False,0.3077,1.6476,2,5,2,40.0,19.59234626968914,24.161490683229793,13.231009365244537,1.7689906347554625,历史2/5次成功; 当前距低点1.77%; 最新日涨幅0.31%; 状态bottom_area; 底部未确认
53,70.76270611624854,62.95901875901877,603217,元利科技,bottom_area,2024-06-25,14.03,2024-06-24,13.86,1.2265512265512262,4.617604617604622,32.5875486381323,False,0.7179,0.4963,1,2,1,50.0,19.81481481481482,19.81481481481482,13.773448773448774,1.2265512265512262,历史1/2次成功; 当前距低点1.23%; 最新日涨幅0.72%; 状态bottom_area; 底部未确认
54,70.08802725447408,62.6222212749834,002612,朗姿股份,bottom_area,2024-06-25,13.97,2024-06-24,13.77,1.4524328249818523,3.848946986201897,27.754459601259178,False,1.2319,1.1885,1,2,1,50.0,20.77294685990338,20.77294685990338,13.547567175018147,1.4524328249818523,历史1/2次成功; 当前距低点1.45%; 最新日涨幅1.23%; 状态bottom_area; 底部未确认
55,69.17129166994094,61.31028232071456,000688,国城矿业,bottom_area,2024-06-25,9.87,2024-06-25,9.77,1.0235414534288603,4.401228249744111,30.4626334519573,False,-2.2772,0.736,1,2,1,50.0,30.935251798561143,30.935251798561143,13.976458546571138,1.0235414534288603,历史1/2次成功; 当前距低点1.02%; 最新日涨幅-2.28%; 状态bottom_area; 底部未确认
56,68.81542205854313,61.481551296720085,000705,浙江震元,bottom_area,2024-06-25,7.0,2024-06-24,6.9,1.4492753623188355,3.3333333333333264,29.01234567901235,False,1.3025,1.7773,1,3,1,33.33333333333333,34.04605263157895,34.04605263157895,13.550724637681164,1.4492753623188355,历史1/3次成功; 当前距低点1.45%; 最新日涨幅1.30%; 状态bottom_area; 底部未确认
57,68.29170775740822,63.546586719859576,000721,西安饮食,bottom_area,2024-06-25,6.85,2024-06-24,6.61,3.630862329803318,5.4462934947049835,28.15217391304347,False,3.0075,2.7801,3,6,3,50.0,19.112649633393193,20.485175202156327,11.36913767019668,3.630862329803318,历史3/6次成功; 当前距低点3.63%; 最新日涨幅3.01%; 状态bottom_area; 底部未确认
58,66.70013946667973,59.57807686182268,002810,山东赫达,bottom_area,2024-06-25,12.0,2024-06-25,11.83,1.4370245139475903,2.704987320371938,29.792284866468847,False,-0.2494,1.0007,1,3,1,33.33333333333333,46.13526570048308,46.13526570048308,13.562975486052409,1.4370245139475903,历史1/3次成功; 当前距低点1.44%; 最新日涨幅-0.25%; 状态bottom_area; 底部未确认
59,65.3806378417179,59.482615033497765,603336,宏辉果蔬,bottom_area,2024-06-25,2.96,2024-06-24,2.89,2.4221453287197177,5.536332179930785,30.361445783132535,False,1.3699,1.0166,1,2,1,50.0,15.780141843971643,15.780141843971643,12.577854671280281,2.4221453287197177,历史1/2次成功; 当前距低点2.42%; 最新日涨幅1.37%; 状态bottom_area; 底部未确认
60,63.88175136329382,56.304477364966864,000779,甘咨询,bottom_area,2024-06-25,6.97,2024-06-24,6.92,0.7225433526011535,4.913294797687859,28.43846949327818,False,0.4323,0.9605,1,2,1,50.0,17.69825918762089,17.69825918762089,14.277456647398845,0.7225433526011535,历史1/2次成功; 当前距低点0.72%; 最新日涨幅0.43%; 状态bottom_area; 底部未确认
61,63.82673593938264,58.57445976410626,000597,东北制药,bottom_area,2024-06-25,3.92,2024-06-24,3.81,2.8871391076115454,4.461942257217846,27.290076335877867,False,2.3499,0.6544,1,2,1,50.0,16.59751037344398,16.59751037344398,12.112860892388454,2.8871391076115454,历史1/2次成功; 当前距低点2.89%; 最新日涨幅2.35%; 状态bottom_area; 底部未确认
62,63.57157809798109,56.86643167643168,300423,昇辉科技,bottom_area,2024-06-25,5.36,2024-06-25,5.28,1.5151515151515165,6.628787878787872,29.12751677852349,False,-3.4234,4.9875,1,2,1,50.0,23.28482328482329,23.28482328482329,13.484848484848483,1.5151515151515165,历史1/2次成功; 当前距低点1.52%; 最新日涨幅-3.42%; 状态bottom_area; 底部未确认
63,62.891187370964325,57.04035666856384,000401,金隅冀东,bottom_area,2024-06-25,4.08,2024-06-24,3.99,2.2556390977443574,4.010025062656645,27.848101265822784,False,1.4925,0.6094,1,3,1,33.33333333333333,20.053120849933585,20.053120849933585,12.744360902255641,2.2556390977443574,历史1/3次成功; 当前距低点2.26%; 最新日涨幅1.49%; 状态bottom_area; 底部未确认
64,62.61447611871538,57.84628914227367,000599,青岛双星,bottom_area,2024-06-25,3.5,2024-06-24,3.39,3.244837758112091,5.014749262536871,27.09677419354839,False,2.6393,0.9842,1,2,1,50.0,17.06730769230769,17.06730769230769,11.75516224188791,3.244837758112091,历史1/2次成功; 当前距低点3.24%; 最新日涨幅2.64%; 状态bottom_area; 底部未确认
65,62.385202446486396,57.858937253505346,605268,王力安防,bottom_area,2024-06-25,6.89,2024-06-24,6.66,3.4534534534534465,4.954954954954956,27.053669222343924,False,2.0741,0.4215,1,2,1,50.0,19.692532942898985,19.692532942898985,11.546546546546553,3.4534534534534465,历史1/2次成功; 当前距低点3.45%; 最新日涨幅2.07%; 状态bottom_area; 底部未确认
66,62.28726473139183,54.474445819270535,688105,诺唯赞,bottom_area,2024-06-25,19.61,2024-06-25,19.55,0.3069053708439832,2.7621483375959035,32.93310463121784,False,-1.4573,0.6373,1,2,1,50.0,25.237580993520524,25.237580993520524,14.693094629156016,0.3069053708439832,历史1/2次成功; 当前距低点0.31%; 最新日涨幅-1.46%; 状态bottom_area; 底部未确认
67,62.144429492459054,54.64132174281836,300653,正海生物,bottom_area,2024-06-25,20.34,2024-06-25,20.22,0.5934718100890257,2.373887240356085,27.6824034334764,False,-0.6836,0.5853,1,2,1,50.0,29.647513278609367,29.647513278609367,14.406528189910976,0.5934718100890257,历史1/2次成功; 当前距低点0.59%; 最新日涨幅-0.68%; 状态bottom_area; 底部未确认
68,60.68699545938752,56.46834841803978,601828,美凯龙,bottom_area,2024-06-25,2.57,2024-06-24,2.48,3.6290322580645102,5.645161290322586,29.745042492917843,False,2.3904,0.5966,1,3,1,33.33333333333333,33.81294964028779,33.81294964028779,11.37096774193549,3.6290322580645102,历史1/3次成功; 当前距低点3.63%; 最新日涨幅2.39%; 状态bottom_area; 底部未确认
69,60.05451414356007,55.32899088750296,000797,中国武夷,bottom_area,2024-06-25,2.33,2024-06-24,2.26,3.0973451327433756,4.867256637168156,28.25396825396826,False,2.193,1.6877,1,3,1,33.33333333333333,21.169916434540383,21.169916434540383,11.902654867256624,3.0973451327433756,历史1/3次成功; 当前距低点3.10%; 最新日涨幅2.19%; 状态bottom_area; 底部未确认
70,59.88817352890698,52.77966832879499,688288,鸿泉技术,bottom_area,2024-06-25,15.44,2024-06-25,15.33,0.7175472928897549,9.719504240052187,29.999999999999993,False,-2.2785,7.1848,1,4,1,25.0,41.992882562277565,41.992882562277565,14.282452707110243,0.7175472928897549,历史1/4次成功; 当前距低点0.72%; 最新日涨幅-2.28%; 状态bottom_area; 底部未确认
71,59.7155656509901,52.835593437977394,002738,中矿资源,bottom_area,2024-06-25,26.08,2024-06-25,25.84,0.9287925696594366,2.1284829721362257,29.877883310719135,False,-0.1149,1.2853,1,2,1,50.0,24.04968009032744,24.04968009032744,14.071207430340563,0.9287925696594366,历史1/2次成功; 当前距低点0.93%; 最新日涨幅-0.11%; 状态bottom_area; 底部未确认
72,58.490611200622745,54.191830205914805,603326,我乐家居,bottom_area,2024-06-25,5.78,2024-06-24,5.59,3.3989266547406154,4.651162790697671,31.24231242312424,False,2.4823,1.3267,1,4,1,25.0,20.141843971631218,20.141843971631218,11.601073345259385,3.3989266547406154,历史1/4次成功; 当前距低点3.40%; 最新日涨幅2.48%; 状态bottom_area; 底部未确认
