rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,82.17381274190313,80.32343005989509,002246,北化股份,bottom_area,2025-01-15,9.55,2025-01-06,9.2,3.804347826086972,6.521739130434799,27.38752959747435,False,-0.9336,1.6204,4,4,4,100.0,25.577113458996685,31.992687385740403,6.195652173913029,3.804347826086972,历史4/4次成功; 当前距低点3.80%; 最新日涨幅-0.93%; 状态bottom_area; 底部未确认
2,77.161457501692,76.8123106351685,605208,永茂泰,bottom_area,2025-01-15,7.26,2025-01-13,6.93,4.761904761904763,7.647907647907652,29.501525940996952,True,-2.5503,4.9351,3,3,3,100.0,25.911040281243864,46.887631366208595,5.238095238095237,4.761904761904763,历史3/3次成功; 当前距低点4.76%; 最新日涨幅-2.55%; 状态bottom_area; 底部已确认
3,76.52596965450029,74.00514731954343,300682,朗新科技,bottom_area,2025-01-15,10.51,2025-01-13,10.18,3.241650294695482,7.26915520628684,29.256428075052128,True,-3.0443,1.6345,2,2,2,100.0,19.0651074809093,21.503593145384194,6.758349705304519,3.241650294695482,历史2/2次成功; 当前距低点3.24%; 最新日涨幅-3.04%; 状态bottom_area; 底部已确认
4,74.02912805226106,73.98118172580234,000818,航锦科技,bottom_area,2025-01-15,15.43,2025-01-13,14.7,4.965986394557826,8.027210884353753,31.340495095749652,True,-2.6498,1.7621,1,1,1,100.0,46.52489626556016,46.52489626556016,5.034013605442174,4.965986394557826,历史1/1次成功; 当前距低点4.97%; 最新日涨幅-2.65%; 状态bottom_area; 底部已确认
5,73.12440747888263,71.99456575355316,000629,钒钛股份,bottom_area,2025-01-15,2.74,2025-01-13,2.63,4.182509505703434,6.083650190114074,27.348066298342545,False,-1.083,0.6724,2,2,2,100.0,18.767136701919313,27.173913043478265,5.817490494296567,4.182509505703434,历史2/2次成功; 当前距低点4.18%; 最新日涨幅-1.08%; 状态bottom_area; 底部未确认
6,71.64553593263042,69.63323124169827,300347,泰格医药,bottom_area,2025-01-15,50.21,2025-01-13,48.51,3.5044320758606538,5.400948258091125,29.797395079594786,False,-0.7708,1.8727,3,4,3,75.0,18.593206315379337,23.423271500843175,6.495567924139348,3.5044320758606538,历史3/4次成功; 当前距低点3.50%; 最新日涨幅-0.77%; 状态bottom_area; 底部未确认
7,71.63075922252679,71.00644408911614,688197,首药控股,bottom_area,2025-01-15,28.32,2025-01-13,27.09,4.540420819490588,6.976744186046514,27.216550241805482,False,-1.2552,0.3812,2,2,2,100.0,17.841954610509095,19.863013698630137,5.4595791805094125,4.540420819490588,历史2/2次成功; 当前距低点4.54%; 最新日涨幅-1.26%; 状态bottom_area; 底部未确认
8,71.62973059841936,70.87213194657662,300434,金石亚药,bottom_area,2025-01-15,8.7,2025-01-13,8.33,4.441776710684264,7.563025210084043,27.439024390243905,True,-2.7933,6.3553,3,4,3,75.0,27.550445413638354,39.62264150943396,5.558223289315737,4.441776710684264,历史3/4次成功; 当前距低点4.44%; 最新日涨幅-2.79%; 状态bottom_area; 底部已确认
9,70.714857338491,70.63176114890403,000877,天山股份,bottom_area,2025-01-15,5.1,2025-01-13,4.86,4.938271604938257,5.76131687242797,29.360465116279066,False,0.3937,0.6723,1,1,1,100.0,14.897959183673459,14.897959183673459,5.061728395061743,4.938271604938257,历史1/1次成功; 当前距低点4.94%; 最新日涨幅0.39%; 状态bottom_area; 底部未确认
10,69.14124403861113,69.11392628118772,002047,宝鹰股份,bottom_area,2025-01-15,2.53,2025-01-13,2.41,4.979253112033181,7.46887966804978,28.27380952380952,True,-1.5564,1.8109,1,1,1,100.0,20.51948051948051,20.51948051948051,5.02074688796682,4.979253112033181,历史1/1次成功; 当前距低点4.98%; 最新日涨幅-1.56%; 状态bottom_area; 底部已确认
11,67.58749304576696,67.10454367838466,688117,圣诺生物,bottom_area,2025-01-15,23.76,2025-01-13,22.71,4.623513870541615,6.340819022457057,27.629063097514333,False,-1.5334,0.9264,3,4,3,75.0,18.715888726986787,24.6076585059636,5.376486129458385,4.623513870541615,历史3/4次成功; 当前距低点4.62%; 最新日涨幅-1.53%; 状态bottom_area; 底部未确认
