rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,92.803597830025,86.16472185365652,300707,威唐工业,bottom_area,2023-03-20,15.62,2023-03-20,15.09,3.5122597746852176,4.1086812458581905,32.27109515260324,False,1.8917,4.0425,4,4,4,100.0,30.92835559106886,59.14285714285715,11.487740225314782,3.5122597746852176,历史4/4次成功; 当前距低点3.51%; 最新日涨幅1.89%; 状态bottom_area; 底部未确认
2,91.72976051921016,82.14225851872715,002708,光洋股份,bottom_area,2023-03-20,6.46,2023-03-20,6.36,1.5723270440251518,1.8867924528301903,31.759656652360512,False,0.3106,1.0194,1,1,1,100.0,35.522388059701484,35.522388059701484,13.427672955974849,1.5723270440251518,历史1/1次成功; 当前距低点1.57%; 最新日涨幅0.31%; 状态bottom_area; 底部未确认
3,91.06312512184205,81.88594109503865,002660,茂硕电源,bottom_area,2023-03-20,9.07,2023-03-20,8.91,1.795735129068464,2.4691358024691428,28.31858407079646,False,0.6659,2.5606,2,2,2,100.0,20.21622144792876,24.71428571428572,13.204264870931537,1.795735129068464,历史2/2次成功; 当前距低点1.80%; 最新日涨幅0.67%; 状态bottom_area; 底部未确认
4,89.43015512021701,83.0061343997835,300382,斯莱克,bottom_area,2023-03-20,15.99,2023-03-14,15.45,3.4951456310679676,4.919093851132696,29.836512261580385,False,0.188,1.3246,3,3,3,100.0,30.403583003325068,49.70059880239522,11.504854368932033,3.4951456310679676,历史3/3次成功; 当前距低点3.50%; 最新日涨幅0.19%; 状态bottom_area; 底部未确认
5,88.91719531444438,82.00965220863233,300393,中来股份,bottom_area,2023-03-20,14.71,2023-03-20,14.26,3.155680224403935,4.978962131837314,27.61421319796954,False,0.6845,2.9744,3,3,3,100.0,20.884963012222048,23.89610389610389,11.844319775596066,3.155680224403935,历史3/3次成功; 当前距低点3.16%; 最新日涨幅0.68%; 状态bottom_area; 底部未确认
6,88.01569661893762,81.58870876300519,302132,中航成飞,bottom_area,2023-03-20,48.9,2023-03-20,47.28,3.4263959390862886,4.695431472081216,27.12700369913686,False,1.4102,5.0094,3,3,3,100.0,21.94027690388128,28.81165919282512,11.573604060913711,3.4263959390862886,历史3/3次成功; 当前距低点3.43%; 最新日涨幅1.41%; 状态bottom_area; 底部未确认
7,83.19523879227567,74.47144137415982,002645,华宏科技,bottom_area,2023-03-20,15.05,2023-03-20,14.82,1.5519568151147127,2.7665317139001355,29.22636103151863,False,-1.117,1.159,1,1,1,100.0,16.50485436893203,16.50485436893203,13.448043184885286,1.5519568151147127,历史1/1次成功; 当前距低点1.55%; 最新日涨幅-1.12%; 状态bottom_area; 底部未确认
8,82.91308741801143,77.61521426069436,600152,维科技术,bottom_area,2023-03-20,11.31,2023-03-20,10.88,3.9522058823529385,5.23897058823528,28.842380640941784,False,2.168,4.7892,2,2,2,100.0,23.6894821099949,24.87644151565074,11.047794117647062,3.9522058823529385,历史2/2次成功; 当前距低点3.95%; 最新日涨幅2.17%; 状态bottom_area; 底部未确认
9,82.07566929391533,74.18758692341628,300473,德尔股份,bottom_area,2023-03-20,17.23,2023-03-20,16.88,2.073459715639819,3.31753554502371,31.935483870967747,False,-0.2316,2.7894,1,1,1,100.0,21.37137137137137,21.37137137137137,12.92654028436018,2.073459715639819,历史1/1次成功; 当前距低点2.07%; 最新日涨幅-0.23%; 状态bottom_area; 底部未确认
10,82.05644695540718,73.8566936567499,605128,上海沿浦,bottom_area,2023-03-20,41.37,2023-03-20,40.62,1.8463810930576072,3.6927621861152145,31.731092436974794,False,-0.9813,2.7088,1,1,1,100.0,16.80883090817863,16.80883090817863,13.153618906942393,1.8463810930576072,历史1/1次成功; 当前距低点1.85%; 最新日涨幅-0.98%; 状态bottom_area; 底部未确认
11,81.95391145865676,72.6028885366748,002347,泰尔股份,bottom_area,2023-03-20,5.07,2023-03-20,5.02,0.9960159362549943,1.9920318725099708,29.09604519774012,False,-0.5882,2.0314,2,2,2,100.0,22.816155222237516,29.585798816568047,14.003984063745007,0.9960159362549943,历史2/2次成功; 当前距低点1.00%; 最新日涨幅-0.59%; 状态bottom_area; 底部未确认
