rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,95.53220009162045,85.5380960654629,603319,美湖股份,bottom_area,2025-01-03,19.45,2025-01-03,19.15,1.5665796344647556,4.804177545691915,31.753385602280833,False,-2.2122,3.5516,4,4,4,100.0,26.182245333561973,43.981481481481474,13.433420365535243,1.5665796344647556,历史4/4次成功; 当前距低点1.57%; 最新日涨幅-2.21%; 状态bottom_area; 底部未确认
2,91.6836542399373,81.57260447715815,605399,晨光新材,bottom_area,2025-01-03,10.73,2025-01-03,10.6,1.22641509433963,8.773584905660375,28.23290453622207,False,-5.7946,1.5003,2,2,2,100.0,44.24102630243285,52.857533497402244,13.77358490566037,1.22641509433963,历史2/2次成功; 当前距低点1.23%; 最新日涨幅-5.79%; 状态bottom_area; 底部未确认
3,90.56771769138827,80.60121892918838,688280,精进电动,bottom_area,2025-01-03,4.08,2025-01-03,4.03,1.2406947890818814,7.940446650124054,32.83333333333333,False,-4.4496,1.1789,3,3,3,100.0,22.526898109113223,32.37518910741301,13.759305210918118,1.2406947890818814,历史3/3次成功; 当前距低点1.24%; 最新日涨幅-4.45%; 状态bottom_area; 底部未确认
4,88.61054449260902,77.33247597958616,300663,科蓝软件,bottom_area,2025-01-03,15.5,2025-01-03,15.47,0.1939237233354839,9.825468648998047,27.33677782996711,False,-7.8478,5.2489,2,2,2,100.0,48.62700036984445,76.77304964539006,14.806076276664514,0.1939237233354839,历史2/2次成功; 当前距低点0.19%; 最新日涨幅-7.85%; 状态bottom_area; 底部未确认
5,88.0545145905055,77.13377358490568,300348,长亮科技,bottom_area,2025-01-03,12.77,2025-01-03,12.72,0.3930817610062809,8.49056603773585,32.51989389920424,False,-6.5154,6.0088,2,2,2,100.0,61.67178134052256,87.71331058020478,14.60691823899372,0.3930817610062809,历史2/2次成功; 当前距低点0.39%; 最新日涨幅-6.52%; 状态bottom_area; 底部未确认
6,87.91950193500061,80.1340101484564,002077,大港股份,bottom_area,2025-01-03,14.24,2025-01-03,13.89,2.519798416126707,7.127429805615552,29.59959452610238,False,-0.5587,7.0146,3,3,3,100.0,25.479303963576843,26.22826908541193,12.480201583873292,2.519798416126707,历史3/3次成功; 当前距低点2.52%; 最新日涨幅-0.56%; 状态bottom_area; 底部未确认
7,87.59374308463282,76.56945710385385,002535,林州重机,bottom_area,2025-01-03,3.57,2025-01-03,3.56,0.2808988764044884,6.4606741573033695,29.08366533864541,False,-5.0532,2.0924,2,2,2,100.0,45.59089538739825,54.03225806451613,14.71910112359551,0.2808988764044884,历史2/2次成功; 当前距低点0.28%; 最新日涨幅-5.05%; 状态bottom_area; 底部未确认
8,87.21670532858029,76.90122538276873,000532,华金资本,bottom_area,2025-01-03,12.2,2025-01-03,12.11,0.7431874483897594,7.018992568125529,32.080762759394275,False,-4.8362,2.9792,3,3,3,100.0,36.37469228546977,51.36986301369863,14.25681255161024,0.7431874483897594,历史3/3次成功; 当前距低点0.74%; 最新日涨幅-4.84%; 状态bottom_area; 底部未确认
9,86.02677869752969,76.59019820248794,000402,金融街,bottom_area,2025-01-03,3.21,2025-01-02,3.17,1.2618296529968467,5.993690851735014,28.28054298642534,False,-1.8349,1.3531,1,1,1,100.0,24.339622641509433,24.339622641509433,13.738170347003154,1.2618296529968467,历史1/1次成功; 当前距低点1.26%; 最新日涨幅-1.83%; 状态bottom_area; 底部未确认
10,85.43028227684786,74.75801763261528,301322,绿通科技,bottom_area,2025-01-03,20.78,2025-01-03,20.71,0.3380009657170463,4.200869145340403,27.000352485019384,False,-2.6242,1.6465,1,1,1,100.0,43.003547497043755,43.003547497043755,14.661999034282951,0.3380009657170463,历史1/1次成功; 当前距低点0.34%; 最新日涨幅-2.62%; 状态bottom_area; 底部未确认
11,84.4927095508357,76.32584421936379,603330,天洋新材,bottom_area,2025-01-03,6.0,2025-01-03,5.88,2.040816326530614,10.884353741496595,30.742049469964666,False,-5.0633,3.2683,2,2,2,100.0,26.015620665879435,35.1528384279476,12.959183673469385,2.040816326530614,历史2/2次成功; 当前距低点2.04%; 最新日涨幅-5.06%; 状态bottom_area; 底部未确认
12,83.91588311688123,73.23287126378037,300746,汉嘉数智,bottom_area,2025-01-03,10.43,2025-01-03,10.41,0.19212295869355978,8.357348703170022,28.600823045267486,False,-6.5412,2.1782,2,2,2,100.0,26.564040911837,36.90896259703598,14.807877041306439,0.19212295869355978,历史2/2次成功; 当前距低点0.19%; 最新日涨幅-6.54%; 状态bottom_area; 底部未确认
13,82.89126768504197,72.66529515654267,300456,赛微电子,bottom_area,2025-01-03,16.23,2025-01-03,16.16,0.43316831683168494,5.3836633663366396,27.53363228699552,False,-1.9928,2.8166,1,1,1,100.0,32.91891891891892,32.91891891891892,14.566831683168314,0.43316831683168494,历史1/1次成功; 当前距低点0.43%; 最新日涨幅-1.99%; 状态bottom_area; 底部未确认
14,82.81907966765405,73.49504458914544,300342,天银机电,bottom_area,2025-01-03,14.87,2025-01-03,14.71,1.0876954452753118,8.429639700883742,27.60826771653543,False,-5.5273,4.1155,3,4,3,75.0,19.9461838944793,26.68539325842696,13.912304554724688,1.0876954452753118,历史3/4次成功; 当前距低点1.09%; 最新日涨幅-5.53%; 状态bottom_area; 底部未确认
15,82.57958626581484,72.01740612795012,300671,富满微,bottom_area,2025-01-03,32.2,2025-01-03,32.15,0.1555209953343834,8.429237947122864,29.495614035087726,False,-4.7337,3.8105,2,2,2,100.0,19.580612888777,20.266753415744958,14.844479004665617,0.1555209953343834,历史2/2次成功; 当前距低点0.16%; 最新日涨幅-4.73%; 状态bottom_area; 底部未确认
16,82.41875349938776,72.09706689536877,000567,海德股份,bottom_area,2025-01-03,6.29,2025-01-03,6.27,0.3189792663476948,6.060606060606073,30.33333333333334,False,-4.5524,0.8772,1,1,1,100.0,38.67924528301886,38.67924528301886,14.681020733652305,0.3189792663476948,历史1/1次成功; 当前距低点0.32%; 最新日涨幅-4.55%; 状态bottom_area; 底部未确认
17,82.3878440009339,72.28359346544372,000042,中洲控股,bottom_area,2025-01-03,4.21,2025-01-03,4.19,0.47732696897373683,6.443914081145574,29.815745393634828,False,-4.5351,1.6578,2,2,2,100.0,24.956445993031362,28.57142857142858,14.522673031026262,0.47732696897373683,历史2/2次成功; 当前距低点0.48%; 最新日涨幅-4.54%; 状态bottom_area; 底部未确认
