rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,84.27516262653883,81.09122815333465,688355,明志科技,bottom_area,2021-09-28,25.53,2021-09-27,25.03,1.9976028765481422,6.272473032361167,28.136663795578514,False,0.7498,2.0459,1,1,1,100.0,35.08474576271185,35.08474576271185,6.002397123451858,1.9976028765481422,历史1/1次成功; 当前距低点2.00%; 最新日涨幅0.75%; 状态bottom_area; 底部未确认
2,84.12291441404832,80.29806943584308,000532,华金资本,bottom_area,2021-09-28,12.21,2021-09-27,12.02,1.5806988352745532,7.487520798668888,32.998885172798225,False,0.6595,0.866,1,1,1,100.0,25.710014947683103,25.710014947683103,6.4193011647254465,1.5806988352745532,历史1/1次成功; 当前距低点1.58%; 最新日涨幅0.66%; 状态bottom_area; 底部未确认
3,82.75804136218957,78.33388525780683,605365,立达信,bottom_area,2021-09-28,18.57,2021-09-28,18.36,1.1437908496732072,1.851851851851851,29.68211413251628,False,0.2159,1.9957,1,1,1,100.0,9.794238683127569,9.794238683127569,6.8562091503267935,1.1437908496732072,历史1/1次成功; 当前距低点1.14%; 最新日涨幅0.22%; 状态bottom_area; 底部未确认
4,82.4411799814986,78.33137498813787,300340,科恒股份,confirmed_rebound,2021-09-28,16.62,2021-09-27,16.4,1.3414634146341613,10.548780487804882,28.321678321678323,False,-0.8353,4.0211,2,2,2,100.0,28.225331040342816,42.54473161033797,6.658536585365839,1.3414634146341613,历史2/2次成功; 当前距低点1.34%; 最新日涨幅-0.84%; 状态confirmed_rebound; 底部未确认
5,81.72496792597472,75.94776901279009,001212,中旗新材,bottom_area,2021-09-28,31.74,2021-09-27,31.68,0.18939393939393537,3.1565656565656566,28.888888888888886,False,0.0946,2.4709,1,1,1,100.0,25.105307497893843,25.105307497893843,7.810606060606065,0.18939393939393537,历史1/1次成功; 当前距低点0.19%; 最新日涨幅0.09%; 状态bottom_area; 底部未确认
6,81.21692356535756,78.03656542719273,600331,宏达股份,bottom_area,2021-09-28,4.24,2021-09-28,4.16,1.9230769230769247,5.048076923076922,31.239669421487598,False,-1.8519,4.4333,1,1,1,100.0,40.221402214022135,40.221402214022135,6.076923076923076,1.9230769230769247,历史1/1次成功; 当前距低点1.92%; 最新日涨幅-1.85%; 状态bottom_area; 底部未确认
7,80.14181864913938,76.56895640464127,300727,润禾材料,confirmed_rebound,2021-09-28,28.7,2021-09-27,28.24,1.6288951841359804,8.356940509915026,27.534000513215297,False,-0.2433,2.0392,2,2,2,100.0,22.273319486404827,26.812499999999993,6.371104815864021,1.6288951841359804,历史2/2次成功; 当前距低点1.63%; 最新日涨幅-0.24%; 状态confirmed_rebound; 底部未确认
8,79.6790915190751,76.85692771084338,002114,罗平锌电,confirmed_rebound,2021-09-28,8.17,2021-09-27,8.0,2.124999999999999,9.87499999999999,28.44364937388193,False,0.2454,4.026,1,1,1,100.0,24.096385542168683,24.096385542168683,5.875000000000001,2.124999999999999,历史1/1次成功; 当前距低点2.12%; 最新日涨幅0.25%; 状态confirmed_rebound; 底部未确认
9,77.94393323427535,74.09566323272794,688135,利扬芯片,bottom_area,2021-09-28,37.8,2021-09-17,37.29,1.3676588897827782,5.3901850362027295,29.641509433962266,False,-0.5263,2.9999,1,1,1,100.0,12.225405921680993,12.225405921680993,6.632341110217221,1.3676588897827782,历史1/1次成功; 当前距低点1.37%; 最新日涨幅-0.53%; 状态bottom_area; 底部未确认
10,77.8402756591596,76.13655856665812,601606,长城军工,bottom_area,2021-09-28,11.19,2021-09-27,10.88,2.8492647058823413,6.525735294117638,27.707641196013288,False,0.7201,0.7083,1,1,1,100.0,18.886462882096076,18.886462882096076,5.150735294117659,2.8492647058823413,历史1/1次成功; 当前距低点2.85%; 最新日涨幅0.72%; 状态bottom_area; 底部未确认
11,77.03851491656184,72.96599430423257,600230,沧州大化,bottom_area,2021-09-28,17.2,2021-09-28,17.0,1.17647058823529,5.647058823529417,27.505330490405118,False,-4.7091,3.9514,1,1,1,100.0,14.02337228714524,14.02337228714524,6.82352941176471,1.17647058823529,历史1/1次成功; 当前距低点1.18%; 最新日涨幅-4.71%; 状态bottom_area; 底部未确认
12,76.41145548114298,71.2562333043483,603005,晶方科技,bottom_area,2021-09-28,43.49,2021-09-28,43.33,0.3692591737826072,2.6540503115624245,31.763779527559056,False,-0.7757,1.5559,1,1,1,100.0,24.55991516436903,24.55991516436903,7.630740826217393,0.3692591737826072,历史1/1次成功; 当前距低点0.37%; 最新日涨幅-0.78%; 状态bottom_area; 底部未确认
13,75.87778500823987,71.44980257656175,601127,赛力斯,bottom_area,2021-09-28,60.0,2021-09-28,59.48,0.8742434431741815,4.993275050437132,27.357107962872497,False,-3.9385,2.3952,2,2,2,100.0,25.33912702687572,27.74461028192372,7.125756556825818,0.8742434431741815,历史2/2次成功; 当前距低点0.87%; 最新日涨幅-3.94%; 状态bottom_area; 底部未确认
14,75.51245676147938,71.21177990440876,300697,电工合金,bottom_area,2021-09-28,12.73,2021-09-28,12.61,0.9516256938937431,1.9032513877874722,28.22993739328401,False,0.3152,1.5485,1,1,1,100.0,8.986486486486475,8.986486486486475,7.048374306106258,0.9516256938937431,历史1/1次成功; 当前距低点0.95%; 最新日涨幅0.32%; 状态bottom_area; 底部未确认
15,75.34130894841262,76.05985391646992,300688,创业黑马,confirmed_rebound,2021-09-28,29.3,2021-09-27,28.04,4.493580599144085,15.549215406562054,32.757793764988016,True,2.771,15.436,1,1,1,100.0,39.651707970529145,39.651707970529145,3.5064194008559153,4.493580599144085,历史1/1次成功; 当前距低点4.49%; 最新日涨幅2.77%; 状态confirmed_rebound; 底部已确认
16,74.52858333602579,69.86609113191628,000426,兴业银锡,confirmed_rebound,2021-09-28,7.84,2021-09-27,7.79,0.6418485237483931,8.729139922978185,28.988149498632637,False,-1.0101,2.8522,1,1,1,100.0,30.64250411861613,30.64250411861613,7.3581514762516065,0.6418485237483931,历史1/1次成功; 当前距低点0.64%; 最新日涨幅-1.01%; 状态confirmed_rebound; 底部未确认
