rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.49929140874285,82.73372522261704,002838,道恩股份,bottom_area,2023-01-12,17.32,2023-01-12,17.07,1.4645577035735209,1.6403046280023499,31.937799043062192,False,0.5807,1.1538,2,2,2,100.0,20.71460638045511,24.95606326889279,8.53544229642648,1.4645577035735209,历史2/2次成功; 当前距低点1.46%; 最新日涨幅0.58%; 状态bottom_area; 底部未确认
2,85.96519370439188,82.92767631993635,688075,安旭生物,bottom_area,2023-01-12,86.49,2022-12-30,83.88,3.1115879828326176,5.996661897949453,29.441453566621806,False,-0.9392,2.5337,4,4,4,100.0,31.086542584917854,40.134529147982065,6.888412017167384,3.1115879828326176,历史4/4次成功; 当前距低点3.11%; 最新日涨幅-0.94%; 状态bottom_area; 底部未确认
3,84.89952681334881,79.2507996072968,000715,中兴商业,bottom_area,2023-01-12,6.58,2023-01-12,6.49,1.3867488443759608,6.625577812018485,27.24215246636771,False,-3.8012,10.479,3,3,3,100.0,17.056919206849418,24.33862433862435,8.61325115562404,1.3867488443759608,历史3/3次成功; 当前距低点1.39%; 最新日涨幅-3.80%; 状态bottom_area; 底部未确认
4,83.49492910758967,77.9920947430844,002095,生意宝,bottom_area,2023-01-12,22.11,2023-01-12,21.8,1.4220183486238471,3.6238532110091706,27.333333333333332,False,-1.0738,8.3146,1,1,1,100.0,33.84030418250951,33.84030418250951,8.577981651376154,1.4220183486238471,历史1/1次成功; 当前距低点1.42%; 最新日涨幅-1.07%; 状态bottom_area; 底部未确认
5,83.0124047081231,79.44954104827347,002116,中国海诚,bottom_area,2023-01-12,10.28,2022-12-30,10.01,2.697302697302693,8.6913086913087,30.340988169798187,True,-0.5803,0.883,3,3,3,100.0,14.781673108191493,18.51179673321235,7.302697302697307,2.697302697302693,历史3/3次成功; 当前距低点2.70%; 最新日涨幅-0.58%; 状态bottom_area; 底部已确认
6,82.21294955243974,75.60934286310403,000411,英特集团,bottom_area,2023-01-12,11.61,2023-01-05,11.54,0.6065857885615277,2.772963604852689,31.675547661338076,False,-1.1915,1.8617,2,2,2,100.0,34.206228285076975,47.98426745329401,9.393414211438472,0.6065857885615277,历史2/2次成功; 当前距低点0.61%; 最新日涨幅-1.19%; 状态bottom_area; 底部未确认
7,81.91774994957645,76.15469216417911,000919,金陵药业,bottom_area,2023-01-12,7.77,2022-12-29,7.68,1.1718749999999982,4.947916666666677,31.12107623318386,False,-0.8929,1.3786,1,1,1,100.0,20.8955223880597,20.8955223880597,8.828125000000002,1.1718749999999982,历史1/1次成功; 当前距低点1.17%; 最新日涨幅-0.89%; 状态bottom_area; 底部未确认
8,80.50590244292661,73.62505608028333,002395,双象股份,bottom_area,2023-01-12,9.63,2023-01-12,9.6,0.3125000000000119,2.604166666666667,29.721815519765745,False,-0.9259,0.8423,1,1,1,100.0,36.59976387249114,36.59976387249114,9.68749999999999,0.3125000000000119,历史1/1次成功; 当前距低点0.31%; 最新日涨幅-0.93%; 状态bottom_area; 底部未确认
9,80.07112054305674,73.01785600807864,000650,仁和药业,bottom_area,2023-01-12,6.17,2023-01-12,6.16,0.16233766233765887,1.7857142857142767,27.444051825677267,False,-1.1218,2.065,2,2,2,100.0,14.827881065637138,17.19038817005545,9.837662337662342,0.16233766233765887,历史2/2次成功; 当前距低点0.16%; 最新日涨幅-1.12%; 状态bottom_area; 底部未确认
10,78.33416214536678,72.26421300865347,300485,赛升药业,bottom_area,2023-01-12,11.81,2023-01-12,11.72,0.7679180887372001,2.047781569965872,27.69895126465145,False,0.0847,1.926,1,1,1,100.0,12.392829306313327,12.392829306313327,9.2320819112628,0.7679180887372001,历史1/1次成功; 当前距低点0.77%; 最新日涨幅0.08%; 状态bottom_area; 底部未确认
11,74.84965177601488,71.31646751579311,603318,水发燃气,bottom_area,2023-01-12,8.74,2022-12-30,8.53,2.4618991793669505,6.916764361078545,30.819140308191407,False,-2.1277,2.6605,1,1,1,100.0,10.696761530912658,10.696761530912658,7.53810082063305,2.4618991793669505,历史1/1次成功; 当前距低点2.46%; 最新日涨幅-2.13%; 状态bottom_area; 底部未确认
