rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,97.29716291194067,83.31788583286931,000065,北方国际,bottom_area,2024-07-18,9.56,2024-07-18,9.42,1.486199575371556,2.441613588110408,28.905660377358487,False,-0.7269,0.798,3,3,3,100.0,29.926993896325044,41.48061104582843,18.513800424628446,1.486199575371556,历史3/3次成功; 当前距低点1.49%; 最新日涨幅-0.73%; 状态bottom_area; 底部未确认
12,89.73214796503929,78.35307123034228,000629,钒钛股份,bottom_area,2024-07-18,2.41,2024-07-18,2.35,2.5531914893617045,2.5531914893617045,28.78787878787878,False,0.4167,0.5504,1,1,1,100.0,27.173913043478265,27.173913043478265,17.446808510638295,2.5531914893617045,历史1/1次成功; 当前距低点2.55%; 最新日涨幅0.42%; 状态bottom_area; 底部未确认
13,89.04795406889924,78.261480457955,605099,共创草坪,bottom_area,2024-07-18,18.4,2024-07-09,17.88,2.908277404921698,9.060402684563766,28.96305125148988,True,-1.1815,0.1306,1,1,1,100.0,44.31372549019606,44.31372549019606,17.091722595078306,2.908277404921698,历史1/1次成功; 当前距低点2.91%; 最新日涨幅-1.18%; 状态bottom_area; 底部已确认
14,88.93969369025876,78.51247031970156,688151,华强科技,bottom_area,2024-07-18,11.46,2024-07-09,11.11,3.150315031503163,9.36093609360937,27.051871306631654,True,-1.0363,0.5996,2,2,2,100.0,31.9633795243483,32.022471910112344,16.849684968496838,3.150315031503163,历史2/2次成功; 当前距低点3.15%; 最新日涨幅-1.04%; 状态bottom_area; 底部已确认
15,88.81279552329762,76.27984388936568,001308,康冠科技,bottom_area,2024-07-18,21.57,2024-07-09,21.22,1.649387370405285,6.456173421300665,29.101236217841635,False,-1.1457,2.0609,1,1,1,100.0,27.421758569299566,27.421758569299566,18.350612629594714,1.649387370405285,历史1/1次成功; 当前距低点1.65%; 最新日涨幅-1.15%; 状态bottom_area; 底部未确认
16,88.19548119139814,78.11599762666692,605567,春雪食品,bottom_area,2024-07-18,7.44,2024-07-09,7.2,3.333333333333336,7.638888888888887,29.961089494163417,True,-0.9321,1.2467,2,2,2,100.0,32.07525605734906,36.46616541353383,16.666666666666664,3.333333333333336,历史2/2次成功; 当前距低点3.33%; 最新日涨幅-0.93%; 状态bottom_area; 底部已确认
17,88.11530862755642,77.0687830561718,600389,江山股份,bottom_area,2024-07-18,13.2,2024-07-18,12.86,2.6438569206842915,2.954898911353039,29.726775956284158,False,1.3825,0.8657,1,1,1,100.0,21.380520620064356,21.380520620064356,17.35614307931571,2.6438569206842915,历史1/1次成功; 当前距低点2.64%; 最新日涨幅1.38%; 状态bottom_area; 底部未确认
18,86.60319924780866,76.11497216859257,002077,大港股份,bottom_area,2024-07-18,10.61,2024-07-18,10.31,2.9097963142579912,4.46168768186226,27.13780918727915,False,-1.2104,2.1756,2,2,2,100.0,25.318858952154788,26.22826908541193,17.09020368574201,2.9097963142579912,历史2/2次成功; 当前距低点2.91%; 最新日涨幅-1.21%; 状态bottom_area; 底部未确认
19,86.45790529826735,77.1679624163045,002254,泰和新材,bottom_area,2024-07-18,8.29,2024-07-09,7.99,3.7546933667083717,8.760951188986224,31.416309012875537,True,-0.2407,0.7138,2,2,2,100.0,32.14335103440648,38.58695652173914,16.24530663329163,3.7546933667083717,历史2/2次成功; 当前距低点3.75%; 最新日涨幅-0.24%; 状态bottom_area; 底部已确认
20,86.23173723211617,76.90510796254134,603325,博隆技术,bottom_area,2024-07-18,61.2,2024-07-18,59.01,3.711235383833257,4.490764277241143,31.922011998154137,False,1.6442,1.2586,1,1,1,100.0,33.584541062801925,33.584541062801925,16.288764616166745,3.711235383833257,历史1/1次成功; 当前距低点3.71%; 最新日涨幅1.64%; 状态bottom_area; 底部未确认
21,84.33191689085824,73.14184044648194,601886,江河集团,bottom_area,2024-07-18,4.68,2024-07-18,4.58,2.18340611353711,2.18340611353711,27.64612954186414,False,0.2141,0.6552,2,3,2,66.66666666666666,33.5125791326875,33.5540838852097,17.816593886462893,2.18340611353711,历史2/3次成功; 当前距低点2.18%; 最新日涨幅0.21%; 状态bottom_area; 底部未确认
22,83.30718285653508,74.4799316929287,600970,中材国际,bottom_area,2024-07-18,10.26,2024-07-12,9.88,3.846153846153836,6.983805668016188,27.03101920236336,False,2.3952,0.7313,1,1,1,100.0,22.19979818365287,22.19979818365287,16.153846153846168,3.846153846153836,历史1/1次成功; 当前距低点3.85%; 最新日涨幅2.40%; 状态bottom_area; 底部未确认
23,82.16404173179482,72.24551802401808,603368,柳药集团,bottom_area,2024-07-18,17.19,2024-07-16,16.7,2.934131736526958,3.413173652694613,30.705394190871377,False,0.703,1.14,2,3,2,66.66666666666666,37.89608449802624,42.85714285714285,17.065868263473043,2.934131736526958,历史2/3次成功; 当前距低点2.93%; 最新日涨幅0.70%; 状态bottom_area; 底部未确认
24,80.11228355684761,70.38799790280542,002246,北化股份,bottom_area,2024-07-18,7.47,2024-07-18,7.26,2.892561983471074,3.5812672176308515,31.315042573320724,False,0.0,1.7389,2,3,2,66.66666666666666,27.399852464800023,31.992687385740403,17.107438016528928,2.892561983471074,历史2/3次成功; 当前距低点2.89%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
25,77.79838950442272,68.97646014885387,603209,兴通股份,bottom_area,2024-07-18,12.51,2024-07-18,12.1,3.388429752066117,3.4710743801652884,27.674835624626425,False,1.4599,0.857,2,3,2,66.66666666666666,25.889318908053443,26.115859449192786,16.611570247933884,3.388429752066117,历史2/3次成功; 当前距低点3.39%; 最新日涨幅1.46%; 状态bottom_area; 底部未确认
26,76.21606717344619,69.4429968005688,002191,劲嘉股份,bottom_area,2024-07-18,3.65,2024-07-09,3.48,4.885057471264366,8.62068965517241,27.348643006263053,True,-0.2732,0.6126,1,1,1,100.0,21.134020618556693,21.134020618556693,15.114942528735636,4.885057471264366,历史1/1次成功; 当前距低点4.89%; 最新日涨幅-0.27%; 状态bottom_area; 底部已确认
27,75.84404441534559,67.65124532618793,603229,奥翔药业,bottom_area,2024-07-18,7.25,2024-07-17,6.99,3.7195994277539306,4.864091559370527,32.52895752895753,False,1.683,1.1008,2,4,2,50.0,42.26845172831669,43.052109181141425,16.28040057224607,3.7195994277539306,历史2/4次成功; 当前距低点3.72%; 最新日涨幅1.68%; 状态bottom_area; 底部未确认
28,73.35694377854453,65.25617698091384,002386,天原股份,bottom_area,2024-07-18,3.77,2024-07-09,3.64,3.5714285714285685,9.340659340659336,27.920792079207917,True,-0.5277,0.3938,2,4,2,50.0,40.855022170811644,48.85290148448042,16.42857142857143,3.5714285714285685,历史2/4次成功; 当前距低点3.57%; 最新日涨幅-0.53%; 状态bottom_area; 底部已确认
29,72.5577164535619,64.09727272727272,600058,五矿发展,bottom_area,2024-07-18,6.47,2024-07-09,6.27,3.189792663476877,5.263157894736844,28.91156462585035,False,0.3101,0.3456,1,2,1,50.0,99.54954954954954,99.54954954954954,16.810207336523124,3.189792663476877,历史1/2次成功; 当前距低点3.19%; 最新日涨幅0.31%; 状态bottom_area; 底部未确认
30,72.13080100640867,61.66371802529731,603113,金能科技,bottom_area,2024-07-18,5.09,2024-07-18,5.02,1.3944223107569778,2.7888446215139555,30.662983425414374,False,-1.3566,0.6573,2,5,2,40.0,25.71505856894199,31.03448275862069,18.605577689243024,1.3944223107569778,历史2/5次成功; 当前距低点1.39%; 最新日涨幅-1.36%; 状态bottom_area; 底部未确认
31,71.65863810015492,62.66114093959734,002833,弘亚数控,bottom_area,2024-07-18,16.38,2024-07-18,15.96,2.6315789473684092,3.132832080200501,28.940338379341053,False,1.1111,0.9643,1,2,1,50.0,35.43624161073825,35.43624161073825,17.368421052631593,2.6315789473684092,历史1/2次成功; 当前距低点2.63%; 最新日涨幅1.11%; 状态bottom_area; 底部未确认
32,71.58284713971535,64.90178140667527,605337,李子园,bottom_area,2024-07-18,9.52,2024-07-09,9.1,4.615384615384615,8.35164835164835,31.00833965125095,True,-0.5225,0.3006,2,3,2,66.66666666666666,32.30210571551354,37.98882681564246,15.384615384615385,4.615384615384615,历史2/3次成功; 当前距低点4.62%; 最新日涨幅-0.52%; 状态bottom_area; 底部已确认
33,70.59442844258105,60.9161600270659,600141,兴发集团,bottom_area,2024-07-18,18.19,2024-07-18,17.85,1.904761904761904,2.240896358543409,28.11115585984695,False,0.4417,0.6131,1,3,1,33.33333333333333,36.58969804618119,36.58969804618119,18.0952380952381,1.904761904761904,历史1/3次成功; 当前距低点1.90%; 最新日涨幅0.44%; 状态bottom_area; 底部未确认
34,70.5185566077148,62.07365269461078,600186,莲花控股,bottom_area,2024-07-18,3.44,2024-06-24,3.34,2.994011976047907,8.083832335329342,27.074235807860266,True,-0.2899,1.3491,1,2,1,50.0,53.49544072948328,53.49544072948328,17.005988023952096,2.994011976047907,历史1/2次成功; 当前距低点2.99%; 最新日涨幅-0.29%; 状态bottom_area; 底部已确认
35,67.76106900976167,57.818847861846436,002346,柘中股份,bottom_area,2024-07-18,7.06,2024-07-18,6.97,1.291248206599711,1.8651362984218063,29.381965552178315,False,-0.5634,0.2949,1,3,1,33.33333333333333,34.89010989010989,34.89010989010989,18.708751793400292,1.291248206599711,历史1/3次成功; 当前距低点1.29%; 最新日涨幅-0.56%; 状态bottom_area; 底部未确认
36,67.54902772486773,57.86242857142857,600287,苏豪时尚,bottom_area,2024-07-18,2.7,2024-07-16,2.66,1.5037593984962419,6.766917293233071,29.066666666666663,False,-3.2258,5.0932,1,2,1,50.0,28.499999999999993,28.499999999999993,18.49624060150376,1.5037593984962419,历史1/2次成功; 当前距低点1.50%; 最新日涨幅-3.23%; 状态bottom_area; 底部未确认
37,64.64328852250495,55.994341053560895,600955,维远股份,bottom_area,2024-07-18,14.01,2024-07-09,13.72,2.113702623906699,7.069970845481041,28.911917098445596,True,-0.3556,0.1796,1,3,1,33.33333333333333,25.969084423305596,25.969084423305596,17.886297376093303,2.113702623906699,历史1/3次成功; 当前距低点2.11%; 最新日涨幅-0.36%; 状态bottom_area; 底部已确认
38,63.877792671539225,55.098546839826845,000923,河钢资源,bottom_area,2024-07-18,15.69,2024-07-18,15.4,1.8831168831168774,2.9220779220779174,30.222020842772995,False,-1.2587,1.6212,1,3,1,33.33333333333333,27.519999999999996,27.519999999999996,18.116883116883123,1.8831168831168774,历史1/3次成功; 当前距低点1.88%; 最新日涨幅-1.26%; 状态bottom_area; 底部未确认
39,62.74653515407534,56.097895667550816,601515,衢州东峰,bottom_area,2024-07-18,2.97,2024-07-18,2.86,3.8461538461538574,4.195804195804199,31.90476190476191,False,0.3378,0.6145,1,3,1,33.33333333333333,34.48275862068966,34.48275862068966,16.153846153846143,3.8461538461538574,历史1/3次成功; 当前距低点3.85%; 最新日涨幅0.34%; 状态bottom_area; 底部未确认
40,62.40632516987518,55.508043012844176,000697,炼石航空,bottom_area,2024-07-18,5.52,2024-07-18,5.33,3.5647279549718482,3.752345215759853,30.144167758846656,False,1.4706,1.0165,1,3,1,33.33333333333333,27.861771058315338,27.861771058315338,16.435272045028153,3.5647279549718482,历史1/3次成功; 当前距低点3.56%; 最新日涨幅1.47%; 状态bottom_area; 底部未确认
41,62.17225738916532,55.96409466153,600293,三峡新材,bottom_area,2024-07-18,2.47,2024-07-09,2.37,4.2194092827004255,8.438818565400833,27.300613496932506,True,-1.2,0.4226,1,2,1,50.0,32.17391304347827,32.17391304347827,15.780590717299575,4.2194092827004255,历史1/2次成功; 当前距低点4.22%; 最新日涨幅-1.20%; 状态bottom_area; 底部已确认
42,62.08888748313094,55.66589912280704,000705,浙江震元,bottom_area,2024-07-18,7.02,2024-07-09,6.75,3.999999999999994,6.518518518518525,30.555555555555557,False,0.7174,1.6228,1,3,1,33.33333333333333,34.04605263157895,34.04605263157895,16.000000000000007,3.999999999999994,历史1/3次成功; 当前距低点4.00%; 最新日涨幅0.72%; 状态bottom_area; 底部未确认
43,61.01366505687934,54.366710362395644,603060,国检集团,bottom_area,2024-07-18,5.66,2024-07-09,5.46,3.663003663003666,9.157509157509157,31.835205992509362,True,-0.3521,0.1445,1,3,1,33.33333333333333,36.2098138747885,36.2098138747885,16.336996336996336,3.663003663003666,历史1/3次成功; 当前距低点3.66%; 最新日涨幅-0.35%; 状态bottom_area; 底部已确认
44,56.65912687377864,50.93757757030923,603320,迪贝电气,bottom_area,2024-07-18,13.55,2024-07-18,13.01,4.150653343581867,6.072252113758654,28.516483516483515,False,-4.2403,7.6809,1,2,1,50.0,23.71541501976285,23.71541501976285,15.849346656418135,4.150653343581867,历史1/2次成功; 当前距低点4.15%; 最新日涨幅-4.24%; 状态bottom_area; 底部未确认
