rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,92.8765912183055,86.0934693877551,002687,乔治白,bottom_area,2024-08-22,3.96,2024-08-22,3.92,1.020408163265307,1.785714285714293,32.99145299145299,False,0.0,0.6725,1,1,1,100.0,64.00000000000001,64.00000000000001,8.979591836734693,1.020408163265307,历史1/1次成功; 当前距低点1.02%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
2,92.51245421044482,87.96266138042293,600343,航天动力,bottom_area,2024-08-22,7.83,2024-08-19,7.65,2.3529411764705843,4.052287581699341,31.696428571428566,False,1.1628,2.3729,4,4,4,100.0,26.383694961160476,55.72413793103447,7.647058823529417,2.3529411764705843,历史4/4次成功; 当前距低点2.35%; 最新日涨幅1.16%; 状态bottom_area; 底部未确认
3,87.14627749789588,83.75423113685332,002545,东方铁塔,bottom_area,2024-08-22,6.0,2024-07-25,5.83,2.915951972555745,7.375643224699823,29.247572815533985,True,0.0,0.3362,3,3,3,100.0,18.132266850969987,28.468653648509758,7.084048027444256,2.915951972555745,历史3/3次成功; 当前距低点2.92%; 最新日涨幅0.00%; 状态bottom_area; 底部已确认
4,86.95642417277689,79.94380932013358,002219,新里程,bottom_area,2024-08-22,1.71,2024-08-22,1.7,0.5882352941176475,2.941176470588238,28.870292887029294,False,0.0,0.8898,2,2,2,100.0,34.81175156302061,45.685279187817265,9.411764705882353,0.5882352941176475,历史2/2次成功; 当前距低点0.59%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
5,85.37404523370179,78.66294116249584,002685,华东重机,bottom_area,2024-08-22,2.86,2024-08-22,2.84,0.7042253521126767,3.521126760563384,27.918781725888326,False,-3.0508,3.8426,3,3,3,100.0,45.36868260920823,109.52380952380952,9.295774647887324,0.7042253521126767,历史3/3次成功; 当前距低点0.70%; 最新日涨幅-3.05%; 状态bottom_area; 底部未确认
6,84.12214673705019,77.53193247654396,000597,东北制药,bottom_area,2024-08-22,4.2,2024-08-22,4.17,0.7194244604316606,3.836930455635495,30.383973288814698,False,-2.0979,3.5094,3,3,3,100.0,29.259248636172746,61.02150537634409,9.28057553956834,0.7194244604316606,历史3/3次成功; 当前距低点0.72%; 最新日涨幅-2.10%; 状态bottom_area; 底部未确认
7,83.33064266473184,77.6014433802758,301510,固高科技,bottom_area,2024-08-22,20.06,2024-08-21,19.81,1.2619888944977284,3.63452801615347,28.91998564764981,False,-0.8403,1.4104,2,2,2,100.0,13.11170999855176,16.010654039656714,8.738011105502272,1.2619888944977284,历史2/2次成功; 当前距低点1.26%; 最新日涨幅-0.84%; 状态bottom_area; 底部未确认
8,83.02392046756843,75.96708003767294,300424,航新科技,bottom_area,2024-08-22,11.82,2024-08-22,11.78,0.3395585738539977,3.3106960950764055,32.45412844036698,False,-1.2531,4.2882,2,2,2,100.0,32.85630960247343,52.29885057471265,9.660441426146003,0.3395585738539977,历史2/2次成功; 当前距低点0.34%; 最新日涨幅-1.25%; 状态bottom_area; 底部未确认
9,82.83335959302022,78.4176106441276,600011,华能国际,bottom_area,2024-08-22,7.21,2024-08-21,7.06,2.12464589235128,2.4079320113314564,28.686868686868692,False,0.4178,0.3869,1,1,1,100.0,22.267759562841515,22.267759562841515,7.87535410764872,2.12464589235128,历史1/1次成功; 当前距低点2.12%; 最新日涨幅0.42%; 状态bottom_area; 底部未确认
10,82.08525182586918,79.64968300665736,600210,紫江企业,bottom_area,2024-08-22,4.84,2024-07-25,4.68,3.4188034188034218,9.61538461538462,27.329192546583858,True,0.207,0.631,2,2,2,100.0,18.895455922199744,19.867549668874158,6.581196581196578,3.4188034188034218,历史2/2次成功; 当前距低点3.42%; 最新日涨幅0.21%; 状态bottom_area; 底部已确认
11,81.81617081213426,74.69593471868295,000155,川能动力,bottom_area,2024-08-22,8.98,2024-08-22,8.96,0.22321428571428092,2.790178571428571,28.605577689243024,False,-2.1786,0.5889,2,2,2,100.0,24.596039194147934,37.70685579196216,9.77678571428572,0.22321428571428092,历史2/2次成功; 当前距低点0.22%; 最新日涨幅-2.18%; 状态bottom_area; 底部未确认
