rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.7695358368112,78.91444872396966,300562,乐心医疗,bottom_area,2022-04-26,8.56,2022-04-26,8.46,1.1820330969267097,5.555555555555541,28.30508474576271,False,-1.7222,2.1517,2,2,2,100.0,19.19077518797075,20.82239720034996,13.81796690307329,1.1820330969267097,历史2/2次成功; 当前距低点1.18%; 最新日涨幅-1.72%; 状态bottom_area; 底部未确认
20,83.01516750201631,73.95518453699792,000811,冰轮环境,bottom_area,2022-04-26,7.82,2022-04-26,7.72,1.2953367875647739,8.031088082901556,27.64761012183693,False,-6.4593,2.2112,1,1,1,100.0,20.798668885191347,20.798668885191347,13.704663212435225,1.2953367875647739,历史1/1次成功; 当前距低点1.30%; 最新日涨幅-6.46%; 状态bottom_area; 底部未确认
21,82.79296035110907,72.0550833265287,688258,卓易信息,bottom_area,2022-04-26,22.01,2022-04-26,22.0,0.04545454545455256,8.409090909090915,27.86885245901639,False,-3.634,1.1165,2,2,2,100.0,18.433976828844497,19.85157699443413,14.954545454545448,0.04545454545455256,历史2/2次成功; 当前距低点0.05%; 最新日涨幅-3.63%; 状态bottom_area; 底部未确认
22,82.54667668139498,73.50752589119615,002780,三夫户外,bottom_area,2022-04-26,10.34,2022-04-26,10.21,1.2732615083251615,11.45935357492654,28.04792107117688,False,-8.4145,4.045,1,1,1,100.0,18.121301775147938,18.121301775147938,13.726738491674839,1.2732615083251615,历史1/1次成功; 当前距低点1.27%; 最新日涨幅-8.41%; 状态bottom_area; 底部未确认
23,82.4555287913764,71.91019585751329,605228,神通科技,bottom_area,2022-04-26,6.41,2022-04-26,6.4,0.15624999999999667,7.9687499999999964,27.189988623435713,False,-7.1014,1.265,2,2,2,100.0,19.01314977157674,20.32967032967033,14.843750000000004,0.15624999999999667,历史2/2次成功; 当前距低点0.16%; 最新日涨幅-7.10%; 状态bottom_area; 底部未确认
24,82.1994314775869,72.75387463054707,300480,光力科技,bottom_area,2022-04-26,18.12,2022-04-26,17.95,0.9470752089136586,7.353760445682453,29.330708661417322,False,-2.4233,2.133,1,1,1,100.0,39.69465648854962,39.69465648854962,14.05292479108634,0.9470752089136586,历史1/1次成功; 当前距低点0.95%; 最新日涨幅-2.42%; 状态bottom_area; 底部未确认
25,81.83325960967284,72.21375050204853,300505,川金诺,bottom_area,2022-04-26,29.45,2022-04-26,29.22,0.7871321013004806,12.525667351129377,32.09388798512666,False,-8.6538,12.2403,2,2,2,100.0,28.378557489320507,39.35656836461126,14.21286789869952,0.7871321013004806,历史2/2次成功; 当前距低点0.79%; 最新日涨幅-8.65%; 状态bottom_area; 底部未确认
26,81.81518439020809,72.13085186331757,002045,国光电器,bottom_area,2022-04-26,6.83,2022-04-26,6.78,0.7374631268436552,5.014749262536871,28.78151260504201,False,-0.8708,1.8349,1,1,1,100.0,33.77563329312426,33.77563329312426,14.262536873156344,0.7374631268436552,历史1/1次成功; 当前距低点0.74%; 最新日涨幅-0.87%; 状态bottom_area; 底部未确认
27,81.63766922140725,77.76988917251437,603185,弘元绿能,bottom_area,2022-04-26,107.0,2022-04-25,102.01,4.89167728654053,9.793157533575133,28.151852373573732,True,4.8917,2.7482,1,1,1,100.0,43.51028702057404,43.51028702057404,10.108322713459469,4.89167728654053,历史1/1次成功; 当前距低点4.89%; 最新日涨幅4.89%; 状态bottom_area; 底部已确认
28,81.55580458111521,72.15801852830232,000012,南玻A,bottom_area,2022-04-26,5.44,2022-04-26,5.39,0.9276437847866551,8.534322820037106,29.265091863517068,False,-4.0564,2.2837,1,1,1,100.0,46.467991169977914,46.467991169977914,14.072356215213343,0.9276437847866551,历史1/1次成功; 当前距低点0.93%; 最新日涨幅-4.06%; 状态bottom_area; 底部未确认
29,81.19996522398442,70.82936560934891,001218,丽臣实业,bottom_area,2022-04-26,30.0,2022-04-26,29.95,0.16694490818030286,6.343906510851427,30.186480186480185,False,-4.2146,1.8903,1,1,1,100.0,29.999999999999993,29.999999999999993,14.833055091819697,0.16694490818030286,历史1/1次成功; 当前距低点0.17%; 最新日涨幅-4.21%; 状态bottom_area; 底部未确认
30,80.97266385894925,70.64602513192497,300441,鲍斯股份,bottom_area,2022-04-26,5.62,2022-04-26,5.61,0.17825311942958622,6.595365418894832,28.443877551020403,False,-4.7458,0.9899,1,1,1,100.0,29.15291529152916,29.15291529152916,14.821746880570414,0.17825311942958622,历史1/1次成功; 当前距低点0.18%; 最新日涨幅-4.75%; 状态bottom_area; 底部未确认
31,80.64156761285122,70.60663232299032,300735,光弘科技,bottom_area,2022-04-26,8.19,2022-04-26,8.16,0.36764705882352156,7.843137254901968,30.017152658662095,False,-5.6452,1.4464,1,1,1,100.0,31.262729124236255,31.262729124236255,14.632352941176476,0.36764705882352156,历史1/1次成功; 当前距低点0.37%; 最新日涨幅-5.65%; 状态bottom_area; 底部未确认
32,80.55706851928021,70.17762640851795,002346,柘中股份,bottom_area,2022-04-26,10.25,2022-04-26,10.24,0.09765624999999792,4.296874999999996,32.23031105228325,False,-1.537,0.6288,1,1,1,100.0,15.431627196333075,15.431627196333075,14.902343750000002,0.09765624999999792,历史1/1次成功; 当前距低点0.10%; 最新日涨幅-1.54%; 状态bottom_area; 底部未确认
33,80.46344394268428,70.60105661607562,002234,民和股份,bottom_area,2022-04-26,14.6,2022-04-26,14.53,0.4817618719889903,8.05230557467309,32.00748713149275,False,-6.5899,8.707,1,1,1,100.0,32.63157894736842,32.63157894736842,14.51823812801101,0.4817618719889903,历史1/1次成功; 当前距低点0.48%; 最新日涨幅-6.59%; 状态bottom_area; 底部未确认
34,80.13216605707927,70.72750827374821,300354,东华测试,bottom_area,2022-04-26,20.2,2022-04-26,20.04,0.7984031936127752,11.177644710578853,27.601156069364162,False,-7.2118,0.9277,1,1,1,100.0,37.19283631820073,37.19283631820073,14.201596806387224,0.7984031936127752,历史1/1次成功; 当前距低点0.80%; 最新日涨幅-7.21%; 状态bottom_area; 底部未确认
35,80.07052469135802,69.62654320987654,002278,神开股份,bottom_area,2022-04-26,4.67,2022-04-26,4.67,0.0,8.779443254817991,27.484472049689444,False,-10.0193,5.2175,1,1,1,100.0,33.74485596707818,33.74485596707818,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.02%; 状态bottom_area; 底部未确认
36,80.01785820895522,69.58074626865671,002676,顺威股份,bottom_area,2022-04-26,3.1,2022-04-26,3.1,0.0,5.483870967741932,29.38496583143507,False,-1.8987,1.1021,1,1,1,100.0,23.283582089552233,23.283582089552233,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-1.90%; 状态bottom_area; 底部未确认
37,79.99062201135936,70.09636187796728,002418,康盛股份,bottom_area,2022-04-26,2.43,2022-04-26,2.42,0.41322314049587733,6.198347107438013,32.02247191011236,False,-3.9526,0.941,1,1,1,100.0,29.078014184397176,29.078014184397176,14.586776859504122,0.41322314049587733,历史1/1次成功; 当前距低点0.41%; 最新日涨幅-3.95%; 状态bottom_area; 底部未确认
38,79.91708060173666,70.49074448295272,300752,隆利科技,bottom_area,2022-04-26,13.21,2022-04-26,13.11,0.7627765064836112,10.068649885583527,29.70509383378016,False,-5.8446,3.6192,2,2,2,100.0,18.816531815781463,21.807655194596325,14.237223493516387,0.7627765064836112,历史2/2次成功; 当前距低点0.76%; 最新日涨幅-5.84%; 状态bottom_area; 底部未确认
39,79.89668612281133,69.85227210383933,000153,丰原药业,bottom_area,2022-04-26,6.93,2022-04-26,6.91,0.289435600578865,3.328509406657012,29.847715736040602,False,-0.5739,1.3665,1,1,1,100.0,16.03325415676959,16.03325415676959,14.710564399421134,0.289435600578865,历史1/1次成功; 当前距低点0.29%; 最新日涨幅-0.57%; 状态bottom_area; 底部未确认
40,79.86489175257734,69.4477319587629,002255,海陆重工,bottom_area,2022-04-26,4.2,2022-04-26,4.2,0.0,6.904761904761905,27.33564013840831,False,-10.0642,2.9775,1,1,1,100.0,32.783505154639194,32.783505154639194,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.06%; 状态bottom_area; 底部未确认
41,79.68589197966783,72.37466257668713,002274,华昌化工,bottom_area,2022-04-26,8.34,2022-04-26,8.15,2.331288343558276,9.202453987730062,29.006968641114984,False,-7.8453,2.9133,1,1,1,100.0,24.999999999999993,24.999999999999993,12.668711656441722,2.331288343558276,历史1/1次成功; 当前距低点2.33%; 最新日涨幅-7.85%; 状态bottom_area; 底部未确认
42,79.53597759328989,69.33272499075814,600343,航天动力,bottom_area,2022-04-26,7.58,2022-04-26,7.57,0.13210039630118608,8.454425363276098,27.904761904761905,False,-8.3434,1.6259,1,1,1,100.0,21.52641878669275,21.52641878669275,14.867899603698815,0.13210039630118608,历史1/1次成功; 当前距低点0.13%; 最新日涨幅-8.34%; 状态bottom_area; 底部未确认
43,79.39817735050516,69.93128861907883,603230,内蒙新华,bottom_area,2022-04-26,10.29,2022-04-26,10.22,0.6849315068493005,5.772994129158511,29.85586822237474,False,-4.1007,4.5463,1,1,1,100.0,31.521142229544196,31.521142229544196,14.315068493150699,0.6849315068493005,历史1/1次成功; 当前距低点0.68%; 最新日涨幅-4.10%; 状态bottom_area; 底部未确认
44,78.9597222395044,69.15012149557953,688136,科兴制药,bottom_area,2022-04-26,23.77,2022-04-26,23.68,0.380067567567567,10.64189189189189,29.649435531788466,False,-6.7843,5.1698,1,1,1,100.0,23.58427714856763,23.58427714856763,14.619932432432433,0.380067567567567,历史1/1次成功; 当前距低点0.38%; 最新日涨幅-6.78%; 状态bottom_area; 底部未确认
45,78.88652763678256,69.30894535309885,600307,酒钢宏兴,bottom_area,2022-04-26,1.82,2022-04-26,1.81,0.5524861878453043,4.972375690607727,30.384615384615387,False,-2.6738,1.813,1,1,1,100.0,16.33663366336634,16.33663366336634,14.447513812154694,0.5524861878453043,历史1/1次成功; 当前距低点0.55%; 最新日涨幅-2.67%; 状态bottom_area; 底部未确认
46,78.60672664624808,68.35367534456356,600363,联创光电,bottom_area,2022-04-26,16.47,2022-04-26,16.47,0.0,8.075288403157268,29.705505761843792,False,-10.0,2.9315,1,1,1,100.0,26.901480347115875,26.901480347115875,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.00%; 状态bottom_area; 底部未确认
47,78.57730982716137,72.53059589271689,605567,春雪食品,bottom_area,2022-04-26,14.52,2022-04-26,14.07,3.198294243070357,9.310589907604836,28.903486609398684,False,-5.7143,20.66,1,1,1,100.0,36.46616541353383,36.46616541353383,11.801705756929643,3.198294243070357,历史1/1次成功; 当前距低点3.20%; 最新日涨幅-5.71%; 状态bottom_area; 底部未确认
48,78.47709612277866,68.24095315024232,300736,百邦科技,confirmed_rebound,2022-04-26,8.81,2022-04-26,8.81,0.0,30.0794551645857,31.599378881987576,False,-19.9818,6.958,1,1,1,100.0,36.51050080775442,36.51050080775442,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-19.98%; 状态confirmed_rebound; 底部未确认
49,78.40728715814507,68.18024970273484,600955,维远股份,bottom_area,2022-04-26,26.62,2022-04-26,26.62,0.0,5.897821187077387,28.479312197743145,False,-5.7699,2.4819,1,1,1,100.0,25.969084423305596,25.969084423305596,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-5.77%; 状态bottom_area; 底部未确认
50,77.81240950711707,68.10610447797625,300382,斯莱克,bottom_area,2022-04-26,8.62,2022-04-26,8.59,0.34924330616995763,9.429569266589063,29.35855263157895,False,-6.71,2.8241,1,1,1,100.0,17.593436645396533,17.593436645396533,14.650756693830042,0.34924330616995763,历史1/1次成功; 当前距低点0.35%; 最新日涨幅-6.71%; 状态bottom_area; 底部未确认
51,77.81031233798015,73.51965694883502,300675,建科院,bottom_area,2022-04-26,15.25,2022-04-25,14.6,4.45205479452055,7.876712328767126,29.502655721873495,True,3.2498,5.0686,1,1,1,100.0,15.270655270655267,15.270655270655267,10.547945205479449,4.45205479452055,历史1/1次成功; 当前距低点4.45%; 最新日涨幅3.25%; 状态bottom_area; 底部已确认
52,77.575966647456,68.34133870812968,688206,概伦电子,bottom_area,2022-04-26,18.79,2022-04-26,18.66,0.6966773847802733,10.718113612004288,28.20315505963832,False,-7.2099,2.9213,1,1,1,100.0,23.11700615821885,23.11700615821885,14.303322615219727,0.6966773847802733,历史1/1次成功; 当前距低点0.70%; 最新日涨幅-7.21%; 状态bottom_area; 底部未确认
53,77.5404411764706,67.4264705882353,603063,禾望电气,bottom_area,2022-04-26,22.06,2022-04-26,22.06,0.0,7.932910244786945,28.769777203745562,False,-5.4436,1.6801,1,1,1,100.0,21.916508538899436,21.916508538899436,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-5.44%; 状态bottom_area; 底部未确认
54,77.36555494505494,67.27439560439561,002474,榕基软件,bottom_area,2022-04-26,4.94,2022-04-26,4.94,0.0,5.263157894736838,31.388888888888882,False,-3.1373,2.4982,1,1,1,100.0,21.0989010989011,21.0989010989011,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-3.14%; 状态bottom_area; 底部未确认
55,77.33726514635806,67.2497957794418,300730,科创信息,bottom_area,2022-04-26,13.88,2022-04-26,13.88,0.0,11.671469740633999,31.625615763546794,False,-8.6842,11.5142,1,1,1,100.0,20.966643975493536,20.966643975493536,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-8.68%; 状态bottom_area; 底部未确认
56,77.17810481503292,67.66018126790945,002536,飞龙股份,bottom_area,2022-04-26,4.61,2022-04-26,4.59,0.4357298474945635,5.882352941176481,28.169014084507044,False,-3.1513,1.3136,1,1,1,100.0,16.256157635467986,16.256157635467986,14.564270152505435,0.4357298474945635,历史1/1次成功; 当前距低点0.44%; 最新日涨幅-3.15%; 状态bottom_area; 底部未确认
57,77.05618609265062,72.48789106176685,300658,延江股份,bottom_area,2022-04-26,7.91,2022-04-26,7.59,4.216073781291176,14.361001317523057,29.72222222222223,False,-2.706,2.5551,2,2,2,100.0,21.830856360810415,26.72018348623853,10.783926218708823,4.216073781291176,历史2/2次成功; 当前距低点4.22%; 最新日涨幅-2.71%; 状态bottom_area; 底部未确认
58,77.03510977166653,68.20798114761601,000532,华金资本,bottom_area,2022-04-26,9.4,2022-04-26,9.31,0.9667024704618674,8.270676691729319,28.713629402756506,False,-5.1463,1.8542,1,1,1,100.0,25.710014947683103,25.710014947683103,14.033297529538133,0.9667024704618674,历史1/1次成功; 当前距低点0.97%; 最新日涨幅-5.15%; 状态bottom_area; 底部未确认
59,76.99955345008796,67.77093851132688,600215,派斯林,bottom_area,2022-04-26,6.22,2022-04-26,6.18,0.647249190938512,11.812297734627839,29.047072330654434,False,-7.7151,1.31,1,1,1,100.0,19.444444444444457,19.444444444444457,14.352750809061487,0.647249190938512,历史1/1次成功; 当前距低点0.65%; 最新日涨幅-7.72%; 状态bottom_area; 底部未确认
60,76.99034169481769,67.54949553336836,002156,通富微电,bottom_area,2022-04-26,12.6,2022-04-26,12.54,0.4784688995215351,5.661881977671459,29.629629629629633,False,-3.0023,1.1353,1,1,1,100.0,16.184971098265883,16.184971098265883,14.521531100478462,0.4784688995215351,历史1/1次成功; 当前距低点0.48%; 最新日涨幅-3.00%; 状态bottom_area; 底部未确认
61,76.97794215267791,67.92034914409496,688004,博汇科技,bottom_area,2022-04-26,21.96,2022-04-26,21.79,0.7801743919229083,7.939421753097752,30.31659737767829,False,-7.0673,1.2276,1,1,1,100.0,21.87713310580205,21.87713310580205,14.219825608077091,0.7801743919229083,历史1/1次成功; 当前距低点0.78%; 最新日涨幅-7.07%; 状态bottom_area; 底部未确认
62,76.73653750093075,68.11410739107988,300511,雪榕生物,bottom_area,2022-04-26,5.51,2022-04-26,5.45,1.1009174311926533,8.256880733944957,32.465923172242874,False,-4.1739,3.8709,2,3,2,66.66666666666666,25.900712191034756,29.220779220779214,13.899082568807348,1.1009174311926533,历史2/3次成功; 当前距低点1.10%; 最新日涨幅-4.17%; 状态bottom_area; 底部未确认
63,76.60760041551245,66.61530470914127,603070,万控智造,bottom_area,2022-04-26,18.03,2022-04-26,18.03,0.0,4.547975596228509,27.44466800804829,False,-9.985,26.1864,1,1,1,100.0,17.555401662049874,17.555401662049874,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.98%; 状态bottom_area; 底部未确认
64,76.5712843137255,66.58372549019609,002449,国星光电,bottom_area,2022-04-26,6.27,2022-04-26,6.27,0.0,10.047846889952167,31.699346405228763,False,-10.043,3.0171,1,1,1,100.0,17.38562091503268,17.38562091503268,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.04%; 状态bottom_area; 底部未确认
65,76.56400258084784,67.37846467065869,600268,国电南自,bottom_area,2022-04-26,6.29,2022-04-26,6.25,0.6400000000000006,6.560000000000002,29.617117117117125,False,-3.6753,1.2373,1,1,1,100.0,17.245508982035922,17.245508982035922,14.359999999999998,0.6400000000000006,历史1/1次成功; 当前距低点0.64%; 最新日涨幅-3.68%; 状态bottom_area; 底部未确认
66,76.56369873817034,66.57712933753943,600403,大有能源,bottom_area,2022-04-26,4.65,2022-04-26,4.65,0.0,7.096774193548389,32.510885341074015,False,-10.058,1.7344,1,1,1,100.0,17.350157728706634,17.350157728706634,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.06%; 状态bottom_area; 底部未确认
67,76.34248581935307,67.26834800838579,000070,特发信息,bottom_area,2022-04-26,4.27,2022-04-26,4.24,0.7075471698113057,7.075471698113203,29.215358931552586,False,-4.6875,0.6827,1,1,1,100.0,17.481481481481477,17.481481481481477,14.292452830188692,0.7075471698113057,历史1/1次成功; 当前距低点0.71%; 最新日涨幅-4.69%; 状态bottom_area; 底部未确认
68,76.33402002093327,67.35695162228646,300671,富满微,bottom_area,2022-04-26,55.28,2022-04-26,54.85,0.7839562443026431,8.659981768459435,31.0062893081761,False,-5.1476,3.8997,1,1,1,100.0,18.894472361809044,18.894472361809044,14.216043755697354,0.7839562443026431,历史1/1次成功; 当前距低点0.78%; 最新日涨幅-5.15%; 状态bottom_area; 底部未确认
69,76.33111864611469,69.975541904344,002173,创新医疗,bottom_area,2022-04-26,5.45,2022-04-26,5.3,2.8301886792452895,8.490566037735853,29.708222811671092,False,-6.0345,5.1202,1,1,1,100.0,18.21705426356588,18.21705426356588,12.169811320754711,2.8301886792452895,历史1/1次成功; 当前距低点2.83%; 最新日涨幅-6.03%; 状态bottom_area; 底部未确认
70,76.30331778878774,67.17422983281935,600219,南山铝业,bottom_area,2022-04-26,3.05,2022-04-26,3.03,0.6600660066006607,5.610561056105623,28.87323943661972,False,-3.481,0.9439,1,1,1,100.0,16.39344262295081,16.39344262295081,14.33993399339934,0.6600660066006607,历史1/1次成功; 当前距低点0.66%; 最新日涨幅-3.48%; 状态bottom_area; 底部未确认
71,76.25785404309957,67.0619358883498,605098,行动教育,bottom_area,2022-04-26,38.41,2022-04-26,38.18,0.6024096385542087,8.748035620743853,29.53119232189,False,-6.454,2.0948,1,1,1,100.0,15.082956259426847,15.082956259426847,14.397590361445792,0.6024096385542087,历史1/1次成功; 当前距低点0.60%; 最新日涨幅-6.45%; 状态bottom_area; 底部未确认
72,75.47854365618129,66.2128732497772,300387,富邦科技,bottom_area,2022-04-26,6.41,2022-04-26,6.38,0.47021943573668107,6.896551724137938,30.425299890948747,False,-3.4639,5.2489,2,3,2,66.66666666666666,47.78659621822667,50.883392226148395,14.529780564263318,0.47021943573668107,历史2/3次成功; 当前距低点0.47%; 最新日涨幅-3.46%; 状态bottom_area; 底部未确认
73,74.78091616518526,66.23699152542375,300647,超频三,bottom_area,2022-04-26,6.14,2022-04-26,6.08,0.9868421052631514,13.815789473684209,27.876631079478052,False,-8.631,2.6613,1,1,1,100.0,15.360169491525436,15.360169491525436,14.013157894736846,0.9868421052631514,历史1/1次成功; 当前距低点0.99%; 最新日涨幅-8.63%; 状态bottom_area; 底部未确认
