rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,91.62120432028172,86.52295722080234,688169,石头科技,bottom_area,2024-07-26,298.04,2024-07-25,295.02,1.0236594129211711,4.186156870720637,30.245424882962123,False,0.6212,1.0305,3,3,3,100.0,19.015595065928025,29.71190476190475,6.976340587078829,1.0236594129211711,历史3/3次成功; 当前距低点1.02%; 最新日涨幅0.62%; 状态bottom_area; 底部未确认
15,82.81442924326251,81.87718557558061,603209,兴通股份,bottom_area,2024-07-26,12.44,2024-07-25,12.03,3.408146300914382,4.571903574397346,28.093245666467432,False,0.0805,0.6395,3,3,3,100.0,23.267522267018258,26.115859449192786,4.591853699085617,3.408146300914382,历史3/3次成功; 当前距低点3.41%; 最新日涨幅0.08%; 状态bottom_area; 底部未确认
16,81.15128848243496,79.6899666542002,688188,柏楚电子,bottom_area,2024-07-26,141.0,2024-07-25,136.82,3.0551089022072846,4.64844321005702,32.58438038925844,False,0.7863,0.3221,2,2,2,100.0,23.84739221092917,34.07281509974057,4.944891097792715,3.0551089022072846,历史2/2次成功; 当前距低点3.06%; 最新日涨幅0.79%; 状态bottom_area; 底部未确认
17,80.92960197572746,79.01076901395987,601163,三角轮胎,bottom_area,2024-07-26,14.56,2024-07-25,14.17,2.7522935779816553,3.3874382498235738,27.18396711202467,False,1.1111,0.5828,2,2,2,100.0,16.48386221375298,20.655412115193645,5.247706422018345,2.7522935779816553,历史2/2次成功; 当前距低点2.75%; 最新日涨幅1.11%; 状态bottom_area; 底部未确认
18,80.79701433877258,80.42908213597482,002346,柘中股份,bottom_area,2024-07-26,7.17,2024-07-25,6.91,3.7626628075253223,4.196816208393632,29.989868287740624,False,1.8466,0.2524,3,3,3,100.0,19.827706113615825,34.89010989010989,4.237337192474678,3.7626628075253223,历史3/3次成功; 当前距低点3.76%; 最新日涨幅1.85%; 状态bottom_area; 底部未确认
19,80.55876199219468,77.28894311383664,600997,开滦股份,bottom_area,2024-07-26,6.07,2024-07-25,5.96,1.8456375838926227,2.684563758389264,29.88235294117647,False,1.3356,0.3236,1,1,1,100.0,12.77955271565495,12.77955271565495,6.154362416107377,1.8456375838926227,历史1/1次成功; 当前距低点1.85%; 最新日涨幅1.34%; 状态bottom_area; 底部未确认
20,80.05420570915169,79.41340589215446,300349,金卡智能,bottom_area,2024-07-26,10.41,2024-07-25,10.05,3.5820895522388,4.378109452736314,32.59557344064386,False,2.3599,0.9686,1,1,1,100.0,45.48693586698337,45.48693586698337,4.417910447761201,3.5820895522388,历史1/1次成功; 当前距低点3.58%; 最新日涨幅2.36%; 状态bottom_area; 底部未确认
21,80.02924284178542,80.45966536776497,002853,皮阿诺,bottom_area,2024-07-26,6.58,2024-07-25,6.31,4.278922345483367,4.595879556259906,31.56182212581346,False,1.7002,1.894,4,4,4,100.0,9.653808147672265,10.012836970474972,3.721077654516633,4.278922345483367,历史4/4次成功; 当前距低点4.28%; 最新日涨幅1.70%; 状态bottom_area; 底部未确认
22,79.19580259169294,78.63194327854706,001218,丽臣实业,bottom_area,2024-07-26,14.28,2024-07-25,13.78,3.6284470246734397,3.6284470246734397,30.404040404040412,False,1.9272,0.6158,2,2,2,100.0,25.18711018711019,29.999999999999993,4.37155297532656,3.6284470246734397,历史2/2次成功; 当前距低点3.63%; 最新日涨幅1.93%; 状态bottom_area; 底部未确认
23,79.09457817337994,76.41191524951216,000726,鲁泰A,bottom_area,2024-07-26,5.56,2024-07-25,5.44,2.205882352941162,2.5735294117647,27.94701986754966,False,1.0909,0.4531,1,1,1,100.0,12.480252764612954,12.480252764612954,5.7941176470588385,2.205882352941162,历史1/1次成功; 当前距低点2.21%; 最新日涨幅1.09%; 状态bottom_area; 底部未确认
24,78.11452077870898,77.03601654705027,603317,天味食品,bottom_area,2024-07-26,10.4,2024-07-24,10.07,3.277060575968223,4.071499503475671,31.262798634812288,False,1.1673,0.2802,2,2,2,100.0,12.299541184181786,14.347826086956525,4.722939424031777,3.277060575968223,历史2/2次成功; 当前距低点3.28%; 最新日涨幅1.17%; 状态bottom_area; 底部未确认
25,77.80506700545811,76.83330858826555,603128,华贸物流,bottom_area,2024-07-26,5.25,2024-07-25,5.08,3.346456692913384,3.9370078740157513,29.83425414364641,False,1.1561,0.5634,2,2,2,100.0,12.060375527462716,15.267175572519085,4.653543307086617,3.346456692913384,历史2/2次成功; 当前距低点3.35%; 最新日涨幅1.16%; 状态bottom_area; 底部未确认
26,77.22781584525279,76.49566769396068,002768,国恩股份,bottom_area,2024-07-26,17.72,2024-07-25,17.12,3.504672897196249,3.9719626168224282,27.549724925941593,False,1.7806,0.7157,2,2,2,100.0,12.184526341764123,13.681691264459511,4.495327102803751,3.504672897196249,历史2/2次成功; 当前距低点3.50%; 最新日涨幅1.78%; 状态bottom_area; 底部未确认
27,77.08439081407236,76.9769810730402,002511,中顺洁柔,bottom_area,2024-07-26,6.88,2024-07-09,6.62,3.927492447129906,7.552870090634441,27.012127894156563,True,1.0279,0.3259,2,2,2,100.0,10.761633615572027,12.93532338308459,4.0725075528700945,3.927492447129906,历史2/2次成功; 当前距低点3.93%; 最新日涨幅1.03%; 状态bottom_area; 底部已确认
28,76.90035878018404,75.07306711721375,000786,北新建材,bottom_area,2024-07-26,27.28,2024-07-25,26.55,2.749529190207158,4.444444444444443,27.26027397260274,False,0.7014,0.4113,1,1,1,100.0,11.946202531645568,11.946202531645568,5.2504708097928425,2.749529190207158,历史1/1次成功; 当前距低点2.75%; 最新日涨幅0.70%; 状态bottom_area; 底部未确认
29,76.39020253085755,76.47814454511888,600210,紫江企业,bottom_area,2024-07-26,4.87,2024-07-25,4.68,4.0598290598290685,4.273504273504278,27.329192546583858,False,2.9598,0.8602,2,2,2,100.0,18.895455922199744,19.867549668874158,3.940170940170932,4.0598290598290685,历史2/2次成功; 当前距低点4.06%; 最新日涨幅2.96%; 状态bottom_area; 底部未确认
30,76.30444368041049,74.86547099122842,600230,沧州大化,bottom_area,2024-07-26,9.24,2024-07-24,8.97,3.0100334448160484,3.5674470457078984,29.647058823529406,False,1.2048,0.4134,1,1,1,100.0,14.02337228714524,14.02337228714524,4.989966555183951,3.0100334448160484,历史1/1次成功; 当前距低点3.01%; 最新日涨幅1.20%; 状态bottom_area; 底部未确认
31,76.21102413276506,77.31273054300286,300686,智动力,bottom_area,2024-07-26,6.4,2024-07-25,6.11,4.746317512274959,5.073649754500812,28.117647058823525,False,1.2658,2.4153,1,1,1,100.0,48.46416382252562,48.46416382252562,3.2536824877250416,4.746317512274959,历史1/1次成功; 当前距低点4.75%; 最新日涨幅1.27%; 状态bottom_area; 底部未确认
32,76.16958337407674,76.611878756589,000597,东北制药,bottom_area,2024-07-26,3.88,2024-07-09,3.72,4.301075268817196,7.258064516129033,29.00763358778626,True,2.3747,0.6207,2,2,2,100.0,13.378120266087073,16.59751037344398,3.698924731182804,4.301075268817196,历史2/2次成功; 当前距低点4.30%; 最新日涨幅2.37%; 状态bottom_area; 底部已确认
33,76.03575972508588,74.72067583046963,002320,海峡股份,bottom_area,2024-07-26,5.0,2024-07-09,4.85,3.0927835051546464,5.567010309278361,27.28635682158921,False,0.6036,0.3412,1,1,1,100.0,14.259259259259249,14.259259259259249,4.907216494845354,3.0927835051546464,历史1/1次成功; 当前距低点3.09%; 最新日涨幅0.60%; 状态bottom_area; 底部未确认
34,76.0125958130425,74.33965146145465,002706,良信股份,bottom_area,2024-07-26,6.15,2024-07-25,5.98,2.8428093645484935,4.347826086956518,32.42937853107344,False,0.0,1.0269,3,4,3,75.0,13.31320867002797,14.727153188691638,5.157190635451507,2.8428093645484935,历史3/4次成功; 当前距低点2.84%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
35,75.31751540171952,70.8155217207554,001308,康冠科技,bottom_area,2024-07-26,20.26,2024-07-25,20.1,0.796019900497513,2.9353233830845764,32.84330103575008,False,-0.3933,2.5538,1,1,1,100.0,27.421758569299566,27.421758569299566,7.203980099502487,0.796019900497513,历史1/1次成功; 当前距低点0.80%; 最新日涨幅-0.39%; 状态bottom_area; 底部未确认
36,74.88870021494117,75.07937800033886,002563,森马服饰,bottom_area,2024-07-26,5.04,2024-07-25,4.84,4.132231404958682,5.7851239669421535,28.18991097922849,False,1.002,0.5385,1,1,1,100.0,28.929384965831446,28.929384965831446,3.8677685950413183,4.132231404958682,历史1/1次成功; 当前距低点4.13%; 最新日涨幅1.00%; 状态bottom_area; 底部未确认
37,74.85325408457584,74.93110458284373,000629,钒钛股份,bottom_area,2024-07-26,2.31,2024-07-25,2.22,4.054054054054047,4.954954954954949,32.72727272727272,False,0.8734,0.4338,1,1,1,100.0,27.173913043478265,27.173913043478265,3.9459459459459527,4.054054054054047,历史1/1次成功; 当前距低点4.05%; 最新日涨幅0.87%; 状态bottom_area; 底部未确认
38,74.4428098869116,73.58797965746598,000090,天健集团,bottom_area,2024-07-26,3.65,2024-07-25,3.53,3.399433427762043,3.399433427762043,28.973843058350102,False,2.5281,0.6985,1,1,1,100.0,11.928429423459237,11.928429423459237,4.600566572237957,3.399433427762043,历史1/1次成功; 当前距低点3.40%; 最新日涨幅2.53%; 状态bottom_area; 底部未确认
39,74.09361542803076,73.16208895797757,300573,兴齐眼药,confirmed_rebound,2024-07-26,117.81,2024-07-26,114.0,3.342105263157897,8.078947368421046,29.481628108375602,False,2.1061,5.1912,3,4,3,75.0,23.31768256977187,42.86062675283501,4.6578947368421035,3.342105263157897,历史3/4次成功; 当前距低点3.34%; 最新日涨幅2.11%; 状态confirmed_rebound; 底部未确认
40,73.11920408207008,72.71952425410858,002601,龙佰集团,bottom_area,2024-07-26,17.03,2024-07-25,16.42,3.714981729598047,5.602923264311803,29.224137931034473,False,0.7692,0.3813,1,1,1,100.0,11.127325793506023,11.127325793506023,4.285018270401953,3.714981729598047,历史1/1次成功; 当前距低点3.71%; 最新日涨幅0.77%; 状态bottom_area; 底部未确认
41,73.06557455624088,72.70918816349203,603036,如通股份,bottom_area,2024-07-26,9.14,2024-07-25,8.81,3.7457434733257666,3.7457434733257666,31.171875,False,1.7817,0.4908,1,1,1,100.0,11.448834853090181,11.448834853090181,4.254256526674234,3.7457434733257666,历史1/1次成功; 当前距低点3.75%; 最新日涨幅1.78%; 状态bottom_area; 底部未确认
42,73.01490848237646,73.09084702473983,300741,华宝股份,bottom_area,2024-07-26,14.63,2024-07-09,14.06,4.054054054054055,7.3257467994310055,32.011605415860735,True,1.5267,0.1276,1,1,1,100.0,8.0865068171133,8.0865068171133,3.945945945945945,4.054054054054055,历史1/1次成功; 当前距低点4.05%; 最新日涨幅1.53%; 状态bottom_area; 底部已确认
43,72.93227877936349,72.62965521596364,603220,中贝通信,bottom_area,2024-07-26,19.2,2024-07-25,18.5,3.7837837837837798,4.432432432432433,31.379821958456976,False,1.5873,1.7421,1,1,1,100.0,11.487538940809966,11.487538940809966,4.21621621621622,3.7837837837837798,历史1/1次成功; 当前距低点3.78%; 最新日涨幅1.59%; 状态bottom_area; 底部未确认
44,72.92145889127659,73.75969996754323,300435,中泰股份,bottom_area,2024-07-26,10.7,2024-07-25,10.23,4.5943304007820025,4.887585532746823,27.549575070821525,False,2.0019,0.4615,1,1,1,100.0,27.498781082398814,27.498781082398814,3.4056695992179975,4.5943304007820025,历史1/1次成功; 当前距低点4.59%; 最新日涨幅2.00%; 状态bottom_area; 底部未确认
45,72.74416439360739,72.56508346782562,000039,中集集团,bottom_area,2024-07-26,7.78,2024-07-25,7.49,3.871829105473966,4.405874499332444,30.583873957367924,False,2.9101,0.9539,1,1,1,100.0,12.219644238205724,12.219644238205724,4.1281708945260345,3.871829105473966,历史1/1次成功; 当前距低点3.87%; 最新日涨幅2.91%; 状态bottom_area; 底部未确认
46,72.57299332224929,72.55364568340039,002171,楚江新材,bottom_area,2024-07-26,6.0,2024-07-25,5.77,3.9861351819757447,4.1594454072790334,28.94088669950739,False,2.5641,0.6519,1,1,1,100.0,13.559322033898319,13.559322033898319,4.013864818024255,3.9861351819757447,历史1/1次成功; 当前距低点3.99%; 最新日涨幅2.56%; 状态bottom_area; 底部未确认
47,71.6379076192561,67.38652980398057,002293,罗莱生活,bottom_area,2024-07-26,7.38,2024-07-25,7.32,0.8196721311475357,2.1857923497267775,28.515625,False,-0.4049,0.2605,1,1,1,100.0,9.27624872579001,9.27624872579001,7.180327868852466,0.8196721311475357,历史1/1次成功; 当前距低点0.82%; 最新日涨幅-0.40%; 状态bottom_area; 底部未确认
48,71.24794474995086,71.86545532907478,603187,海容冷链,bottom_area,2024-07-26,10.8,2024-07-25,10.34,4.448742746615095,4.738878143133465,32.90071382219338,False,2.4668,1.0019,1,1,1,100.0,15.530047265361235,15.530047265361235,3.5512572533849047,4.448742746615095,历史1/1次成功; 当前距低点4.45%; 最新日涨幅2.47%; 状态bottom_area; 底部未确认
49,70.70072084721,71.10494255980538,002335,科华数据,confirmed_rebound,2024-07-26,19.42,2024-07-10,18.62,4.296455424274977,8.37808807733619,32.24163027656477,True,0.0515,1.7308,1,1,1,100.0,10.596026490066222,10.596026490066222,3.7035445757250236,4.296455424274977,历史1/1次成功; 当前距低点4.30%; 最新日涨幅0.05%; 状态confirmed_rebound; 底部已确认
50,70.5125484162085,71.7229968005688,002191,劲嘉股份,confirmed_rebound,2024-07-26,3.65,2024-07-09,3.48,4.885057471264366,8.62068965517241,27.348643006263053,True,1.6713,0.5181,1,1,1,100.0,21.134020618556693,21.134020618556693,3.114942528735634,4.885057471264366,历史1/1次成功; 当前距低点4.89%; 最新日涨幅1.67%; 状态confirmed_rebound; 底部已确认
51,70.35082031174277,70.84142360356445,002539,云图控股,bottom_area,2024-07-26,6.7,2024-07-24,6.42,4.3613707165109075,4.8286604361370795,29.682365826944146,False,2.1341,0.7686,1,1,1,100.0,8.953488372093018,8.953488372093018,3.638629283489093,4.3613707165109075,历史1/1次成功; 当前距低点4.36%; 最新日涨幅2.13%; 状态bottom_area; 底部未确认
52,70.3212571869766,71.12127148944505,603010,万盛股份,bottom_area,2024-07-26,8.89,2024-07-18,8.5,4.588235294117654,5.764705882352944,27.78249787595582,False,1.8328,0.3089,1,1,1,100.0,13.238967527060783,13.238967527060783,3.411764705882346,4.588235294117654,历史1/1次成功; 当前距低点4.59%; 最新日涨幅1.83%; 状态bottom_area; 底部未确认
53,64.6125389503806,63.782645590682186,600058,五矿发展,bottom_area,2024-07-26,6.21,2024-07-25,6.01,3.327787021630619,3.9933444259567423,31.85941043083901,False,1.8033,0.4039,1,2,1,50.0,99.54954954954954,99.54954954954954,4.672212978369381,3.327787021630619,历史1/2次成功; 当前距低点3.33%; 最新日涨幅1.80%; 状态bottom_area; 底部未确认
54,64.43887774361048,64.5892601887531,002605,姚记科技,bottom_area,2024-07-26,17.18,2024-07-25,16.5,4.121212121212119,4.424242424242427,29.396662387676507,False,2.019,1.4388,2,3,2,66.66666666666666,11.284715905645513,12.862318840579725,3.8787878787878807,4.121212121212119,历史2/3次成功; 当前距低点4.12%; 最新日涨幅2.02%; 状态bottom_area; 底部未确认
55,57.38425015862434,58.09063224674477,002833,弘亚数控,bottom_area,2024-07-26,16.25,2024-07-25,15.53,4.636188023180944,5.215711526078561,30.854853072128236,False,3.7013,1.1081,1,2,1,50.0,35.43624161073825,35.43624161073825,3.363811976819056,4.636188023180944,历史1/2次成功; 当前距低点4.64%; 最新日涨幅3.70%; 状态bottom_area; 底部未确认
